cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0506,1,H00_low_turnover_robust,P14_horizon_spread,AbsZScore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(ret_12,4))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(ret_12,H6))),H6)))))",4,H6
C0507,0,H10_range_breakout_failure,P0_price_return,MulRankRank,spread_12_vs_48,cross_symbol_zscore,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(ret_3,3)),Rank(TSMean(ret_24,5))),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(ret_3,H6)),Rank(TSMean(ret_24,H6))),H6)))",5,H6
C0507,1,H10_range_breakout_failure,P0_price_return,MulRankRank,spread_12_vs_48,cross_symbol_zscore,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(ret_6,4)),Rank(TSMean(ret_12,12))),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(ret_6,H6)),Rank(TSMean(ret_12,H12))),H6))))",12,H12
C0508,0,H13_symbol_tier_relative,P8_regime_state,RollingMaxRank,ensemble_6_12_24_48,same_symbol_zscore,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(TSMean(Rank(RollingMax(realized_vol_24,3)),3))","ResidualizeVsCore4(TSMean(Rank(RollingMax(realized_vol_24,H6)),H6))",3,H6
C0508,1,H13_symbol_tier_relative,P8_regime_state,RollingMaxRank,ensemble_6_12_24_48,same_symbol_zscore,Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(quote_volume_mean_24,4)),4)))","ResidualizeVsCore4(Rank(TSMean(Rank(RollingMax(quote_volume_mean_24,H6)),H6)))",4,H6
C0509,0,H08_trade_size_microstructure_lite,P9_price_basis,SubRank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(ret_6,3)),Rank(TSMean(premium_index,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(ret_6,H6)),Rank(TSMean(premium_index,H6))),H6))))",5,H6
C0509,1,H08_trade_size_microstructure_lite,P9_price_basis,SubRank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,F10_volatility_compression,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(ret_12,4)),Rank(TSMean(mark_index_ratio,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(ret_12,H6)),Rank(TSMean(mark_index_ratio,H12))),H6)))))",12,H12
C0510,0,H11_regime_conditional_non_may,P7_cross_symbol_relative,MulRankRank,H72,cross_symbol_zscore,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(cs_z_ret_6,3)),Rank(TSMean(cs_z_premium_index,5))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(cs_z_ret_6,H6)),Rank(TSMean(cs_z_premium_index,H6))),H6)))",5,H6
C0510,1,H11_regime_conditional_non_may,P7_cross_symbol_relative,MulRankRank,H72,cross_symbol_zscore,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(cs_z_ret_12,4)),Rank(TSMean(cs_z_ret_6,12))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(cs_z_ret_12,H6)),Rank(TSMean(cs_z_ret_6,H12))),H6))))",12,H12
C0511,0,H06_liquidity_structure_ex_realized_vol_mul,P9_price_basis,ResidualizeVsCore4,H72,same_symbol_rank,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(premium_index,5)))),3))","ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(premium_index,H6)))),H6))",5,H6
C0511,1,H06_liquidity_structure_ex_realized_vol_mul,P9_price_basis,ResidualizeVsCore4,H72,same_symbol_rank,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(mark_index_ratio,12)))),4)))","ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6)))",12,H12
C0512,0,H03_basis_premium_residual,P10_price_liquidity,SmoothInteraction,ensemble_6_12_24_48,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(ret_6,3)),Rank(TSMean(quote_volume_mean_24,5))),3))","ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(ret_6,H6)),Rank(TSMean(quote_volume_mean_24,H6))),H6))",5,H6
C0512,1,H03_basis_premium_residual,P10_price_liquidity,SmoothInteraction,ensemble_6_12_24_48,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,4)),Rank(TSMean(quote_volume_mean_12,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,H6)),Rank(TSMean(quote_volume_mean_12,H12))),H6)))",12,H12
C0513,0,H06_liquidity_structure_ex_realized_vol_mul,P0_price_return,AbsZScore,H72,cross_symbol_zscore,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(ret_3,3))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(ret_3,H6))),H6))))",3,H6
C0513,1,H06_liquidity_structure_ex_realized_vol_mul,P0_price_return,AbsZScore,H72,cross_symbol_zscore,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(ret_6,4))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6)))))",4,H6
C0514,0,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,DeltaRank,spread_12_vs_48,cross_symbol_zscore,none,F2_low_liquidity,"cross_symbol_zscore(TSMean(Rank(Delta(latest_known_funding_rate,3)),3))","cross_symbol_zscore(TSMean(Rank(Delta(latest_known_funding_rate,H6)),H6))",3,H6
C0514,1,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,DeltaRank,spread_12_vs_48,cross_symbol_zscore,none,F2_low_liquidity,"cross_symbol_zscore(Rank(TSMean(Rank(Delta(funding_rate_z_24,4)),4)))","cross_symbol_zscore(Rank(TSMean(Rank(Delta(funding_rate_z_24,H6)),H6)))",4,H6
C0515,0,H12_horizon_ensemble_stability,P8_regime_state,TSStdZScore,spread_6_vs_24,cross_symbol_rank,none,F5_funding_neutral,"cross_symbol_rank(TSMean(ZScore(TSStd(realized_vol_24,3)),3))","cross_symbol_rank(TSMean(ZScore(TSStd(realized_vol_24,H6)),H6))",3,H6
C0515,1,H12_horizon_ensemble_stability,P8_regime_state,TSStdZScore,spread_6_vs_24,cross_symbol_rank,none,F5_funding_neutral,"cross_symbol_rank(Rank(TSMean(ZScore(TSStd(quote_volume_mean_24,4)),4)))","cross_symbol_rank(Rank(TSMean(ZScore(TSStd(quote_volume_mean_24,H6)),H6)))",4,H6
C0516,0,H07_taker_flow_lag_stable,P15_open_ast_diverse,AbsZScore,ensemble_6_12_24_48,same_symbol_zscore,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(mark_index_ratio,3))),3))","ResidualizeVsFundingCore(TSMean(Abs(ZScore(Delta(mark_index_ratio,H6))),H6))",3,H6
C0516,1,H07_taker_flow_lag_stable,P15_open_ast_diverse,AbsZScore,ensemble_6_12_24_48,same_symbol_zscore,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(mark_minus_index,4))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Abs(ZScore(Delta(mark_minus_index,H6))),H6)))",4,H6
C0517,0,H15_placebo_null_adversarial,P5_basis_premium,ResidualizeVsCore4,mixed_12_48,cross_symbol_zscore,none,F2_low_liquidity,"cross_symbol_zscore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(TSMean(cs_z_mark_index_ratio,5)))),3))","cross_symbol_zscore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(TSMean(cs_z_mark_index_ratio,H6)))),H6))",5,H6
C0517,1,H15_placebo_null_adversarial,P5_basis_premium,ResidualizeVsCore4,mixed_12_48,cross_symbol_zscore,none,F2_low_liquidity,"cross_symbol_zscore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_minus_index,4)),ZScore(TSMean(mark_index_ratio,12)))),4)))","cross_symbol_zscore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(mark_minus_index,H6)),ZScore(TSMean(mark_index_ratio,H12)))),H6)))",12,H12
C0518,0,H14_open_ast_cem_diversity,P6_funding_observable,CrossSymbolRank,H12,cross_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(latest_known_funding_rate,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(latest_known_funding_rate,H6)),H6))))",3,H6
C0518,1,H14_open_ast_cem_diversity,P6_funding_observable,CrossSymbolRank,H12,cross_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(funding_rate_z_24,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(funding_rate_z_24,H6)),H6)))))",4,H6
C0519,0,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,RollingMinRank,mixed_12_48,same_symbol_zscore,none,F7_trend_reversal,"TSMean(Rank(RollingMin(realized_vol_12,3)),3)","TSMean(Rank(RollingMin(realized_vol_12,H6)),H6)",3,H6
C0519,1,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,RollingMinRank,mixed_12_48,same_symbol_zscore,none,F7_trend_reversal,"Rank(TSMean(Rank(RollingMin(realized_vol_24,4)),4))","Rank(TSMean(Rank(RollingMin(realized_vol_24,H6)),H6))",4,H6
C0520,0,H10_range_breakout_failure,P5_basis_premium,SubRank,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(mark_index_ratio,3)),Rank(TSMean(cs_z_mark_index_ratio,5))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Sub(Rank(TSMean(mark_index_ratio,H6)),Rank(TSMean(cs_z_mark_index_ratio,H6))),H6)))",5,H6
C0520,1,H10_range_breakout_failure,P5_basis_premium,SubRank,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F1_high_realized_vol,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(mark_minus_index,4)),Rank(TSMean(mark_index_ratio,12))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Sub(Rank(TSMean(mark_minus_index,H6)),Rank(TSMean(mark_index_ratio,H12))),H6))))",12,H12
C0521,0,H13_symbol_tier_relative,P0_price_return,MulRankZScore,mixed_6_24,cross_symbol_zscore,Core4,F4_basis_dislocation,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(ret_3,3)),ZScore(Decay(ret_24,5))),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Mul(Rank(TSMean(ret_3,H6)),ZScore(Decay(ret_24,H6))),H6)))",5,H6
C0521,1,H13_symbol_tier_relative,P0_price_return,MulRankZScore,mixed_6_24,cross_symbol_zscore,Core4,F4_basis_dislocation,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(ret_6,4)),ZScore(Decay(ret_12,12))),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(ret_6,H6)),ZScore(Decay(ret_12,H12))),H6))))",12,H12
C0522,0,H14_open_ast_cem_diversity,P10_price_liquidity,ResidualizeVsCore4,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(quote_volume_mean_24,5)))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(quote_volume_mean_24,H6)))),H6)))",5,H6
C0522,1,H14_open_ast_cem_diversity,P10_price_liquidity,ResidualizeVsCore4,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,4)),ZScore(TSMean(quote_volume_mean_12,12)))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,H6)),ZScore(TSMean(quote_volume_mean_12,H12)))),H6))))",12,H12
C0523,0,H03_basis_premium_residual,P8_regime_state,DeltaRank,spread_6_vs_24,cross_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(Delta(realized_vol_24,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(Delta(realized_vol_24,H6)),H6))))",3,H6
C0523,1,H03_basis_premium_residual,P8_regime_state,DeltaRank,spread_6_vs_24,cross_symbol_zscore,FundingCore_and_Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(Delta(quote_volume_mean_24,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(Delta(quote_volume_mean_24,H6)),H6)))))",4,H6
C0524,0,H03_basis_premium_residual,P1_range_volatility,RollingMaxRank,H24,cross_symbol_zscore,Core4,F4_basis_dislocation,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(RollingMax(hl_range,3)),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(RollingMax(hl_range,H6)),H6)))",3,H6
C0524,1,H03_basis_premium_residual,P1_range_volatility,RollingMaxRank,H24,cross_symbol_zscore,Core4,F4_basis_dislocation,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(realized_vol_6,4)),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(realized_vol_6,H6)),H6))))",4,H6
C0525,0,H14_open_ast_cem_diversity,P6_funding_observable,RollingMinRank,H24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMin(latest_known_funding_rate,3)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMin(latest_known_funding_rate,H6)),H6)))",3,H6
C0525,1,H14_open_ast_cem_diversity,P6_funding_observable,RollingMinRank,H24,cross_symbol_zscore,FundingCore,F10_volatility_compression,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMin(funding_rate_z_24,4)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMin(funding_rate_z_24,H6)),H6))))",4,H6
C0526,0,H09_trend_reversal_horizon_mix,P12_liquidity_flow,TSRankMul,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(TSRank(quote_volume_mean_12,3),ZScore(TSMean(taker_buy_ratio,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(TSRank(quote_volume_mean_12,H6),ZScore(TSMean(taker_buy_ratio,H6))),H6))))",5,H6
C0526,1,H09_trend_reversal_horizon_mix,P12_liquidity_flow,TSRankMul,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(TSRank(quote_volume_mean_24,4),ZScore(TSMean(taker_imbalance,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(TSRank(quote_volume_mean_24,H6),ZScore(TSMean(taker_imbalance,H12))),H6)))))",12,H12
C0527,0,H10_range_breakout_failure,P6_funding_observable,DeltaRank,H12,same_symbol_rank,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(TSMean(Rank(Delta(latest_known_funding_rate,3)),3))","ResidualizeVsFundingCore(TSMean(Rank(Delta(latest_known_funding_rate,H6)),H6))",3,H6
C0527,1,H10_range_breakout_failure,P6_funding_observable,DeltaRank,H12,same_symbol_rank,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(Rank(TSMean(Rank(Delta(funding_rate_z_24,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(Rank(Delta(funding_rate_z_24,H6)),H6)))",4,H6
C0528,0,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,DeltaRank,ensemble_6_12_24_48,cross_symbol_zscore,Core4,F10_volatility_compression,"ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(Delta(ret_6,3)),3)))","ResidualizeVsCore4(cross_symbol_zscore(TSMean(Rank(Delta(ret_6,H6)),H6)))",3,H6
C0528,1,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,DeltaRank,ensemble_6_12_24_48,cross_symbol_zscore,Core4,F10_volatility_compression,"ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(Delta(ret_12,4)),4))))","ResidualizeVsCore4(cross_symbol_zscore(Rank(TSMean(Rank(Delta(ret_12,H6)),H6))))",4,H6
C0529,0,H07_taker_flow_lag_stable,P8_regime_state,CrossSymbolRank,H48,cross_symbol_rank,Core4,F5_funding_neutral,"ResidualizeVsCore4(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(realized_vol_24,3)),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(CrossSymbolRank(TSMean(realized_vol_24,H6)),H6)))",3,H6
C0529,1,H07_taker_flow_lag_stable,P8_regime_state,CrossSymbolRank,H48,cross_symbol_rank,Core4,F5_funding_neutral,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(quote_volume_mean_24,4)),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(CrossSymbolRank(TSMean(quote_volume_mean_24,H6)),H6))))",4,H6
C0530,0,H12_horizon_ensemble_stability,P15_open_ast_diverse,NegRank,H24,same_symbol_zscore,none,F0_calendar_blocks,"TSMean(Neg(Rank(Decay(mark_index_ratio,3))),3)","TSMean(Neg(Rank(Decay(mark_index_ratio,H6))),H6)",3,H6
C0530,1,H12_horizon_ensemble_stability,P15_open_ast_diverse,NegRank,H24,same_symbol_zscore,none,F0_calendar_blocks,"Rank(TSMean(Neg(Rank(Decay(mark_minus_index,4))),4))","Rank(TSMean(Neg(Rank(Decay(mark_minus_index,H6))),H6))",4,H6
C0531,0,H00_low_turnover_robust,P12_liquidity_flow,NegRank,spread_6_vs_24,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Neg(Rank(Decay(quote_volume_mean_12,3))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Neg(Rank(Decay(quote_volume_mean_12,H6))),H6))))",3,H6
C0531,1,H00_low_turnover_robust,P12_liquidity_flow,NegRank,spread_6_vs_24,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Neg(Rank(Decay(quote_volume_mean_24,4))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Neg(Rank(Decay(quote_volume_mean_24,H6))),H6)))))",4,H6
C0532,0,H08_trade_size_microstructure_lite,P15_open_ast_diverse,TSMeanRank,mixed_6_24,same_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,3)),3))","ResidualizeVsFundingCore(TSMean(Rank(TSMean(mark_index_ratio,H6)),H6))",3,H6
C0532,1,H08_trade_size_microstructure_lite,P15_open_ast_diverse,TSMeanRank,mixed_6_24,same_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_minus_index,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(Rank(TSMean(mark_minus_index,H6)),H6)))",4,H6
C0533,0,H13_symbol_tier_relative,P8_regime_state,DecayZScore,spread_12_vs_48,cross_symbol_rank,Core4,F7_trend_reversal,"ResidualizeVsCore4(cross_symbol_rank(TSMean(ZScore(Decay(realized_vol_24,3)),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(ZScore(Decay(realized_vol_24,H6)),H6)))",3,H6
C0533,1,H13_symbol_tier_relative,P8_regime_state,DecayZScore,spread_12_vs_48,cross_symbol_rank,Core4,F7_trend_reversal,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ZScore(Decay(quote_volume_mean_24,4)),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(ZScore(Decay(quote_volume_mean_24,H6)),H6))))",4,H6
C0534,0,H13_symbol_tier_relative,P0_price_return,TSRankMul,spread_12_vs_48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(TSRank(ret_3,3),ZScore(TSMean(ret_24,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(TSRank(ret_3,H6),ZScore(TSMean(ret_24,H6))),H6))))",5,H6
C0534,1,H13_symbol_tier_relative,P0_price_return,TSRankMul,spread_12_vs_48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(TSRank(ret_6,4),ZScore(TSMean(ret_12,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(TSRank(ret_6,H6),ZScore(TSMean(ret_12,H12))),H6)))))",12,H12
C0535,0,H12_horizon_ensemble_stability,P13_trade_size_volatility,MulRankRank,spread_6_vs_24,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(avg_trade_size_quote,3)),Rank(TSMean(realized_vol_24,5))),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(Mul(Rank(TSMean(avg_trade_size_quote,H6)),Rank(TSMean(realized_vol_24,H6))),H6)))",5,H6
C0535,1,H12_horizon_ensemble_stability,P13_trade_size_volatility,MulRankRank,spread_6_vs_24,cross_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(number_of_trades,4)),Rank(TSMean(realized_vol_12,12))),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(number_of_trades,H6)),Rank(TSMean(realized_vol_12,H12))),H6))))",12,H12
C0536,0,H08_trade_size_microstructure_lite,P10_price_liquidity,AbsZScore,H24,cross_symbol_zscore,FundingCore,F6_cross_symbol_dispersion,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(ret_6,3))),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Abs(ZScore(Delta(ret_6,H6))),H6)))",3,H6
C0536,1,H08_trade_size_microstructure_lite,P10_price_liquidity,AbsZScore,H24,cross_symbol_zscore,FundingCore,F6_cross_symbol_dispersion,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(ret_12,4))),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Abs(ZScore(Delta(ret_12,H6))),H6))))",4,H6
C0537,0,H13_symbol_tier_relative,P0_price_return,MulRankRank,spread_6_vs_24,same_symbol_rank,Core4,F1_high_realized_vol,"ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(ret_3,3)),Rank(TSMean(ret_24,5))),3))","ResidualizeVsCore4(TSMean(Mul(Rank(TSMean(ret_3,H6)),Rank(TSMean(ret_24,H6))),H6))",5,H6
C0537,1,H13_symbol_tier_relative,P0_price_return,MulRankRank,spread_6_vs_24,same_symbol_rank,Core4,F1_high_realized_vol,"ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(ret_6,4)),Rank(TSMean(ret_12,12))),4)))","ResidualizeVsCore4(Rank(TSMean(Mul(Rank(TSMean(ret_6,H6)),Rank(TSMean(ret_12,H12))),H6)))",12,H12
C0538,0,H05_volatility_structure_ex_liquidity_mul,P0_price_return,CrossSymbolRank,H6,same_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(TSMean(CrossSymbolRank(TSMean(ret_3,3)),3))","ResidualizeVsCore4(TSMean(CrossSymbolRank(TSMean(ret_3,H6)),H6))",3,H6
