target_horizon_hours,rank_decile,rows,post_may_eligible_count,post_may_eligible_rate,median_rank_score,median_raw_may,median_raw_recent
4,1,20,2,0.1,3.4343063891284205,-1.3170826573544792,0.6150340047812094
4,2,19,2,0.10526315789473684,2.714943632973576,-1.056264384935377,0.46610447533878013
4,3,19,2,0.10526315789473684,2.2734858121563657,-1.3850191417421385,0.3635235194255854
4,4,19,3,0.15789473684210525,1.7074103610577358,-1.3953154938783452,0.25420993653753277
4,5,19,0,0.0,1.176227795400716,-1.5794301055134339,0.21938968632421318
4,6,19,0,0.0,0.7355388339114659,-0.001581055742402467,0.17314849354132017
4,7,19,0,0.0,0.15911190796236152,0.0,0.06318882500960658
4,8,19,0,0.0,-0.1890315127058028,0.0,-0.000500767515757185
4,9,19,0,0.0,-0.4468604319625151,0.0,-0.1056102930963221
4,10,20,0,0.0,-1.4910628530358325,-1.1148015507437266,-0.40555290901835483
8,1,20,3,0.15,6.024286479667639,-2.3463033913504976,1.4151427624161927
8,2,19,2,0.10526315789473684,4.999852883902493,-2.187789186945605,1.0605268865994135
8,3,19,0,0.0,4.379819903838103,-2.117294489849588,0.8484218933619067
8,4,19,3,0.15789473684210525,3.873299447282458,-3.0054240448870573,0.7271785487753799
8,5,19,0,0.0,2.953702805129026,-2.4136741377605913,0.5439441504635197
8,6,19,0,0.0,2.1462654211980157,-0.98558387436093,0.5373691113476112
8,7,19,1,0.05263157894736842,1.1997291597260953,0.0,0.26900992126095213
8,8,19,1,0.05263157894736842,0.45037045676133314,0.0,0.09730277791165261
8,9,19,0,0.0,-0.25123903790310786,0.0,-0.010833393108442979
8,10,20,0,0.0,-1.2124186039352092,-1.2923881996440467,-0.27929067490884624
12,1,20,2,0.1,7.975876273067939,-3.9885273136030066,2.163492705394905
12,2,19,1,0.05263157894736842,6.683167114420324,-3.055941893658911,1.6756635114711533
12,3,19,2,0.10526315789473684,5.840157590582111,-4.077421919402935,1.3716717230824713
12,4,19,1,0.05263157894736842,5.319910185969181,-3.366399240093755,1.1642365795543965
12,5,19,1,0.05263157894736842,4.358823740110949,-4.325680077435497,0.9817972803810212
12,6,19,2,0.10526315789473684,3.3840455330630816,0.0,0.7335799676986657
12,7,19,2,0.10526315789473684,2.078775911817552,0.0,0.48222349885037774
12,8,19,0,0.0,1.0929878089173137,0.0,0.26763327290618943
12,9,19,0,0.0,0.019238344208525344,0.0,0.045237384341585994
12,10,20,0,0.0,-0.9880853824406505,0.0,-0.21141859260892798
24,1,20,1,0.05,7.9978089950957365,-4.4437212063353115,2.664082962890797
24,2,19,0,0.0,7.996778865314262,-5.669027062394278,2.808004992055291
24,3,19,2,0.10526315789473684,7.995151294204721,-6.713254067653384,2.7644794629823815
24,4,19,1,0.05263157894736842,7.98753504195587,-4.83989073440848,2.423146755577838
24,5,19,3,0.15789473684210525,7.586342726403462,-4.336880309270308,1.9442999492564366
24,6,19,1,0.05263157894736842,6.1363463164753105,-6.9859484615441305,1.5029094134796732
24,7,19,2,0.10526315789473684,4.802844651612258,0.0,1.151864396314502
24,8,19,3,0.15789473684210525,3.1799522782149694,0.0,0.6905995522257872
24,9,19,0,0.0,1.5125253797536313,0.0,0.36746347089357784
24,10,20,0,0.0,-1.6960392627916219,0.0,-0.3909995475035228
48,1,20,1,0.05,7.9986384766882725,-9.348086542375832,4.232473316743469
48,2,19,2,0.10526315789473684,7.997769167461411,-11.867581609487061,3.7708876227816863
48,3,19,1,0.05263157894736842,7.997155445113634,-13.805502207316753,4.164352860469
48,4,19,0,0.0,7.996575904311005,-12.807461995342653,3.861468820972829
48,5,19,2,0.10526315789473684,7.995388961962064,-10.759872797440561,3.567208779106646
48,6,19,1,0.05263157894736842,7.991791897090753,-13.319260913285111,3.5091267937489325
48,7,19,2,0.10526315789473684,7.815420957461883,0.0,2.1226877752119604
48,8,19,4,0.21052631578947367,5.179694835884339,0.0,1.2949437721805486
48,9,19,0,0.0,2.6181768705749957,0.0,0.67939537606279
48,10,20,0,0.0,-1.482029282012912,0.0,-0.4537508666002228
72,1,20,0,0.0,7.99876839056221,-8.125397886051372,5.722383066189804
72,2,19,3,0.15789473684210525,7.998047539161483,-13.201241537085465,5.166460633545646
72,3,19,0,0.0,7.997605538546913,-15.543789228087242,4.849562627071588
72,4,19,1,0.05263157894736842,7.9970249522286405,-15.59129587588392,5.453790118670629
72,5,19,0,0.0,7.996332675395983,-13.174652630154023,5.004484840922046
72,6,19,2,0.10526315789473684,7.994920440455827,-9.437806211950344,3.672604101224658
72,7,19,2,0.10526315789473684,7.991668139887601,-21.37170359598938,4.376589220211002
72,8,19,1,0.05263157894736842,7.5403412653097295,-7.6444524965825345,1.9665781572471863
72,9,19,0,0.0,4.914600056392612,-3.1782307890270394,1.3257480730510784
72,10,20,0,0.0,-0.23334063017015608,0.0,-0.023675631159488116
96,1,20,1,0.05,7.998831387620209,-7.636485619194387,6.435195033552056
96,2,19,4,0.21052631578947367,7.99816801769115,-13.614531514921204,6.689813182854446
96,3,19,0,0.0,7.997841756815645,-15.767058859843043,5.079083625152973
96,4,19,1,0.05263157894736842,7.997226558519322,-11.994757182469154,5.995910077428788
96,5,19,0,0.0,7.996618935364919,-12.320428455124178,5.950204149338911
96,6,19,1,0.05263157894736842,7.995406559230295,-11.429139095831413,4.796382036154451
96,7,19,1,0.05263157894736842,7.993104444484088,-16.723711602668693,4.545491224454264
96,8,19,2,0.10526315789473684,7.924135554808948,-13.357255062248704,2.509323362368357
96,9,19,0,0.0,4.468153256921498,0.0,1.2702362549191735
96,10,20,0,0.0,-4.06627289006259,-0.7840542959783715,-0.9959400853175764
