candidate_id,family_id,objective_id,horizon_h,split,control_variant,book_return,book_cost,row_count,timestamp_count,gross_weight,net_book_return,max_abs_control_net,control_ratio,positive_net,control_clean,split_pass
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,recent_2026JanApr,original,-0.02501309,0.006999999850057065,693,7,13.999999,-0.03201308903004974,0.018635453091003,0.5821198033382011,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,test_2025H2,original,-0.039419733,0.010000000034458936,878,10,20.0,-0.049419733022339644,0.02726909306179732,0.5517855195397118,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,train_2024,original,-0.014882954,0.019000000312924384,817,19,38.000004,-0.03388295415043831,0.06767493765056133,1.9973151499155388,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,validation_2025H1,original,0.008676212,0.01000000014062971,648,10,20.0,-0.0013237878596410162,0.03345164433959871,25.269641257626024,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,recent_2026JanApr,original,-0.034738984,0.006999999850057065,693,7,13.999999,-0.041738983809016646,0.025014124245382845,0.5992988319801854,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,test_2025H2,original,0.02130667,0.010000000034458936,878,10,20.0,0.011306669305078685,0.03707996409107,3.279477190611305,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,train_2024,original,0.088918105,0.019000000312924384,817,19,38.000004,0.069918104454875,0.10624646301567554,1.5195844315648919,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,validation_2025H1,original,0.0016252041,0.01000000014062971,648,10,20.0,-0.008374796031042934,0.021319635576568546,2.5456901272576866,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,8,recent_2026JanApr,original,-0.02501309,0.006999999850057065,693,7,13.999999,-0.03201308903004974,0.01863545122835785,0.5821197451543393,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,8,test_2025H2,original,-0.039419733,0.010000000034458936,878,10,20.0,-0.049419733022339644,0.02726909306179732,0.5517855195397118,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,8,train_2024,original,-0.014882949,0.019000000312924384,817,19,38.000004,-0.033882949493825434,0.06767493392527103,1.997315314465356,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,8,validation_2025H1,original,0.00867621,0.01000000014062971,648,10,20.0,-0.0013237897222861655,0.03345164433959871,25.269605701847123,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,24,recent_2026JanApr,original,-0.03473898,0.006999999850057065,693,7,13.999999,-0.04173898008372635,0.025014120520092546,0.5992987962167774,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,24,test_2025H2,original,0.021306673,0.010000000034458936,878,10,20.0,0.011306673030368983,0.03707996595371515,3.279476274837108,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,24,train_2024,original,0.088918105,0.019000000312924384,817,19,38.000004,0.069918104454875,0.10624646301567554,1.5195844315648919,True,False,False
