system_id,observations,gross_mean,net_mean,net_mean_lcb_95,annualized_sharpe,max_drawdown,turnover_mean,positive_day_fraction,positive_month_fraction,average_gross_exposure,average_net_exposure,first_date,last_date
INTERNAL_LONG_ONLY_20D_MOMENTUM,23,-0.008601791489196419,-0.008753965402239897,-0.01723685186483421,-7.609359749707888,-0.2127540102589024,0.30434782608695654,0.391304347826087,0.0,1.0,1.0,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
QLIB_V097_NATIVE_FULL,23,-0.004293592037929164,-0.004319208412749042,-0.01525556594399237,-3.3270009521039157,-0.20534418896538764,0.05123274963975927,0.4782608695652174,0.0,0.9481900975099099,0.9481900975099099,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
QLIB_V097_NATIVE_13_FEATURE_CONTROL,23,-0.004293592037929164,-0.004319208412749042,-0.015308616322980763,-3.3270009521039157,-0.20534418896538764,0.05123274963975927,0.4782608695652174,0.0,0.9481900975099099,0.9481900975099099,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
DEEPDOW_V023_KEYNESNET_FLOW,23,-0.005915603455100689,-0.005938985559823363,-0.014922014082655352,-4.697015688709759,-0.19814935060334316,0.04676421359181404,0.43478260869565216,0.0,1.0,1.0,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
DEEPDOW_V023_ASSET_ROTATED_FLOW_CONTROL,23,-0.0059158315394891746,-0.005938904078207637,-0.014459092403403463,-4.709265202162141,-0.19832476049136594,0.046145081520080566,0.391304347826087,0.0,1.0,1.0,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
ONE_OVER_N,23,-0.005924996071372296,-0.005946735201807079,-0.014795362000392876,-4.718996913663602,-0.19810449520926476,0.04347826086956521,0.43478260869565216,0.0,0.9999999999999999,0.9999999999999999,2024-06-01 00:00:00+00:00,2024-06-23 00:00:00+00:00
