bytes,checksum_status,error,etag,last_modified,month,status,symbol,url
24390426,HTTP_200,,"""f57e4e72b907db7d0185b116c1786020-3""","Thu, 16 May 2024 14:38:45 GMT",2024-04,HTTP_200,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-04.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-05,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-05.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-06,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-06.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-07,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-07.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-08,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-08.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-09,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-09.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-10,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-10.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-11,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-11.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-12,UNAVAILABLE,SOLUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SOLUSDT/SOLUSDT-bookTicker-2024-12.zip
1759335148,HTTP_200,,"""017a1b8e50e66ff6442c37485f66d106-210""","Sun, 18 Feb 2024 02:25:09 GMT",2024-01,HTTP_200,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-01.zip
1234849791,HTTP_200,,"""8290156d186b7658d475b485f7e70202-148""","Tue, 19 Mar 2024 12:50:43 GMT",2024-02,HTTP_200,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-02.zip
1359296861,HTTP_200,,"""49965c0a671693e66ff0210f38f17d3e-163""","Thu, 18 Apr 2024 01:24:19 GMT",2024-03,HTTP_200,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-03.zip
11879499,HTTP_200,,"""74c61624b20629c933f467352e655639-2""","Thu, 16 May 2024 14:38:46 GMT",2024-04,HTTP_200,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-04.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-05,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-05.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-06,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-06.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-07,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-07.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-08,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-08.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-09,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-09.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-10,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-10.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-11,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-11.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-12,UNAVAILABLE,SUIUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/SUIUSDT/SUIUSDT-bookTicker-2024-12.zip
1494954109,HTTP_200,,"""1e2d155c4ab82c0372c44a2b18159e8e-179""","Sun, 18 Feb 2024 02:26:13 GMT",2024-01,HTTP_200,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-01.zip
1511180887,HTTP_200,,"""86bfa3666bd281b5277cb10aa7369464-181""","Tue, 19 Mar 2024 12:51:44 GMT",2024-02,HTTP_200,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-02.zip
2686380421,HTTP_200,,"""12ca2631e4746412b6150a5947905a9d-321""","Thu, 18 Apr 2024 01:26:47 GMT",2024-03,HTTP_200,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-03.zip
15736243,HTTP_200,,"""b56fc010072b7777ebebafc4a99f1acc-2""","Thu, 16 May 2024 14:38:47 GMT",2024-04,HTTP_200,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-04.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-05,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-05.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-06,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-06.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-07,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-07.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-08,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-08.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-09,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-09.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-10,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-10.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-11,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-11.zip
-1,UNAVAILABLE,HTTPError:HTTP Error 404: Not Found,,,2024-12,UNAVAILABLE,XRPUSDT,https://data.binance.vision/data/futures/um/monthly/bookTicker/XRPUSDT/XRPUSDT-bookTicker-2024-12.zip
