candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay,q_decision,q_reasons,q_warnings,q_label_t1_positive_premay_splits,q_label_t2_positive_premay_splits,q_one_bar_lag_positive_premay_splits,q_timevarying_latent_positive_premay_splits,q_net_10bps_positive_premay_splits,q_control_ratio_premay_max_by_split,q_recent_net_mean_spread_10bps,q_recent_turnover,q_recent_newey_west_tstat_lag24,q_selector_score_no_may,r_decision,r_reasons,r_warnings,r_label_t1_positive_premay_splits,r_label_t2_positive_premay_splits,r_one_bar_lag_positive_premay_splits,r_latent_positive_premay_splits,r_net_10bps_positive_premay_splits,r_control_ratio_premay_max,r_top_symbol_abs_contribution_share,r_top_month_abs_contribution_share,r_top_latent_abs_contribution_share,s_a7al2s_tier,s_allowed_as_seed_for_large_search,s_allowed_as_seed_for_company_full_qr_comparison,s_allowed_for_may_stress_failure_attribution,s_allowed_for_local_expansion_before_full_pool,s_premay_positive_split_count,s_pre_may_control_ratio_max,s_may_control_ratio_max,s_may_gate_max,t_entry_rows,t_failure_labels,t_may_sign_flip_rows,t_may_control_dominated_rows,t_may_min_spread,t_may_mean_spread,t_premay_mean_spread,t_eligible_for_expansion,in_a7al2q_generated,in_a7al2q_fast_replay,in_a7al2r_forensic,in_a7al2s_followup,in_a7al2t_may_attribution,shared_pool_stage,has_repaired_canonical_chain,is_control_dominated_premay,is_may_stress_failed,eligible_for_large_search,eligible_for_alpha_proof,selector_feature_replay_alignment_score,selector_feature_latency_survival_score,selector_feature_neutral_survival_score,selector_feature_cost_survival_score,selector_feature_robust_stat_score,selector_feature_spread_score,selector_feature_control_penalty,selector_feature_turnover_penalty,selector_feature_concentration_penalty,selector_hard_reject_reason,selector_score_no_may,selector_score_uses_may,selected_by_a7al2v
a7al2q_f7bc64abcc3b500d,"Mul(ZScore(Delta(open_interest_value_last,96)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,mark_close,96,24,96|24,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|mark_close::96|24,,local_mutation,00b657be4fca4e0c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,1.0,1.0,,0.0,4.082042452759261,-0.0005847116575399,0.3239561249884782,,-0.6667541102991996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.4130897954617887,1.0,0.41119917460019706,0.0,premay_control_dominated,-1.02541134,False,False
a7al2q_0b3baa3540853655,"Mul(Abs(ZScore(Mean(open_interest_mean,96))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,96,24,96|24,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::96|24,,local_mutation,00b7c371bfb3d17c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,1.0,5.535108391312883,0.0001189407760267,0.2122776292745875,,3.083832384713854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5007726858318063,1.0,0.26914599259016087,0.0,premay_control_dominated,-0.31869885,False,False
a7al2q_4d10b72a6d4c6c50,"Mul(ZScore(Mean(open_interest_last,168)),ZScore(Delta(index_close,168)))",index_close|open_interest_last,open_interest|price,oi_level_x_price_delta,open_interest_last,index_close,168,168,168|168,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_last|index_close::168|168,,local_mutation,00b93ad605ff5353,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,32.60465322898035,-0.0011683186387287,0.1338740897778597,,-28.27297186770912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.34036589867743816,1.0,0.16941799934343202,0.0,premay_control_dominated,-0.73805847,False,False
a7al2q_18f61565dad3e1fc,"Mul(Abs(ZScore(Mean(open_interest_mean,24))),Abs(ZScore(Delta(trade_close,72))))",open_interest_mean|trade_close,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,trade_close,24,72,24|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|trade_close::24|72,,local_mutation,00b9e4267bc4dc59,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,7.793071387279762,0.0002463427099295,0.1433680523550557,,1.4532713226497815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5166483785323989,1.0,0.18149416123434786,0.0,premay_control_dominated,-0.12770151,False,False
a7al2q_79c5659c69a1d823,"Mul(Abs(ZScore(Delta(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,oi_abs_delta_x_price_abs,open_interest_value_last,index_close,48,12,48|12,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_value_last|index_close::48|12,,local_mutation,00bc52881bbe5752,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,12.141475116145768,-0.0012286938964142,0.3663747810858143,,-7.870169012559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3328424725537392,1.0,0.4651549969516484,0.0,premay_control_dominated,-0.84645664,False,False
a7al2q_ecb245360a346fd3,"Sub(ZScore(Mean(open_interest_last,4)),ZScore(Mean(mark_close,48)))",mark_close|open_interest_last,open_interest|price,level_spread,open_interest_last,mark_close,4,48,4|48,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_last|mark_close::4|48,,local_mutation,00bd27d8254aad3c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,1.0552462801312108,-0.0007899592511872,0.0023412296064153,,0.1547944686815601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.38751367095204126,0.5276231400656054,0.0021103972236552393,0.0,premay_control_dominated,-0.48752715,False,False
a7al2q_5732109429ac7cd1,"Sub(ZScore(Mean(open_interest_value_last,12)),ZScore(Mean(trade_close,8)))",open_interest_value_last|trade_close,open_interest|price,level_spread,open_interest_value_last,trade_close,12,8,12|8,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|trade_close::12|8,,local_mutation,00bde55165e47e33,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,10.668791702950516,0.0022895502154759,0.0057885519402709,,4.120758512525413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.771254674433265,1.0,0.006495333677249879,0.0,premay_control_dominated,0.59904217,False,False
a7al2q_83c8025d58c16623,"Sub(ZScore(Delta(open_interest_value_mean,336)),ZScore(Delta(mark_close,720)))",mark_close|open_interest_value_mean,open_interest|price,delta_spread,open_interest_value_mean,mark_close,336,720,336|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_mean|mark_close::336|720,,local_mutation,00c282a7403b1098,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,23.226000115886205,0.0025665151103878,0.088727071619504,,-11.659485005498375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.8057675693774491,1.0,0.11199174600196965,0.0,premay_control_dominated,0.08455181,False,False
a7al2q_ce22ea0cc5740a03,"Mul(ZScore(Mean(open_interest_value_mean,336)),ZScore(Delta(index_close,72)))",index_close|open_interest_value_mean,open_interest|price,oi_level_x_price_delta,open_interest_value_mean,index_close,336,72,336|72,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_mean|index_close::336|72,,local_mutation,00c93d6290296ee4,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,1.0,192.41705020087144,-0.0023310696986989,0.1565858604479675,,-186.2481198995704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.19547423220196208,1.0,0.1983069924494677,0.0,premay_control_dominated,-0.4923492,False,False
a7al2q_dca37c649bd07b2c,"Mul(ZScore(Delta(open_interest_last,96)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,96,12,96|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::96|12,,local_mutation,00ce52045ffa756a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,1.0,3.931558666481806,-8.34500957998341e-05,0.4244446492764309,,7.48499123771836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.16666666666666666,0.0,0.4755525405161594,1.0,0.5390188997795806,0.0,premay_control_dominated,-0.07954746,False,False
a7al2q_5da100b2822dc1a6,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(mark_close,504))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,mark_close,24,504,24|504,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|mark_close::24|504,,local_mutation,00d1f2c1b288b509,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.6678080866883747,0.0019715324048275,0.0046271545764586,,13.803724318139173,A7AL2R_LOCAL_FORENSIC_PASS,,,3.0,3.0,3.0,3.0,3.0,0.7821360461711647,0.0444900371846226,0.2865330406113265,0.2028933167484852,primary_clean_premay__may_control_dominated,False,False,True,False,4.0,0.8357258792210284,2.04793252723278,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,2.0,2.0,-0.0017047660235598,-0.0017014596239658,0.0017018057070277,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.5,1.0,0.0,0.7316261312824119,0.39106802308558236,0.005018055620691276,0.2865330406113265,,3.23303891,False,False
a7al2q_be7b3f3711ce725c,"Sub(ZScore(Mean(open_interest_mean,48)),ZScore(Mean(trade_close,4)))",open_interest_mean|trade_close,open_interest|price,level_spread,open_interest_mean,trade_close,48,4,48|4,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_mean|trade_close::48|4,,local_mutation,00d3291c8d590ad4,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,1.2861237419173837,-0.0008294302614409,0.0016222693335791,,-0.1155540033583647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.3825951456975678,0.6430618709586918,0.0011958917600713235,0.0,premay_control_dominated,-0.65201834,False,False
a7al2q_7ab7421584d602af,"Add(ZScore(Delta(open_interest_mean,24)),Neg(ZScore(Mean(index_close,72))))",index_close|open_interest_mean,open_interest|price,oi_delta_plus_neg_price_level,open_interest_mean,index_close,24,72,24|72,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_mean|index_close::24|72,,local_mutation,00d4fff14fff5cde,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,10.345429707737908,0.002107243994848,0.1746889114204074,,4.261814287110177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.7485372992142743,1.0,0.22133377104535015,0.0,premay_control_dominated,0.50908242,False,False
a7al2q_a33a56cf65a5b0c2,"Add(ZScore(Delta(open_interest_value_last,72)),Neg(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,72,8,72|8,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::72|8,,local_mutation,00da00fde18e9dac,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,2.0,2.0,,2.0,602.0802065068864,0.0005252977339349,0.1571942114480597,,-591.5549087729515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.4166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5514092656141829,1.0,0.199080804764808,0.0,premay_control_dominated,-0.01126226,False,False
a7al2q_4e2ad10685353df3,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,720))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,4,720,4|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|720,,local_mutation,00e22f78ea249dd6,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,1.802647980554238,0.0013348690203767,0.0959719789842381,,12.032221039822488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.6522908187354965,0.901323990277119,0.12120714721193075,0.0,premay_control_dominated,0.61971294,False,False
a7al2q_ce8a620efc85d44a,"Mul(ZScore(Delta(open_interest_mean,48)),ZScore(Mean(trade_close,168)))",open_interest_mean|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_mean,trade_close,48,168,48|168,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_mean|trade_close::48|168,,local_mutation,00e60f249772d16f,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,11.18074517484752,0.0014051017622984,0.1559775094478753,,2.724356587450896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.6610425966254586,1.0,0.19753318013412743,0.0,premay_control_dominated,0.46054107,False,False
a7al2q_33d51890b0068eb6,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,168,336,168|336,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::168|336,,local_mutation,00e7101479907982,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.8904793014345642,0.0018577716280496,0.0018987925154392,,13.467292326615096,HOLD_A7AL2R_CONTROL_DOMINATED,control_dominated,,3.0,3.0,3.0,3.0,3.0,1.6375358012984886,0.0447280917382817,0.2792374071248341,0.2070278019716899,hold_control_dominated__may_control_dominated,False,False,True,False,4.0,1.6375358012984886,1.4120276438997812,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,2.0,2.0,-0.0016958348202983,-0.001684844180274,0.0015447888252305,False,True,True,True,True,True,stress_attributed,True,True,True,False,False,1.0,1.0,0.5,1.0,0.0,0.7174502779167595,0.8187679006492443,0.001547624630680551,0.2792374071248341,premay_control_dominated,2.62990725,False,False
a7al2q_af8aba41cb19fdbe,"Sub(ZScore(Delta(open_interest_mean,24)),ZScore(Delta(trade_close,720)))",open_interest_mean|trade_close,open_interest|price,delta_spread,open_interest_mean,trade_close,24,720,24|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|trade_close::24|720,,local_mutation,00ea8614463284a9,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,11.433098588964327,0.0017152465866665,0.1881095031800165,,2.78214799770224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.6996900784455049,1.0,0.23840453969891662,0.0,premay_control_dominated,0.47135696,False,False
a7al2q_0d7351f49adf11c3,"Add(ZScore(Delta(open_interest_value_last,168)),Neg(ZScore(Mean(trade_close,720))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,168,720,168|720,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::168|720,,local_mutation,00ec11470c56bfd9,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,77.43020169262228,-0.0023850730391712,0.1087657848649645,,-77.81527473179355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.18874481757001618,1.0,0.13748065469211657,0.0,premay_control_dominated,-1.3254341,False,False
a7al2q_0531d6565dc36cea,"Add(ZScore(Mean(open_interest_last,168)),Neg(ZScore(Delta(index_close,4))))",index_close|open_interest_last,open_interest|price,oi_level_plus_neg_price_delta,open_interest_last,index_close,168,4,168|4,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_last|index_close::168|4,,local_mutation,00ee0af706491221,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,25.048309014215405,-0.0011219247050324,0.4287399760346575,,-24.1702337192479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.3461470969055283,1.0,0.5444824837030436,0.0,premay_control_dominated,-1.36557326,False,False
a7al2q_a7da20bb164fda71,"Sub(ZScore(Mean(open_interest_value_last,336)),ZScore(Mean(index_close,504)))",index_close|open_interest_value_last,open_interest|price,level_spread,open_interest_value_last,index_close,336,504,336|504,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|index_close::336|504,,local_mutation,00ef55419ca79a36,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,1304.995729094587,0.001654564853683,0.001345746151719,,-1297.841164240904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6921284621036333,1.0,0.0008441588894620957,0.0,premay_control_dominated,-0.45041196,False,False
a7al2q_5283ae4eef4cf18b,"Mul(Abs(ZScore(Mean(open_interest_mean,504))),Abs(ZScore(Delta(index_close,336))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::504|336,,local_mutation,00f37160279b26f6,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,4.689491822912914,0.0005458892459526,0.0778320582542169,,8.356397423039779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5539751961854016,1.0,0.09813347089996714,0.0,premay_control_dominated,0.42573716,False,False
a7al2q_8b64d810bb3b0c96,"Mul(Abs(ZScore(Mean(open_interest_value_last,72))),Abs(ZScore(Delta(index_close,4))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,72,4,72|4,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::72|4,,local_mutation,00f84b485e6f4471,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,3.240913496525665,0.0014555047917706,0.3705410636925061,,10.71459129524495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.6673233726118738,1.0,0.470454438868827,0.0,premay_control_dominated,0.36910114,False,False
a7al2q_fbec7059dfeab1ab,"Mul(ZScore(Delta(open_interest_value_last,720)),ZScore(Mean(index_close,504)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,720,504,720|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::720|504,,local_mutation,00f93ec134edb64c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,22.153364798966606,0.0027698991624083,0.0658862567978615,,-6.883465636558274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.8311114759506587,1.0,0.0829386108896497,0.0,premay_control_dominated,0.61119395,False,False
a7al2q_5b16140570d34ff8,"Mul(ZScore(Mean(open_interest_value_last,96)),ZScore(Delta(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,96,504,96|504,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::96|504,,local_mutation,00fd215be0a3882f,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,14.871201266857367,0.002376916297291,0.0632500691307954,,-6.994284969566273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.7821414563278755,1.0,0.07958542418984195,0.0,premay_control_dominated,-0.41946295,False,False
a7al2q_bf78a22567a7afd9,"Mul(ZScore(Delta(open_interest_value_last,168)),ZScore(Delta(index_close,336)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_delta,open_interest_value_last,index_close,168,336,168|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_value_last|index_close::168|336,,local_mutation,00ff4a3009dbc075,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,8.224061263030487,-0.000321880216768,0.1511291363259286,,0.4540585202014712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.44584150540782563,1.0,0.19136613046944612,0.0,premay_control_dominated,-0.17718117,False,False
