candidate_id,arm,split,funding_beta,funding_corr,core4_beta,core4_corr
k0_basis_premium_clean_000,K0_basis_premium_clean,validation_2025H1,0.09831493073201175,0.08265884187646949,0.1855002891298015,0.13444667755584294
k0_basis_premium_clean_000,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.09239095421199332,0.07883067869374834,0.16693362949811866,0.12185605673524275
k0_basis_premium_clean_000,K0_basis_premium_clean,fresh_forward_2026May,0.14684373368110193,0.12372920760108627,0.18018721428113044,0.14907306903518802
k0_basis_premium_clean_001,K0_basis_premium_clean,validation_2025H1,-0.09736255881239284,-0.07009119617810243,-0.07584478510723167,-0.04706877143228151
k0_basis_premium_clean_001,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.018079703730465944,-0.011805071150105985,-0.04355266981249423,-0.0243292966226594
k0_basis_premium_clean_001,K0_basis_premium_clean,fresh_forward_2026May,0.06691943822827871,0.039349106891223305,0.06055159139636996,0.034959608706483555
k0_basis_premium_clean_002,K0_basis_premium_clean,validation_2025H1,-0.025332530026901008,-0.0198273687265709,-0.009749459762592434,-0.006578133958197903
k0_basis_premium_clean_002,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.06849494198818791,-0.054764150451490384,-0.03876560055011134,-0.02651684440157988
k0_basis_premium_clean_002,K0_basis_premium_clean,fresh_forward_2026May,-0.13340332823778023,-0.10266959948039413,-0.10056417405134511,-0.0759935796727555
k0_basis_premium_clean_003,K0_basis_premium_clean,validation_2025H1,0.07478198204659577,0.05364915532745287,0.1927828157698091,0.1192257000777044
k0_basis_premium_clean_003,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.13531554015026848,0.09171590864317275,0.17851154462594326,0.10351440175850737
k0_basis_premium_clean_003,K0_basis_premium_clean,fresh_forward_2026May,0.3800332750533985,0.21941544085183456,0.36405398042839454,0.2063810200283457
k0_basis_premium_clean_004,K0_basis_premium_clean,validation_2025H1,0.1372979174583824,0.11721587559696757,0.09355427900343263,0.06885282871392244
k0_basis_premium_clean_004,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.02606507923241592,-0.02403607164256133,-0.03822105133065691,-0.030153972911365016
k0_basis_premium_clean_004,K0_basis_premium_clean,fresh_forward_2026May,-0.1049046204518297,-0.09380832794932316,-0.10362901281293414,-0.09098850883678565
k0_basis_premium_clean_005,K0_basis_premium_clean,validation_2025H1,-0.006016139153295146,-0.004187227140615661,-0.05503767785721228,-0.03302207764790596
k0_basis_premium_clean_005,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.006973741788077528,-0.0042817172584827725,-0.020651612880917356,-0.010847847446010918
k0_basis_premium_clean_005,K0_basis_premium_clean,fresh_forward_2026May,0.39941485136498933,0.217516815439084,0.374029335876179,0.20000124617183568
k0_basis_premium_clean_006,K0_basis_premium_clean,validation_2025H1,0.08074336621320291,0.06968921676494372,0.03315927804832151,0.024671720910943738
k0_basis_premium_clean_006,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.005617573137471197,0.0050329681065173475,-0.035709361361577034,-0.027371273059039858
k0_basis_premium_clean_006,K0_basis_premium_clean,fresh_forward_2026May,-0.18119125788666463,-0.1527650267290734,-0.2207982092346439,-0.1827850431002596
k0_basis_premium_clean_007,K0_basis_premium_clean,validation_2025H1,-0.024711188590145896,-0.01724105664556111,-0.07673240886304224,-0.04615138309668979
k0_basis_premium_clean_007,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.0014630916463932908,0.0009095092992092094,-0.013294457854104436,-0.00707039563072212
k0_basis_premium_clean_007,K0_basis_premium_clean,fresh_forward_2026May,0.30151205116371904,0.16659368329970617,0.23961342133206057,0.12999402882523048
k0_basis_premium_clean_008,K0_basis_premium_clean,validation_2025H1,-0.0839303741038635,-0.07139382103901025,-0.10777020135902328,-0.07902705658407105
k0_basis_premium_clean_008,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.06649850933241154,0.06070117833521636,0.016287169938663165,0.01271944935985681
k0_basis_premium_clean_008,K0_basis_premium_clean,fresh_forward_2026May,-0.13888449925159646,-0.11615949398782294,-0.14012435377847013,-0.1150728754140988
k0_basis_premium_clean_009,K0_basis_premium_clean,validation_2025H1,-0.020757668252993015,-0.014451625361004883,-0.08177500605274264,-0.04907884770809624
k0_basis_premium_clean_009,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.014224754826299207,-0.00878362433921059,-0.02584515267560457,-0.013653548484089603
k0_basis_premium_clean_009,K0_basis_premium_clean,fresh_forward_2026May,0.30833652572425074,0.1725200987767309,0.24982369063005666,0.13724822982813753
k0_basis_premium_clean_010,K0_basis_premium_clean,validation_2025H1,0.015876753359445325,0.014019164339749465,0.09432685667727267,0.07180115591586544
k0_basis_premium_clean_010,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.14623515878011056,-0.13769516323766998,-0.09363581315841815,-0.07543038801453333
k0_basis_premium_clean_010,K0_basis_premium_clean,fresh_forward_2026May,0.15430839902255347,0.12924671037100857,0.13529424040972785,0.1112673256524839
k0_basis_premium_clean_011,K0_basis_premium_clean,validation_2025H1,-0.03922130048144331,-0.027424088116071825,-0.10038656518455998,-0.0605092048149661
k0_basis_premium_clean_011,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.005761677042816266,-0.0036279630518410277,-0.032015544160204155,-0.017246949951728402
k0_basis_premium_clean_011,K0_basis_premium_clean,fresh_forward_2026May,0.24407698394151356,0.15031744813448797,0.2153341459390089,0.13021285967511295
k0_basis_premium_clean_012,K0_basis_premium_clean,validation_2025H1,0.06782924987152034,0.056521390387678005,0.229241741900603,0.16467405020802242
k0_basis_premium_clean_012,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.0905392115487756,0.07852455898322222,0.16191895397935646,0.12014451773304427
k0_basis_premium_clean_012,K0_basis_premium_clean,fresh_forward_2026May,0.055472229045058365,0.04759342194500827,-0.014815212943520707,-0.012480661959772326
k0_basis_premium_clean_013,K0_basis_premium_clean,validation_2025H1,-0.11142038459968262,-0.07864508357452253,-0.08846098687607556,-0.053826278003593894
k0_basis_premium_clean_013,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.02814079148656326,0.018580391801658144,0.0568335452095863,0.0321041206043786
k0_basis_premium_clean_013,K0_basis_premium_clean,fresh_forward_2026May,0.14161989811367584,0.07701828707572458,0.08642882206061626,0.04615158069723806
k0_basis_premium_clean_014,K0_basis_premium_clean,validation_2025H1,0.07471565297728602,0.05840767083403072,0.014459266808356066,0.00974406580281653
k0_basis_premium_clean_014,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.02373859015602234,0.0190517969858888,-0.01905353966437655,-0.01308260298430235
k0_basis_premium_clean_014,K0_basis_premium_clean,fresh_forward_2026May,0.24939507532060257,0.18284818900273636,0.28924504055022854,0.2082222424925244
k0_basis_premium_clean_015,K0_basis_premium_clean,validation_2025H1,0.06546757230440715,0.04679445670764253,0.179971783128905,0.11089404812519885
k0_basis_premium_clean_015,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.12710603185446578,0.08575872611516105,0.18230156431361155,0.10523011065534996
k0_basis_premium_clean_015,K0_basis_premium_clean,fresh_forward_2026May,0.33503085100363944,0.19182471891091696,0.25894661142090886,0.14557554026758837
k0_basis_premium_clean_016,K0_basis_premium_clean,validation_2025H1,-0.04088968566207465,-0.03228369797431408,0.06171289815773939,0.042003075495367734
k0_basis_premium_clean_016,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,-0.05039692995183531,-0.04138429157073888,0.0008528964883820282,0.0005991909447172432
k0_basis_premium_clean_016,K0_basis_premium_clean,fresh_forward_2026May,-0.33236391648441216,-0.2522720602611327,-0.37824517110810707,-0.28189481429883556
k0_basis_premium_clean_017,K0_basis_premium_clean,validation_2025H1,0.004859795695836881,0.0033052738177949837,0.07257214231199384,0.042549554753226
k0_basis_premium_clean_017,K0_basis_premium_clean,recent_oos_2025H2_2026Apr,0.017946633939102966,0.010943032183664908,0.03523840832989526,0.018382663052186235
k0_basis_premium_clean_017,K0_basis_premium_clean,fresh_forward_2026May,-0.425227806051143,-0.24945988218479437,-0.45488496129191264,-0.2620227767045701
k0_basis_premium_clean_018,K0_basis_premium_clean,validation_2025H1,0.09846078852313461,0.08444457500894346,0.03713920885370418,0.027458495506953312
