blueprint_id,semantic_pair,motif,target_label_family,eval_success,finite_share,nonzero_share,activity_ok,std_value,error,level,family_id,root_family,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,expression,target_label_horizon_h,generation_priority,candidate_role,reference_family,non_l5_first,skeleton_key,production_key,numeric_policy
a7ff51e_01a4efe520e0513c,basis_premium_like|price_return_like,sub,L3_liquidity_tier_relative_return,True,0.8270611893134157,0.9997973833507005,True,0.315165724355147,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_sub,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,delta_1h,"Sub(Delta(basis_abs_168h,1),Delta(trade_return_1h,1))",24,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_e58101bcf2c43837,prod_01a4efe520e0513c,primary_numeric_candidate
a7ff51e_01b2b64e847fddfa,basis_premium_like|price_return_like,spread_rank,L0_raw_forward_return,True,0.8253375466819879,0.986896681749623,True,0.4060161462601028,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_spread_rank,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,mean_8h,"Sub(CSRank(Delta(basis_abs_168h,1)),CSRank(Mean(trade_return_1h,8)))",4,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_c6c0e9c598984b6e,prod_01b2b64e847fddfa,primary_numeric_candidate
a7ff51e_01bd52ebb1d94b3b,basis_premium_like|price_return_like,sub,L3_liquidity_tier_relative_return,True,0.8253375466819879,0.9999927485787214,True,0.3150096067102822,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_sub,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,mean_8h,"Sub(Delta(basis_abs_168h,1),Mean(trade_return_1h,8))",1,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_3707e5b46b8c7896,prod_01bd52ebb1d94b3b,primary_numeric_candidate
a7ff51e_030521e56b28a95a,basis_premium_like|price_return_like,safe_div_abs,L0_raw_forward_return,True,0.8206154840563057,0.9979360390912736,True,5957.415907382771,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_safe_div_abs,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,delta_4h,"SafeDiv(Delta(basis_abs_168h,1),Abs(Delta(trade_return_1h,4)))",1,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_c2457dbdb7e7dce9,prod_030521e56b28a95a,primary_numeric_candidate
a7ff51e_03445f2777d8e97b,basis_premium_like|price_return_like,safe_div_abs,L1_cross_sectional_relative_return,True,0.8157557694149191,0.9978943970418848,True,2394.313689293216,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_safe_div_abs,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,delta_24h,"SafeDiv(Delta(basis_abs_168h,1),Abs(Delta(trade_return_1h,24)))",24,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_fc44d4af4c924178,prod_03445f2777d8e97b,primary_numeric_candidate
a7ff51e_069ab231a2e799bd,basis_premium_like|price_return_like,smooth_mul,L1_cross_sectional_relative_return,True,0.8250502729100833,1.0,True,2.243718699528121,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_smooth_mul,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,delta_1h,"Mul(ZScore(Mean(Delta(basis_abs_168h,1),8)),ZScore(Mean(Delta(trade_return_1h,1),8)))",4,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_7f1c5922ce7a0282,prod_069ab231a2e799bd,primary_numeric_candidate
a7ff51e_083f7192754b1cc0,basis_premium_like|price_return_like,sub,L3_liquidity_tier_relative_return,True,0.8261993679977018,1.0,True,6.245799709927098,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_sub,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,level,delta_4h,"Sub(basis_abs_168h,Delta(trade_return_1h,4))",1,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_b615f3eb6e520647,prod_083f7192754b1cc0,primary_numeric_candidate
a7ff51e_0c9e3c52a6af4c0c,basis_premium_like|price_return_like,smooth_mul,L0_raw_forward_return,True,0.8250502729100833,1.0,True,2.84589473536198,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_smooth_mul,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,delta_1h,signed,"Mul(ZScore(Mean(Delta(basis_abs_168h,1),8)),ZScore(Mean(Mul(trade_return_1h,Sign(trade_return_1h)),8)))",4,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_4b0a8f224f902b65,prod_0c9e3c52a6af4c0c,primary_numeric_candidate
a7ff51e_0eec1f695b6ac676,basis_premium_like|price_return_like,relative_shock,L1_cross_sectional_relative_return,True,0.8141338695777075,0.9999926487885205,True,1067.1737979665038,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_relative_shock,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,level,zmean_24h,"SafeDiv(Delta(basis_abs_168h,4),Abs(Mean(ZScore(Mean(trade_return_1h,24)),24)))",1,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_95efbe761d04bd54,prod_0eec1f695b6ac676,primary_numeric_candidate
a7ff51e_11945f23e5e00826,basis_premium_like|price_return_like,spread_rank,L1_cross_sectional_relative_return,True,0.8204538925596093,0.9885110294117648,True,0.408043239373953,,A7FF51E_non_l5_first_static_blueprint,A7FF51E_basis_premium_like|price_return_like_spread_rank,basis_premium_like|price_return_like,basis_abs_168h,trade_return_1h,basis_premium_like,price_return_like,level,delta_24h,"Sub(CSRank(basis_abs_168h),CSRank(Delta(trade_return_1h,24)))",1,P0_non_l5_first,ordinary_alpha_static_candidate_requires_numeric,False,True,skel_e60ee0a8f35089a7,prod_11945f23e5e00826,primary_numeric_candidate
