second_pass_family,left_field,left_family,right_field,right_family,left_transform,right_transform,operator,priority_wave,blueprint_id,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,h2_repair_candidate,near_miss,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L0_raw_forward_return,1,-1.0,1,False,11.897536185677154,0.0001961753484599372,True,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,716,-8.596265664918617e-05,-0.6639164858834823,-0.6639164858834823,-0.6639164858834823,0.4958100558659218,719,8.783462740592447e-05,0.992968704726499,0.992968704726499,0.992968704726499,0.5034770514603616,719,-2.6600891158131043e-05,-0.25692738079602423,-0.25692738079602423,-0.25692738079602423,0.47844228094575797,719,2.4734884216158843e-05,0.1639079086268439,0.1639079086268439,0.1639079086268439,0.5062586926286509,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L1_cross_sectional_relative_return,1,-1.0,1,False,11.897536185677126,0.0001961753484599372,True,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,716,-8.596265664918624e-05,-0.6639164858834827,-0.6639164858834827,-0.6639164858834827,0.4958100558659218,719,8.78346274059245e-05,0.9929687047264993,0.9929687047264993,0.9929687047264993,0.5034770514603616,719,-2.6600891158131083e-05,-0.2569273807960247,-0.2569273807960247,-0.2569273807960247,0.47844228094575797,719,2.47348842161589e-05,0.1639079086268443,0.1639079086268443,0.1639079086268443,0.5062586926286509,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L3_liquidity_tier_relative_return,1,-1.0,1,False,10.594681827217713,0.00017240077996682663,True,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,716,-0.00010539852501860624,-0.8340718335177303,-0.8340718335177303,-0.8340718335177303,0.5041899441340782,719,9.124595159266961e-05,1.0766653653415792,1.0766653653415792,1.0766653653415792,0.5034770514603616,719,-2.0054548718740785e-05,-0.19688238648636897,-0.19688238648636897,-0.19688238648636897,0.4812239221140473,719,3.202826267310276e-05,0.21489204269461396,0.21489204269461396,0.21489204269461396,0.5187760778859527,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L5_vol_adjusted_return,1,-1.0,1,False,3.476492252544604,0.014064687609815408,True,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,716,-0.0056404780615681785,-0.6848470609320924,-0.6848470609320924,-0.6848470609320924,0.49022346368715086,719,0.011866547662663636,1.2759864600735027,1.2759864600735027,1.2759864600735027,0.5034770514603616,719,-0.007611567270177002,-0.6748037048337433,-0.6748037048337433,-0.6748037048337433,0.4812239221140473,719,0.016362438300803424,1.1058845014410092,1.1058845014410092,1.1058845014410092,0.5062586926286509,95.86666666666666,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L0_raw_forward_return,4,1.0,1,False,13.957671599971619,-4.117414963595412e-05,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,713,0.00015410039567262968,0.5934365519768078,-0.09714466437989314,-0.41575903844950685,0.5035063113604488,716,-4.476531263577398e-05,-0.23601932441337703,-0.6150993736869651,-1.206399806230783,0.505586592178771,716,-2.7710551779280115e-05,-0.1263794114744212,0.3572806894549455,-1.9168086091260053,0.49860335195530725,716,4.2523435608902735e-05,0.14336181708040935,0.051666886335458115,-0.8735247465146629,0.5083798882681564,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L1_cross_sectional_relative_return,4,1.0,1,False,13.957671599971636,-4.117414963595416e-05,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,713,0.0001541003956726297,0.5934365519768079,-0.09714466437989233,-0.41575903844950735,0.5035063113604488,716,-4.476531263577398e-05,-0.23601932441337703,-0.6150993736869653,-1.2063998062307826,0.505586592178771,716,-2.7710551779280196e-05,-0.12637941147442158,0.3572806894549454,-1.9168086091260064,0.49860335195530725,716,4.252343560890268e-05,0.14336181708040918,0.05166688633545828,-0.8735247465146634,0.5083798882681564,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L3_liquidity_tier_relative_return,4,1.0,1,False,55.2217490579712,-0.00011473376789431035,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,713,8.820849494709646e-05,0.3506023704048364,-0.23542258262432186,-0.4845613760686678,0.514726507713885,716,-3.26653120676169e-05,-0.17471518151869397,-0.4733776569506001,-1.1965240843518188,0.5153631284916201,716,-4.949309312376845e-05,-0.23281671307844498,0.29268150063466003,-2.1227309825878313,0.49022346368715086,716,1.1032024518909207e-05,0.03794131885048044,-0.20710603968536437,-0.5789571981931921,0.5041899441340782,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L5_vol_adjusted_return,4,1.0,2,False,8.60646198519064,-0.005728543127099559,False,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,713,0.0070546629511834495,0.4240189664353176,-0.11182232132028078,-0.5255064544488043,0.5049088359046283,716,0.0009489789376301139,0.04834561621487592,-0.37245594324486203,-1.1570040164131385,0.4958100558659218,716,-0.01579412738617848,-0.6215816549439739,-0.0268231220570773,-1.9830963542791504,0.4860335195530726,716,0.01652653587445092,0.5670774198910031,0.3444542188517016,-0.30499708797918157,0.5069832402234636,95.46666666666667,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L0_raw_forward_return,8,1.0,1,False,8.797593800850633,0.00030120048766892245,True,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,709,0.00010902078789800606,0.287975136127395,0.11728902917340206,-1.3418542571378984,0.4992947813822285,712,-1.2331586084610544e-05,-0.050609780537614855,0.3811763466575767,-2.276032513053694,0.5112359550561798,712,-0.00017393251887470697,-0.5517577780110186,-0.10338020949844975,-3.0535817428066983,0.5126404494382022,712,0.00035087583017354997,0.7875664541582602,0.4426557359642436,-1.2185606478901818,0.5154494382022472,94.93333333333334,
H2_I4_near_miss_repair,kline_taker_buy_quote_share,taker_flow,liquidity_rank_active_universe,liquidity,delta_1h,delta_2h,Mul,True,core16me_H2_kline_taker_buy_quote_share_delta_1h_Mul_liquidity_rank_active_universe_delta_2h,L1_cross_sectional_relative_return,8,1.0,1,False,8.797593800850658,0.00030120048766892223,True,False,False,HOLD_A7FFCORE16ME_PREMAY_UNSTABLE,709,0.00010902078789800626,0.28797513612739556,0.11728902917340225,-1.3418542571378982,0.4992947813822285,712,-1.2331586084610505e-05,-0.050609780537614696,0.3811763466575766,-2.276032513053694,0.5112359550561798,712,-0.00017393251887470705,-0.5517577780110188,-0.1033802094984495,-3.0535817428066983,0.5126404494382022,712,0.0003508758301735499,0.7875664541582602,0.44265573596424335,-1.2185606478901818,0.5154494382022472,94.93333333333334,
