symbol,status,rows,main_rows,patch_rows,overlap_rows_dropped,timestamp_min,timestamp_max,duplicate_after_merge,inf_cells,premium_close_bps_na,funding_rate_na,age_days_min,age_days_max,output_path
HEMIUSDT,ok,6884,6477,408,1,2025-08-29 04:00:00,2026-06-11 23:00:00,0,0,0,5007,0.0,286.7916666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HEMIUSDT\part.parquet
HFTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HFTUSDT\part.parquet
HIGHUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HIGHUSDT\part.parquet
HIVEUSDT,ok,12853,12446,408,1,2024-12-23 11:00:00,2026-06-11 23:00:00,0,0,0,9484,0.0,535.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HIVEUSDT\part.parquet
HMSTRUSDT,ok,14964,14557,408,1,2024-09-26 12:00:00,2026-06-11 23:00:00,0,0,0,11068,0.0,623.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HMSTRUSDT\part.parquet
HOLOUSDT,ok,6564,6157,408,1,2025-09-11 12:00:00,2026-06-11 23:00:00,0,0,0,4767,0.0,273.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HOLOUSDT\part.parquet
HOMEUSDT,ok,8797,8390,408,1,2025-06-10 11:00:00,2026-06-11 23:00:00,0,0,0,6442,0.0,366.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HOMEUSDT\part.parquet
HOTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HOTUSDT\part.parquet
HUMAUSDT,ok,9155,8748,408,1,2025-05-26 13:00:00,2026-06-11 23:00:00,0,0,0,6711,0.0,381.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HUMAUSDT\part.parquet
HUSDT,ok,8439,8032,408,1,2025-06-25 09:00:00,2026-06-11 23:00:00,0,0,0,5880,0.0,351.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HUSDT\part.parquet
HYPERUSDT,ok,9971,9564,408,1,2025-04-22 13:00:00,2026-06-11 23:00:00,0,0,0,7173,0.0,415.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HYPERUSDT\part.parquet
HYPEUSDT,ok,9062,8655,408,1,2025-05-30 10:00:00,2026-06-11 23:00:00,0,0,0,6641,0.0,377.5416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HYPEUSDT\part.parquet
ICNTUSDT,ok,8243,7836,408,1,2025-07-03 13:00:00,2026-06-11 23:00:00,0,0,0,6027,0.0,343.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ICNTUSDT\part.parquet
ICPUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ICPUSDT\part.parquet
ICXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18286,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ICXUSDT\part.parquet
IDOLUSDT,ok,8223,7816,408,1,2025-07-04 09:00:00,2026-06-11 23:00:00,0,0,0,6012,0.0,342.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IDOLUSDT\part.parquet
IDUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IDUSDT\part.parquet
ILVUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,51.3125,944.2708333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ILVUSDT\part.parquet
IMXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,744,15918,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IMXUSDT\part.parquet
INITUSDT,ok,10122,9715,408,1,2025-04-16 06:00:00,2026-06-11 23:00:00,0,0,0,7378,0.0,421.7083333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=INITUSDT\part.parquet
INJUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=INJUSDT\part.parquet
INUSDT,ok,7406,6999,408,1,2025-08-07 10:00:00,2026-06-11 23:00:00,0,0,0,5399,0.0,308.5416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=INUSDT\part.parquet
IOSTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IOSTUSDT\part.parquet
IOTAUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IOTAUSDT\part.parquet
IOTXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IOTXUSDT\part.parquet
IOUSDT,ok,17530,17123,408,1,2024-06-11 14:00:00,2026-06-11 23:00:00,0,0,0,12992,0.0,730.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IOUSDT\part.parquet
IPUSDT,ok,11599,11192,408,1,2025-02-13 17:00:00,2026-06-11 23:00:00,0,0,0,7973,0.0,483.25,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IPUSDT\part.parquet
IRYSUSDT,ok,4736,4329,408,1,2025-11-26 16:00:00,2026-06-11 23:00:00,0,0,0,3396,0.0,197.29166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=IRYSUSDT\part.parquet
JASMYUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JASMYUSDT\part.parquet
JCTUSDT,ok,5126,4719,408,1,2025-11-10 10:00:00,2026-06-11 23:00:00,0,0,0,3689,0.0,213.54166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JCTUSDT\part.parquet
JELLYJELLYUSDT,ok,10616,10209,408,1,2025-03-26 16:00:00,2026-06-11 23:00:00,0,0,0,7793,0.0,442.2916666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JELLYJELLYUSDT\part.parquet
JOEUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JOEUSDT\part.parquet
JSTUSDT,ok,9831,9424,408,1,2025-04-28 09:00:00,2026-06-11 23:00:00,0,0,0,7218,0.0,409.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JSTUSDT\part.parquet
JTOUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,23.58263888888889,916.5409722222222,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JTOUSDT\part.parquet
JUPUSDT,ok,20694,20287,408,1,2024-01-31 18:00:00,2026-06-11 23:00:00,0,0,9,15367,0.0,862.2083333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=JUPUSDT\part.parquet
KAIAUSDT,ok,13306,12899,408,1,2024-12-04 14:00:00,2026-06-11 23:00:00,0,0,0,9824,0.0,554.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KAIAUSDT\part.parquet
KAITOUSDT,ok,11435,11028,408,1,2025-02-20 13:00:00,2026-06-11 23:00:00,0,0,0,8421,0.0,476.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KAITOUSDT\part.parquet
KASUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,44.916666666666664,937.875,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KASUSDT\part.parquet
KAVAUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,17207,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KAVAUSDT\part.parquet
KERNELUSDT,ok,10164,9757,408,1,2025-04-14 12:00:00,2026-06-11 23:00:00,0,0,0,7468,0.0,423.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KERNELUSDT\part.parquet
KGENUSDT,ok,5938,5531,408,1,2025-10-07 14:00:00,2026-06-11 23:00:00,0,0,0,4298,0.0,247.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KGENUSDT\part.parquet
KITEUSDT,ok,5414,5007,408,1,2025-10-29 10:00:00,2026-06-11 23:00:00,0,0,0,3905,0.0,225.54166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KITEUSDT\part.parquet
KMNOUSDT,ok,12917,12510,408,1,2024-12-20 19:00:00,2026-06-11 23:00:00,0,0,0,9532,0.0,538.1666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KMNOUSDT\part.parquet
KNCUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KNCUSDT\part.parquet
KOMAUSDT,ok,13164,12757,408,1,2024-12-10 12:00:00,2026-06-11 23:00:00,0,0,0,9718,0.0,548.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KOMAUSDT\part.parquet
KSMUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=KSMUSDT\part.parquet
LABUSDT,ok,5698,5291,408,1,2025-10-17 14:00:00,2026-06-11 23:00:00,0,0,0,4118,0.0,237.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LABUSDT\part.parquet
LAUSDT,ok,8919,8512,408,1,2025-06-05 09:00:00,2026-06-11 23:00:00,0,0,0,4781,0.0,371.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LAUSDT\part.parquet
LAYERUSDT,ok,11649,11242,408,1,2025-02-11 15:00:00,2026-06-11 23:00:00,0,0,0,6495,0.0,485.3333333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LAYERUSDT\part.parquet
LDOUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LDOUSDT\part.parquet
LIGHTUSDT,ok,6181,5774,408,1,2025-09-27 11:00:00,2026-06-11 23:00:00,0,0,0,4414,0.0,257.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LIGHTUSDT\part.parquet
LINEAUSDT,ok,6808,6401,408,1,2025-09-01 08:00:00,2026-06-11 23:00:00,0,0,0,4951,0.0,283.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LINEAUSDT\part.parquet
LINKUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LINKUSDT\part.parquet
LISTAUSDT,ok,17316,16909,408,1,2024-06-20 12:00:00,2026-06-11 23:00:00,0,0,0,12832,0.0,721.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LISTAUSDT\part.parquet
LITUSDT,ok,4615,4208,408,1,2025-12-01 00:00:00,2026-06-11 23:00:00,0,0,528,3438,0.0,192.95833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LITUSDT\part.parquet
LPTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15030,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LPTUSDT\part.parquet
LQTYUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LQTYUSDT\part.parquet
LSKUSDT,ok,20842,20435,408,1,2024-01-25 14:00:00,2026-06-11 23:00:00,0,0,0,14537,0.0,868.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LSKUSDT\part.parquet
LTCUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LTCUSDT\part.parquet
LUMIAUSDT,ok,12973,12566,408,1,2024-12-18 11:00:00,2026-06-11 23:00:00,0,0,0,9574,0.0,540.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LUMIAUSDT\part.parquet
LUNA2USDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,17483,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LUNA2USDT\part.parquet
LYNUSDT,ok,5969,5562,408,1,2025-10-06 07:00:00,2026-06-11 23:00:00,0,0,0,3822,0.0,248.66666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=LYNUSDT\part.parquet
MAGICUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,17348,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MAGICUSDT\part.parquet
MAGMAUSDT,ok,3899,3492,408,1,2025-12-31 13:00:00,2026-06-11 23:00:00,0,0,0,2769,0.0,162.41666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MAGMAUSDT\part.parquet
MANAUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MANAUSDT\part.parquet
MANTAUSDT,ok,21010,20603,408,1,2024-01-18 14:00:00,2026-06-11 23:00:00,0,0,0,15602,0.0,875.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MANTAUSDT\part.parquet
MASKUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,16737,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MASKUSDT\part.parquet
MAVIAUSDT,ok,11215,10808,408,1,2025-03-01 00:00:00,2026-06-11 23:00:00,0,0,0,8256,0.0,467.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MAVIAUSDT\part.parquet
MAVUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MAVUSDT\part.parquet
MBOXUSDT,ok,15663,15256,408,1,2024-08-28 09:00:00,2026-06-11 23:00:00,0,0,0,11592,0.0,652.5833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MBOXUSDT\part.parquet
MELANIAUSDT,ok,12183,11776,408,1,2025-01-20 09:00:00,2026-06-11 23:00:00,0,0,0,8982,0.0,507.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MELANIAUSDT\part.parquet
MEMEUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,58.5,951.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MEMEUSDT\part.parquet
MERLUSDT,ok,9088,8681,408,1,2025-05-29 08:00:00,2026-06-11 23:00:00,0,0,0,6359,0.0,378.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MERLUSDT\part.parquet
METISUSDT,ok,19720,19313,408,1,2024-03-12 08:00:00,2026-06-11 23:00:00,0,0,0,14634,0.0,821.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=METISUSDT\part.parquet
METUSDT,ok,5844,5437,408,1,2025-10-11 12:00:00,2026-06-11 23:00:00,0,0,0,4227,0.0,243.45833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=METUSDT\part.parquet
MEUSDT,ok,13159,12752,408,1,2024-12-10 17:00:00,2026-06-11 23:00:00,0,0,0,8471,0.0,548.25,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MEUSDT\part.parquet
MEWUSDT,ok,17386,16979,408,1,2024-06-17 14:00:00,2026-06-11 23:00:00,0,0,0,12884,0.0,724.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MEWUSDT\part.parquet
MINAUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MINAUSDT\part.parquet
MIRAUSDT,ok,6204,5797,408,1,2025-09-26 12:00:00,2026-06-11 23:00:00,0,0,0,4263,0.0,258.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MIRAUSDT\part.parquet
MITOUSDT,ok,6896,6489,408,1,2025-08-28 16:00:00,2026-06-11 23:00:00,0,0,0,5016,0.0,287.2916666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MITOUSDT\part.parquet
MMTUSDT,ok,5268,4861,408,1,2025-11-04 12:00:00,2026-06-11 23:00:00,0,0,0,3795,0.0,219.45833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MMTUSDT\part.parquet
MOCAUSDT,ok,13021,12614,408,1,2024-12-16 11:00:00,2026-06-11 23:00:00,0,0,0,9610,0.0,542.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MOCAUSDT\part.parquet
MONUSDT,ok,5873,5466,408,1,2025-10-10 07:00:00,2026-06-11 23:00:00,0,0,0,4249,0.0,244.66666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MONUSDT\part.parquet
MOODENGUSDT,ok,14270,13863,408,1,2024-10-25 10:00:00,2026-06-11 23:00:00,0,0,0,10547,0.0,594.5416666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MOODENGUSDT\part.parquet
MORPHOUSDT,ok,13474,13067,408,1,2024-11-27 14:00:00,2026-06-11 23:00:00,0,0,0,9950,0.0,561.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MORPHOUSDT\part.parquet
MOVEUSDT,ok,13186,12779,408,1,2024-12-09 14:00:00,2026-06-11 23:00:00,0,0,0,9698,0.0,549.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MOVEUSDT\part.parquet
MOVRUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,5.479166666666667,898.4375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MOVRUSDT\part.parquet
MTLUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MTLUSDT\part.parquet
MUBARAKUSDT,ok,10835,10428,408,1,2025-03-17 13:00:00,2026-06-11 23:00:00,0,0,0,7971,0.0,451.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MUBARAKUSDT\part.parquet
MUSDT,ok,8151,7744,408,1,2025-07-07 09:00:00,2026-06-11 23:00:00,0,0,0,5028,0.0,339.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MUSDT\part.parquet
MYXUSDT,ok,8604,8197,408,1,2025-06-18 12:00:00,2026-06-11 23:00:00,0,0,0,4830,0.0,358.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=MYXUSDT\part.parquet
NAORISUSDT,ok,7572,7165,408,1,2025-07-31 12:00:00,2026-06-11 23:00:00,0,0,0,5523,0.0,315.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NAORISUSDT\part.parquet
NEARUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NEARUSDT\part.parquet
NEIROUSDT,ok,15205,14798,408,1,2024-09-16 11:00:00,2026-06-11 23:00:00,0,0,0,11248,0.0,633.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NEIROUSDT\part.parquet
NEOUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NEOUSDT\part.parquet
NEWTUSDT,ok,8578,8171,408,1,2025-06-19 14:00:00,2026-06-11 23:00:00,0,0,0,5846,0.0,357.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NEWTUSDT\part.parquet
NFPUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,4.4375,897.3958333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NFPUSDT\part.parquet
NIGHTUSDT,ok,4405,3998,408,1,2025-12-10 11:00:00,2026-06-11 23:00:00,0,0,0,3148,0.0,183.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NIGHTUSDT\part.parquet
NILUSDT,ok,10667,10260,408,1,2025-03-24 13:00:00,2026-06-11 23:00:00,0,0,0,7845,0.0,444.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NILUSDT\part.parquet
NMRUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NMRUSDT\part.parquet
NOMUSDT,ok,6088,5681,408,1,2025-10-01 08:00:00,2026-06-11 23:00:00,0,0,0,4207,0.0,253.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NOMUSDT\part.parquet
NOTUSDT,ok,18154,17747,408,1,2024-05-16 14:00:00,2026-06-11 23:00:00,0,0,0,13460,0.0,756.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NOTUSDT\part.parquet
NXPCUSDT,ok,9426,9019,408,1,2025-05-15 06:00:00,2026-06-11 23:00:00,0,0,0,6914,0.0,392.7083333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=NXPCUSDT\part.parquet
OGNUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18276,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=OGNUSDT\part.parquet
