symbol,rows,premium_close_bps_coverage,mark_index_basis_bps_coverage,funding_rate_coverage,open_interest_last_coverage,recent_patch_rows,main_rows_kept
PYTHUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
QNTUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
QTUMUSDT,21432,0.9652855543113102,1.0,0.13815789473684212,0.9995334079880552,408,21024
QUSDT,6785,1.0,1.0,0.2729550478997789,1.0,408,6377
RAREUSDT,15971,1.0,1.0,0.2597207438482249,1.0,408,15563
RAVEUSDT,4305,1.0,1.0,0.33495934959349594,1.0,408,3897
RAYSOLUSDT,13164,1.0,1.0,0.261470677605591,1.0,408,12756
RECALLUSDT,5748,1.0,1.0,0.27713987473903967,1.0,408,5340
REDUSDT,11096,1.0,1.0,0.30001802451333814,1.0,408,10688
RENDERUSDT,16454,1.0,1.0,0.2594505895223046,1.0,408,16046
RESOLVUSDT,8795,1.0,1.0,0.3559977259806708,1.0,408,8387
REZUSDT,18538,1.0,1.0,0.25838817563922756,1.0,408,18130
RIFUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
RIVERUSDT,5698,1.0,1.0,0.4584064584064584,1.0,408,5290
RLCUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
RONINUSDT,20564,1.0,1.0,0.25753744407702783,0.999513713285353,408,20156
ROSEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
RPLUSDT,15372,1.0,1.0,0.26678376268540205,1.0,408,14964
RSRUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
RUNEUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
RVNUSDT,21432,1.0,1.0,0.22037140724150803,0.9995334079880552,408,21024
SAFEUSDT,14268,1.0,1.0,0.26086347070367255,1.0,408,13860
SAGAUSDT,19046,1.0,1.0,0.25816444397773813,1.0,408,18638
SAHARAUSDT,8412,1.0,1.0,0.3678078934854969,1.0,408,8004
SANDUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SANTOSUSDT,14194,1.0,1.0,0.2609553332393969,1.0,408,13786
SAPIENUSDT,7087,1.0,1.0,0.271906307323268,1.0,408,6679
SCRTUSDT,13621,1.0,1.0,0.2614345495925409,1.0,408,13213
SCRUSDT,14342,1.0,1.0,0.2608422814112397,1.0,408,13934
SEIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SENTUSDT,5028,1.0,0.6706443914081146,0.3760938743038982,1.0,408,4620
SFPUSDT,21432,0.9686450167973124,1.0,0.13815789473684212,0.9995334079880552,408,21024
SHELLUSDT,11503,1.0,1.0,0.26349647917934454,1.0,408,11095
SIGNUSDT,9829,1.0,1.0,0.42720520907518567,1.0,408,9421
SIRENUSDT,10719,1.0,1.0,0.3082377087414871,1.0,408,10311
SKLUSDT,21432,1.0,1.0,0.16885964912280702,0.9995334079880552,408,21024
SKRUSDT,3374,0.9857735625370481,1.0,0.3266152934202727,1.0,408,2966
SKYAIUSDT,9471,1.0,1.0,0.2663921444409249,1.0,408,9063
SKYUSDT,6617,1.0,1.0,0.27353785703491007,1.0,408,6209
SLPUSDT,8293,0.9638249125768721,1.0,0.2528638610876643,0.9363318461352949,408,7885
SNXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SOLUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SOLVUSDT,12252,1.0,1.0,0.262650995755795,1.0,408,11844
SOMIUSDT,6975,1.0,0.9723297491039427,0.27225806451612905,1.0,408,6567
SONICUSDT,12473,1.0,1.0,0.26248697185921593,1.0,408,12065
SOONUSDT,9232,1.0,1.0,0.3847487001733102,1.0,408,8824
SOPHUSDT,9107,1.0,1.0,0.3948610958603272,1.0,408,8699
SPACEUSDT,3349,0.9856673633920573,1.0,0.29650641982681397,1.0,408,2941
SPELLUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SPKUSDT,8631,1.0,1.0,0.26798748696558916,1.0,408,8223
SPORTFUNUSDT,3515,1.0,1.0,0.2941678520625889,1.0,408,3107
SPXUSDT,13164,1.0,1.0,0.26177453661501066,1.0,408,12756
SQDUSDT,8772,1.0,1.0,0.3145234838121295,1.0,408,8364
SSVUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
STABLEUSDT,5220,1.0,0.8526819923371648,0.28295019157088125,1.0,408,4812
STBLUSDT,6427,1.0,1.0,0.2741559047767232,1.0,408,6019
STEEMUSDT,21432,1.0,1.0,0.2650242627846211,0.9995334079880552,408,21024
STGUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
STORJUSDT,21432,1.0,1.0,0.16167413213885778,0.9995334079880552,408,21024
STOUSDT,10210,1.0,1.0,0.277179236043095,1.0,408,9802
STRKUSDT,20215,1.0,1.0,0.25767994063814,1.0,408,19807
STXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SUIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SUNUSDT,15803,1.0,1.0,0.25982408403467694,1.0,408,15395
SUPERUSDT,21432,1.0,1.0,0.3191489361702128,0.9995334079880552,408,21024
SUSDT,12278,1.0,1.0,0.262664929141554,1.0,408,11870
SUSHIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
SWARMSUSDT,12492,1.0,1.0,0.26240794108229265,1.0,408,12084
SXTUSDT,9736,1.0,0.9847986852917009,0.26602300739523416,1.0,408,9328
SYNUSDT,15948,1.0,1.0,0.2597190870328568,1.0,408,15540
SYRUPUSDT,9616,1.0,1.0,0.26622296173044924,1.0,408,9208
TACUSDT,7958,1.0,1.0,0.2695400854486052,1.0,408,7550
TAGUSDT,7717,1.0,1.0,0.2701827134896981,1.0,408,7309
TAIKOUSDT,8772,1.0,1.0,0.26778385772913815,1.0,408,8364
TAKEUSDT,6757,1.0,1.0,0.273050170193873,1.0,408,6349
TAOUSDT,18994,1.0,1.0,0.25818679583026216,1.0,408,18586
TAUSDT,7817,1.0,1.0,0.2699245234744787,1.0,408,7409
THETAUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
THEUSDT,13476,1.0,1.0,0.26150192935589195,1.0,408,13068
TIAUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
TLMUSDT,21432,1.0,1.0,0.14753639417693168,0.9995334079880552,408,21024
TNSRUSDT,19063,1.0,1.0,0.29953312699994755,1.0,408,18655
TONUSDT,19980,1.0,1.0,0.2577577577577578,1.0,408,19572
TOSHIUSDT,6427,1.0,1.0,0.2741559047767232,1.0,408,6019
TOWNSUSDT,7450,1.0,1.0,0.2708724832214765,1.0,408,7042
TRADOORUSDT,6372,1.0,1.0,0.2744821092278719,1.0,408,5964
TRBUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
TREEUSDT,7618,1.0,1.0,0.2781569965870307,1.0,408,7210
TRUMPUSDT,12227,1.0,1.0,0.2626973092336632,1.0,408,11819
TRUSTUSDT,5247,1.0,1.0,0.38326662854964744,1.0,408,4839
TRUTHUSDT,6084,1.0,1.0,0.27564102564102566,1.0,408,5676
TRXUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
TSTUSDT,11699,1.0,1.0,0.26327036498846057,1.0,408,11291
TURBOUSDT,17817,1.0,1.0,0.25874165123196946,0.9987090980524218,408,17409
TURTLEUSDT,5577,1.0,1.0,0.28509951586874666,1.0,408,5169
TUSDT,21432,1.0,1.0,0.1929357969391564,0.9995334079880552,408,21024
TUTUSDT,10767,1.0,1.0,0.2644190582334912,1.0,408,10359
TWTUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
UAIUSDT,5221,1.0,1.0,0.347634552767669,1.0,408,4813
UBUSDT,6542,1.0,1.0,0.27376948945276675,1.0,408,6134
UMAUSDT,21432,1.0,1.0,0.2546192609182531,0.9995334079880552,408,21024
UNIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
USDCUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
USELESSUSDT,7212,1.0,1.0,0.271630615640599,1.0,408,6804
USTCUSDT,21432,1.0,0.9652855543113102,0.25727883538633817,0.9984602463605823,408,21024
USUALUSDT,12971,1.0,1.0,0.26196900778660087,1.0,408,12563
USUSDT,4358,1.0,1.0,0.2856815052776503,1.0,408,3950
VANAUSDT,13019,1.0,1.0,0.26192487902296646,1.0,408,12611
VANRYUSDT,19687,1.0,1.0,0.25788591456290955,1.0,408,19279
VELODROMEUSDT,13088,1.0,1.0,0.261919315403423,1.0,408,12680
VELVETUSDT,7959,1.0,1.0,0.26950621937429325,1.0,408,7551
VETUSDT,21432,1.0,1.0,0.13815789473684212,0.9984602463605823,408,21024
VICUSDT,10951,1.0,1.0,0.2828052232672815,1.0,408,10543
VIRTUALUSDT,13164,1.0,1.0,0.26177453661501066,1.0,408,12756
VTHOUSDT,12135,1.0,1.0,0.2627935723114957,1.0,408,11727
VVVUSDT,11968,1.0,1.0,0.2630347593582888,1.0,408,11560
WALUSDT,10593,1.0,1.0,0.26470310582460116,1.0,408,10185
WAXPUSDT,21432,1.0,1.0,0.25923852183650614,0.9995334079880552,408,21024
WCTUSDT,10141,1.0,1.0,0.35085297307957797,1.0,408,9733
WETUSDT,4409,1.0,1.0,0.35881152188704923,1.0,408,4001
WIFUSDT,21010,1.0,1.0,0.25740123750594956,0.9995240361732508,408,20602
WLDUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
WLFIUSDT,7024,1.0,0.9685364464692483,0.27206719817767655,1.0,408,6616
WOOUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
WUSDT,19185,1.0,1.0,0.2581183216054209,1.0,408,18777
XAIUSDT,21226,1.0,1.0,0.25732592104023366,0.9995288796758692,408,20818
XANUSDT,6134,1.0,1.0,0.27535050537985,1.0,408,5726
XLMUSDT,21432,1.0,1.0,0.13815789473684212,0.9984602463605823,408,21024
XMRUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
XNYUSDT,7261,1.0,1.0,0.2714502134692191,1.0,408,6853
XPINUSDT,6544,1.0,1.0,0.27383863080684595,1.0,408,6136
XPLUSDT,7047,1.0,0.8837803320561941,0.2720306513409962,1.0,408,6639
XRPUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
XTZUSDT,21432,1.0,1.0,0.17982456140350878,0.9995334079880552,408,21024
XVGUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
XVSUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
YBUSDT,5866,1.0,0.9802250255710876,0.276508694169792,1.0,408,5458
YFIUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
YGGUSDT,21432,1.0,1.0,0.25727883538633817,0.9995334079880552,408,21024
ZAMAUSDT,3687,1.0,0.8435042039598589,0.2921074043938161,1.0,408,3279
ZBTUSDT,5701,1.0,1.0,0.34450096474302755,1.0,408,5293
ZECUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ZENUSDT,21432,1.0,1.0,0.13815789473684212,0.9995334079880552,408,21024
ZEREBROUSDT,12610,1.0,1.0,0.26233148295003966,1.0,408,12202
ZETAUSDT,20656,1.0,1.0,0.25755228505034855,0.9995158791634392,408,20248
ZILUSDT,21432,1.0,1.0,0.1582213512504666,0.9995334079880552,408,21024
ZKCUSDT,6466,1.0,1.0,0.2740488710176307,1.0,408,6058
ZKPUSDT,4142,1.0,1.0,0.3797682279092226,1.0,408,3734
ZKUSDT,17389,1.0,1.0,0.26154465466674337,1.0,408,16981
ZORAUSDT,7717,1.0,1.0,0.2701827134896981,1.0,408,7309
ZROUSDT,17314,1.0,1.0,0.2589811713064572,1.0,408,16906
ZRXUSDT,21432,1.0,1.0,0.16134751773049646,0.9995334079880552,408,21024
