blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,source_file,shard
a7ls9_29951786081ea561,"Mul(Abs(ZScore(Mean(basis_abs_168h,8))),Sign(ZScore(Mean(age_x_volatility,8))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.8509156779949181,0.0836982449229691,True,3.788306494097534,4.708447261323933,True,0.0838863302728498,0.0832863302728498,0.0822863302728498,95.2,A7LS12S000_RANK_LABEL_DIAGNOSTIC_CLUE,8705,-0.0477277201837847,-25.50756343885043,-5.213429472908048,-5.872585392125889,0.3840321654221711,4320,-0.0541694128300754,-18.986280074172576,-3.788306494097534,-4.708447261323933,0.3879629629629629,4392,-0.0695632947952506,-25.99853888849765,-5.38242066688752,-6.073604155758641,0.3531420765027322,2856,-0.0842863302728498,-24.844387755634667,-5.043329576515744,-5.713418606451786,0.3235294117647059,0.0,88.43541459485496,skel_d32637a67c107851,0.967528735632184,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_b627111b0d3434a7,"Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.8609903613432138,0.0826495470873534,True,3.824931921355063,4.4377217564168525,True,0.08276940780942,0.08216940780942,0.08116940780942,95.2,A7LS12S000_RANK_LABEL_DIAGNOSTIC_CLUE,8701,-0.0477701961506366,-25.67646545014624,-5.298895051599295,-6.160761304249604,0.3844385702792782,4320,-0.0538149032278806,-18.946877902201148,-3.824931921355063,-4.4377217564168525,0.387037037037037,4392,-0.0695841397237401,-26.007153024937683,-5.3276369318366825,-5.945309267684627,0.348816029143898,2856,-0.08316940780942,-24.71818843774827,-5.029194722433472,-5.789415877985567,0.3329831932773109,0.0,87.30841744807685,skel_a48d4f61289851a6,0.9673345223939754,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_f131878ada5f7bdb,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.8930320467072967,0.0619563710901027,True,4.006941830677425,4.976630053186331,True,0.0627106580363627,0.0621106580363626,0.0611106580363626,95.2,A7LS12S000_RANK_LABEL_DIAGNOSTIC_CLUE,8701,-0.0387331018440762,-22.17895249391138,-4.361119379766667,-5.718007739480117,0.3966210780370072,4320,-0.0495921478480795,-19.755923569763997,-4.006941830677425,-5.322613214575192,0.3837962962962963,4392,-0.0530067952885718,-21.56266703022221,-4.440730272388661,-4.976630053186331,0.366120218579235,2856,-0.0631106580363626,-21.71782505973955,-4.39720969784597,-5.33035658872357,0.3431372549019608,0.0,67.2176259896554,skel_6ef80d25d0bfaa17,0.9676367419738406,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_e35d41d4178faab2,"Mul(Abs(ZScore(Mean(premium_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,L7_ranked_future_return,24,1.0,3,True,0.5418687636241978,0.0564572472507521,True,3.368504055432487,2.066197791596942,True,0.0569332457983193,0.0563332457983193,0.0553332457983193,95.2,A7LS12S000_RANK_LABEL_DIAGNOSTIC_CLUE,8681,0.0355613366809878,23.322712371106444,4.5969430150399,3.4475471977106404,0.6048842299274277,4320,0.0357163601680384,15.862986580400474,3.368504055432487,2.066197791596942,0.6011574074074074,4392,0.0544262927545031,23.349254300958748,4.714776585466792,3.894930182984968,0.648224043715847,2856,0.0573332457983193,18.814196577767785,3.8723761006459743,2.857992126793784,0.646358543417367,0.0,61.79137703469512,skel_ef7cc2ad85d60bf9,0.966675089179548,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_f39b206ab8e2b215,"Mul(Abs(ZScore(Mean(premium_close_bps,72))),Sign(ZScore(Mean(age_x_volatility,72))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.981466038892812,0.0482541627762215,True,3.390880575473547,4.011998114043199,True,0.0480757763058927,0.0474757763058927,0.0464757763058927,95.2,A7LS12S000_RANK_LABEL_DIAGNOSTIC_CLUE,8689,-0.0425685310619862,-21.73338300403251,-4.435495460124471,-4.983031595343859,0.4117850155368857,4320,-0.0444207470636145,-16.84624585420247,-3.4332050547782567,-4.297098940324389,0.4039351851851852,4392,-0.0538492492663428,-19.62714995970658,-4.057066488426728,-4.4906995804175365,0.3816029143897996,2856,-0.0484757763058927,-16.453164282687535,-3.390880575473547,-4.011998114043199,0.3820028011204481,0.0,52.49431026699992,skel_44b0788ab15d393d,0.9693068767340468,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_4525cb3eb4395f66,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,L7_ranked_future_return,24,1.0,3,True,0.5065589338174644,0.03500966937701,True,2.450321259543723,1.3729543133017146,True,0.0361616124922191,0.0355616124922191,0.0345616124922191,95.2,A7LS12S000_RANK_LABEL_DIAGNOSTIC_CLUE,8681,0.0332464158171047,21.27653219902382,4.307490476784716,3.6603914351942426,0.5909457435779288,4320,0.02902085208762,12.744122183244132,2.575935252273258,1.3729543133017146,0.5858796296296296,4392,0.0308307560463468,12.724321630826852,2.450321259543723,1.390835671871576,0.5796903460837887,2856,0.0365616124922191,12.62401341249574,2.476376212198826,1.6456923354707298,0.5955882352941176,0.0,41.05505355840164,skel_236de345d469127b,0.9663713832738804,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_ffe3eb90cbdae18a,"Mul(Delta(premium_close_bps,12),ZScore(Mean(open_interest_value_last,12)))",basis_premium|positioning_flow,raw_delta_state,L5_vol_adjusted_return,1,1.0,3,True,0.5564565227397085,0.0096270384320427,True,2.766526946146673,2.766526946146673,True,0.033655003439884,0.033055003439884,0.032055003439884,95.96666666666668,A7LS12S000_NUMERIC_CLUE,8714,0.0253813200527983,6.908968199149801,6.908968199149801,6.908968199149801,0.5440670185907734,4343,0.0344335827018072,7.37315812482345,7.37315812482345,7.37315812482345,0.555376467879346,4415,0.0156295990812269,2.766526946146673,2.766526946146673,2.766526946146673,0.5250283125707814,2879,0.034055003439884,4.016024017246801,4.016024017246801,4.016024017246801,0.5397707537339353,1.0,39.498546917144296,skel_b3bb0d70da3b9e3c,0.997345917558462,0.8444762481477047,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_1920f31cd91f269e,"Mul(Delta(realized_vol_168h,336),ZScore(Mean(liquidity_rank_active_universe,336)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L3_liquidity_tier_relative_return,24,1.0,3,True,0.6678726604874541,0.0040392702647409,True,0.6818856310922945,0.5202863829035984,True,0.0038610847734885,0.0032610847734885,0.0022610847734885,95.2,A7LS12S000_NUMERIC_CLUE,8376,0.0007850277377024,3.665975262909264,0.7291298558394878,0.1626072602189755,0.5315186246418339,4320,0.000938963007918,3.600633217234387,0.6818856310922945,0.5202863829035984,0.5657407407407408,4392,0.0049431760276006,18.09964417508234,3.673058887391084,3.231481423244158,0.6031420765027322,2856,0.0042610847734885,11.089501799692703,2.3074640812399,1.459107973710983,0.5791316526610645,1.0,9.593212113001089,skel_80f4102c9447249d,0.9524930638129212,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_a5baef25254e750a,"Mul(ZScore(Mean(basis_abs_168h,24)),ZScore(Mean(premium_abs_168h,24)))",basis_premium|basis_premium,raw_typed_mul,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.9893720696503274,0.0033718265885501,True,1.21897746309535,1.585189704288007,True,0.0029745607755381,0.0023745607755381,0.0013745607755381,95.2,A7LS12S000_NUMERIC_CLUE,8714,-0.0012177301764819,-6.837659524841005,-1.4295737970843967,-1.980467329930282,0.4633922423686022,4320,-0.0016900855083705,-5.98577735555146,-1.21897746309535,-1.585189704288007,0.4685185185185185,4392,-0.0030483046734253,-11.258593216950072,-2.300079846056165,-2.7186717077243587,0.4250910746812386,2856,-0.0033745607755381,-7.995595163444617,-1.7229591671870432,-2.0302647509988963,0.3953081232492997,1.0,8.385188705887796,skel_8cb0abec7e5d45e7,0.9676164288545382,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_selected_portfolio_queue.csv,s000
a7ls9_b0eee4793300a610,"Mul(ZScore(Mean(top_long_short_account_ratio_last,24)),Sign(ZScore(Mean(liquidity_rank_active_universe,24))))",open_interest_like|liquidity_rank_active_universe,typed_gate,L5_vol_adjusted_return,24,-1.0,3,True,0.9684782115962584,0.3301231955874995,True,0.5223917775923107,0.9302312753748792,True,0.3457163514528041,0.3451163514528041,0.3441163514528041,95.2,A7LS12S001_NUMERIC_CLUE,8679,-0.1539991923372363,-7.584018170513445,-1.4030498901248518,-2.214687677436165,0.4812766447747436,4320,-0.0624730639705401,-2.4136069519160857,-0.5223917775923107,-0.9302312753748792,0.475462962962963,4367,-0.1282039572258699,-5.127757418509319,-0.8917077060778251,-1.957873850600544,0.4939317609342798,2856,-0.3461163514528041,-6.7869090211583725,-1.4190537345621967,-1.650351548165405,0.5217086834733894,1.0,351.1478732412079,skel_2adc66d652e998b2,0.96581054300436,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_001\a7ls12_s001_selected_portfolio_queue.csv,s001
