blueprint_id,expression,semantic_pair,motif,skeleton_key,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error,source_file,shard
a7ls9_76338597207b32cd,"Delta(mark_index_basis_bps,168)",basis_premium_like,delta,skel_387b4ee45e0f14aa,True,0.9904122076892588,0.9981276087417612,True,-2222.3946371617085,2235.6487725320085,16.07363733340787,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_e35d41d4178faab2,"Mul(Abs(ZScore(Mean(premium_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,skel_ef7cc2ad85d60bf9,True,0.966675089179548,1.0,True,-13.004872820771942,23.683956236914955,0.8475824015114563,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_ffe3eb90cbdae18a,"Mul(Delta(premium_close_bps,12),ZScore(Mean(open_interest_value_last,12)))",basis_premium|positioning_flow,raw_delta_state,skel_b3bb0d70da3b9e3c,True,0.997345917558462,0.8444762481477047,True,-322.01797477216576,349.3570795308743,3.01005265501214,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_e35d41d4178faab2,"Mul(Abs(ZScore(Mean(premium_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,skel_ef7cc2ad85d60bf9,True,0.966675089179548,1.0,True,-13.004872820771942,23.683956236914955,0.8475824015114563,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_b627111b0d3434a7,"Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,skel_a48d4f61289851a6,True,0.9673345223939754,1.0,True,-7.5630946465044335,9.367875682946485,0.9904114624813314,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_f39b206ab8e2b215,"Mul(Abs(ZScore(Mean(premium_close_bps,72))),Sign(ZScore(Mean(age_x_volatility,72))))",basis_premium_like|age_x_volatility,basis_abs_gate,skel_44b0788ab15d393d,True,0.9693068767340468,1.0,True,-9.533129760227489,9.625611022831864,0.994348879367974,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_f39b206ab8e2b215,"Mul(Abs(ZScore(Mean(premium_close_bps,72))),Sign(ZScore(Mean(age_x_volatility,72))))",basis_premium_like|age_x_volatility,basis_abs_gate,skel_44b0788ab15d393d,True,0.9693068767340468,1.0,True,-9.533129760227489,9.625611022831864,0.994348879367974,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,skel_a48d4f61289851a6,True,0.96675188267935,1.0,True,-7.537632855743384,9.362759663363653,0.9904481302355812,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,skel_a48d4f61289851a6,True,0.96675188267935,1.0,True,-7.537632855743384,9.362759663363653,0.9904481302355812,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
a7ls9_f131878ada5f7bdb,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,skel_6ef80d25d0bfaa17,True,0.9676367419738406,1.0,True,-8.372708990443455,9.495760942655936,0.9939157276642404,,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_materialization_metrics.csv,s000
