blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,a7ls12_rank,promotion_lane,next_wave_family,a7ls_arm,source_seed_id,source_info_axis,source_stability_tier,source_info_axis_score,skeleton_key,production_key,semantic_pair_queue,a7ls12_deep_shard,blocker_family,deep_audit_score
a7ls9_b0eee4793300a610,"Mul(ZScore(Mean(top_long_short_account_ratio_last,24)),Sign(ZScore(Mean(liquidity_rank_active_universe,24))))",open_interest_like|liquidity_rank_active_universe,typed_gate,L5_vol_adjusted_return,24,-1.0,3,True,0.9684782115962584,0.3301231955874995,True,0.5223917775923107,0.9302312753748792,True,0.3457163514528041,0.3451163514528041,0.3441163514528041,95.2,A7LS12S001_NUMERIC_CLUE,8679,-0.1539991923372363,-7.584018170513445,-1.4030498901248518,-2.214687677436165,0.4812766447747436,4320,-0.0624730639705401,-2.4136069519160857,-0.5223917775923107,-0.9302312753748792,0.475462962962963,4367,-0.1282039572258699,-5.127757418509319,-0.8917077060778251,-1.957873850600544,0.4939317609342798,2856,-0.3461163514528041,-6.7869090211583725,-1.4190537345621967,-1.650351548165405,0.5217086834733894,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_001\a7ls12_s001_label_response_metrics.csv,s001,28,A7LS11_PRIORITY_DEEP_AUDIT,positioning_context_interaction,A7LS9_H,a7ls8_15990ea72bd3d233,positioning_x_basis,S2_control_clean_probe,69.50238692812506,skel_2adc66d652e998b2,prod_b3a8d9aee2d51ffc,open_interest_like|liquidity_rank_active_universe,a7ls12_s001,numeric_clue,682.0428822575522
a7ls9_13b0747d7cd8a637,"Mul(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(basis_abs_168h,168)))",basis_premium|basis_premium,raw_typed_mul,L5_vol_adjusted_return,24,1.0,3,True,0.6362886327179015,0.209399660096392,True,0.951944271307877,0.6392403821315742,True,0.2103334595108101,0.2097334595108101,0.2087334595108101,95.2,A7LS12S003_NUMERIC_CLUE,8712,0.0323305813951179,1.8596644396869992,0.3518757988987111,0.1026011957257378,0.5016069788797062,4320,0.1331745636244446,5.046846752487087,1.0563338043889656,0.6392403821315742,0.5212962962962963,4392,0.2652293325584464,10.178652162986834,2.001209204711067,1.8242908523297867,0.581511839708561,2856,0.2107334595108101,4.665633906204162,0.951944271307877,0.7290422736592101,0.5479691876750701,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_003\a7ls12_s003_label_response_metrics.csv,s003,86,A7LS11_DEEP_AUDIT_CANDIDATE,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_045f5659236f4c63,prod_3d61416a04d33c09,basis_premium|basis_premium,a7ls12_s003,numeric_clue,457.70045824606984
a7ls9_13b0747d7cd8a637,"Mul(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(basis_abs_168h,168)))",basis_premium|basis_premium,raw_typed_mul,L5_vol_adjusted_return,24,1.0,3,True,0.8327669178026694,0.209399660096392,True,0.951944271307877,0.6392403821315742,True,0.2103334595108101,0.2097334595108101,0.2087334595108101,95.2,A7LS12S003_NUMERIC_CLUE,8712,0.0323305813951179,1.8596644396869992,0.3518757988987111,0.1026011957257378,0.5016069788797062,4320,0.1331745636244446,5.046846752487087,1.0563338043889656,0.6392403821315742,0.5212962962962963,4392,0.2652293325584464,10.178652162986834,2.001209204711067,1.8242908523297867,0.581511839708561,2856,0.2107334595108101,4.665633906204162,0.951944271307877,0.7290422736592101,0.5479691876750701,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_003\a7ls12_s003_label_response_metrics.csv,s003,86,A7LS11_DEEP_AUDIT_CANDIDATE,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_045f5659236f4c63,prod_3d61416a04d33c09,basis_premium|basis_premium,a7ls12_s003,numeric_clue,438.052629737593
a7ls9_13b0747d7cd8a637,"Mul(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(basis_abs_168h,168)))",basis_premium|basis_premium,raw_typed_mul,L5_vol_adjusted_return,8,1.0,3,True,0.7572740133520393,0.0797836288459777,True,1.058408320330951,0.8388567490295101,True,0.0826856280083295,0.0820856280083295,0.0810856280083295,95.73333333333332,A7LS12S003_NUMERIC_CLUE,8728,0.012927320260879,1.302809256482263,0.4648800848419349,0.1254686045572922,0.5082493125572869,4336,0.0464225477817703,3.121126049850875,1.058408320330951,0.8388567490295101,0.5267527675276753,4408,0.1033022078330974,6.718630180432509,2.335503702558916,2.132252445487129,0.5501361161524501,2872,0.0830856280083295,3.459365121679195,1.249581585917669,1.0951548856109112,0.5153203342618384,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_003\a7ls12_s003_label_response_metrics.csv,s003,86,A7LS11_DEEP_AUDIT_CANDIDATE,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_045f5659236f4c63,prod_3d61416a04d33c09,basis_premium|basis_premium,a7ls12_s003,numeric_clue,189.33613926425082
a7ls9_13b0747d7cd8a637,"Mul(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(basis_abs_168h,168)))",basis_premium|basis_premium,raw_typed_mul,L5_vol_adjusted_return,8,1.0,3,True,0.807859252329092,0.0797836288459777,True,1.058408320330951,0.8388567490295101,True,0.0826856280083295,0.0820856280083295,0.0810856280083295,95.73333333333332,A7LS12S003_NUMERIC_CLUE,8728,0.012927320260879,1.302809256482263,0.4648800848419349,0.1254686045572922,0.5082493125572869,4336,0.0464225477817703,3.121126049850875,1.058408320330951,0.8388567490295101,0.5267527675276753,4408,0.1033022078330974,6.718630180432509,2.335503702558916,2.132252445487129,0.5501361161524501,2872,0.0830856280083295,3.459365121679195,1.249581585917669,1.0951548856109112,0.5153203342618384,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_003\a7ls12_s003_label_response_metrics.csv,s003,86,A7LS11_DEEP_AUDIT_CANDIDATE,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_045f5659236f4c63,prod_3d61416a04d33c09,basis_premium|basis_premium,a7ls12_s003,numeric_clue,184.27761536654555
a7ls9_13b0747d7cd8a637,"Mul(ZScore(Mean(premium_close_bps,168)),ZScore(Mean(basis_abs_168h,168)))",basis_premium|basis_premium,raw_typed_mul,L5_vol_adjusted_return,4,1.0,3,True,0.4426248538845634,0.0427832695462789,True,1.1032824417325091,0.9498207289503868,True,0.044837343973172,0.044237343973172,0.043237343973172,95.86666666666666,A7LS12S003_NUMERIC_CLUE,8732,0.0077999877598616,1.103424457203667,0.5702509525383958,0.409827725908986,0.5060696289509848,4340,0.023439525985886,2.2510400577335474,1.1032824417325091,0.9498207289503868,0.5246543778801843,4412,0.0555075739103249,4.944690141487747,2.456816464787014,2.2994464076674164,0.5385312783318223,2876,0.045237343973172,2.8446093817692057,1.430329662122797,1.3341807194420805,0.5114742698191933,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_003\a7ls12_s003_label_response_metrics.csv,s003,86,A7LS11_DEEP_AUDIT_CANDIDATE,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_045f5659236f4c63,prod_3d61416a04d33c09,basis_premium|basis_premium,a7ls12_s003,numeric_clue,146.50723177574648
a7ls9_ffe3eb90cbdae18a,"Mul(Delta(premium_close_bps,12),ZScore(Mean(open_interest_value_last,12)))",basis_premium|positioning_flow,raw_delta_state,L5_vol_adjusted_return,1,1.0,3,True,0.5564565227397085,0.0096270384320427,True,2.766526946146673,2.766526946146673,True,0.033655003439884,0.033055003439884,0.032055003439884,95.96666666666668,A7LS12S000_NUMERIC_CLUE,8714,0.0253813200527983,6.908968199149801,6.908968199149801,6.908968199149801,0.5440670185907734,4343,0.0344335827018072,7.37315812482345,7.37315812482345,7.37315812482345,0.555376467879346,4415,0.0156295990812269,2.766526946146673,2.766526946146673,2.766526946146673,0.5250283125707814,2879,0.034055003439884,4.016024017246801,4.016024017246801,4.016024017246801,0.5397707537339353,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_label_response_metrics.csv,s000,3,A7LS11_PRIORITY_DEEP_AUDIT,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_b3bb0d70da3b9e3c,prod_aaa2921510160612,basis_premium|positioning_flow,a7ls12_s000,numeric_clue,99.86902432868922
a7ls9_877419e7f0b8bf0e,"ZScore(Mean(taker_buy_sell_volume_ratio_last,48))",open_interest_like|positioning_like,zmean,L3_liquidity_tier_relative_return,24,1.0,3,True,0.2059462622720498,0.0028977785123218,True,1.4661663225953194,0.4569555442635918,True,0.0024888933874868,0.0018888933874868,0.0008888933874868,95.2,A7LS12S002_NUMERIC_CLUE,8737,0.0021307678930728,11.448320339188989,2.472453390103316,0.9858798328940748,0.5535080691312808,4320,0.0018785972338319,7.490449459762437,1.4946905917077449,0.8330355315479221,0.5363425925925925,4392,0.0023924580224099,8.858838993076704,1.8434036206093616,0.8585957351514524,0.5796903460837887,2856,0.0028888933874868,7.186296377937686,1.4661663225953194,0.4569555442635918,0.5714285714285714,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_002\a7ls12_s002_label_response_metrics.csv,s002,67,A7LS11_DEEP_AUDIT_CANDIDATE,positioning_flow_recovery,A7LS9_G,a7ls8_15990ea72bd3d233,positioning_x_basis,S2_control_clean_probe,69.50238692812506,skel_c26f9f7bc4bee1be,prod_2b535a1c4f2121b0,open_interest_like|positioning_like,a7ls12_s002,numeric_clue,85.47682339392159
a7ls9_f131878ada5f7bdb,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L1_cross_sectional_relative_return,24,-1.0,3,True,0.4827376293989953,0.0039353463136527,True,1.5976706661826592,2.0996989231646643,True,0.0036439969022577,0.0030439969022577,0.0020439969022577,95.2,A7LS12S000_NUMERIC_CLUE,8701,-0.0004848456204976,-2.111225621270371,-0.3996615476848137,-0.9223652801319132,0.4602919204689116,4320,-0.0025322515764205,-8.18675624343191,-1.5976706661826592,-2.0996989231646643,0.4375,4392,-0.0022830098395247,-8.223357582176435,-1.666883188380067,-2.1293775906171533,0.4207650273224044,2856,-0.0040439969022577,-9.357020445422323,-1.889969087031336,-2.351599634053086,0.4194677871148459,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_label_response_metrics.csv,s000,10,A7LS11_PRIORITY_DEEP_AUDIT,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_6ef80d25d0bfaa17,prod_2a2f2e27fa48743e,basis_premium_like|age_x_volatility,a7ls12_s000,numeric_clue,68.2040748918342
a7ls9_f131878ada5f7bdb,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L0_raw_forward_return,24,-1.0,3,True,0.4968434150729608,0.0039353463136527,True,1.597670666182659,2.0996989231646648,True,0.0036439969022577,0.0030439969022577,0.0020439969022577,95.2,A7LS12S000_NUMERIC_CLUE,8701,-0.0004848456204976,-2.111225621270371,-0.3996615476848137,-0.9223652801319134,0.4602919204689116,4320,-0.0025322515764205,-8.186756243431912,-1.597670666182659,-2.0996989231646648,0.4375,4392,-0.0022830098395247,-8.223357582176435,-1.6668831883800674,-2.1293775906171533,0.4207650273224044,2856,-0.0040439969022577,-9.357020445422323,-1.889969087031336,-2.351599634053086,0.4194677871148459,G:\AlphaFactory_CryptoData\research_runtime\a7ls12_company_deep_audit\shard_000\a7ls12_s000_label_response_metrics.csv,s000,10,A7LS11_PRIORITY_DEEP_AUDIT,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_6ef80d25d0bfaa17,prod_2a2f2e27fa48743e,basis_premium_like|age_x_volatility,a7ls12_s000,numeric_clue,66.79349632443764
