blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,source_file,shard
a7ls1_16a5caf2ffe2a929,"Mul(Delta(mark_index_basis_bps,2),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",basis_premium_like,gated_sign,L5_vol_adjusted_return,24,-1.0,3,True,0.90278273163,0.1655485597036653,True,0.3359136489520894,2.119775533823057,True,0.2823626229820661,0.2817626229820661,0.2807626229820661,92.8,A7LS3HRS000_NUMERIC_CLUE,673,-0.0725896658098558,-1.4465271027933977,-0.184883711070542,-1.8542823641716488,0.4680534918276374,696,-0.0643055486108917,-1.349360888288622,-0.3359136489520894,-2.119775533823057,0.4640804597701149,696,-0.214244066756433,-3.392030909350317,-0.8317508191506213,-2.810864147319532,0.4396551724137931,696,-0.2827626229820661,-2.4611718355845618,-0.5392877652628694,-2.517298796364679,0.4655172413793103,1.0,287.8598402504361,skel_437d739eeb4ca960,0.993105429474289,0.9986711744286954,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_09b48e96ad2d0f9d,"Mul(Delta(mark_index_basis_bps,4),Sign(Mean(mark_trade_basis_bps,168)))",basis_premium_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.2832469275218533,0.0305558299360856,True,4.202543558317895,4.202543558317895,True,0.0857547249074114,0.0851547249074114,0.0841547249074114,95.86666666666666,A7LS3HRS000_NUMERIC_CLUE,696,-0.0099635279312358,-0.9340590291054311,-0.9340590291054311,-0.9340590291054311,0.4956896551724138,719,-0.069896832801879,-7.138223349007907,-7.138223349007907,-7.138223349007907,0.3463143254520167,719,-0.0927434223743271,-7.057439970291648,-7.057439970291648,-7.057439970291648,0.3477051460361613,719,-0.0861547249074114,-4.202543558317895,-4.202543558317895,-4.202543558317895,0.4353268428372739,1.0,91.87147797988952,skel_3afee12eb6a9078f,0.993105429474289,0.9983517741779964,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_090b3b9da83bcb09,"Mul(Delta(mark_index_basis_bps,4),Sign(TSRank(premium_close_bps,24)))",basis_premium_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.3737529612928491,0.0060071395131086,True,1.364928912696456,2.2255653489355307,True,0.0205626476019558,0.0199626476019558,0.0189626476019558,94.93333333333334,A7LS3HRS000_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0051634816965005,-0.9186425155590852,0.0823060161713454,-1.7809596889815278,0.4804063860667634,712,-0.0205287823813982,-3.99964495795876,-1.364928912696456,-2.2255653489355307,0.4634831460674157,712,-0.0267212371254681,-5.179389570960091,-1.4904942450062917,-4.170092656903257,0.4269662921348314,712,-0.0209626476019558,-3.720382112496156,-1.404359520310945,-2.5563408478166614,0.4691011235955056,0.0,25.58889464066304,skel_3afee12eb6a9078f,0.993105429474289,0.9983517741779964,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_105bb7c432dfc361,"Mul(Delta(mark_index_basis_bps,4),Sign(Abs(ZScore(Mean(premium_close_bps,24)))))",basis_premium_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.3834694914137047,0.0060071395131086,True,1.364928912696456,2.2255653489355307,True,0.0205626476019558,0.0199626476019558,0.0189626476019558,94.93333333333334,A7LS3HRS000_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0051634816965005,-0.9186425155590852,0.0823060161713454,-1.7809596889815278,0.4804063860667634,712,-0.0205287823813982,-3.99964495795876,-1.364928912696456,-2.2255653489355307,0.4634831460674157,712,-0.0267212371254681,-5.179389570960091,-1.4904942450062917,-4.170092656903257,0.4269662921348314,712,-0.0209626476019558,-3.720382112496156,-1.404359520310945,-2.5563408478166614,0.4691011235955056,0.0,25.579178110542188,skel_437d739eeb4ca960,0.993105429474289,0.9983517741779964,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_000f77762318e5fa,"Mul(Delta(mark_index_basis_bps,4),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",basis_premium_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.5849663847149866,0.0060071395131086,True,1.364928912696456,2.2255653489355307,True,0.0205626476019558,0.0199626476019558,0.0189626476019558,94.93333333333334,A7LS3HRS000_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0051634816965005,-0.9186425155590852,0.0823060161713454,-1.7809596889815278,0.4804063860667634,712,-0.0205287823813982,-3.99964495795876,-1.364928912696456,-2.2255653489355307,0.4634831460674157,712,-0.0267212371254681,-5.179389570960091,-1.4904942450062917,-4.170092656903257,0.4269662921348314,712,-0.0209626476019558,-3.720382112496156,-1.404359520310945,-2.5563408478166614,0.4691011235955056,0.0,25.377681217240905,skel_437d739eeb4ca960,0.993105429474289,0.9983517741779964,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_0b71ee9774d445ba,"Mul(Delta(mark_index_basis_bps,8),Sign(TSRank(mark_trade_basis_bps,24)))",basis_premium_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.4349863943498333,0.006139786204744,True,1.1302997995976811,2.1466785295808197,True,0.018661378355181,0.018061378355181,0.017061378355181,94.93333333333334,A7LS3HRS000_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0069435205343224,-1.2537357433074878,-0.6239572528370615,-1.352803205278775,0.4644412191582003,712,-0.0191363172336662,-3.774129548753277,-1.6204187360639115,-2.1466785295808197,0.4634831460674157,712,-0.0265837949958385,-5.037381019007786,-1.8221877870646277,-3.303521973237602,0.4199438202247191,712,-0.019061378355181,-3.4098496309808173,-1.1302997995976811,-2.239565628477679,0.4536516853932584,0.0,23.626391960831192,skel_3afee12eb6a9078f,0.993105429474289,0.99766174910809,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_0bcc44a68cb73ac6,"Mul(Delta(mark_index_basis_bps,72),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",basis_premium_like,gated_sign,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8889150418954572,0.0003294490442445,True,2.630621275683648,2.630621275683648,True,0.0004576267359882,-0.0001423732640117,-0.0011423732640117,95.86666666666666,A7LS3HRS000_NUMERIC_CLUE,647,-0.0002544087012966,-1.4520135427346332,-1.4520135427346332,-1.4520135427346332,0.4574961360123648,719,-0.0005331057590013,-5.2006269662451405,-5.2006269662451405,-5.2006269662451405,0.3963838664812239,719,-0.0009464702684475,-6.624144539286157,-6.624144539286157,-6.624144539286157,0.3602225312934631,719,-0.0008576267359882,-2.630621275683648,-2.630621275683648,-2.630621275683648,0.4283727399165508,1.0,6.111084958104543,skel_437d739eeb4ca960,0.9790290146509624,0.9976831474960876,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_0e4f86d969d620dc,"Mul(Delta(mark_index_basis_bps,8),Sign(Mean(mark_trade_basis_bps,12)))",basis_premium_like,gated_sign,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.934301459190662,0.0001873395152804,True,2.3912653971558586,2.3912653971558586,True,0.000326252474466,-0.0002737475255339,-0.0012737475255339,95.86666666666666,A7LS3HRS000_NUMERIC_CLUE,708,-0.0001030973787495,-0.6290768303552126,-0.6290768303552126,-0.6290768303552126,0.4872881355932203,719,-0.000327586876488,-2.958734758280062,-2.958734758280062,-2.958734758280062,0.4200278164116829,719,-0.0003871958269208,-2.821409115986503,-2.821409115986503,-2.821409115986503,0.4617524339360223,719,-0.000726252474466,-2.3912653971558586,-2.3912653971558586,-2.3912653971558586,0.4408901251738525,1.0,6.065698540809338,skel_3afee12eb6a9078f,0.9965527147371444,0.9975767512251368,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_portfolio_marginal_proxy.csv,s000
a7ls1_16a5caf2ffe2a929,"Mul(Delta(mark_index_basis_bps,2),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",basis_premium_like,gated_sign,L5_vol_adjusted_return,24,-1.0,3,True,0.90278273163,0.1655485597036653,True,0.3359136489520894,2.119775533823057,True,0.2823626229820661,0.2817626229820661,0.2807626229820661,92.8,A7LS3HRS000_NUMERIC_CLUE,673,-0.0725896658098558,-1.4465271027933977,-0.184883711070542,-1.8542823641716488,0.4680534918276374,696,-0.0643055486108917,-1.349360888288622,-0.3359136489520894,-2.119775533823057,0.4640804597701149,696,-0.214244066756433,-3.392030909350317,-0.8317508191506213,-2.810864147319532,0.4396551724137931,696,-0.2827626229820661,-2.4611718355845618,-0.5392877652628694,-2.517298796364679,0.4655172413793103,1.0,287.8598402504361,skel_437d739eeb4ca960,0.993105429474289,0.9986711744286954,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_selected_portfolio_queue.csv,s000
a7ls1_09b48e96ad2d0f9d,"Mul(Delta(mark_index_basis_bps,4),Sign(Mean(mark_trade_basis_bps,168)))",basis_premium_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.2832469275218533,0.0305558299360856,True,4.202543558317895,4.202543558317895,True,0.0857547249074114,0.0851547249074114,0.0841547249074114,95.86666666666666,A7LS3HRS000_NUMERIC_CLUE,696,-0.0099635279312358,-0.9340590291054311,-0.9340590291054311,-0.9340590291054311,0.4956896551724138,719,-0.069896832801879,-7.138223349007907,-7.138223349007907,-7.138223349007907,0.3463143254520167,719,-0.0927434223743271,-7.057439970291648,-7.057439970291648,-7.057439970291648,0.3477051460361613,719,-0.0861547249074114,-4.202543558317895,-4.202543558317895,-4.202543558317895,0.4353268428372739,1.0,91.87147797988952,skel_3afee12eb6a9078f,0.993105429474289,0.9983517741779964,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_selected_portfolio_queue.csv,s000
