blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,source_file,shard
a7ls1_16a5caf2ffe2a929,"Mul(Delta(mark_index_basis_bps,2),Sign(Abs(ZScore(Mean(mark_trade_basis_bps,24)))))",basis_premium_like,gated_sign,L5_vol_adjusted_return,24,-1.0,3,True,0.90278273163,0.1655485597036653,True,0.3359136489520894,2.119775533823057,True,0.2823626229820661,0.2817626229820661,0.2807626229820661,92.8,A7LS3HRS000_NUMERIC_CLUE,673,-0.0725896658098558,-1.4465271027933977,-0.184883711070542,-1.8542823641716488,0.4680534918276374,696,-0.0643055486108917,-1.349360888288622,-0.3359136489520894,-2.119775533823057,0.4640804597701149,696,-0.214244066756433,-3.392030909350317,-0.8317508191506213,-2.810864147319532,0.4396551724137931,696,-0.2827626229820661,-2.4611718355845618,-0.5392877652628694,-2.517298796364679,0.4655172413793103,1.0,287.8598402504361,skel_437d739eeb4ca960,0.993105429474289,0.9986711744286954,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_selected_portfolio_queue.csv,s000
a7ls1_09b48e96ad2d0f9d,"Mul(Delta(mark_index_basis_bps,4),Sign(Mean(mark_trade_basis_bps,168)))",basis_premium_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.2832469275218533,0.0305558299360856,True,4.202543558317895,4.202543558317895,True,0.0857547249074114,0.0851547249074114,0.0841547249074114,95.86666666666666,A7LS3HRS000_NUMERIC_CLUE,696,-0.0099635279312358,-0.9340590291054311,-0.9340590291054311,-0.9340590291054311,0.4956896551724138,719,-0.069896832801879,-7.138223349007907,-7.138223349007907,-7.138223349007907,0.3463143254520167,719,-0.0927434223743271,-7.057439970291648,-7.057439970291648,-7.057439970291648,0.3477051460361613,719,-0.0861547249074114,-4.202543558317895,-4.202543558317895,-4.202543558317895,0.4353268428372739,1.0,91.87147797988952,skel_3afee12eb6a9078f,0.993105429474289,0.9983517741779964,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_000\a7ls3hr_s000_selected_portfolio_queue.csv,s000
a7ls1_0bb7b0b8b56eb2c3,"Mul(Delta(mark_index_basis_bps,1),Sign(Mean(premium_close_bps,12)))",basis_premium_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5714381676159255,0.0357776144518366,True,0.3891364096777703,-0.5246669937468605,True,0.0856270597142156,0.0850270597142156,0.0840270597142156,94.93333333333334,A7LS3HRS002_NUMERIC_CLUE,701,0.0007651976983749,0.0296378049288519,0.1190681825795286,-1.0906579957157378,0.5121255349500713,712,0.0970123877416252,3.149655086561509,0.8619445193762378,-0.2303918700122303,0.5758426966292135,712,0.0962195218082863,2.389729260614395,0.7917747989596118,-0.5246669937468605,0.5758426966292135,712,0.0860270597142156,1.3868865823995034,0.3891364096777703,-0.1203555893591428,0.5337078651685393,1.0,91.4556215465997,skel_3afee12eb6a9078f,0.9965527147371444,0.9805029066974152,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_002\a7ls3hr_s002_selected_portfolio_queue.csv,s002
a7ls1_0dcc223f83772ffa,"Mul(mark_index_basis_bps,Sign(Mean(mark_trade_basis_bps,12)))",basis_premium_like,gated_sign,L5_vol_adjusted_return,1,-1.0,3,True,0.8590510777023744,0.017492405271976,True,2.690038262041152,2.690038262041152,True,0.0547618210633038,0.0541618210633038,0.0531618210633038,95.86666666666666,A7LS3HRS002_NUMERIC_CLUE,708,-0.0015036177274422,-0.1439138031662325,-0.1439138031662325,-0.1439138031662325,0.4717514124293785,719,-0.0477172959069171,-3.713121009267573,-3.713121009267573,-3.713121009267573,0.3963838664812239,719,-0.0794504987017205,-5.727338776037604,-5.727338776037604,-5.727338776037604,0.3783031988873435,719,-0.0551618210633038,-2.690038262041152,-2.690038262041152,-2.690038262041152,0.4645340751043115,1.0,60.30276998560151,skel_a2f58ee62d9e7ad2,0.9965527147371444,0.987298212741424,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_002\a7ls3hr_s002_selected_portfolio_queue.csv,s002
a7ls1_0ae05ed6c819473c,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,72))))",basis_premium_like,gated_sign,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8283162260652769,0.0002992313748147,True,2.013623286860745,2.013623286860745,True,0.0005453139658784,-5.4686034121526864e-05,-0.0010546860341215,95.86666666666666,A7LS3HRS003_NUMERIC_CLUE,696,-0.0001294625368352,-0.8069584521731017,-0.8069584521731017,-0.8069584521731017,0.4885057471264368,719,-0.0002120374805475,-2.013623286860745,-2.013623286860745,-2.013623286860745,0.4603616133518776,719,-0.0006351889769119,-4.604683356076053,-4.604683356076053,-4.604683356076053,0.4228094575799722,719,-0.0009453139658784,-2.9597443872839637,-2.9597443872839637,-2.9597443872839637,0.4381084840055633,1.0,6.171683773934723,skel_c80f62c274b367a9,0.993105429474289,0.9873445183685275,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_003\a7ls3hr_s003_selected_portfolio_queue.csv,s003
a7ls1_4a34282f0cb13dbe,CSRank(trade_volume),liquidity_like,single,L7_ranked_future_return,1,-1.0,3,True,0.7877146835834751,0.0148510341008602,True,1.2231954953070383,1.2231954953070383,True,0.0163371735435017,0.0157371735435017,0.0147371735435017,95.86666666666666,A7LS3HRS004_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0207840751043115,-3.3209640955232484,-3.3209640955232484,-3.3209640955232484,0.4492350486787204,719,-0.0104037886982949,-1.3008219288332437,-1.3008219288332437,-1.3008219288332437,0.4826147426981919,719,-0.0084126938134239,-1.2231954953070383,-1.2231954953070383,-1.2231954953070383,0.4840055632823365,719,-0.0167371735435017,-2.561280722416749,-2.561280722416749,-2.561280722416749,0.4714881780250348,0.0,20.949458859918305,skel_f6a3f0b03e9258f2,0.9997127262280954,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_004\a7ls3hr_s004_selected_portfolio_queue.csv,s004
a7ls1_9eed409bb4147318,trade_volume,liquidity_like,single,L7_ranked_future_return,1,-1.0,3,True,0.7877146835834751,0.0148510341008602,True,1.2231954953070383,1.2231954953070383,True,0.0163371735435017,0.0157371735435017,0.0147371735435017,95.86666666666666,A7LS3HRS004_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0207840751043115,-3.3209640955232484,-3.3209640955232484,-3.3209640955232484,0.4492350486787204,719,-0.0104037886982949,-1.3008219288332437,-1.3008219288332437,-1.3008219288332437,0.4826147426981919,719,-0.0084126938134239,-1.2231954953070383,-1.2231954953070383,-1.2231954953070383,0.4840055632823365,719,-0.0167371735435017,-2.561280722416749,-2.561280722416749,-2.561280722416749,0.4714881780250348,0.0,20.949458859918305,skel_ca36cd3eaf5a3a94,0.9997127262280954,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_004\a7ls3hr_s004_selected_portfolio_queue.csv,s004
a7ls1_1829af37b04ece20,"ZScore(Mean(trade_volume,4))",liquidity_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8955061951925195,0.0120230322464328,True,0.9279251624295954,0.9279251624295954,True,0.0146871838458764,0.0140871838458764,0.0130871838458764,95.86666666666666,A7LS3HRS004_RANK_LABEL_DIAGNOSTIC_CLUE,716,-0.0164833566108007,-2.604271819700367,-2.604271819700367,-2.604271819700367,0.4748603351955307,719,-0.0073934026168031,-0.9279251624295954,-0.9279251624295954,-0.9279251624295954,0.4909596662030598,719,-0.00973912455571,-1.4000990907978017,-1.4000990907978017,-1.4000990907978017,0.4895688456189151,719,-0.0150871838458764,-2.296592129357511,-2.296592129357511,-2.296592129357511,0.4770514603616133,0.0,19.191677650683957,skel_a311ee3fdacdeca2,0.9988509049123816,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_004\a7ls3hr_s004_selected_portfolio_queue.csv,s004
a7ls1_5b7a67ad9cbe6646,"Mul(Mean(open_interest_last,4),Sign(ZScore(Mean(open_interest_mean,4))))",open_interest_like,gated_sign,L7_ranked_future_return,1,1.0,3,True,0.961248570537478,0.0093221198423736,True,1.0513533882198682,1.0513533882198682,True,0.0101290269407098,0.0095290269407098,0.0085290269407098,95.86666666666666,A7LS3HRS004_RANK_LABEL_DIAGNOSTIC_CLUE,716,0.0079141772708462,1.3451509271466169,1.3451509271466169,1.3451509271466169,0.505586592178771,719,0.0061936588883737,1.0513533882198682,1.0513533882198682,1.0513533882198682,0.5271210013908206,719,0.006563819991758,1.3744056069767263,1.3744056069767263,1.3744056069767263,0.5299026425591099,719,0.0105290269407098,1.9882240890674887,1.9882240890674887,1.9882240890674887,0.5201668984700973,0.0,14.567778370172354,skel_156d0fafafecde17,0.999138178684286,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_004\a7ls3hr_s004_selected_portfolio_queue.csv,s004
a7ls1_3acdec8218528793,"Mul(open_interest_last,Sign(ZScore(Mean(open_interest_mean,4))))",open_interest_like,gated_sign,L7_ranked_future_return,24,1.0,3,True,0.8825564060613815,0.0421847561462324,True,0.7768876207263378,0.3056920460360252,True,0.041539638542997,0.040939638542997,0.039939638542997,92.8,A7LS3HRS005_RANK_LABEL_DIAGNOSTIC_CLUE,693,0.0106648495537384,1.6443540895453337,0.3208108480923963,-0.6419559280445908,0.5440115440115441,696,0.0240385702692635,3.84475018849276,0.7768876207263378,0.3056920460360252,0.5574712643678161,696,0.0378907081470838,6.538278817483247,1.355073205889261,0.8617966562888224,0.5732758620689655,696,0.041939638542997,8.562919216693178,1.752491422527166,0.9382257658686332,0.6235632183908046,0.0,46.057082136935634,skel_c80f62c274b367a9,0.999138178684286,0.9999790348859496,G:\AlphaFactory_CryptoData\research_runtime\a7ls3hr_company_numeric\shard_005\a7ls3hr_s005_selected_portfolio_queue.csv,s005
