artifact,path,committed_to_git,rows,columns,bytes
full_universe_control_vector_sample,G:/AlphaFactory_CryptoData/research_runtime/a7ffcore43e_control_vectors_20260602/a7ffcore43e_full_universe_control_vector_sample.parquet,False,255236,18,7840897
