candidate_id,family_id,dataset,sample_rows,sample_symbols,sample_timestamps,candidate_timestamp_selection,original_non_null_ratio,stale_non_null_ratio,shuffle_time_non_null_ratio,shuffle_symbol_non_null_ratio,original_std,residual_stale_std,residual_null_std
a7ffcore33_007,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.30235042735042733,0.30288461538461536,0.30235042735042733,0.30235042735042733,0.19784356653690338,0.19523848593235016,0.22701705992221832
a7ffcore33_008,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.30235042735042733,0.30288461538461536,0.30235042735042733,0.30235042735042733,0.030694590881466866,0.030672241002321243,0.03086850233376026
a7ffcore33_015,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.18907983601093292,0.18905985355377197,0.19239743053913116
a7ffcore33_016,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2539405822753906,0.2535427510738373,0.27729541063308716
a7ffcore33_017,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.30235042735042733,0.30288461538461536,0.30235042735042733,0.30235042735042733,0.20648573338985443,0.20619145035743713,0.21569381654262543
a7ffcore33_018,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.9493841528892517,0.9327921867370605,1.1585853099822998
a7ffcore33_020,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,1872,39,48,signal_valid_control_ready,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.18231931328773499,0.18225736916065216,0.19800753891468048
a7ffcore33_000,F1b_taker_flow_market_panel,top498_replay_v2,15883,498,48,signal_valid_control_ready,0.9989926336334446,0.99779638607316,0.998677831643896,0.9989926336334446,0.32206088304519653,0.23224033415317535,0.21434320509433746
a7ffcore33_001,F1b_taker_flow_market_panel,top498_replay_v2,18697,498,48,signal_valid_control_ready,0.26998983794191583,0.25977429534149865,0.16136278547360539,0.26998983794191583,0.28634828329086304,0.27663132548332214,0.6782010793685913
a7ffcore33_002,F2a_basis_funding_independent,top498_replay_v2,18697,498,48,signal_valid_control_ready,0.26998983794191583,0.25977429534149865,0.16136278547360539,0.26998983794191583,0.004006306175142527,0.0026832197327166796,0.00442497106269002
a7ffcore33_003,F2a_basis_funding_independent,top498_replay_v2,15880,498,48,signal_valid_control_ready,0.997544080604534,0.9962216624685138,0.9971662468513854,0.997544080604534,1.398840308189392,1.3956800699234009,1.3955259323120117
a7ffcore33_004,F2a_basis_funding_independent,top498_replay_v2,18697,498,48,signal_valid_control_ready,0.26998983794191583,0.25977429534149865,0.16136278547360539,0.26998983794191583,0.00027721282094717026,0.00023886370763648301,0.00016263504221569747
a7ffcore33_005,F2a_basis_funding_independent,top498_replay_v2,15903,498,48,signal_valid_control_ready,0.9957869584355153,0.9948437401748098,0.9955983147833742,0.9957869584355153,0.7471993565559387,0.7450767755508423,0.7411620616912842
a7ffcore33_006,F1b_taker_flow_market_panel,top498_replay_v2,15903,498,48,signal_valid_control_ready,0.9957869584355153,0.9948437401748098,0.9955983147833742,0.9957869584355153,4575737344.0,4576383488.0,4585901056.0
a7ffcore33_009,F2a_basis_funding_independent,top498_replay_v2,18710,498,48,signal_valid_control_ready,0.42180652057723145,0.4114911811865313,0.1161945483698557,0.42180652057723145,0.6042520403862,0.6028013229370117,0.8981837034225464
a7ffcore33_010,F2a_basis_funding_independent,top498_replay_v2,18706,498,48,signal_valid_control_ready,0.25580027798567306,0.24617769699561637,0.26531594140917353,0.25580027798567306,0.0029386149253696203,0.0016444800421595573,0.015263862907886505
a7ffcore33_011,F2a_basis_funding_independent,top498_replay_v2,15880,498,48,signal_valid_control_ready,0.9986775818639798,0.9976070528967255,0.9984886649874055,0.9986775818639798,0.005191413685679436,0.005190262105315924,0.004792638588696718
a7ffcore33_012,F1b_taker_flow_market_panel,top498_replay_v2,15880,498,48,signal_valid_control_ready,0.9986775818639798,0.9976070528967255,0.9984886649874055,0.9986775818639798,0.2849583029747009,0.28471916913986206,0.284857839345932
a7ffcore33_013,F2a_basis_funding_independent,top498_replay_v2,15880,498,48,signal_valid_control_ready,0.9976070528967255,0.9962216624685138,0.9972292191435769,0.9976070528967255,32.46846389770508,32.48504638671875,32.40990447998047
a7ffcore33_014,F1b_taker_flow_market_panel,top498_replay_v2,18706,498,48,signal_valid_control_ready,0.25580027798567306,0.24617769699561637,0.26531594140917353,0.25580027798567306,0.374621719121933,0.3586171269416809,0.8047011494636536
a7ffcore33_019,F1b_taker_flow_market_panel,top498_replay_v2,18710,498,48,signal_valid_control_ready,0.36980224478888296,0.35959380010689473,0.0882950293960449,0.36980224478888296,1.6085999011993408,0.8212514519691467,2.618924617767334
