candidate_id,selected_for_pre_replay,selector_reason,reject_reason,selection_score,family,field_families,fields,operators,windows,wrapper_tags,expression,eval_status,active_ratio_0bar,active_ratio_field_native_lag1,inf_rows_0bar,inf_rows_field_native_lag1,expression_key,skeleton_key,production_key,operator_signature,horizon_signature
crypto_fg2_b4bda5ec5109169f,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_count,Mul|ZScore|Mean|Rank|Mean,48|504,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),Rank(Mean(trade_count,504)))",,,,,,expr-2a8d9f2a669e4deb,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|504,Mean|Mul|Rank|ZScore,48|504
crypto_fg2_da75955c20fd3a95,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,12|504,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,504)))",,,,,,expr-3530a5746a19a839,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|504,Mean|Sub|ZScore,12|504
crypto_fg2_23ab91b663cc9cdd,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Mul|Rank|Mean|ZScore|Delta,4|336,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_value_mean,4)),ZScore(Delta(trade_close,336)))",,,,,,expr-a5862f2bcb3061a4,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|336,Delta|Mean|Mul|Rank|ZScore,4|336
crypto_fg2_b59776aa60b566c1,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,48|168,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_account_ratio_last,48)),Neg(ZScore(Delta(mark_close,168))))",,,,,,expr-1f4984df98a134ce,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|168,Delta|Mean|Mul|Neg|ZScore,48|168
crypto_fg2_acab896be823d79a,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|ZScore|Delta|ZScore|Delta,4|48,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_last,48)),ZScore(Delta(trade_close,4)))",,,,,,expr-04f60bbf50c2c1a3,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|48,Delta|Mul|ZScore,4|48
crypto_fg2_3ebdeaa27aea8eb8,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_last,Sub|ZScore|Mean|ZScore|Mean,336|504,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_last,504)),ZScore(Mean(top_long_short_account_ratio_last,336)))",,,,,,expr-1b6f8b1433350ae5,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336|504,Mean|Sub|ZScore,336|504
crypto_fg2_931d55ae7407af7f,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_mean|mark_close,Sub|ZScore|Mean|ZScore|Mean,96|504,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(global_long_short_account_ratio_mean,96)),ZScore(Mean(global_long_short_account_ratio_mean,504)))",,,,,,expr-a0dd50c674e84289,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::96|504,Mean|Sub|ZScore,96|504
crypto_fg2_5be3388315011f5d,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|mark_close,Sub|ZScore|Mean|ZScore|Mean,4|336,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(global_long_short_account_ratio_last,4)),ZScore(Mean(global_long_short_account_ratio_last,336)))",,,,,,expr-31950e684ceedccd,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|336,Mean|Sub|ZScore,4|336
crypto_fg2_74fed1aef2f4e849,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|ZScore|ZScore|Mean,12,funding_wrapper_risk|basis_premium_wrapper_risk,"Mul(ZScore(mark_index_basis_bps),ZScore(Mean(funding_rate,12)))",,,,,,expr-904cc0318b54412c,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12,Mean|Mul|ZScore,12
crypto_fg2_61ad999c10d1c760,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_position_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,8|336,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_position_ratio_last,336)),Neg(ZScore(Delta(mark_close,8))))",,,,,,expr-a9eeee4c75bd7caf,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|336,Delta|Mean|Mul|Neg|ZScore,8|336
crypto_fg2_7ae8b5390fed04d2,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_count,Mul|ZScore|Mean|Rank|Mean,72|720,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,720)),Rank(Mean(trade_count,72)))",,,,,,expr-e688d19048f36aa2,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|720,Mean|Mul|Rank|ZScore,72|720
crypto_fg2_e9d8935fde17ecf0,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Mul|ZScore|Mean|Neg|ZScore|Delta,168,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(global_long_short_account_ratio_last,168)),Neg(ZScore(Delta(index_close,168))))",,,,,,expr-2d2b80ce3667ef9e,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168,Delta|Mean|Mul|Neg|ZScore,168
crypto_fg2_f496f168c724caaf,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,mark_close|open_interest_value_mean,Mul|ZScore|Delta|ZScore|Delta,72,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_mean,72)),ZScore(Delta(mark_close,72)))",,,,,,expr-c6770f4ba5d186ae,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72,Delta|Mul|ZScore,72
crypto_fg2_75b9c22049252311,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_high|trade_close,Mul|ZScore|Delta|ZScore|Mean,72,none,"Mul(ZScore(Delta(trade_close,72)),ZScore(Mean(mark_high,72)))",,,,,,expr-4e7cf494e1f50563,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72,Delta|Mean|Mul|ZScore,72
crypto_fg2_c3dde831483b1963,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Sub|ZScore|Mean|ZScore|Mean,336|720,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(global_long_short_account_ratio_last,720)),ZScore(Mean(global_long_short_account_ratio_last,336)))",,,,,,expr-c795f0f60377d7b9,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336|720,Mean|Sub|ZScore,336|720
crypto_fg2_2a5ca9eabeb2e3b6,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|ZScore|ZScore|Mean,168,funding_wrapper_risk|basis_premium_wrapper_risk,"Mul(ZScore(mark_index_basis_bps),ZScore(Mean(funding_rate,168)))",,,,,,expr-b4cbac869324732b,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::168,Mean|Mul|ZScore,168
crypto_fg2_fd6351b1a8d7d75c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,168|336,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_account_ratio_last,336)),Neg(ZScore(Delta(mark_close,168))))",,,,,,expr-19151786f4b187d3,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168|336,Delta|Mean|Mul|Neg|ZScore,168|336
crypto_fg2_686ef0c3a3f23a1d,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_last|trade_close,Mul|Rank|Mean|ZScore|Delta,24|168,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_last,24)),ZScore(Delta(trade_close,168)))",,,,,,expr-08b153905086e236,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|168,Delta|Mean|Mul|Rank|ZScore,24|168
crypto_fg2_95cb58cd9ecb21ad,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_mean|mark_close,Mul|ZScore|Mean|Neg|ZScore|Delta,12|168,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(global_long_short_account_ratio_mean,168)),Neg(ZScore(Delta(mark_close,12))))",,,,,,expr-f2b7a401fed6f368,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|168,Delta|Mean|Mul|Neg|ZScore,12|168
crypto_fg2_454261cb2b5769dd,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,top_long_short_position_ratio_last|trade_close,Mul|ZScore|Mean|Neg|ZScore|Delta,72|168,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_position_ratio_last,72)),Neg(ZScore(Delta(trade_close,168))))",,,,,,expr-c36cb224e80c2654,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|168,Delta|Mean|Mul|Neg|ZScore,72|168
crypto_fg2_17f6757aa89a85a4,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_quote_volume,Sub|ZScore|Mean|ZScore|Mean,8|96,taker_flow_wrapper_risk,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_mean,8)),ZScore(Mean(taker_buy_sell_volume_ratio_mean,96)))",,,,,,expr-0c67dc196d76dbea,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|96,Mean|Sub|ZScore,8|96
crypto_fg2_f58c6a663f0ff69c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_mean|index_close,Sub|ZScore|Mean|ZScore|Mean,8|12,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(global_long_short_account_ratio_mean,12)),ZScore(Mean(global_long_short_account_ratio_mean,8)))",,,,,,expr-c1171bc51ad656d4,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|12,Mean|Sub|ZScore,8|12
crypto_fg2_eca26f593c9bdf25,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,12|96,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,96)))",,,,,,expr-625db5ce45c48b15,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|96,Mean|Sub|ZScore,12|96
crypto_fg2_bad8c22bb9bceca8,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,12|96,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_mean,96)),ZScore(Delta(trade_close,12)))",,,,,,expr-913744c59c909e42,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|96,Delta|Mul|ZScore,12|96
crypto_fg2_699f2ee056147fc4,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Mul|Rank|Mean|ZScore|Delta,12|720,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_value_mean,12)),ZScore(Delta(index_close,720)))",,,,,,expr-33d446a622ecbc9c,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|720,Delta|Mean|Mul|Rank|ZScore,12|720
crypto_fg2_f0c18d678dd76321,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|ZScore|Mean|ZScore|Mean,72|96,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_index_basis_bps,72)),ZScore(Mean(funding_rate,96)))",,,,,,expr-49f5f634ed999ccc,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|96,Mean|Sub|ZScore,72|96
crypto_fg2_d009cf2bb9ee8f8c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|mark_close,Mul|ZScore|Mean|Neg|ZScore|Delta,48|168,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(global_long_short_account_ratio_last,48)),Neg(ZScore(Delta(mark_close,168))))",,,,,,expr-a7f119872b3005e0,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|168,Delta|Mean|Mul|Neg|ZScore,48|168
crypto_fg2_2e112806553666d1,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,top_long_short_account_ratio_last|trade_close,Sub|ZScore|Mean|ZScore|Mean,8|12,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_last,8)),ZScore(Mean(top_long_short_account_ratio_last,12)))",,,,,,expr-276a9a0543db87ed,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|12,Mean|Sub|ZScore,8|12
crypto_fg2_59d1cc8e0ca5ea71,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|mark_high,Mul|ZScore|Delta|ZScore|Mean,4|72,none,"Mul(ZScore(Delta(mark_close,4)),ZScore(Mean(mark_high,72)))",,,,,,expr-1dc6651da6d22ae3,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|72,Delta|Mean|Mul|ZScore,4|72
crypto_fg2_0930b577006f9dc7,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,mark_high|taker_buy_quote_volume,Mul|ZScore|Delta|Rank|Mean,12|48,taker_flow_wrapper_risk,"Mul(ZScore(Delta(taker_buy_quote_volume,48)),Rank(Mean(mark_high,12)))",,,,,,expr-c5fa0e8cf466af14,skeleton-6f032847c2252b83,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|48,Delta|Mean|Mul|Rank|ZScore,12|48
crypto_fg2_d81fa6ec3f25ad9c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_last|trade_close,Mul|ZScore|Delta|ZScore|Delta,4|168,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_last,4)),ZScore(Delta(trade_close,168)))",,,,,,expr-d4c22425090dc155,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|168,Delta|Mul|ZScore,4|168
crypto_fg2_c8e0439d82066b6d,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,trade_low|trade_quote_volume,Mul|Rank|Mean|ZScore|Delta,72,none,"Mul(Rank(Mean(trade_quote_volume,72)),ZScore(Delta(trade_low,72)))",,,,,,expr-dbed83f1e960f4de,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72,Delta|Mean|Mul|Rank|ZScore,72
crypto_fg2_f6fcd3f26961a1f0,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|Rank|Mean|ZScore|Delta,96|720,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_mean,96)),ZScore(Delta(trade_close,720)))",,,,,,expr-03a49401b860a8cd,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|720,Delta|Mean|Mul|Rank|ZScore,96|720
crypto_fg2_5e8571f226083940,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|trade_high,Sub|ZScore|Delta|ZScore|Delta,8|12,none,"Sub(ZScore(Delta(mark_close,8)),ZScore(Delta(trade_high,12)))",,,,,,expr-808a05ad567fe259,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|12,Delta|Sub|ZScore,8|12
crypto_fg2_d2a77ec722dd966f,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,4|96,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_mean,4)),ZScore(Delta(trade_close,96)))",,,,,,expr-25ad4f213b8b81ae,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|96,Delta|Mul|ZScore,4|96
crypto_fg2_0b8f6b943d91cf44,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|ZScore|ZScore|Mean,168,funding_wrapper_risk|basis_premium_wrapper_risk,"Mul(ZScore(premium_close),ZScore(Mean(funding_rate,168)))",,,,,,expr-12788ec3daaa7d22,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::168,Mean|Mul|ZScore,168
crypto_fg2_2e3770508a5edeed,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_quote_volume,Sub|ZScore|Mean|ZScore|Mean,4|96,taker_flow_wrapper_risk,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_mean,96)),ZScore(Mean(taker_buy_sell_volume_ratio_mean,4)))",,,,,,expr-4b1c9d00c0367695,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|96,Mean|Sub|ZScore,4|96
crypto_fg2_55925a1be63bc540,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|ZScore|Mean|Rank|Mean,4|48,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,4)),Rank(Mean(trade_volume,48)))",,,,,,expr-c48e604bea611065,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|48,Mean|Mul|Rank|ZScore,4|48
crypto_fg2_41a9e771aee784d1,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Mul|ZScore|Delta|ZScore|Delta,4|720,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_mean,4)),ZScore(Delta(index_close,720)))",,,,,,expr-e7657804a0f7f625,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|720,Delta|Mul|ZScore,4|720
crypto_fg2_bc7f85af7e991a40,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|ZScore|Mean|ZScore|Mean,8|24,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_index_basis_bps,24)),ZScore(Mean(funding_rate,8)))",,,,,,expr-660d09e5b777d64a,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|24,Mean|Sub|ZScore,8|24
crypto_fg2_90146ae779342fe9,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|ZScore|Delta|ZScore|Delta,504|720,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_last,720)),ZScore(Delta(trade_close,504)))",,,,,,expr-a911ccc10bed4a8b,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504|720,Delta|Mul|ZScore,504|720
crypto_fg2_4789ef4358d19bdd,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_low|trade_close,Sub|ZScore|Delta|ZScore|Delta,4|72,none,"Sub(ZScore(Delta(trade_close,4)),ZScore(Delta(mark_low,72)))",,,,,,expr-22c61330f819c471,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|72,Delta|Sub|ZScore,4|72
crypto_fg2_c8ae228558b45b85,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,index_close|mark_high,Sub|ZScore|Delta|ZScore|Delta,48|168,none,"Sub(ZScore(Delta(index_close,168)),ZScore(Delta(mark_high,48)))",,,,,,expr-9a0658f971804a6d,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|168,Delta|Sub|ZScore,48|168
crypto_fg2_388e83e281c8f757,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Mul|Rank|Mean|ZScore|Delta,8|336,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_value_last,336)),ZScore(Delta(index_close,8)))",,,,,,expr-f20156e64595b99d,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|336,Delta|Mean|Mul|Rank|ZScore,8|336
crypto_fg2_db4b813bf7982c86,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_volume,Mul|ZScore|Delta|Rank|Mean,72|336,none,"Mul(ZScore(Delta(trade_volume,72)),Rank(Mean(mark_low,336)))",,,,,,expr-6d69106f4a16e1b2,skeleton-6f032847c2252b83,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|336,Delta|Mean|Mul|Rank|ZScore,72|336
crypto_fg2_37d87cc2edf93733,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,index_close|mark_high,Mul|ZScore|Delta|ZScore|Mean,168,none,"Mul(ZScore(Delta(index_close,168)),ZScore(Mean(mark_high,168)))",,,,,,expr-56805b1fc4f27f83,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::168,Delta|Mean|Mul|ZScore,168
crypto_fg2_aeaa03f6215cfc0d,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,trade_count|trade_high,Mul|Rank|Mean|ZScore|Delta,12|24,none,"Mul(Rank(Mean(trade_count,12)),ZScore(Delta(trade_high,24)))",,,,,,expr-9ac57366c860f799,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|24,Delta|Mean|Mul|Rank|ZScore,12|24
crypto_fg2_03072145fd165291,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Mul|ZScore|Mean|Rank|Mean,24|504,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,24)),Rank(Mean(taker_buy_quote_volume,504)))",,,,,,expr-15902c408731b191,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|504,Mean|Mul|Rank|ZScore,24|504
crypto_fg2_5157fe7afce2b6b1,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,12|168,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_mean,168)),ZScore(Delta(trade_close,12)))",,,,,,expr-814c098c4d199be6,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|168,Delta|Mul|ZScore,12|168
crypto_fg2_e3aa46776c607765,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Mul|ZScore|Mean|Neg|ZScore|Delta,8|24,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(global_long_short_account_ratio_last,8)),Neg(ZScore(Delta(index_close,24))))",,,,,,expr-2d6ef776db14149e,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|24,Delta|Mean|Mul|Neg|ZScore,8|24
crypto_fg2_d72d91f9f85c24d2,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_last,Sub|ZScore|Mean|ZScore|Mean,8|168,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_last,168)),ZScore(Mean(top_long_short_account_ratio_last,8)))",,,,,,expr-fe5620f40cc7498c,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|168,Mean|Sub|ZScore,8|168
