candidate_id,engine,arm,seed,ordinal,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,operator_signature,formula_depth,may_used_for_generation,may_used_for_static_score,static_score,selected_for_strict_replay,execution_lag_1bar_raw_10bp__fresh_forward_2026May__n,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__n,execution_lag_1bar_raw_10bp__validation_2025H1__n,raw_10bp__fresh_forward_2026May__n,raw_10bp__recent_oos_2025H2_2026Apr__n,raw_10bp__validation_2025H1__n,raw_20bp__fresh_forward_2026May__n,raw_20bp__recent_oos_2025H2_2026Apr__n,raw_20bp__validation_2025H1__n,residual_vs_core4_10bp__fresh_forward_2026May__n,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_core4_10bp__validation_2025H1__n,residual_vs_funding_10bp__fresh_forward_2026May__n,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_funding_10bp__validation_2025H1__n,execution_lag_1bar_raw_10bp__fresh_forward_2026May__annualized_mean,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,execution_lag_1bar_raw_10bp__validation_2025H1__annualized_mean,raw_10bp__fresh_forward_2026May__annualized_mean,raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_10bp__validation_2025H1__annualized_mean,raw_20bp__fresh_forward_2026May__annualized_mean,raw_20bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_20bp__validation_2025H1__annualized_mean,residual_vs_core4_10bp__fresh_forward_2026May__annualized_mean,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_core4_10bp__validation_2025H1__annualized_mean,residual_vs_funding_10bp__fresh_forward_2026May__annualized_mean,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_funding_10bp__validation_2025H1__annualized_mean,execution_lag_1bar_raw_10bp__fresh_forward_2026May__compounded_max_dd,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,execution_lag_1bar_raw_10bp__validation_2025H1__compounded_max_dd,raw_10bp__fresh_forward_2026May__compounded_max_dd,raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_10bp__validation_2025H1__compounded_max_dd,raw_20bp__fresh_forward_2026May__compounded_max_dd,raw_20bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_20bp__validation_2025H1__compounded_max_dd,residual_vs_core4_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_core4_10bp__validation_2025H1__compounded_max_dd,residual_vs_funding_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_funding_10bp__validation_2025H1__compounded_max_dd,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_turnover,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,execution_lag_1bar_raw_10bp__validation_2025H1__mean_turnover,raw_10bp__fresh_forward_2026May__mean_turnover,raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_10bp__validation_2025H1__mean_turnover,raw_20bp__fresh_forward_2026May__mean_turnover,raw_20bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_20bp__validation_2025H1__mean_turnover,residual_vs_core4_10bp__fresh_forward_2026May__mean_turnover,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_core4_10bp__validation_2025H1__mean_turnover,residual_vs_funding_10bp__fresh_forward_2026May__mean_turnover,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_funding_10bp__validation_2025H1__mean_turnover,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__mean_gross_exposure,raw_10bp__fresh_forward_2026May__mean_gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_10bp__validation_2025H1__mean_gross_exposure,raw_20bp__fresh_forward_2026May__mean_gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_20bp__validation_2025H1__mean_gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_core4_10bp__validation_2025H1__mean_gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_funding_10bp__validation_2025H1__mean_gross_exposure,funding_beta_recent,funding_corr_recent,core4_beta_recent,core4_corr_recent,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_validation,component_cost20_recent,component_lag1_validation,component_lag1_recent,component_drawdown_penalty,component_turnover_penalty,component_funding_beta_penalty,component_core4_beta_penalty,a7m_rank_score,candidate_decision,reject_reasons,selected_for_deep_audit,return_corr_cluster,cluster_size,max_corr_to_prior
e5_surrogate_prioritized_sampler_s1_04068,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,1,4068,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",4a4a939b303d1f44,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e5_surrogate_prioritized_sampler_s2_00173,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,2,173,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",c1f41d6f438158bc,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e5_surrogate_prioritized_sampler_s2_04076,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,2,4076,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",4a4a939b303d1f44,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e5_surrogate_prioritized_sampler_s3_00169,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,3,169,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",c1f41d6f438158bc,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e5_surrogate_prioritized_sampler_s3_04072,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,3,4072,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",4a4a939b303d1f44,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e5_surrogate_prioritized_sampler_s4_00177,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,4,177,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(number_of_trades),Rank(realized_vol_24))",c1f41d6f438158bc,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e5_surrogate_prioritized_sampler_s4_04080,E5_surrogate_prioritized_sampler,E5_surrogate_prioritized_sampler,4,4080,surrogate_prioritized_equal_budget,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(number_of_trades))",4a4a939b303d1f44,24,number_of_trades;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.658957097572443,2.322744749915529,2.284796532964757,-9.21299049174033,2.2823454588583107,2.2003060337441807,-9.74448777173843,1.692849275588523,1.7575713527441408,-5.875060992949819,4.924076796515302,4.739846795974235,-5.660263907326007,5.007612999938536,4.635862829660749,-0.51768938694144,-0.7598319097845483,-0.6409935113467379,-0.5133024027390858,-0.7613474678042116,-0.6382085644696098,-0.5161110654849166,-0.7838925574098826,-0.654470678229044,-0.5076054154041445,-0.6989112473709382,-0.5769868140262762,-0.5098315298163509,-0.6750863193073146,-0.5843234565155493,0.0604044339028001,0.067450637551054,0.0507551799639109,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.0606732054792351,0.0672940848481492,0.0505404886986347,0.4982726497204934,0.4787699879247807,0.3978209639368347,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.4986758147130462,0.4776583762784714,0.3963605017360009,0.3846842222725887,0.2250241664290445,0.396278001429767,0.1983180404347078,2.0,2.0,2.0,2.0,2.0,1.7575713527441408,1.692849275588523,2.0,2.0,-0.7613474678042116,-0.0672940848481492,-0.3846842222725887,-0.396278001429767,15.124212386422869,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
e1_formulagenv2_crypto_adapter_s3_04071,E1_FormulaGenV2_crypto_adapter,E1_FormulaGenV2_crypto_adapter,3,4071,formula_gen_v2_crypto,generated_candidate,original,"Mul(Mul(Rank(quote_volume_mean_6),Rank(realized_vol_24)),Rank(realized_vol_12))",f26dd6701c669097,24,quote_volume_mean_6;realized_vol_12;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.01550910437609,2.27290058787082,1.9188337461266525,-8.714203321835297,2.1695935872762564,1.960888587072257,-9.199417412279708,1.7515503483969244,1.6922979322607603,-5.662264770160526,4.459611765928903,4.139069237711518,-5.314608763954586,4.553381401031083,3.989021179999249,-0.5127440065453253,-0.8192815842901012,-0.6775943904535051,-0.5092826198715075,-0.8220700380987493,-0.6618773910617661,-0.5124028404901799,-0.832467729172796,-0.680430845412008,-0.5088472477354543,-0.7707700785301519,-0.5993300981356878,-0.5120772518186025,-0.7438906774717582,-0.5904354979725572,0.0553159722710618,0.0478124236334324,0.030736918299706,0.0553897363521015,0.0477218309222982,0.0306610336542805,0.0553897363521015,0.0477218309222982,0.0306610336542805,0.0553897363521015,0.0477218309222982,0.0306610336542805,0.0553897363521015,0.0477218309222982,0.0306610336542805,0.4941472904136308,0.4555013168433558,0.3800019883055673,0.4947389072646694,0.454572683097487,0.3790311372943765,0.4947389072646694,0.454572683097487,0.3790311372943765,0.4947389072646694,0.454572683097487,0.3790311372943765,0.4947389072646694,0.454572683097487,0.3790311372943765,0.4809665879979171,0.266744269470341,0.530080841962357,0.251512613452708,1.960888587072257,2.0,2.0,2.0,2.0,1.6922979322607603,1.7515503483969244,1.9188337461266525,2.0,-0.8220700380987493,-0.0477218309222982,-0.4809665879979171,-0.530080841962357,14.85634462863435,A7M_HIGH_QUALITY_NEAR_MISS,core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,0.95645
e0_current_a7l_manual_generator_s1_03049,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,3049,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(quote_asset_volume),Rank(realized_vol_24)),Rank(realized_vol_12))",aaa450ec03924254,24,quote_asset_volume;realized_vol_12;realized_vol_24,liquidity;volatility,Mul;Rank,3,False,False,1.1766046,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-9.54097654146268,1.9039244488301743,2.022515363755601,-9.41924051036906,1.845356499631416,2.131257469412579,-10.099380574914749,1.245752818982848,1.7548708793403058,-6.243485225981223,4.243410811433057,4.41515791765147,-5.89502754513571,4.33898914237983,4.264062352064159,-0.5134927129309275,-0.8205648091145775,-0.6890723481290769,-0.5121470858044297,-0.8151984931826254,-0.6803716053695339,-0.5166728325111205,-0.8308488085402751,-0.6898574508688149,-0.5098307382816952,-0.7616071956248395,-0.620784569912155,-0.5145844984834007,-0.7343460557205856,-0.6148924528981459,0.077756956571915,0.0685783627944917,0.043251105312905,0.0776415598796443,0.0684479087498364,0.0429665057160128,0.0776415598796443,0.0684479087498364,0.0429665057160128,0.0776415598796443,0.0684479087498364,0.0429665057160128,0.0776415598796443,0.0684479087498364,0.0429665057160128,0.4951073512350804,0.4573119032592331,0.3780728508105229,0.4943083590369428,0.4564885403538327,0.3760046805214912,0.4943083590369428,0.4564885403538327,0.3760046805214912,0.4943083590369428,0.4564885403538327,0.3760046805214912,0.4943083590369428,0.4564885403538327,0.3760046805214912,0.4627173370668155,0.2570001973143277,0.5098708506751547,0.2422787587574624,2.0,1.845356499631416,2.0,2.0,2.0,1.7548708793403058,1.245752818982848,2.0,1.9039244488301743,-0.8151984931826254,-0.0684479087498364,-0.4627173370668155,-0.5098708506751547,14.158655643494011,A7M_HIGH_QUALITY_NEAR_MISS,core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,0.875836
e0_current_a7l_manual_generator_s1_00661,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,661,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_asset_volume))",3ed77d19de528833,24,quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-10.863532556082427,1.91568302476592,1.95652180518848,-10.5376960887461,1.847856568081492,1.9729827900728445,-11.195594017253685,1.1847996438107165,1.4989149833273268,-7.204485271360141,4.53704191065571,4.567635659660543,-7.053272080128064,4.613327788665258,4.486733578525451,-0.5208589539026591,-0.7747342580119361,-0.6901327959751564,-0.5170782786764581,-0.7764821399707793,-0.6902608812165539,-0.5210769073821375,-0.7818589899756154,-0.7012591911862309,-0.510325848136933,-0.7231356731744855,-0.626425634028273,-0.5117476311734759,-0.7056409678603471,-0.6221738124746503,0.0746663964074157,0.0757951078517281,0.054296002873887,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.4973307606539329,0.4730816759291132,0.4030506928415694,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.3799452603458851,0.2185534803895117,0.4036019994147683,0.1986220572302266,1.9729827900728445,1.847856568081492,2.0,2.0,2.0,1.4989149833273268,1.1847996438107165,1.95652180518848,1.91568302476592,-0.7764821399707793,-0.0756914297112757,-0.3799452603458851,-0.4036019994147683,13.9992212027613,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,0.909696
e0_current_a7l_manual_generator_s4_00558,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,4,558,manual_a7l_control,generated_candidate,original,"Mul(Rank(realized_vol_24),Rank(quote_asset_volume))",3ed77d19de528833,24,quote_asset_volume;realized_vol_24,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,416,7248,4296,-10.863532556082427,1.91568302476592,1.95652180518848,-10.5376960887461,1.847856568081492,1.9729827900728445,-11.195594017253685,1.1847996438107165,1.4989149833273268,-7.204485271360141,4.53704191065571,4.567635659660543,-7.053272080128064,4.613327788665258,4.486733578525451,-0.5208589539026591,-0.7747342580119361,-0.6901327959751564,-0.5170782786764581,-0.7764821399707793,-0.6902608812165539,-0.5210769073821375,-0.7818589899756154,-0.7012591911862309,-0.510325848136933,-0.7231356731744855,-0.626425634028273,-0.5117476311734759,-0.7056409678603471,-0.6221738124746503,0.0746663964074157,0.0757951078517281,0.054296002873887,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.0751025032542907,0.0756914297112757,0.0541173295371596,0.4973307606539329,0.4730816759291132,0.4030506928415694,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.4975789233272616,0.4726149813132475,0.4017382971965894,0.3799452603458851,0.2185534803895117,0.4036019994147683,0.1986220572302266,1.9729827900728445,1.847856568081492,2.0,2.0,2.0,1.4989149833273268,1.1847996438107165,1.95652180518848,1.91568302476592,-0.7764821399707793,-0.0756914297112757,-0.3799452603458851,-0.4036019994147683,13.9992212027613,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative,True,rc_000,245.0,1.0
