decision,label_family,count
A7FF25R3S07_NUMERIC_CLUE,L0_raw_forward_return,3
A7FF25R3S07_NUMERIC_CLUE,L1_cross_sectional_relative_return,7
A7FF25R3S07_NUMERIC_CLUE,L3_liquidity_tier_relative_return,6
A7FF25R3S07_NUMERIC_CLUE,L5_vol_adjusted_return,9
A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,104
HOLD_A7FF25R3S07_CONTROL_DOMINATED,L0_raw_forward_return,259
HOLD_A7FF25R3S07_CONTROL_DOMINATED,L1_cross_sectional_relative_return,257
HOLD_A7FF25R3S07_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,269
HOLD_A7FF25R3S07_CONTROL_DOMINATED,L5_vol_adjusted_return,156
HOLD_A7FF25R3S07_CONTROL_DOMINATED,L7_ranked_future_return,346
HOLD_A7FF25R3S07_COST2_PROXY_FRAGILE,L0_raw_forward_return,2
HOLD_A7FF25R3S07_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,3
HOLD_A7FF25R3S07_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
HOLD_A7FF25R3S07_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,4
HOLD_A7FF25R3S07_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,1
HOLD_A7FF25R3S07_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,27
HOLD_A7FF25R3S07_PRE_MAY_UNSTABLE,L0_raw_forward_return,413
HOLD_A7FF25R3S07_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,413
HOLD_A7FF25R3S07_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,401
HOLD_A7FF25R3S07_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,514
HOLD_A7FF25R3S07_PRE_MAY_UNSTABLE,L7_ranked_future_return,203
