candidate_id,seed_lane,label_family,label_horizon_h,pass_both_splits,pass_spread_splits,pass_control_splits,min_spread,mean_spread,max_control_ratio,min_sample_rows
core25e_S0_positioning_price_basis_2e3c596194603c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,2,1,-0.0006284809038758,0.0038777830173126002,17.081789072148563,47064
core25e_S0_positioning_price_basis_2fb0951c53d042,S0_positioning_price_basis,L0_raw_forward_return,24,0,2,0,-0.0027547475512639,0.0026757233302307664,2.926663255904137,47001
core25e_S0_positioning_price_basis_2fb2bbc590e9be,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,1,-0.0031863680425734,0.0026511840101557335,6.047797593071345,46926
core25e_S0_positioning_price_basis_3056f4a481566a,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,1,2,1,-0.0013634594511418,0.0003332087340158,2.055629187571895,47064
core25e_S0_positioning_price_basis_3085a0b5006e31,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0023880922978137,-0.0018518779648839332,1.877279935188176,47063
core25e_S0_positioning_price_basis_315328bf882dba,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0028425001420109,-0.0023814537204947,2.818109689849872,46988
core25e_S0_positioning_price_basis_3236e002a6e448,S0_positioning_price_basis,L0_raw_forward_return,24,0,0,0,-0.0033208825182728,-0.0016009417015,26.489631775992823,46987
core25e_S0_positioning_price_basis_334c0a633adff7,S0_positioning_price_basis,L0_raw_forward_return,8,1,2,1,-0.0016246321248184,-0.00018725115692853333,2.026316787038322,47064
core25e_S0_positioning_price_basis_35ba5c13a67422,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0004593820603898,0.00017865260578069997,36.18236559573185,46924
core25e_S0_positioning_price_basis_3687cd113e31bc,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0010757432606453,-0.0005474395909685067,14.517258444294946,46987
core25e_S0_positioning_price_basis_3cecd38dfa5d3b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,1,-0.0026008178776723,-0.0012190071236477331,2.035055605538687,46986
core25e_S0_positioning_price_basis_40627e11c652ac,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,1,-0.0038187352395906,-0.0017940253159770669,5.1130750442706425,46920
core25e_S0_positioning_price_basis_4273f12b67b012,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,0,-0.0008540204892814,0.0007592808594748332,14.594714371695057,46924
core25e_S0_positioning_price_basis_4334a20a34a241,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0020652020491665,8.714792067837059e-05,35.11895628029158,47004
core25e_S0_positioning_price_basis_462a584bc1202d,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0015003406549923,-0.0012156112981255667,4.196678009907011,46925
core25e_S0_positioning_price_basis_46c1e7bf2468ef,S0_positioning_price_basis,L0_raw_forward_return,8,1,2,1,-0.0038548196350497,-0.0008114612725817,1.5462160506291962,46998
core25e_S0_positioning_price_basis_47ad29b5f11d5f,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,0,0,-0.0015359254486132,-0.0011433291921022334,184.2888722029689,46997
core25e_S0_positioning_price_basis_49e4e914de91bd,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0048549004317691,-0.0012870865606538,78.32761460851175,46926
core25e_S0_positioning_price_basis_4ccc444f5c9045,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,0,-0.0026631037249094,-0.0017377032663579443,4.787866771379874,47063
core25e_S0_positioning_price_basis_4ea22c1a6d5383,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,2,-0.0088271831080734,-0.0029428518749809664,1.0352940019500645,46986
core25e_S0_positioning_price_basis_522f5ee1c68465,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,0,0,-0.0017062115794723,-0.0009170024659708333,9.756630552949884,47064
core25e_S0_positioning_price_basis_52a2f52dcb4cd3,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,0,0,-0.0007946183574428,-0.0005832711894329667,29.40617899610844,47003
core25e_S0_positioning_price_basis_553d5367e99090,S0_positioning_price_basis,L0_raw_forward_return,8,0,0,0,-0.0010561350111005,-0.0005760147582521334,137.1409328112154,47001
core25e_S0_positioning_price_basis_5622ecb9774ae7,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,2,0,-0.0009174638928288,0.0005637529083651667,2.7437936338569995,47063
core25e_S0_positioning_price_basis_56c7f4c6f5f371,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0046384724308408,0.0021144273722134336,2.9312477549425267,47004
core25e_S0_positioning_price_basis_5751c2f09920ca,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0005315506889993,0.00017273681396183334,155.03241321359084,46925
core25e_S0_positioning_price_basis_59699ce8988215,S0_positioning_price_basis,L0_raw_forward_return,24,0,2,0,-0.0004962484657417,0.004505504154809433,55.58274206010649,46987
core25e_S0_positioning_price_basis_59918e05e1e545,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,1,-0.0029262314395896,-0.0006692854364382335,32.25178995906839,47063
core25e_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,1,2,1,-0.0001792650502181,0.0008125073679392333,3.651265318026043,46987
core25e_S0_positioning_price_basis_60f6d7e3b4cebc,S0_positioning_price_basis,L0_raw_forward_return,8,0,0,0,-0.0010091952264801,-0.0005609096476658043,13.57718409764889,47003
core25e_S0_positioning_price_basis_6324414f39d67f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,1,2,1,-0.0014398866625698,0.004687323206919267,4.152515662818114,46987
core25e_S0_positioning_price_basis_63a11ed1238431,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,1,-0.0014195746702364,-0.0005347210813684667,5.293307224087508,46917
core25e_S0_positioning_price_basis_63a7150197b9e1,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,2,1,-0.0013049056652194,0.004520648185544533,4.373295924939402,46987
core25e_S0_positioning_price_basis_64122a929ed5a8,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,2,-0.0110652715300745,-0.002845354661950645,3.8405839656470167,47064
core25e_S0_positioning_price_basis_66a71a6c7fb432,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,0,-0.0046473514142933,-0.002278668556136334,3.360126534953174,47063
core25e_S0_positioning_price_basis_6725dec2844027,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,0,0,-0.0007114348918722,-0.0005348186089807,7.883145105354109,46927
core25e_S0_positioning_price_basis_67a3d1787921cb,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,2,-0.0025611199609072,-0.0010088645788559334,1.0442163803693636,46986
core25e_S0_positioning_price_basis_690bbc8108e16f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,0,-0.0013657366075809,0.00012177678995786672,3.4491273748303755,46917
core25e_S0_positioning_price_basis_6e86cfe995aaae,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0012694142801548,-0.0007418838631625332,10.931024662115115,47003
core25e_S0_positioning_price_basis_6f2b9f15398263,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0003751278043161,-1.4872160751840886e-05,88.51487736146385,47063
core25e_S0_positioning_price_basis_701f3d934a0737,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0012149809485526,-0.0006396835051552787,23.119890829161623,47063
core25e_S0_positioning_price_basis_70e80071d8a65e,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0024255604562352,0.00027479791184503217,6.770519894158854,46922
core25e_S0_positioning_price_basis_71ea35e8cd5133,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,0,-0.0015228863982879,-0.0005873103273487667,2.3293204030011183,46926
core25e_S0_positioning_price_basis_73135081ef853e,S0_positioning_price_basis,L0_raw_forward_return,24,0,0,0,-0.0076194711336392,-0.004462208657181167,2.0941985240058814,47003
core25e_S0_positioning_price_basis_74ce96fa3e68c6,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,0,-0.0046513373632913,-0.0022661566618643334,3.0716654238162904,46988
core25e_S0_positioning_price_basis_7508a4d2eb4b3e,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,3,0,0.000423744945448,0.0008824597347688333,2.123494405568243,47063
core25e_S0_positioning_price_basis_75e49534dc3660,S0_positioning_price_basis,L0_raw_forward_return,8,0,0,2,-0.0036620166110467,-0.0027202594842587664,4.086498029645717,47004
core25e_S0_positioning_price_basis_7bdd72b98aaa04,S0_positioning_price_basis,L0_raw_forward_return,24,1,2,1,-0.001673109562903,0.0015590855857691664,2.1905151146406765,47000
core25e_S0_positioning_price_basis_7d1f3f5446128f,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0004628120256989,0.0004449499898835334,29.390446313324883,46924
core25e_S0_positioning_price_basis_7e908125939b35,S0_positioning_price_basis,L0_raw_forward_return,24,0,0,0,-0.0052324371481835,-0.0028177466073420333,13.101961907532315,46988
core25e_S0_positioning_price_basis_80f5b1b14b43e3,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,0,-0.0005486009957346,0.00012384366947626666,172.74142549548043,46924
core25e_S0_positioning_price_basis_81696781f778f8,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,1,-0.0039514028654928,-0.0019273476135790665,2.101301117033462,46997
core25e_S0_positioning_price_basis_824e4775cb68f7,S0_positioning_price_basis,L0_raw_forward_return,8,1,2,1,-0.0007757626807224,0.0012458502243057334,4.192862242503016,46987
core25e_S0_positioning_price_basis_891f792f2dbac8,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,1,1,-0.0009698282080349,0.0006017660854481668,11.68551126209116,46998
core25e_S0_positioning_price_basis_89f05af8dd436e,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,1,-0.0027919732362105,-0.0007747681377458499,5.536584710772669,47063
core25e_S0_positioning_price_basis_8a9946b3b106fd,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,1,-0.003600624591024,-0.0009595449712723,21.89300179172124,46987
core25e_S0_positioning_price_basis_8d357c5795657c,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0008578096145506,3.8634951628666665e-05,4.964090413506454,46987
core25e_S0_positioning_price_basis_915af98d31e3cc,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,1,-0.005773601396633,-0.0023707970854201003,1.7986912066206595,47063
core25e_S0_positioning_price_basis_91be4705d969ae,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0028465070843869,-0.0024668767280904666,2.469046208131384,47063
core25e_S0_positioning_price_basis_920c4e4f0b3848,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,3,0,0.0014680712617402,0.005897536508942466,1.920364141554529,47004
core25e_S0_positioning_price_basis_95ed986aa3341b,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,1,-0.0025355534272159,-0.0009055926720093334,290.4807828108071,46920
core25e_S0_positioning_price_basis_96f23576c1d135,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,2,1,-0.0030069805655725,-0.0008898626924449668,4.536877070771448,47063
core25e_S0_positioning_price_basis_97026762d2c604,S0_positioning_price_basis,L0_raw_forward_return,8,1,2,1,-6.976630635635719e-05,0.0015804255450486808,9.30373945890087,46926
core25e_S0_positioning_price_basis_9a066ced40084b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.000774397500163,-0.00012683656920076667,7.84872551436324,46987
core25e_S0_positioning_price_basis_9a69c038b27c46,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,0,0,-0.0026070351908555,-0.0024278112039389666,2.075549950728308,47063
core25e_S0_positioning_price_basis_9d2fe586601c13,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,1,-0.00418778608058,-0.0021425801607828665,4.153349396071427,46920
core25e_S0_positioning_price_basis_9e61d320147b71,S0_positioning_price_basis,L0_raw_forward_return,24,0,0,0,-0.0076698722575912,-0.0045738767088514334,2.270535262605079,46927
core25e_S0_positioning_price_basis_9f37da2793e843,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0014946536007295,-0.0011901833047156334,4.244618032397439,47001
core25e_S0_positioning_price_basis_a221c564665179,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,3,0,0.0015299726645025,0.0037412775856778334,2.6637491845366448,47001
core25e_S0_positioning_price_basis_a2e608b4b20dc6,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0023940339039884,-0.00018792415385543337,2.6787189010967496,46917
core25e_S0_positioning_price_basis_a41087af8a3c83,S0_positioning_price_basis,L0_raw_forward_return,24,0,3,0,0.0007640272020642,0.0011040526272415665,4.925239056800304,46924
core25e_S0_positioning_price_basis_a5e7db82c77e91,S0_positioning_price_basis,L0_raw_forward_return,24,1,3,1,0.000497859980407,0.004611756092794667,4.844590124027877,47064
core25e_S0_positioning_price_basis_a7c9bd2361f116,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,2,-0.0065479458681183,-0.0011417172675354055,30.43676642383141,46924
core25e_S0_positioning_price_basis_a9c16906e22a7f,S0_positioning_price_basis,L0_raw_forward_return,8,1,1,1,-0.0003441134855604,0.0003659727994170333,27.366662991815385,47000
core25e_S0_positioning_price_basis_aad0b5a00c3071,S0_positioning_price_basis,L0_raw_forward_return,8,0,0,0,-0.0010879605006404,-0.0005527416732751,4.603425399926401,46925
core25e_S0_positioning_price_basis_ab72245af82a2f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,1,-0.00431661991431,-0.0022780824136661997,3.244139894375601,46997
core25e_S0_positioning_price_basis_ab94f47354bbb1,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0008523005610323,-0.0002999067808628229,7.121365973628295,47003
core25e_S0_positioning_price_basis_b063733c23caa4,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,0,-0.0008329845413243,0.0003809835356126,5.428531857178448,46924
core25e_S0_positioning_price_basis_b14294ab6f2217,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0005539759851421,0.00015947683036683332,33.83612954199442,47001
core25e_S0_positioning_price_basis_b2aaec2e9d5c81,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,2,1,-0.0001138319836696,0.0009767727415826665,6.238203771870556,46926
core25e_S0_positioning_price_basis_b43f5ebe6ff8d9,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0006081534592409,-0.0002801814745185667,42.70807346965778,46987
core25e_S0_positioning_price_basis_b6522f305f4f34,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0007723413936988,0.0009462291517367,3.7908372160284185,46997
core25e_S0_positioning_price_basis_b8e676ec835df0,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,2,1,-0.0002376414477865,0.0013133767833239669,13.03505952486884,47004
core25e_S0_positioning_price_basis_b8fc25480fd749,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,1,-0.0020187087785244,-0.0010311205356527,26.768441482934985,47064
core25e_S0_positioning_price_basis_bae3192b4ee6ef,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,0,0,-0.0018266484096338,-0.0013258494593670666,30.43942373054008,46925
core25e_S0_positioning_price_basis_baf770ab8a8199,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,3,0,0.001786129786311,0.005914356901250133,1.693610661585231,47004
core25e_S0_positioning_price_basis_bea41a9e5d7351,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0001848383500567,0.0010344741062382667,3.094727377588165,46987
core25e_S0_positioning_price_basis_c0b27683e629c3,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0004744109639782,0.0017706171647598335,57.93834652840328,47003
core25e_S0_positioning_price_basis_c0e71d2d8f4b26,S0_positioning_price_basis,L0_raw_forward_return,8,1,3,1,0.000167979500991,0.0011697694642586666,2.8957749482359887,47064
core25e_S0_positioning_price_basis_c13ec3554a7a22,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,3,1,0.0015638015175338,0.0035866758608743333,2.891619995361072,47001
core25e_S0_positioning_price_basis_c53643e4fabd13,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,3,1,0.0015025757528846,0.005682170264746933,1.8781439382545937,46922
core25e_S0_positioning_price_basis_c6f09572bebca4,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0039058914724418,-0.0009350406603602333,6.231561350441267,47064
core25e_S0_positioning_price_basis_cd9c49621b6b93,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,1,1,1,-0.0015575980983127,0.0010487627156592332,12.859260287279948,47063
core25e_S0_positioning_price_basis_ce719cc0867810,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0027033195675067,-0.0016351897779971001,3.068078547908334,47063
core25e_S0_positioning_price_basis_cf35d76ba1923d,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,1,1,1,-0.0010971328713687,0.0012942988802146999,7.377391510726373,47063
core25e_S0_positioning_price_basis_cf98e65a5f4d97,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0011420712738197,-0.00043910613978626663,24.294635193129547,47003
core25e_S0_positioning_price_basis_d059531af1ab68,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,1,3,1,0.0016504815119009,0.005949465630063999,1.79845535256426,46922
core25e_S0_positioning_price_basis_d15f499a2fad6c,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,1,-0.0038453240361262,-0.0022040453592791,2.46223243356612,47000
core25e_S0_positioning_price_basis_d45a34d225446d,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,1,-0.0044415725557661,-0.0011465436904765335,23.02764862266207,46920
core25e_S0_positioning_price_basis_d56224d20d535f,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,0,-0.0016587013623969,-0.0007117603621621334,1.5253643414750009,46986
core25e_S0_positioning_price_basis_d7b4c0292e7adc,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0019171477466968,-0.0007604647158655333,1.441373235401567,46986
core25e_S0_positioning_price_basis_d8405b6b33087b,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,2,-0.0040353659296338,-0.0009928262764991999,1.0042354423514492,47064
core25e_S0_positioning_price_basis_d943e251dc1b0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,1,2,1,-0.000933671733984,0.0019556294296809665,4.225681483987865,47000
core25e_S0_positioning_price_basis_d954ae6d66bc00,S0_positioning_price_basis,L0_raw_forward_return,8,0,3,0,2.815281884767856e-05,0.0012094031021234262,4.810615543144596,47063
core25e_S0_positioning_price_basis_d9a259645b4863,S0_positioning_price_basis,L0_raw_forward_return,8,0,0,0,-0.0019683701187584,-0.0016564731150181334,2.6752729104944706,46927
core25e_S0_positioning_price_basis_dbd1f8858fb841,S0_positioning_price_basis,L0_raw_forward_return,24,0,2,0,-0.0004974220023383,0.0018976456574375667,27.857182006452952,46987
core25e_S0_positioning_price_basis_dc4c8f65757dd3,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,1,1,-0.0042442688184448,-0.0021912144372498335,1.8180999285299675,47000
core25e_S0_positioning_price_basis_dd4229f4047210,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0012959498313735,4.0553767241966604e-05,2.392602223567706,46917
core25e_S0_positioning_price_basis_de97defdabff9c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0031004859694305,-0.0021614924317610667,1.7002252830539948,46987
core25e_S0_positioning_price_basis_e37753b08e9f49,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,1,-0.0025595398026579,-0.0009283271741730334,44.16881356275927,46997
core25e_S0_positioning_price_basis_e507e543b8e9c7,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0017072457633773,-0.0012055565574090332,28.079002605485265,46997
core25e_S0_positioning_price_basis_e75158e5a190ce,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,1,-0.0034405345873383,-0.0021721456803842332,23.27494989920869,47004
core25e_S0_positioning_price_basis_e7f45b1c453b85,S0_positioning_price_basis,L0_raw_forward_return,24,0,2,0,-0.0054080952622967,0.0019006209845481336,2.110208716569203,46922
core25e_S0_positioning_price_basis_e88ad427958169,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,1,1,1,-0.0011255392727425,0.0005430199719221667,14.363132902904905,46998
core25e_S0_positioning_price_basis_eaaf9c685f39d8,S0_positioning_price_basis,L0_raw_forward_return,8,0,2,0,-0.0028059314113902,-0.0007539291723724332,4.502667522998921,46926
core25e_S0_positioning_price_basis_ef31ab5a38ab6c,S0_positioning_price_basis,L0_raw_forward_return,8,0,1,0,-0.0023287366307543,-0.0007502751496968334,2.4997209208980222,47000
core25e_S0_positioning_price_basis_f118f834fe5fce,S0_positioning_price_basis,L0_raw_forward_return,24,1,1,1,-0.0015167232646374,0.0006289543369706667,19.506793344801885,46917
core25e_S0_positioning_price_basis_f36cd07ce5cea2,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,2,0,-0.0005912414840971,0.0004611673779721666,7.01649932406336,47063
core25e_S0_positioning_price_basis_f41ca1b8f1b4b8,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,0,0,0,-0.0011805161409168,-0.0006641869026507333,21.343774138475432,46927
core25e_S0_positioning_price_basis_f483d477fe5ea3,S0_positioning_price_basis,L0_raw_forward_return,24,0,0,0,-0.005173057921297,-0.0028625339909066332,32.24750303882023,47063
core25e_S0_positioning_price_basis_f4e2fb8371bc8d,S0_positioning_price_basis,L0_raw_forward_return,24,0,1,0,-0.0028499100760438,-0.0008398520801295332,3.837705333222595,46987
core25e_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,0,1,0,-0.0015416509173856,-0.00035283742616873333,5.265429326164391,46987
