blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,source_file,shard
a7ls9_939faee1680623bf,"Mul(Sub(Mean(premium_close_bps,84),Mean(premium_close_bps,504)),ZScore(Mean(age_x_liquidity,504)))",basis_premium_like|age_x_liquidity,spread_interaction,L7_ranked_future_return,4,-1.0,3,True,0.8403532170284167,0.0175579669999312,True,1.6535005487185692,1.7303375263100125,True,0.01728323648904,0.01668323648904,0.01568323648904,95.82222222222222,A7LS10S000_RANK_LABEL_DIAGNOSTIC_CLUE,2072,-0.02135958503146,-4.977194977875875,-2.442641524721928,-2.688771843610408,0.4555984555984556,2156,-0.0106533285662749,-3.21745322209057,-1.6535005487185692,-1.7303375263100125,0.4670686456400742,2156,-0.0149733946608946,-4.546750959726875,-2.253591355604567,-2.469034252422342,0.4652133580705009,2156,-0.01768323648904,-5.589606810731869,-2.8594747825432263,-2.9321597517935727,0.4666048237476808,0.0,21.84288327201164,skel_47b1aa240fcb2be3,0.9836744309778884,0.9932195271201726,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_000\a7ls10_s000_selected_portfolio_queue.csv,s000
a7ls9_6e426bdeb83c0a82,"Mul(Delta(premium_close_bps,336),ZScore(Mean(age_x_liquidity,336)))",basis_premium_like|age_x_liquidity,typed_interaction,L7_ranked_future_return,8,-1.0,3,True,0.951995711123409,0.0107191549850268,True,0.605382262329845,1.7318947036266232,True,0.0113255266418835,0.0107255266418835,0.0097255266418835,95.64444444444445,A7LS10S000_RANK_LABEL_DIAGNOSTIC_CLUE,1816,-0.01669929841736,-3.902201924901388,-1.6013821739828042,-2.686750589335516,0.4609030837004405,2152,-0.012173511074969,-3.694103523424431,-1.3179336674255315,-2.1161100469849514,0.4767657992565056,2152,-0.007774851989536,-2.398553714838514,-0.605382262329845,-1.7318947036266232,0.4721189591078067,2152,-0.0117255266418835,-3.685390492925922,-1.5104969628162868,-2.0140757328848338,0.4730483271375464,0.0,15.773530930760108,skel_0528483714b73d83,0.931203332972622,0.8436201737311525,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_000\a7ls10_s000_selected_portfolio_queue.csv,s000
a7ls9_29951786081ea561,"Mul(Abs(ZScore(Mean(basis_abs_168h,8))),Sign(ZScore(Mean(age_x_volatility,8))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.8617089392505765,0.085896183373214,True,2.665652455718268,3.1420687394887223,True,0.086174019888334,0.085574019888334,0.084574019888334,94.93333333333334,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.043264177017553,-10.485289913695745,-2.110327339822919,-3.0256104583176997,0.3922029121653358,2136,-0.0589849710431405,-13.20601074805123,-2.665652455718268,-3.1420687394887223,0.4077715355805243,2136,-0.0652113731533499,-17.883390351253023,-3.719471786857744,-4.191379362295061,0.3525280898876404,2136,-0.086574019888334,-22.30337865872197,-4.495384565346503,-5.1873783390442085,0.3113295880149813,0.0,90.71231094908345,skel_d32637a67c107851,0.9335231576669192,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_selected_portfolio_queue.csv,s001
a7ls9_02f41b144d0b9144,"Mul(Abs(ZScore(Mean(premium_abs_168h,8))),Sign(ZScore(Mean(age_x_volatility,8))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.9529062688880726,0.0650461608319461,True,2.661354412777584,3.4471357109811502,True,0.0657686455298931,0.0651686455298931,0.0641686455298931,94.93333333333334,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.0327233432058173,-9.008241737106728,-1.819502632590284,-2.595325771315332,0.4044152184124002,2136,-0.0468418112342211,-12.616526335823195,-2.661354412777584,-3.4471357109811502,0.3913857677902622,2136,-0.045603260681093,-14.262773443455592,-2.7565577693391488,-4.129348812189583,0.3787453183520599,2136,-0.0661686455298931,-19.766069790767126,-4.030786680863271,-4.667932946044084,0.3384831460674157,0.0,70.21573926100511,skel_c3b0f023278cb7f0,0.9334961043177146,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_selected_portfolio_queue.csv,s001
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,8,-1.0,3,True,0.8771737786064403,0.0533851208608701,True,3.378204864775963,3.898146800252336,True,0.0534036591714856,0.0528036591714856,0.0518036591714856,95.64444444444445,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.0352894279613103,-9.097053127066602,-3.2594257544512257,-3.777430595131223,0.411930483795209,2152,-0.0406582647063885,-9.666397639672144,-3.378204864775963,-3.898146800252336,0.4275092936802974,2152,-0.0451691417544403,-12.362334971757145,-4.441584498325139,-4.9456649230619165,0.387546468401487,2152,-0.0538036591714856,-14.251243386646491,-4.970322057619072,-5.451172329168481,0.3763940520446097,0.0,57.926485392879165,skel_a48d4f61289851a6,0.9317737077516864,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_selected_portfolio_queue.csv,s001
a7ls9_1750e5b200d36902,"Mul(Abs(ZScore(Mean(mark_index_basis_bps,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.8406345520991887,0.0465256916267859,True,2.4907373394258405,3.389668280295206,True,0.0449518388472742,0.0443518388472742,0.0433518388472742,94.93333333333334,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2125,-0.0396890795206971,-10.47316572544264,-2.3346177856689585,-3.457127905091528,0.3967058823529412,2136,-0.0455982214072686,-11.617923474812454,-2.4907373394258405,-3.389668280295206,0.3951310861423221,2136,-0.0435021544250242,-13.405188758505076,-3.021857278156568,-4.32901916982816,0.4002808988764045,2136,-0.0453518388472742,-13.670669714916794,-2.788984554794278,-4.3355508785884505,0.3885767790262172,0.0,49.51120429517505,skel_41cd869d874d56cf,0.9329764545684088,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_selected_portfolio_queue.csv,s001
a7ls9_33310ad5548a35a4,"Mul(Sub(Mean(premium_abs_168h,56),Mean(premium_abs_168h,336)),ZScore(Mean(age_x_volatility,336)))",basis_premium_like|age_x_volatility,spread_interaction,L7_ranked_future_return,24,-1.0,3,True,0.9738198012939266,0.0369694403263282,True,0.3033016907808191,1.0342692915170222,True,0.0374414243480371,0.0368414243480371,0.0358414243480371,94.93333333333334,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2080,-0.0114829004184472,-2.4214142551630324,-0.4272498506232594,-1.3398802190817076,0.4778846153846154,2136,-0.0059047013715494,-1.6555925430416871,-0.3033016907808191,-1.0342692915170222,0.4822097378277153,2136,-0.023530672380011,-6.340237543925449,-1.2953711872063394,-1.7419342197928354,0.4648876404494382,2136,-0.0378414243480371,-10.960068994153186,-2.137654001256075,-2.871124747028006,0.397940074906367,0.0,41.86760454674325,skel_883abcde49a2b928,0.9352455542329474,0.9961419325290168,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_selected_portfolio_queue.csv,s001
a7ls9_102285fe6eb399d9,"Mul(Abs(ZScore(Mean(mark_trade_basis_bps,336))),Sign(ZScore(Mean(age_x_volatility,336))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,8,-1.0,3,True,0.9961626307424974,0.0257226266694203,True,1.954593306279859,2.1822831780261374,True,0.0250590905961723,0.0244590905961723,0.0234590905961723,95.64444444444445,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.0246996122766731,-5.924624783529215,-2.042344111958869,-2.6871390052618462,0.4401127289807421,2152,-0.0229809371988159,-5.468564703870899,-1.954593306279859,-2.1822831780261374,0.4474907063197026,2152,-0.0329786084004543,-9.849251848074625,-3.495011388295288,-4.143897355974617,0.4070631970260223,2152,-0.0254590905961723,-7.5448344696044,-2.6481449403284425,-3.102493100656149,0.4377323420074349,0.0,29.46292796542988,skel_f3587e34559c7444,0.9662374201926198,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_selected_portfolio_queue.csv,s001
a7ls9_b627111b0d3434a7,"Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.874393079442221,0.0839477725325981,True,2.68472822453616,3.2890196369165485,True,0.0843608566548758,0.0837608566548758,0.0827608566548758,94.93333333333334,A7LS10S002_RANK_LABEL_DIAGNOSTIC_CLUE,2125,-0.0429026416122004,-10.451568901261698,-2.0874131712320487,-2.938672579485518,0.3971764705882353,2136,-0.0594491802781245,-13.345717150502702,-2.68472822453616,-3.2890196369165485,0.4110486891385768,2136,-0.0659153271951727,-18.270492935552863,-3.764073904463734,-4.436732585287975,0.3469101123595505,2136,-0.0847608566548758,-21.976778296615286,-4.4624688601519775,-5.343641808452325,0.320692883895131,0.0,88.88646357543362,skel_a48d4f61289851a6,0.933085795188111,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_002\a7ls10_s002_selected_portfolio_queue.csv,s002
a7ls9_bd4dcb148a838110,"Mul(Delta(basis_abs_168h,504),ZScore(Mean(age_x_volatility,504)))",basis_premium_like|age_x_volatility,typed_interaction,L5_vol_adjusted_return,8,-1.0,3,True,0.5638436579299864,0.058052868047083,True,0.4801293113289435,0.841334737633464,True,0.0566358806082527,0.0560358806082527,0.0550358806082527,95.64444444444445,A7LS10S002_NUMERIC_CLUE,1648,-0.0930045871688475,-4.0484573232135865,-1.400880051519134,-1.8068138354983103,0.4884708737864077,2152,-0.0308541741673593,-1.5055838457009516,-0.4801293113289435,-0.841334737633464,0.504182156133829,2152,-0.114532829184708,-4.174871732133624,-1.474120242272925,-1.6402216939133785,0.4711895910780669,2152,-0.0570358806082527,-2.1730771952588013,-0.7333727504321934,-1.013148368380118,0.4744423791821561,1.0,62.472036950322746,skel_fe30d06de2a081c9,0.8791808696749991,1.0,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_002\a7ls10_s002_selected_portfolio_queue.csv,s002
