blueprint_id,a7ls_lane,lane_name,search_role,level,candidate_role,semantic_pair,motif,primary_field,secondary_field,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,std_value,min_value,max_value,activity_ok,error,shard_id
a7v3s0_b8d98655a447efc0,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,leverage_crowding_state,funding_basis|regime|state_conditioned_signed|7feaef683163,funding_basis|regime|state_conditioned_signed|7feaef683163,"Mul(TSRank(funding_state_x_basis_delta,6),Sign(Decay(leverage_crowding_state,336)))",True,0.961278279622396,1.0,0.5691089848529581,-1.0,1.0,True,,a7v3s0_c2_s025
a7v3s0_f592566e3a1158f0,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,market_breadth_state,funding_basis|regime|state_conditioned_signed|ec6842ed1f90,funding_basis|regime|state_conditioned_signed|ec6842ed1f90,"Mul(ZScore(Mean(funding_state_x_basis_delta,3)),Sign(CSRank(market_breadth_state)))",True,0.9494120279947916,1.0,0.9947683272073484,-9.695655996536546,9.69589060426866,True,,a7v3s0_c2_s038
a7v3s0_93e0edd58fa7b1dc,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_rank_mul,basis_dislocation_state,funding_state_x_basis_delta,funding_basis|regime|state_conditioned_rank_mul|c90e881ed341,funding_basis|regime|state_conditioned_rank_mul|c90e881ed341,"Mul(CSRank(Decay(basis_dislocation_state,240)),CSRank(TSRank(funding_state_x_basis_delta,6)))",True,0.9624735514322916,1.0,0.1396624834241865,0.0052625868055555,0.5052083333333334,True,,a7v3s0_c2_s035
a7v3s0_783b9df157c3ab84,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,leverage_crowding_state,funding_basis|regime|state_conditioned_signed|ec6842ed1f90,funding_basis|regime|state_conditioned_signed|ec6842ed1f90,"Mul(ZScore(Mean(funding_state_x_basis_delta,3)),Sign(CSRank(leverage_crowding_state)))",True,0.9484354654947916,1.0,0.9947683172145008,-9.695655996536546,9.69589060426866,True,,a7v3s0_c2_s021
a7v3s0_c23431427d031bfd,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,leverage_crowding_state,funding_state_x_basis_delta,funding_basis|regime|state_conditioned_signed|f89c742478fc,funding_basis|regime|state_conditioned_signed|f89c742478fc,"Mul(Decay(leverage_crowding_state,336),Sign(TSRank(funding_state_x_basis_delta,8)))",True,0.9607645670572916,1.0,0.2063036623559782,-0.2957467853610286,0.6476437756111346,True,,a7v3s0_c2_s028
a7v3s0_ad5b0400c4fae972,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,liquidity_cycle_state,funding_basis|regime|state_conditioned_signed|ec6842ed1f90,funding_basis|regime|state_conditioned_signed|ec6842ed1f90,"Mul(ZScore(Mean(funding_state_x_basis_delta,8)),Sign(CSRank(liquidity_cycle_state)))",True,0.9481531778971354,1.0,0.9947681036735712,-9.6923321083915,9.695880383885072,True,,a7v3s0_c2_s032
a7v3s0_e042df8b3168dc16,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_rank_mul,basis_dislocation_state,funding_state_x_basis_delta,funding_basis|regime|state_conditioned_rank_mul|c90e881ed341,funding_basis|regime|state_conditioned_rank_mul|c90e881ed341,"Mul(CSRank(Decay(basis_dislocation_state,240)),CSRank(TSRank(funding_state_x_basis_delta,8)))",True,0.9619598388671876,1.0,0.1408661950902799,0.0052625868055555,0.5052083333333334,True,,a7v3s0_c2_s035
a7v3s0_183fc623eb09afb3,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_rank_mul,basis_dislocation_state,funding_state_x_basis_delta,funding_basis|regime|state_conditioned_rank_mul|c41d2d676713,funding_basis|regime|state_conditioned_rank_mul|c41d2d676713,"Mul(CSRank(Decay(basis_dislocation_state,504)),CSRank(Delta(funding_state_x_basis_delta,8)))",True,0.9617029825846354,1.0,0.140386302256975,0.0052625868055555,0.5052083333333334,True,,a7v3s0_c2_s012
a7v3s0_2ffd7e2efa736b2d,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,liquidity_cycle_state,funding_basis|regime|state_conditioned_signed|603dee402a10,funding_basis|regime|state_conditioned_signed|603dee402a10,"Mul(Abs(ZScore(Mean(funding_state_x_basis_delta,6))),Sign(CSRank(liquidity_cycle_state)))",True,0.948656717936198,1.0,0.9191149045871198,4.954324363607095e-06,9.695882664852084,True,,a7v3s0_c2_s035
a7v3s0_9644990677cfb457,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,basis_dislocation_state,funding_basis|regime|state_conditioned_signed|023c96f7d85d,funding_basis|regime|state_conditioned_signed|023c96f7d85d,"Mul(ZScore(Mean(funding_state_x_basis_delta,16)),Sign(CSRank(basis_dislocation_state)))",True,0.9461390177408854,1.0,0.9947677447821784,-9.689241074721323,9.69587713748552,True,,a7v3s0_c2_s019
a7v3s0_a7e01526aa087dbc,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_rank_mul,stress_proxy_state,funding_state_x_basis_delta,funding_basis|regime|state_conditioned_rank_mul|8005befc5389,funding_basis|regime|state_conditioned_rank_mul|8005befc5389,"Mul(CSRank(Decay(stress_proxy_state,720)),CSRank(Abs(ZScore(Mean(funding_state_x_basis_delta,36)))))",True,0.9596761067708334,1.0,0.1453704266935045,0.0052625868055555,0.5052083333333334,True,,a7v3s0_c2_s013
a7v3s0_b8ca27a8b5336f0f,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,stress_proxy_state,funding_basis|regime|state_conditioned_signed|85fcd44fce34,funding_basis|regime|state_conditioned_signed|85fcd44fce34,"Mul(Abs(ZScore(Mean(funding_state_x_basis_delta,8))),Sign(Decay(stress_proxy_state,12)))",True,0.9481531778971354,0.99562802249825,0.940510144537152,-9.695880383885072,9.69587731455042,True,,a7v3s0_c2_s033
a7v3s0_8dca447a939fcd4d,mechanism_regime_conditioned,mechanism_regime_conditioned,v3_native_large_space_numeric_probe,A7V3S0,numeric_probe_only,funding_basis|regime,state_conditioned_signed,funding_state_x_basis_delta,liquidity_cycle_state,funding_basis|regime|state_conditioned_signed|0ee15e339cbf,funding_basis|regime|state_conditioned_signed|0ee15e339cbf,"Mul(Abs(ZScore(Mean(funding_state_x_basis_delta,16))),Sign(CSRank(liquidity_cycle_state)))",True,0.9461390177408854,1.0,0.9179768761287944,1.805680634467494e-06,9.69587713748552,True,,a7v3s0_c2_s021
