candidate_id,engine,arm,seed,ordinal,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,operator_signature,formula_depth,may_used_for_generation,may_used_for_static_score,static_score,selected_for_strict_replay,execution_lag_1bar_raw_10bp__fresh_forward_2026May__n,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__n,execution_lag_1bar_raw_10bp__validation_2025H1__n,raw_10bp__fresh_forward_2026May__n,raw_10bp__recent_oos_2025H2_2026Apr__n,raw_10bp__validation_2025H1__n,raw_20bp__fresh_forward_2026May__n,raw_20bp__recent_oos_2025H2_2026Apr__n,raw_20bp__validation_2025H1__n,residual_vs_core4_10bp__fresh_forward_2026May__n,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_core4_10bp__validation_2025H1__n,residual_vs_funding_10bp__fresh_forward_2026May__n,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__n,residual_vs_funding_10bp__validation_2025H1__n,execution_lag_1bar_raw_10bp__fresh_forward_2026May__annualized_mean,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,execution_lag_1bar_raw_10bp__validation_2025H1__annualized_mean,raw_10bp__fresh_forward_2026May__annualized_mean,raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_10bp__validation_2025H1__annualized_mean,raw_20bp__fresh_forward_2026May__annualized_mean,raw_20bp__recent_oos_2025H2_2026Apr__annualized_mean,raw_20bp__validation_2025H1__annualized_mean,residual_vs_core4_10bp__fresh_forward_2026May__annualized_mean,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_core4_10bp__validation_2025H1__annualized_mean,residual_vs_funding_10bp__fresh_forward_2026May__annualized_mean,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__annualized_mean,residual_vs_funding_10bp__validation_2025H1__annualized_mean,execution_lag_1bar_raw_10bp__fresh_forward_2026May__compounded_max_dd,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,execution_lag_1bar_raw_10bp__validation_2025H1__compounded_max_dd,raw_10bp__fresh_forward_2026May__compounded_max_dd,raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_10bp__validation_2025H1__compounded_max_dd,raw_20bp__fresh_forward_2026May__compounded_max_dd,raw_20bp__recent_oos_2025H2_2026Apr__compounded_max_dd,raw_20bp__validation_2025H1__compounded_max_dd,residual_vs_core4_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_core4_10bp__validation_2025H1__compounded_max_dd,residual_vs_funding_10bp__fresh_forward_2026May__compounded_max_dd,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,residual_vs_funding_10bp__validation_2025H1__compounded_max_dd,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_turnover,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,execution_lag_1bar_raw_10bp__validation_2025H1__mean_turnover,raw_10bp__fresh_forward_2026May__mean_turnover,raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_10bp__validation_2025H1__mean_turnover,raw_20bp__fresh_forward_2026May__mean_turnover,raw_20bp__recent_oos_2025H2_2026Apr__mean_turnover,raw_20bp__validation_2025H1__mean_turnover,residual_vs_core4_10bp__fresh_forward_2026May__mean_turnover,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_core4_10bp__validation_2025H1__mean_turnover,residual_vs_funding_10bp__fresh_forward_2026May__mean_turnover,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_turnover,residual_vs_funding_10bp__validation_2025H1__mean_turnover,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__mean_gross_exposure,raw_10bp__fresh_forward_2026May__mean_gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_10bp__validation_2025H1__mean_gross_exposure,raw_20bp__fresh_forward_2026May__mean_gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,raw_20bp__validation_2025H1__mean_gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_core4_10bp__validation_2025H1__mean_gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__mean_gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,residual_vs_funding_10bp__validation_2025H1__mean_gross_exposure,funding_beta_recent,funding_corr_recent,core4_beta_recent,core4_corr_recent,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_validation,component_cost20_recent,component_lag1_validation,component_lag1_recent,component_drawdown_penalty,component_turnover_penalty,component_funding_beta_penalty,component_core4_beta_penalty,a7m_rank_score,candidate_decision,reject_reasons
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,77,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),Rank(hl_range))",a574d8a0d7565cc2,24,avg_trade_size_quote;hl_range,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-6.556468361073664,-1.4829162125433066,0.9829853547706864,-5.87726748459995,-1.5131509852277996,0.8242108326418879,-7.675945369215336,-3.3079027617173646,-0.5721746899596364,-2.930522249796003,0.8917614184917776,3.149590982637084,-2.774783276947581,0.9565370897514092,3.0723437253914936,-0.2835625810771618,-0.8568871474922305,-0.6322213406000925,-0.2648308301433666,-0.8520779651988027,-0.6292491615942788,-0.3193088205633311,-0.939923766435554,-0.6720955442034761,-0.1846806089898488,-0.7146200461436202,-0.5663158630352936,-0.1849878482649671,-0.6959898318174575,-0.5576376579164612,0.2053285256410257,0.2051448178395014,0.1595729986953332,0.2053285256410257,0.2048803397819139,0.1594047400230051,0.2053285256410257,0.2048803397819139,0.1594047400230051,0.2053285256410257,0.2048803397819139,0.1594047400230051,0.2053285256410257,0.2048803397819139,0.1594047400230051,0.4987980769230769,0.4867183017824038,0.4268143716723342,0.4987980769230769,0.4860559110185883,0.4263716761501003,0.4987980769230769,0.4860559110185883,0.4263716761501003,0.4987980769230769,0.4860559110185883,0.4263716761501003,0.4987980769230769,0.4860559110185883,0.4263716761501003,0.3540598492445208,0.2121635511445874,0.4032500363543053,0.2067311793301842,0.8242108326418879,-1.5131509852277996,2.0,0.9565370897514092,0.8917614184917776,-0.5721746899596364,-2.0,0.9829853547706864,-1.4829162125433066,-0.8520779651988027,-0.2048803397819139,-0.3540598492445208,-0.4032500363543053,-2.2991509589881507,A7M_REJECTED,raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00081,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,81,manual_a7l_control,generated_candidate,original,"Mul(Mul(Rank(avg_trade_size_quote),ZScore(hl_range)),Rank(quote_volume_mean_12))",9f0e1a94100d1281,24,avg_trade_size_quote;hl_range;quote_volume_mean_12,liquidity;volatility,Mul;Rank;ZScore,3,False,False,1.2143670000000002,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-7.533070870141039,-0.1844852228762925,-0.5964139371379283,-7.552086741707177,-0.3312873824759191,-0.4263722390031169,-9.161243972340156,-2.094523489161157,-1.6818245930060718,-3.3276815076242023,3.2240617261858557,3.030770303961339,-2.852212693488569,3.3099511499944443,2.844215822492453,-0.4934349233335019,-0.7477210567404626,-0.7048919096609338,-0.4922061282625942,-0.7483537530186347,-0.6982308408309085,-0.5106326836313566,-0.8357115799184528,-0.7892108297244348,-0.4511942450310173,-0.539517337145023,-0.5903500577018899,-0.4472873876010279,-0.472023577666416,-0.6068903205344435,0.1834329761363339,0.2013218347128473,0.143673108820578,0.1836937477891532,0.2012826605805066,0.1433164787674606,0.1836937477891532,0.2012826605805066,0.1433164787674606,0.1836937477891532,0.2012826605805066,0.1433164787674606,0.1836937477891532,0.2012826605805066,0.1433164787674606,0.4986254556416256,0.4828948662293537,0.3943401805495179,0.4987975895213058,0.4828539060117901,0.3935036435423207,0.4987975895213058,0.4828539060117901,0.3935036435423207,0.4987975895213058,0.4828539060117901,0.3935036435423207,0.4987975895213058,0.4828539060117901,0.3935036435423207,0.412167055043418,0.2463561281807379,0.4472417778481369,0.2287019834242293,-0.4263722390031169,-0.3312873824759191,2.0,2.0,2.0,-1.6818245930060718,-2.0,-0.5964139371379283,-0.1844852228762925,-0.7483537530186347,-0.2012826605805066,-0.412167055043418,-0.4472417778481369,-0.6666674435246456,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00097,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,97,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_12))",f9f0e626166dfe85,24,avg_trade_size_quote;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-6.855839269755159,1.1279726375072756,0.0252953957115871,-6.51042103100709,0.9490849582377708,0.0736633696298733,-7.219363338699399,0.2891311572277956,-0.3748784785840227,-3.864417797176324,2.862222135575744,1.879227720429588,-3.369316513462912,2.955766915696564,1.6831602242604409,-0.4821849257168366,-0.7301594768127637,-0.7510992184821622,-0.4795904128482814,-0.7315918245908684,-0.7390658759072486,-0.4869363298820005,-0.758187690795352,-0.7604781663451157,-0.4569466418988736,-0.5984504396434849,-0.6617433014416725,-0.4531492329045335,-0.5540320993749712,-0.6575730226353791,0.0807291666666666,0.0756292994107467,0.0513851392736326,0.0809294871794872,0.0753371918961159,0.0512034073303534,0.0809294871794872,0.0753371918961159,0.0512034073303534,0.0809294871794872,0.0753371918961159,0.0512034073303534,0.0809294871794872,0.0753371918961159,0.0512034073303534,0.4987980769230769,0.4745587688752979,0.3790040829200817,0.4987980769230769,0.4726548561139448,0.3779330581708922,0.4987980769230769,0.4726548561139448,0.3779330581708922,0.4987980769230769,0.4726548561139448,0.3779330581708922,0.4987980769230769,0.4726548561139448,0.3779330581708922,0.4266300411384251,0.2512225640205365,0.4753508720572784,0.2394743355166869,0.0736633696298733,0.9490849582377708,1.6831602242604409,2.0,2.0,-0.3748784785840227,0.2891311572277956,0.0252953957115871,1.1279726375072756,-0.7315918245908684,-0.0753371918961159,-0.4266300411384251,-0.4753508720572784,6.460273597974781,A7M_NEAR_MISS_COST_FAIL,cost20_validation_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00137,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,137,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(realized_vol_6))",b0b734b4029b80e0,24,avg_trade_size_quote;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-6.656264408513684,0.2062960749941329,0.5391426846517278,-6.441550718024134,0.1344602333140637,0.4224727917808774,-7.399675718024133,-0.8559617168138752,-0.271646663836878,-3.4949741077960192,2.485658797277476,2.686279534649422,-2.973908077080013,2.5641324057281927,2.488729759154729,-0.4526294944419271,-0.7181168933653004,-0.6669414256616746,-0.449908492719604,-0.7335168132644017,-0.6576310261106161,-0.4612200255569275,-0.77189138741813,-0.6808556672900121,-0.4208434455979957,-0.5597691818510503,-0.5829535682895151,-0.4167467946304874,-0.5265260091190025,-0.5979517007600239,0.1095753205128205,0.1132069937818172,0.0797281193461967,0.109375,0.113061866452961,0.0792373807782826,0.109375,0.113061866452961,0.0792373807782826,0.109375,0.113061866452961,0.0792373807782826,0.109375,0.113061866452961,0.0792373807782826,0.4987980769230769,0.4777823388325211,0.3877383895665051,0.4987980769230769,0.4772976135009885,0.385440274065545,0.4987980769230769,0.4772976135009885,0.385440274065545,0.4987980769230769,0.4772976135009885,0.385440274065545,0.4987980769230769,0.4772976135009885,0.385440274065545,0.4057506462545545,0.2427150486021161,0.4425353466811802,0.2264763826311617,0.4224727917808774,0.1344602333140637,2.0,2.0,2.0,-0.271646663836878,-0.8559617168138752,0.5391426846517278,0.2062960749941329,-0.7335168132644017,-0.113061866452961,-0.4057506462545545,-0.4425353466811802,4.287350313130886,A7M_REJECTED,cost20_validation_negative;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00141,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,141,manual_a7l_control,generated_candidate,original,"Mul(Rank(avg_trade_size_quote),ZScore(abs_ret_1))",a8c81a6eb9ab10fa,24,abs_ret_1;avg_trade_size_quote,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-6.245624830273693,-2.377598283691273,-1.004211662697098,-6.341474723987541,-2.392596047771219,-1.09809925370489,-8.936835300910618,-5.077525894481007,-3.2402952098019404,-2.617799298586583,0.9656060657963678,2.206457317365668,-2.275217730372317,1.0142509977576668,2.0778745552965825,-0.3559624020385129,-0.8684889163129665,-0.7059109132837622,-0.3527492628769756,-0.8700309121864159,-0.7169769082290198,-0.3985134439716009,-0.985916396596624,-0.8444303913226243,-0.3035943539261405,-0.5232656155767926,-0.4851831223546139,-0.300934979231357,-0.4624160318323398,-0.4985859664127351,0.296474358974359,0.3072569393648683,0.2450519007929719,0.2962740384615385,0.3064988409486059,0.2445429173626769,0.2962740384615385,0.3064988409486059,0.2445429173626769,0.2962740384615385,0.3064988409486059,0.2445429173626769,0.2962740384615385,0.3064988409486059,0.2445429173626769,0.4987980769230769,0.4917195831550737,0.417596138474032,0.4987980769230769,0.4905054095249362,0.4166010056054945,0.4987980769230769,0.4905054095249362,0.4166010056054945,0.4987980769230769,0.4905054095249362,0.4166010056054945,0.4987980769230769,0.4905054095249362,0.4166010056054945,0.2946961497476675,0.1906243646168199,0.3292704872253147,0.1822192374109092,-1.09809925370489,-2.0,2.0,1.0142509977576668,0.9656060657963678,-2.0,-2.0,-1.004211662697098,-2.0,-0.8700309121864159,-0.3064988409486059,-0.2946961497476675,-0.3292704872253147,-7.282925562466454,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00469,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,469,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),Rank(hl_range))",87e30a8e2081272e,24,hl_range;quote_volume_mean_6,liquidity;volatility,Mul;Rank,2,False,False,1.1581858,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-10.513736144036912,0.8079090957417068,1.4106406375573428,-10.075799640218184,0.7005153212137611,1.2732694505737068,-11.39716983252588,-0.7245656798743012,0.2478499416482271,-6.051016406688018,4.07050221506805,4.547142883527749,-5.943107556799302,4.147108234012776,4.479644670934992,-0.461292707428918,-0.8213627520810184,-0.6348993668026364,-0.4563301325896554,-0.8190667196232783,-0.6283479923803592,-0.4640671141204948,-0.857069873725877,-0.6533161443307173,-0.4449656911611348,-0.7221817667742005,-0.5493353690352369,-0.4460600636543466,-0.7084661293489518,-0.5515583667292439,0.1512419871794872,0.1628984919909176,0.1176444904287718,0.1508413461538461,0.1626804795762629,0.1170570215668357,0.1508413461538461,0.1626804795762629,0.1170570215668357,0.1508413461538461,0.1626804795762629,0.1170570215668357,0.1508413461538461,0.1626804795762629,0.1170570215668357,0.4987980769230769,0.4795931637704938,0.4051364916406824,0.4987980769230769,0.4789257217638731,0.4033761545450831,0.4987980769230769,0.4789257217638731,0.4033761545450831,0.4987980769230769,0.4789257217638731,0.4033761545450831,0.4987980769230769,0.4789257217638731,0.4033761545450831,0.397691401393688,0.2350176904304105,0.4365249252004268,0.2206992568021365,1.2732694505737068,0.7005153212137611,2.0,2.0,2.0,0.2478499416482271,-0.7245656798743012,1.4106406375573428,0.8079090957417068,-0.8190667196232783,-0.1626804795762629,-0.397691401393688,-0.4365249252004268,7.309918594759016,A7M_NEAR_MISS_COST_FAIL,cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00489,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,489,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(realized_vol_12))",424ae557e913fdff,24,quote_volume_mean_6;realized_vol_12,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-7.257408167797115,1.2849939922197553,-0.0188951872211224,-7.006054622338585,1.1449026619993985,0.0089506082916083,-7.49559995192738,0.6616639724391474,-0.3048260899568884,-4.383258887432067,3.049186365992091,1.807768423419104,-3.8903338768805247,3.141055783891911,1.6131196518213242,-0.5235958198878021,-0.7368911380893655,-0.7417503306857781,-0.5214394734675322,-0.7435902101600111,-0.726947250454578,-0.5266160646828593,-0.7627814926072903,-0.7433010927065606,-0.5008141409471772,-0.598287035827852,-0.6450883634746232,-0.4973774047701476,-0.570020795507719,-0.6408150826004089,0.0556482981959244,0.0553342362876005,0.0358012084086595,0.0558841700443829,0.0551642339680651,0.0358192577909243,0.0558841700443829,0.0551642339680651,0.0358192577909243,0.0558841700443829,0.0551642339680651,0.0358192577909243,0.0558841700443829,0.0551642339680651,0.0358192577909243,0.4982930417868189,0.4697294121003079,0.3780549029982701,0.4987243782225183,0.4682939991844276,0.3782004412217654,0.4987243782225183,0.4682939991844276,0.3782004412217654,0.4987243782225183,0.4682939991844276,0.3782004412217654,0.4987243782225183,0.4682939991844276,0.3782004412217654,0.4449375777291237,0.2559935403102612,0.501085022353431,0.2466486900182708,0.0089506082916083,1.1449026619993985,1.6131196518213242,2.0,2.0,-0.3048260899568884,0.6616639724391474,-0.0188951872211224,1.2849939922197553,-0.7435902101600111,-0.0551642339680651,-0.4449375777291237,-0.501085022353431,7.155186959937221,A7M_REJECTED,cost20_validation_negative;lag1_validation_negative;core4_beta_too_high;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00529,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,529,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(realized_vol_6))",822916208eeb3248,24,quote_volume_mean_6;realized_vol_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-7.751258418165623,0.6051630309145052,0.0544032188257437,-7.52751563940356,0.5547178269712268,-0.022069935055585,-8.30489544709587,-0.288464027171817,-0.605536442792873,-4.187378754357498,3.3056903335981263,2.6424228159315093,-3.688920488512115,3.382986941065073,2.452462868659101,-0.5108440907134624,-0.7127794216674297,-0.657260221725156,-0.507130131476224,-0.726247601645488,-0.649204333622907,-0.5161968103003773,-0.7613065155893177,-0.6798748232904996,-0.4767460272334881,-0.5487723443434862,-0.5841726729227383,-0.4731211563658133,-0.5155657331572133,-0.596396603612823,0.0889422781428808,0.0963420137519723,0.0668229978388635,0.0887419871794872,0.096253636317699,0.0666057657234347,0.0887419871794872,0.096253636317699,0.0666057657234347,0.0887419871794872,0.096253636317699,0.0666057657234347,0.0887419871794872,0.096253636317699,0.0666057657234347,0.4987942658011345,0.4758432816131672,0.3889156829356413,0.4987980769230769,0.4755220002290932,0.3877793548756349,0.4987980769230769,0.4755220002290932,0.3877793548756349,0.4987980769230769,0.4755220002290932,0.3877793548756349,0.4987980769230769,0.4755220002290932,0.3877793548756349,0.4000561908657141,0.234447971885521,0.4368378714236961,0.2190197294061049,-0.022069935055585,0.5547178269712268,2.0,2.0,2.0,-0.605536442792873,-0.288464027171817,0.0544032188257437,0.6051630309145052,-0.726247601645488,-0.096253636317699,-0.4000561908657141,-0.4368378714236961,4.8806033321394375,A7M_REJECTED,raw_validation_nonpositive;cost20_validation_negative;cost20_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00533,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,533,manual_a7l_control,generated_candidate,original,"Mul(Rank(quote_volume_mean_6),ZScore(abs_ret_1))",05fedb3b25643624,24,abs_ret_1;quote_volume_mean_6,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-7.81132672802102,-2.1995360849122885,-1.4596990967536596,-7.7021333199577215,-2.200833121460509,-1.510540529340168,-10.244849666111568,-4.846403000901574,-3.639505677275392,-3.839549244988155,1.3267155938540869,1.9678304401789355,-3.545155128628494,1.3708993438778194,1.8562851472615371,-0.3847434790955865,-0.8476042396537189,-0.7321033104701591,-0.3799060448143141,-0.8486577554040811,-0.738910923756265,-0.4136593422457287,-0.983022936505022,-0.8649855429650293,-0.3304742316876605,-0.5001370487545818,-0.4960164598195922,-0.3280252216276119,-0.4568610066673914,-0.5077718546668996,0.2904647435897436,0.3024082140973752,0.2432725390700912,0.2902644230769231,0.3020056940001216,0.2430325511341581,0.2902644230769231,0.3020056940001216,0.2430325511341581,0.2902644230769231,0.3020056940001216,0.2430325511341581,0.2902644230769231,0.3020056940001216,0.2430325511341581,0.4987980769230769,0.4926614857024572,0.4185120632528014,0.4987980769230769,0.4920027497330937,0.417962279670796,0.4987980769230769,0.4920027497330937,0.417962279670796,0.4987980769230769,0.4920027497330937,0.417962279670796,0.4987980769230769,0.4920027497330937,0.417962279670796,0.2845138989215423,0.1794861069191043,0.3034562317789835,0.1637800058523,-1.510540529340168,-2.0,1.8562851472615371,1.3708993438778194,1.3267155938540869,-2.0,-2.0,-1.4596990967536596,-2.0,-0.8486577554040811,-0.3020056940001216,-0.2845138989215423,-0.3034562317789835,-7.341761629330076,A7M_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_validation_negative;cost20_recent_negative;lag1_validation_negative;lag1_recent_negative;may_stress_severe_fail;may_residual_funding_negative
e0_current_a7l_manual_generator_s1_00637,E0_current_A7L_manual_generator,E0_current_A7L_manual_generator,1,637,manual_a7l_control,generated_candidate,original,"Mul(ZScore(realized_vol_24),Rank(avg_trade_size_quote))",3ae978ec421e34b2,24,avg_trade_size_quote;realized_vol_24,liquidity;volatility,Mul;Rank;ZScore,2,False,False,1.1959482,True,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,416.0,7248.0,4296.0,-8.057764372063458,1.301945500847965,0.9837736798765564,-7.997876290293384,1.2650481038643653,0.8752594604897861,-8.527918604575257,0.7670554984818856,0.5594028160906569,-4.808726622252865,3.8440626262612048,3.36471605943562,-4.306908088759066,3.9238106537447774,3.1726251884829697,-0.5120177832948923,-0.7714920342210452,-0.7196877333716332,-0.5110371393824933,-0.7700804093786917,-0.7167904457887646,-0.5170076402200897,-0.7890324567038912,-0.7236177099244783,-0.4897780620042876,-0.6414046778496175,-0.6627318106016706,-0.4947695099715584,-0.5953661976690312,-0.6589427563635548,0.0606657332964713,0.0569226744773735,0.0361189171306408,0.060507113502497,0.056848470934073,0.0360566945661106,0.060507113502497,0.056848470934073,0.0360566945661106,0.060507113502497,0.056848470934073,0.0360566945661106,0.060507113502497,0.056848470934073,0.0360566945661106,0.4964361780696668,0.4636094688242154,0.3639724870806809,0.4969138811176866,0.4631080117657227,0.3633997629998829,0.4969138811176866,0.4631080117657227,0.3633997629998829,0.4969138811176866,0.4631080117657227,0.3633997629998829,0.4969138811176866,0.4631080117657227,0.3633997629998829,0.4545219700173593,0.2623342227266965,0.4779908666245077,0.2360245286821669,0.8752594604897861,1.2650481038643653,2.0,2.0,2.0,0.5594028160906569,0.7670554984818856,0.9837736798765564,1.301945500847965,-0.7700804093786917,-0.056848470934073,-0.4545219700173593,-0.4779908666245077,9.848327804108942,A7M_NEAR_MISS_MAY_STRESS_FAIL,may_stress_severe_fail;may_residual_funding_negative
