candidate_id,series,month,hour_count,month_sum,mean_hour,hit_rate,worst_hour
a7h_flow_rank_taker_imbalance_h6,raw,2024-01,744,-0.1539116294191257,-0.0002068704696493625,0.3978494623655914,-0.015341809908138982
a7h_flow_rank_taker_imbalance_h6,raw,2024-02,696,-0.25439949000256845,-0.00036551650862437995,0.4166666666666667,-0.011771660870778343
a7h_flow_rank_taker_imbalance_h6,raw,2024-03,744,-0.7583269090255544,-0.0010192565981526269,0.4099462365591398,-0.027459859013244596
a7h_flow_rank_taker_imbalance_h6,raw,2024-04,720,-0.35461460977505904,-0.0004925202913542487,0.4222222222222222,-0.017846509940017168
a7h_flow_rank_taker_imbalance_h6,raw,2024-05,744,-0.26930593319557716,-0.00036197034031663596,0.4260752688172043,-0.013501875417913131
a7h_flow_rank_taker_imbalance_h6,raw,2024-06,720,-0.3173418673091842,-0.00044075259348497805,0.4111111111111111,-0.013693972420032625
a7h_flow_rank_taker_imbalance_h6,raw,2024-07,744,-0.2192053862730419,-0.0002946308955282821,0.4435483870967742,-0.01301154051878076
a7h_flow_rank_taker_imbalance_h6,raw,2024-08,744,-0.25572008398857743,-0.00034370979030722774,0.4422043010752688,-0.013095385560743703
a7h_flow_rank_taker_imbalance_h6,raw,2024-09,720,-0.28792882541294057,-0.0003999011464068619,0.4166666666666667,-0.010809441080850753
a7h_flow_rank_taker_imbalance_h6,raw,2024-10,744,-0.16271793544679694,-0.00021870690248225396,0.4543010752688172,-0.01048217124199852
a7h_flow_rank_taker_imbalance_h6,raw,2024-11,720,-0.376627667661904,-0.0005230939828637555,0.47638888888888886,-0.024220750179394655
a7h_flow_rank_taker_imbalance_h6,raw,2024-12,744,-0.11584029136509995,-0.00015569931635094078,0.46236559139784944,-0.03871182918808313
a7h_flow_rank_taker_imbalance_h6,raw,2025-01,744,-0.2610578838163984,-0.0003508842524413957,0.4368279569892473,-0.015773420113611943
a7h_flow_rank_taker_imbalance_h6,raw,2025-02,672,-0.3568440709812865,-0.0005310179627697716,0.43601190476190477,-0.01660495048985392
a7h_flow_rank_taker_imbalance_h6,raw,2025-03,744,-0.31611702148351584,-0.0004248884697359084,0.40725806451612906,-0.03493242683078847
a7h_flow_rank_taker_imbalance_h6,raw,2025-04,720,-0.09703431555382674,-0.00013476988271364827,0.4638888888888889,-0.01039829848634687
a7h_flow_rank_taker_imbalance_h6,raw,2025-05,744,-0.24621302148278265,-0.0003309314804876111,0.42338709677419356,-0.009273452092657456
a7h_flow_rank_taker_imbalance_h6,raw,2025-06,720,-0.25874404069793594,-0.0003593667231915777,0.4083333333333333,-0.00966271380471545
a7h_flow_rank_taker_imbalance_h6,raw,2025-07,744,-0.428932203824612,-0.0005765217793341559,0.3682795698924731,-0.010430834248154589
a7h_flow_rank_taker_imbalance_h6,raw,2025-08,744,-0.396229788940709,-0.0005325669206192325,0.3951612903225806,-0.008179213224707698
a7h_flow_rank_taker_imbalance_h6,raw,2025-09,720,-0.27687597945924824,-0.0003845499714711781,0.40555555555555556,-0.010121211940371596
a7h_flow_rank_taker_imbalance_h6,raw,2025-10,744,-0.27087015493092004,-0.00036407278888564524,0.41935483870967744,-0.026281450913105842
a7h_flow_rank_taker_imbalance_h6,raw,2025-11,720,-0.2635799270070342,-0.00036608323195421415,0.43194444444444446,-0.014266552883052107
a7h_flow_rank_taker_imbalance_h6,raw,2025-12,744,-0.22367858150058675,-0.0003006432547050897,0.4260752688172043,-0.008671128203111337
a7h_flow_rank_taker_imbalance_h6,raw,2026-01,744,-0.19410022243022748,-0.00026088739573955306,0.4368279569892473,-0.011342921420369696
a7h_flow_rank_taker_imbalance_h6,raw,2026-02,672,-0.2376222692523177,-0.0003536045673397585,0.4375,-0.010030489792659868
a7h_flow_rank_taker_imbalance_h6,raw,2026-03,744,-0.21790889423804546,-0.00029288829870705035,0.39919354838709675,-0.007947164745839121
a7h_flow_rank_taker_imbalance_h6,raw,2026-04,720,-0.23453148685259342,-0.00032573817618415755,0.36527777777777776,-0.005814344969209827
a7h_flow_rank_taker_imbalance_h6,raw,2026-05,440,-0.13871810749900834,-0.0003152684261341099,0.36363636363636365,-0.011066580679783722
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-01,744,0.1463762738684691,0.00019674230358665201,0.6129032258064516,-0.01493934873771137
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-02,696,0.026427175804793278,3.797008017930069e-05,0.45977011494252873,-0.011363668677423196
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-03,744,-0.45799950059506767,-0.0006155907266062737,0.45161290322580644,-0.02705242404216685
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-04,720,-0.0638332213469256,-8.865725187072999e-05,0.47638888888888886,-0.01744159266668288
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-05,744,0.03094366395473884,4.159094617572425e-05,0.5013440860215054,-0.013100609663871688
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-06,720,-0.026696599165358423,-3.70786099518867e-05,0.5180555555555556,-0.013290780326111987
a7h_flow_rank_taker_imbalance_h6,residual_vs_funding,2024-07,744,0.08111594731843087,0.00010902681091186946,0.5268817204301075,-0.01260884785962925
