date,symbol,weight,variant
2024-06-01 00:00:00+00:00,ADAUSDT,0.0,FULL_ALPHA158
2024-06-01 00:00:00+00:00,BCHUSDT,0.0,FULL_ALPHA158
2024-06-01 00:00:00+00:00,BNBUSDT,0.3163317926908305,FULL_ALPHA158
2024-06-01 00:00:00+00:00,DOGEUSDT,0.0,FULL_ALPHA158
2024-06-01 00:00:00+00:00,ETHUSDT,0.0,FULL_ALPHA158
2024-06-01 00:00:00+00:00,LINKUSDT,0.3168113374344252,FULL_ALPHA158
2024-06-01 00:00:00+00:00,LTCUSDT,0.0,FULL_ALPHA158
2024-06-01 00:00:00+00:00,SOLUSDT,0.0,FULL_ALPHA158
2024-06-01 00:00:00+00:00,SUIUSDT,0.3168165878681086,FULL_ALPHA158
2024-06-01 00:00:00+00:00,XRPUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,ADAUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,BCHUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,BNBUSDT,0.32540254790314505,FULL_ALPHA158
2024-06-02 00:00:00+00:00,DOGEUSDT,0.33614750079579514,FULL_ALPHA158
2024-06-02 00:00:00+00:00,ETHUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,LINKUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,LTCUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,SOLUSDT,0.0,FULL_ALPHA158
2024-06-02 00:00:00+00:00,SUIUSDT,0.32092604799683394,FULL_ALPHA158
2024-06-02 00:00:00+00:00,XRPUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,ADAUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,BCHUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,BNBUSDT,0.3420976189075526,FULL_ALPHA158
2024-06-03 00:00:00+00:00,DOGEUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,ETHUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,LINKUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,LTCUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,SOLUSDT,0.0,FULL_ALPHA158
2024-06-03 00:00:00+00:00,SUIUSDT,0.31261991172260356,FULL_ALPHA158
2024-06-03 00:00:00+00:00,XRPUSDT,0.3281740227905155,FULL_ALPHA158
2024-06-04 00:00:00+00:00,ADAUSDT,0.0,FULL_ALPHA158
2024-06-04 00:00:00+00:00,BCHUSDT,0.0,FULL_ALPHA158
2024-06-04 00:00:00+00:00,BNBUSDT,0.0,FULL_ALPHA158
2024-06-04 00:00:00+00:00,DOGEUSDT,0.0,FULL_ALPHA158
2024-06-04 00:00:00+00:00,ETHUSDT,0.0,FULL_ALPHA158
2024-06-04 00:00:00+00:00,LINKUSDT,0.0,FULL_ALPHA158
2024-06-04 00:00:00+00:00,LTCUSDT,0.3398460082774479,FULL_ALPHA158
2024-06-04 00:00:00+00:00,SOLUSDT,0.0,FULL_ALPHA158
