candidate_id,lane,horizon,split,symbol,net10,active_hours
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,BTCUSDT,-1.1706428632320467,1606
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,ETHUSDT,-0.32689532996310183,2814
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,SOLUSDT,-0.3440321390990845,5424
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,BNBUSDT,-0.22142493454212636,2680
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,XRPUSDT,1.935557810104608,3443
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,ADAUSDT,-2.060648224952259,4781
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,DOGEUSDT,2.1337326884561114,5361
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,AVAXUSDT,0.38040231459488094,5462
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,LINKUSDT,-0.8029208241033327,5443
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,BCHUSDT,2.291508978029637,4882
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,LTCUSDT,-1.405276569167675,3594
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,train_2024,SUIUSDT,-3.2912430759928566,6998
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,BTCUSDT,0.24546947480082468,446
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,ETHUSDT,0.3933791518030735,1810
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,SOLUSDT,-0.23341693814373157,2410
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,BNBUSDT,-0.49269715583383383,633
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,XRPUSDT,0.9671308880691102,2008
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,ADAUSDT,2.9290064882416984,2913
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,DOGEUSDT,-0.6943209768551779,2490
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,AVAXUSDT,-1.5381685725930399,2830
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,LINKUSDT,-0.6232942766351636,2932
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,BCHUSDT,1.180250670621953,1949
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,LTCUSDT,0.13435056203366408,2348
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,validation_2025H1,SUIUSDT,0.29986912604554344,3289
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,BTCUSDT,-1.2015101981627485,853
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,ETHUSDT,-1.0472196235799731,3217
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,SOLUSDT,-1.0650287973373203,4145
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,BNBUSDT,1.4943801144118378,1584
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,XRPUSDT,1.0929609872698807,3381
