candidate_id,lane,horizon,split,symbol,net10,active_hours
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,ADAUSDT,1.3561583087680014,4784
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,DOGEUSDT,2.1643982424644497,4870
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,AVAXUSDT,-0.4802301850422011,4958
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,LINKUSDT,-0.9432013121220971,4557
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,BCHUSDT,-0.34355613126369694,3156
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,LTCUSDT,0.19254405672259867,3238
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,recent_oos_2025H2_2026Apr,SUIUSDT,0.37661937437010323,5009
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,BTCUSDT,0.0455954567497984,170
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,ETHUSDT,0.06354144151625825,313
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,SOLUSDT,0.19951703464654508,251
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,BNBUSDT,-0.0017660502681326666,131
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,XRPUSDT,0.07136390373029719,164
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,ADAUSDT,-0.13688404610626292,277
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,DOGEUSDT,0.3895926626136576,402
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,AVAXUSDT,0.013530176647529734,274
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,LINKUSDT,-0.062074485150328915,239
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,BCHUSDT,-0.09582244298208596,152
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,LTCUSDT,0.21334984703836254,150
a7y1_core12_metrics_F1_oi_state_interaction_24_f0b406c8bad6,core12_metrics,24,fresh_may_2026,SUIUSDT,-0.5427340841376178,357
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,train_2024,BTCUSDT,9.780408307873062,5933
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,train_2024,ETHUSDT,0.5984821800037778,5683
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,train_2024,SOLUSDT,0.997912483308288,5886
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,validation_2025H1,BTCUSDT,-0.19090951675316037,2842
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,validation_2025H1,ETHUSDT,-11.330535090883611,2893
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,validation_2025H1,SOLUSDT,12.68709979991355,2953
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,BTCUSDT,-1.0252849913385802,4699
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,ETHUSDT,1.6668860740317266,5155
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,SOLUSDT,0.010273325121219146,4734
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,fresh_may_2026,BTCUSDT,-0.30612811321044797,312
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,fresh_may_2026,ETHUSDT,0.332220696873812,288
a7y1_core3_agg_metrics_F3_metrics_crowding_x_aggflow_24_a1460b56acfb,core3_agg_metrics,24,fresh_may_2026,SOLUSDT,0.6458589400789387,360
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,train_2024,BTCUSDT,-1.2369953300973164,5566
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,train_2024,ETHUSDT,0.39652037510310006,5657
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,train_2024,SOLUSDT,3.7990796402831175,6267
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,validation_2025H1,BTCUSDT,1.5160523337957381,2695
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,validation_2025H1,ETHUSDT,-0.36929229898542887,3026
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,validation_2025H1,SOLUSDT,-0.7292087317267383,2963
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,BTCUSDT,-1.097575014899714,4418
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,ETHUSDT,-0.2453359366156534,4794
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,SOLUSDT,3.037188194849288,5372
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,fresh_may_2026,BTCUSDT,-0.22440612189221917,341
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,fresh_may_2026,ETHUSDT,0.3654004629732653,354
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_348654b50bf4,core3_agg_metrics,24,fresh_may_2026,SOLUSDT,1.0831197263742125,265
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,train_2024,BTCUSDT,-1.42745037530868,5599
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,train_2024,ETHUSDT,1.1386426111792998,5670
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,train_2024,SOLUSDT,3.5917329796470168,6221
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,validation_2025H1,BTCUSDT,1.6916775581730061,2716
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,validation_2025H1,ETHUSDT,0.18918975850667957,3011
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,validation_2025H1,SOLUSDT,-1.2611275532308164,2957
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,BTCUSDT,-1.4881109260596737,4391
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,ETHUSDT,0.17547247236848906,4822
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,recent_oos_2025H2_2026Apr,SOLUSDT,3.135132800175872,5371
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,fresh_may_2026,BTCUSDT,-0.2280596729342542,329
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,fresh_may_2026,ETHUSDT,0.35755553941259166,367
a7y1_core3_agg_metrics_F4_oi_x_aggflow_24_1c5043146de8,core3_agg_metrics,24,fresh_may_2026,SOLUSDT,0.8996019704189091,264
