candidate_id,entry_label,known_may2026_stress,recent_oos_2026JanApr,test_2025H2,validation_2025H1,premay_eval_min_spread,premay_eval_mean_spread,may_spread,may_vs_premay_mean_delta,may_sign_flip,premay_max_control_ratio,premay_hold_count,premay_warning_count,may_max_control_ratio,may_hold_count,may_gates,a7al2s_tier,warnings,control_ratio_premay_max,expression,fields,field_families,pattern_id,oi_window,price_window,source,parent_seed_id,a7al2t_failure_label,may_used_for_selection,eligible_for_expansion
a7al2q_0de0d41346741bd1,label_t1_to_t25,-0.0018355347358671,0.0019944981182763,0.0018683150360035,0.0013845499852167,0.0013845499852167,0.0017491210464988334,-0.0018355347358671,-0.0035846557823659333,True,0.6438314312964573,0,0,1.215722607865385,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.6438314312964573,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,24,24,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_0de0d41346741bd1,label_t2_to_t26,-0.0018528277024546,0.0019783556669293,0.0018494513289069,0.001368290888622,0.001368290888622,0.0017320326281527335,-0.0018528277024546,-0.0035848603306073337,True,0.6572883844733587,0,0,1.1608291609534598,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.6438314312964573,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,24,24,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_100786d679e5b988,label_t1_to_t25,-0.0016088865581237,0.0018346200900639,0.0013839453845845,0.001360827753421,0.001360827753421,0.0015264644093564669,-0.0016088865581237,-0.0031353509674801666,True,0.7837193150370825,0,0,2.195751065438367,1,HOLD_CONTROL_DOMINATED,hold_timevarying_latent_fragile__may_control_dominated,,0.7837193150370825,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,72))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,4,72,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_100786d679e5b988,label_t2_to_t26,-0.0016886669935652,0.0018299961241393,0.0013420949429034,0.0014002045631457,0.0013420949429034,0.0015240985433961334,-0.0016886669935652,-0.0032127655369613333,True,0.7323577648324361,0,0,2.1024675210273696,1,HOLD_CONTROL_DOMINATED,hold_timevarying_latent_fragile__may_control_dominated,,0.7837193150370825,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,72))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,4,72,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_132c2a7c6c4a9142,label_t1_to_t25,-0.0016282133061329,0.0019205383643471,0.0016004763516142,0.0011913457209027,0.0011913457209027,0.0015707868122880001,-0.0016282133061329,-0.0031990001184209003,True,0.8147654685480294,0,2,1.2192282763605269,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8147654685480294,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,504))))",open_interest_value_mean|trade_close,open_interest|price,abs_level_gap,168,504,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_132c2a7c6c4a9142,label_t2_to_t26,-0.0016426349630539,0.0019127765564581,0.0016020127481237,0.0011903855956525,0.0011903855956525,0.0015683916334114333,-0.0016426349630539,-0.0032110265964653334,True,0.8470378528955544,0,2,1.209118985760076,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8147654685480294,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,504))))",open_interest_value_mean|trade_close,open_interest|price,abs_level_gap,168,504,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_1378ff7d2322adee,label_t1_to_t25,-0.0018416078638702,0.0020241938879875,0.0018826422219087,0.0013906428607702,0.0013906428607702,0.0017658263235554668,-0.0018416078638702,-0.0036074341874256666,True,0.5977895485931952,0,0,1.1844655797854338,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.5977895485931952,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,24,8,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_1378ff7d2322adee,label_t2_to_t26,-0.0018621614500395,0.0020023065200851,0.0018586250105422,0.0013732143618088,0.0013732143618088,0.0017447152974786999,-0.0018621614500395,-0.0036068767475182,True,0.5999607205121548,0,0,1.1298850204898108,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.5977895485931952,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,24,8,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_2ec6136e6ff32eb3,label_t1_to_t25,-0.0018624487931047,0.0017352263347542,0.0017313232872817,0.0011999245079072,0.0011999245079072,0.0015554913766477,-0.0018624487931047,-0.0034179401697524,True,0.9289268616254808,0,1,1.1756319463379306,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.9289268616254808,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,96,12,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_2ec6136e6ff32eb3,label_t2_to_t26,-0.0018924069640681,0.0017452202122724,0.0017288063723625,0.0012075376336832,0.0012075376336832,0.0015605214061060332,-0.0018924069640681,-0.003452928370174133,True,0.9407864098624512,0,1,1.162402984834913,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.9289268616254808,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,96,12,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
