candidate_id,split,rank,symbol,abs_contribution,abs_contribution_share
a7al2q_69d146749c30da3c,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0604446391524576
a7al2q_69d146749c30da3c,known_may2026_stress,2,ONDOUSDT,1.366344450641376,0.0492529525844189
a7al2q_69d146749c30da3c,known_may2026_stress,3,NEARUSDT,1.357990182852642,0.0489518042502029
a7al2q_69d146749c30da3c,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0405940460913807
a7al2q_69d146749c30da3c,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.0395415738023854
a7al2q_69d146749c30da3c,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383105933538862
a7al2q_69d146749c30da3c,known_may2026_stress,7,ARBUSDT,0.9110715751422808,0.0328416198934542
a7al2q_69d146749c30da3c,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.0310704899245841
a7al2q_69d146749c30da3c,known_may2026_stress,9,DODOXUSDT,0.8346842477027192,0.0300880672188961
a7al2q_69d146749c30da3c,known_may2026_stress,10,ILVUSDT,0.7890765857018233,0.0284440366723074
a7al2q_3abec814a5c6d0df,known_may2026_stress,1,ZECUSDT,1.6731458044893952,0.0569325569821573
a7al2q_3abec814a5c6d0df,known_may2026_stress,2,DASHUSDT,1.4049064619657905,0.0478051087872033
a7al2q_3abec814a5c6d0df,known_may2026_stress,3,NEARUSDT,1.3722037093061663,0.0466923239215498
a7al2q_3abec814a5c6d0df,known_may2026_stress,4,ONDOUSDT,1.2206954441391955,0.0415369137255336
a7al2q_3abec814a5c6d0df,known_may2026_stress,5,SUIUSDT,1.1247262727559504,0.0382713463711246
a7al2q_3abec814a5c6d0df,known_may2026_stress,6,WLDUSDT,1.0933081105058282,0.0372022725894014
a7al2q_3abec814a5c6d0df,known_may2026_stress,7,FILUSDT,1.0610842513659522,0.0361057831551014
a7al2q_3abec814a5c6d0df,known_may2026_stress,8,DODOXUSDT,0.8796484462948128,0.0299320209622908
a7al2q_3abec814a5c6d0df,known_may2026_stress,9,UNIUSDT,0.8597221211958976,0.0292539828402724
a7al2q_3abec814a5c6d0df,known_may2026_stress,10,ARBUSDT,0.7775804619505402,0.0264589277512018
a7al2q_1378ff7d2322adee,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0604797200390668
a7al2q_1378ff7d2322adee,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0498106007453147
a7al2q_1378ff7d2322adee,known_may2026_stress,3,ONDOUSDT,1.3297708263792023,0.0479623944952278
a7al2q_1378ff7d2322adee,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0406176060819425
a7al2q_1378ff7d2322adee,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.039564522958611
a7al2q_1378ff7d2322adee,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383328280731306
a7al2q_1378ff7d2322adee,known_may2026_stress,7,ARBUSDT,0.9176086214962184,0.0330964597984596
a7al2q_1378ff7d2322adee,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.0310885226293735
a7al2q_1378ff7d2322adee,known_may2026_stress,9,DODOXUSDT,0.8354622294142158,0.0301335901180316
a7al2q_1378ff7d2322adee,known_may2026_stress,10,ILVUSDT,0.7890765857018233,0.0284605450349878
a7al2q_a4993fe3273bf0c8,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0604899784921643
a7al2q_a4993fe3273bf0c8,known_may2026_stress,2,NEARUSDT,1.3733348776297136,0.0495420717191011
a7al2q_a4993fe3273bf0c8,known_may2026_stress,3,ONDOUSDT,1.354206334990136,0.0488520232489366
a7al2q_a4993fe3273bf0c8,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0406244955616996
a7al2q_a4993fe3273bf0c8,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.0395712338164462
a7al2q_a4993fe3273bf0c8,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383393300132624
a7al2q_a4993fe3273bf0c8,known_may2026_stress,7,ARBUSDT,0.915408722593262,0.0330227137792345
a7al2q_a4993fe3273bf0c8,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.0310937958044321
a7al2q_a4993fe3273bf0c8,known_may2026_stress,9,DODOXUSDT,0.8133949628380495,0.0293426404886976
a7al2q_a4993fe3273bf0c8,known_may2026_stress,10,ILVUSDT,0.7890765857018233,0.0284653724575714
a7al2q_0de0d41346741bd1,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0604544534639457
a7al2q_0de0d41346741bd1,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0497897914015421
a7al2q_0de0d41346741bd1,known_may2026_stress,3,ONDOUSDT,1.3356615856850649,0.0481547373951226
a7al2q_0de0d41346741bd1,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0406006372898474
a7al2q_0de0d41346741bd1,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.0395479941123991
a7al2q_0de0d41346741bd1,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383168137913268
a7al2q_0de0d41346741bd1,known_may2026_stress,7,ARBUSDT,0.9176086214962184,0.0330826331109815
a7al2q_0de0d41346741bd1,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.0310755347965609
a7al2q_0de0d41346741bd1,known_may2026_stress,9,DODOXUSDT,0.8354622294142158,0.0301210012267818
a7al2q_0de0d41346741bd1,known_may2026_stress,10,ILVUSDT,0.7890765857018233,0.0284486550907445
a7al2q_5da100b2822dc1a6,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0605382814133457
a7al2q_5da100b2822dc1a6,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.049858831412246
a7al2q_5da100b2822dc1a6,known_may2026_stress,3,ONDOUSDT,1.2873610288947777,0.046477710851204
a7al2q_5da100b2822dc1a6,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0406569353452152
a7al2q_5da100b2822dc1a6,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.0396028325413215
a7al2q_5da100b2822dc1a6,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383699450288722
a7al2q_5da100b2822dc1a6,known_may2026_stress,7,ARBUSDT,0.9176086214962184,0.0331285064773846
a7al2q_5da100b2822dc1a6,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.0311186250605405
a7al2q_5da100b2822dc1a6,known_may2026_stress,9,DODOXUSDT,0.8272182914688212,0.0298651362739499
a7al2q_5da100b2822dc1a6,known_may2026_stress,10,ILVUSDT,0.7869064495000678,0.0284097542227224
a7al2q_132c2a7c6c4a9142,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0607854649855439
a7al2q_132c2a7c6c4a9142,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0500624097723577
a7al2q_132c2a7c6c4a9142,known_may2026_stress,3,SUIUSDT,1.1261345096209452,0.0408229414867614
a7al2q_132c2a7c6c4a9142,known_may2026_stress,4,WLDUSDT,1.0969374849540925,0.0397645346806653
a7al2q_132c2a7c6c4a9142,known_may2026_stress,5,FILUSDT,1.0627883991348808,0.0385266131710107
a7al2q_132c2a7c6c4a9142,known_may2026_stress,6,ONDOUSDT,1.0334414846046358,0.0374627727820962
