candidate_id,split,rank,symbol,abs_contribution,abs_contribution_share
a7al2q_132c2a7c6c4a9142,known_may2026_stress,7,DODOXUSDT,1.0025344999760128,0.0363423790686923
a7al2q_132c2a7c6c4a9142,known_may2026_stress,8,ARBUSDT,0.9176086214962184,0.0332637733264179
a7al2q_132c2a7c6c4a9142,known_may2026_stress,9,UNIUSDT,0.8619380008619868,0.0312456853722108
a7al2q_132c2a7c6c4a9142,known_may2026_stress,10,FETUSDT,0.80564383619273,0.0292049936336078
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.060581968638814
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0498948118523682
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,3,ONDOUSDT,1.195972943657072,0.0432094780747139
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0406862752712886
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.0396314117780297
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383976345568956
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,7,DODOXUSDT,0.9349894293909188,0.0337803672429403
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,8,ARBUSDT,0.9176086214962184,0.0331524135407851
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,9,UNIUSDT,0.8619380008619868,0.031141081700497
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,10,FETUSDT,0.8185872654467337,0.0295748567608923
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0604934834387664
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0498219361682778
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,3,ONDOUSDT,1.2626488322279918,0.0455517911738115
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0406268494505789
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.039573526676602
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.0383415514937093
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,7,ARBUSDT,0.9176086214962184,0.0331039915761291
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,8,DODOXUSDT,0.905041504995356,0.0326506155844101
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,9,UNIUSDT,0.8619380008619868,0.0310955974597917
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,10,FETUSDT,0.8185872654467337,0.0295316601270479
a7al2q_6671d1fac5e57efe,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0607534957438604
a7al2q_6671d1fac5e57efe,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0500360801674488
a7al2q_6671d1fac5e57efe,known_may2026_stress,3,SUIUSDT,1.1261345096209452,0.0408014712474051
a7al2q_6671d1fac5e57efe,known_may2026_stress,4,WLDUSDT,1.0969374849540925,0.039743621095157
a7al2q_6671d1fac5e57efe,known_may2026_stress,5,FILUSDT,1.0627883991348808,0.0385063506525286
a7al2q_6671d1fac5e57efe,known_may2026_stress,6,ONDOUSDT,1.0334414846046358,0.0374430697751769
a7al2q_6671d1fac5e57efe,known_may2026_stress,7,DODOXUSDT,0.9914211911298476,0.0359206141702988
a7al2q_6671d1fac5e57efe,known_may2026_stress,8,ARBUSDT,0.9176086214962184,0.033246278722913
a7al2q_6671d1fac5e57efe,known_may2026_stress,9,UNIUSDT,0.8619380008619868,0.031229252153061
a7al2q_6671d1fac5e57efe,known_may2026_stress,10,FETUSDT,0.8042168238028057,0.0291379309778141
a7al2q_33d51890b0068eb6,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.060721643012392
a7al2q_33d51890b0068eb6,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0500098465193962
a7al2q_33d51890b0068eb6,known_may2026_stress,3,SUIUSDT,1.1261345096209452,0.0407800792552037
a7al2q_33d51890b0068eb6,known_may2026_stress,4,WLDUSDT,1.0969374849540925,0.0397227837281079
a7al2q_33d51890b0068eb6,known_may2026_stress,5,FILUSDT,1.0627883991348808,0.0384861619797264
a7al2q_33d51890b0068eb6,known_may2026_stress,6,ONDOUSDT,1.0334414846046358,0.037423438574827
a7al2q_33d51890b0068eb6,known_may2026_stress,7,DODOXUSDT,1.0025344999760128,0.0363042212238563
a7al2q_33d51890b0068eb6,known_may2026_stress,8,ARBUSDT,0.9176086214962184,0.0332288478775679
a7al2q_33d51890b0068eb6,known_may2026_stress,9,UNIUSDT,0.8619380008619868,0.0312128788239115
a7al2q_33d51890b0068eb6,known_may2026_stress,10,FETUSDT,0.80564383619273,0.0291743297188046
a7al2q_100786d679e5b988,known_may2026_stress,1,ZECUSDT,1.655060555259687,0.0578897363142181
a7al2q_100786d679e5b988,known_may2026_stress,2,NEARUSDT,1.3067224656772325,0.0457057711474797
a7al2q_100786d679e5b988,known_may2026_stress,3,DASHUSDT,1.2737564427382102,0.0445527049534944
a7al2q_100786d679e5b988,known_may2026_stress,4,ONDOUSDT,1.1884360512614531,0.04156841839726
a7al2q_100786d679e5b988,known_may2026_stress,5,SUIUSDT,1.1261345096209452,0.0393892716548181
a7al2q_100786d679e5b988,known_may2026_stress,6,WLDUSDT,1.0760447853481463,0.0376372626899562
a7al2q_100786d679e5b988,known_may2026_stress,7,FILUSDT,1.0514043689048131,0.0367754046715024
a7al2q_100786d679e5b988,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.0301483612974364
a7al2q_100786d679e5b988,known_may2026_stress,9,DOTUSDT,0.6988606516269842,0.0244443375286174
a7al2q_100786d679e5b988,known_may2026_stress,10,ARBUSDT,0.6885773479432148,0.0240846541703254
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.0601035357092477
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.0495007784206221
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,3,ONDOUSDT,1.1552706014300984,0.0414093131273057
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.0403649642556754
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,5,DODOXUSDT,1.1253868591773803,0.0403381656066931
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,6,WLDUSDT,1.0969374849540925,0.0393184313175753
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,7,FILUSDT,1.0627883991348808,0.0380943975838782
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,8,ARBUSDT,0.9176086214962184,0.0328905995606704
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,9,FETUSDT,0.8735186957772983,0.0313102481368617
a7al2q_2ec6136e6ff32eb3,known_may2026_stress,10,UNIUSDT,0.8619380008619868,0.0308951517764191
a7al2q_ca72f5849cff347a,known_may2026_stress,1,ZECUSDT,1.648409059924108,0.0575320246910247
a7al2q_ca72f5849cff347a,known_may2026_stress,2,NEARUSDT,1.3220005779899549,0.046139864032274
a7al2q_ca72f5849cff347a,known_may2026_stress,3,DASHUSDT,1.2706870135418322,0.044348941300419
a7al2q_ca72f5849cff347a,known_may2026_stress,4,ONDOUSDT,1.1940948828153255,0.041675757523876
a7al2q_ca72f5849cff347a,known_may2026_stress,5,SUIUSDT,1.1248276864581837,0.0392582252814358
a7al2q_ca72f5849cff347a,known_may2026_stress,6,WLDUSDT,1.0719948972078377,0.037414279255207
a7al2q_ca72f5849cff347a,known_may2026_stress,7,FILUSDT,1.0508163004522804,0.036675113485566
a7al2q_ca72f5849cff347a,known_may2026_stress,8,UNIUSDT,0.8564903905026472,0.0298928387934802
a7al2q_ca72f5849cff347a,known_may2026_stress,9,DODOXUSDT,0.740319967068828,0.0258383114119885
a7al2q_ca72f5849cff347a,known_may2026_stress,10,DOTUSDT,0.6997563002570544,0.0244225767273703
