candidate_id,variant,entry_label,split,n_dates,mean_oriented_spread,hourly_tstat_naive,positive_rate,avg_one_way_turnover,avg_top_count,avg_bottom_count,net_mean_spread_2bps,net_mean_spread_5bps,net_mean_spread_10bps,may_mean_oriented_spread,may_net_mean_spread_10bps,may_hourly_tstat_naive,stress_delta_vs_split,stress_ratio_vs_split,sign_flip_to_may
a7al2q_69d146749c30da3c,original,label_t1_to_t25,validation_2025H1,4319,0.0014483020664111,8.233971900595808,0.5554526510766381,0.0112314822713184,18.830747858300533,18.830747858300533,0.0014460557699568,0.0014426863252754,0.0014370705841397,-0.0017258328916407,-0.0017327894133799,-3.424606082078013,-0.0031741349580517997,-1.1916249597829567,True
a7al2q_69d146749c30da3c,original,label_t1_to_t25,test_2025H2,4391,0.0019777633389113,10.742004304670248,0.5896151218401275,0.0094451569598101,19.0,19.0,0.0019758743075193,0.0019730407604314,0.0019683181819515,-0.0017258328916407,-0.0017327894133799,-3.424606082078013,-0.003703596230552,-0.8726185068182726,True
a7al2q_69d146749c30da3c,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0020830231620469,9.398571324102903,0.5982486865148862,0.0068762097889206,19.0,19.0,0.0020816479200891,0.0020795850571525,0.002076146952258,-0.0017258328916407,-0.0017327894133799,-3.424606082078013,-0.0038088560536875997,-0.8285231403499114,True
a7al2q_69d146749c30da3c,original,label_t2_to_t26,validation_2025H1,4318,0.0014322126908991,8.142990653327354,0.553960166743863,0.0112340833556796,18.83070866141732,18.83070866141732,0.001429965874228,0.0014265956492213,0.0014209786075434,-0.0018072072312029,-0.0018141758723179,-3.5663908202780186,-0.003239419922102,-1.261828807052666,True
a7al2q_69d146749c30da3c,original,label_t2_to_t26,test_2025H2,4390,0.0019630155644021,10.636140902209416,0.588382687927107,0.0094473084762018,19.0,19.0,0.0019611261027068,0.001958291910164,0.0019535682559259,-0.0018072072312029,-0.0018141758723179,-3.5663908202780186,-0.003770222795605,-0.9206280703909465,True
a7al2q_69d146749c30da3c,original,label_t2_to_t26,recent_oos_2026JanApr,2854,0.0020654789475282,9.3100475612473,0.5981079187105817,0.0068786191126028,19.0,19.0,0.0020641032237057,0.0020620396379719,0.0020586003284156,-0.0018072072312029,-0.0018141758723179,-3.5663908202780186,-0.0038726861787311,-0.8749579526654683,True
a7al2q_3abec814a5c6d0df,original,label_t1_to_t25,validation_2025H1,4319,0.0015646138420975,8.210930790320036,0.5281315119240565,0.1115267910456855,19.0,19.0,0.0015423084838884,0.0015088504465747,0.0014530870510519,-0.0024063584414573,-0.0024721707984367,-4.718814544217342,-0.0039709722835548,-1.5379887207385103,True
a7al2q_3abec814a5c6d0df,original,label_t1_to_t25,test_2025H2,4391,0.001646858522491,8.032718809632904,0.5677522204509223,0.0999172949454026,19.0,19.0,0.0016268750635019,0.0015968998750183,0.0015469412275456,-0.0024063584414573,-0.0024721707984367,-4.718814544217342,-0.0040532169639483,-1.461181035646886,True
a7al2q_3abec814a5c6d0df,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0022962966027864,9.674780998642618,0.5527145359019264,0.0734261222232463,19.0,19.0,0.0022816113783418,0.0022595835416748,0.0022228704805632,-0.0024063584414573,-0.0024721707984367,-4.718814544217342,-0.0047026550442437,-1.0479301491529218,True
a7al2q_3abec814a5c6d0df,original,label_t2_to_t26,validation_2025H1,4318,0.001511575646776,7.91762661253601,0.5220009263547939,0.1114916749957338,19.0,19.0,0.0014892773117768,0.0014558298092781,0.0014000839717802,-0.0024879418665517,-0.002553777186559,-4.854983884481481,-0.0039995175133277,-1.6459261379727612,True
a7al2q_3abec814a5c6d0df,original,label_t2_to_t26,test_2025H2,4390,0.0015967312924113,7.779348631718904,0.567881548974943,0.0999280661791152,19.0,19.0,0.0015767456791755,0.0015467672593218,0.0014968032262322,-0.0024879418665517,-0.002553777186559,-4.854983884481481,-0.004084673158963,-1.5581468706575798,True
a7al2q_3abec814a5c6d0df,original,label_t2_to_t26,recent_oos_2026JanApr,2854,0.0023196703925245,9.775426059753844,0.5532585844428872,0.0734149669900047,19.0,19.0,0.0023049873991265,0.0022829629090295,0.0022462554255345,-0.0024879418665517,-0.002553777186559,-4.854983884481481,-0.004807612259076201,-1.0725411138450882,True
a7al2q_1378ff7d2322adee,original,label_t1_to_t25,validation_2025H1,4319,0.0013906428607702,7.998566627767895,0.5582310720074091,0.0065682845687963,19.0,19.0,0.0013893292038564,0.0013873587184858,0.0013840745762014,-0.0018416078638702,-0.0018467337219938,-3.696342149775493,-0.0032322507246404,-1.3242852754086951,True
a7al2q_1378ff7d2322adee,original,label_t1_to_t25,test_2025H2,4391,0.0018826422219087,10.214826352892286,0.5875654748348895,0.0058253125412026,19.0,19.0,0.0018814771594004,0.0018797295656381,0.0018768169093675,-0.0018416078638702,-0.0018467337219938,-3.696342149775493,-0.0037242500857789,-0.9782038469333287,True
a7al2q_1378ff7d2322adee,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0020241938879875,8.802662587106939,0.5873905429071804,0.0049589823946907,19.0,19.0,0.0020232020915085,0.0020217143967901,0.0020192349055928,-0.0018416078638702,-0.0018467337219938,-3.696342149775493,-0.0038658017518577,-0.909798154613128,True
a7al2q_1378ff7d2322adee,original,label_t2_to_t26,validation_2025H1,4318,0.0013732143618088,7.906992943069188,0.557202408522464,0.0065698057092708,19.0,19.0,0.0013719004006669,0.0013699294589541,0.0013666445560995,-0.0018621614500395,-0.0018672962382295,-3.741051477850929,-0.0032353758118483,-1.3560602785909246,True
a7al2q_1378ff7d2322adee,original,label_t2_to_t26,test_2025H2,4390,0.0018586250105422,10.073622385022304,0.588382687927107,0.0058266394916676,19.0,19.0,0.0018574596826439,0.0018557116907964,0.0018527983710506,-0.0018621614500395,-0.0018672962382295,-3.741051477850929,-0.0037207864605816997,-1.0019027181261637,True
