candidate_id,variant,entry_label,split,n_dates,mean_oriented_spread,hourly_tstat_naive,positive_rate,avg_one_way_turnover,avg_top_count,avg_bottom_count,net_mean_spread_2bps,net_mean_spread_5bps,net_mean_spread_10bps,abs_control_spread
a7al2q_f00f22bbcc48dc2c,symbol_shuffle,label_t2_to_t26,known_may2026_stress,574,0.0042749919657553,11.408885338227124,0.6881533101045296,0.0043095543737392,19.0,19.0,0.0042741300548805,0.0042728371885684,0.0042706824113815,0.0042749919657553
a7al2q_f00f22bbcc48dc2c,symbol_shuffle,label_t1_to_t25,known_may2026_stress,575,0.0042709640189029,11.32537248307589,0.6869565217391305,0.0043020594965675,19.0,19.0,0.0042701036070036,0.0042688129891547,0.0042666619594064,0.0042709640189029
a7al2q_3abec814a5c6d0df,wrong_lag_future_24h,label_t1_to_t25,known_may2026_stress,575,-0.0036564520535261,-7.195648045920628,0.3826086956521739,0.0608695652173913,19.0,19.0,-0.0036686259665696,-0.0036868868361348,-0.0037173216187435,0.0036564520535261
a7al2q_100786d679e5b988,wrong_lag_future_24h,label_t2_to_t26,known_may2026_stress,574,-0.0035503675078019,-6.425466584904412,0.3780487804878049,0.1494590133871263,19.0,19.0,-0.0035802593104793,-0.0036250970144954,-0.003699826521189,0.0035503675078019
a7al2q_69d146749c30da3c,symbol_shuffle,label_t2_to_t26,known_may2026_stress,574,0.0035371137648859,10.674899917816676,0.6498257839721254,0.0069686411149825,19.0,19.0,0.0035357200366629,0.0035336294443284,0.0035301451237709,0.0035371137648859
a7al2q_69d146749c30da3c,symbol_shuffle,label_t1_to_t25,known_may2026_stress,575,0.0035336354766838,10.678232854075072,0.6539130434782608,0.0069565217391304,19.0,19.0,0.0035322441723359,0.0035301572158142,0.0035266789549446,0.0035336354766838
a7al2q_100786d679e5b988,wrong_lag_future_24h,label_t1_to_t25,known_may2026_stress,575,-0.0035327143741696,-6.3959707894217965,0.36,0.1493821510297482,19.0,19.0,-0.0035625908043756,-0.0036074054496845,-0.0036820965251993,0.0035327143741696
a7al2q_3abec814a5c6d0df,wrong_lag_future_24h,label_t2_to_t26,known_may2026_stress,574,-0.0035314982602643,-6.920648876033441,0.3797909407665505,0.0608839171098477,19.0,19.0,-0.0035436750436862,-0.0035619402188192,-0.0035923821773741,0.0035314982602643
a7al2q_5da100b2822dc1a6,symbol_shuffle,label_t1_to_t25,known_may2026_stress,575,-0.0034912457909695,-9.593966830517177,0.3547826086956521,0.0053089244851258,19.0,19.0,-0.0034923075758666,-0.0034939002532121,-0.0034965547154547,0.0034912457909695
a7al2q_5da100b2822dc1a6,symbol_shuffle,label_t2_to_t26,known_may2026_stress,574,-0.0034719788349361,-9.525567964463264,0.3536585365853658,0.0053181734824867,19.0,19.0,-0.0034730424696326,-0.0034746379216773,-0.0034772970084186,0.0034719788349361
a7al2q_d6f7ebc0dbbdda7a,symbol_shuffle,label_t2_to_t26,known_may2026_stress,574,-0.0032785391649865,-8.232551629878479,0.3588850174216028,0.0042178617274894,19.0,19.0,-0.003279382737332,-0.0032806480958503,-0.003282757026714,0.0032785391649865
