blueprint_id,expression,semantic_pair,motif,skeleton_key,non_l7_clue_rows,non_l7_label_families,non_l7_horizons,best_label_family,best_label_horizon_h,min_control_ratio,max_control_ratio,min_robust_min_tstat_floor,finite_share,nonzero_share,activity_ok,warning_flags,forensic_decision
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",basis_premium_like,single,skel_1d39996e97d5ace0,8,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8,L5_vol_adjusted_return,1,0.2378122862593981,0.7819075601681075,1.5726569015188672,0.9962654409652398,0.9989676728670018,True,basis_premium_root|extreme_value_to_std_ratio_gt_100,A7FF29_FORENSIC_QUEUE_KEEP
a7ff24r_650915032f2a5979,"Mul(Delta(mark_index_basis_bps,12),Sign(realized_vol_24h))",basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,9,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8,L5_vol_adjusted_return,1,0.2728766985130318,0.7819075601681075,1.5726569015188672,0.8239011778224649,0.9989193000300516,True,basis_premium_root|extreme_value_to_std_ratio_gt_100,A7FF29_FORENSIC_QUEUE_KEEP
a7ff24r_bcc3435cf539d883,"Sub(mark_index_basis_bps,Mean(premium_close_bps,12))",basis_premium_like|basis_premium_like,sub,skel_f8484b844efd270f,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,L3_liquidity_tier_relative_return,1,0.1508674481286142,0.208748129764244,6.380340489592065,0.9965527147371444,0.9993167582168184,True,basis_premium_root|extreme_value_to_std_ratio_gt_100,A7FF29_FORENSIC_QUEUE_KEEP
a7ff24r_389e925b81a0c645,"Mean(Mul(Delta(mark_index_basis_bps,1),realized_vol_168h),4)",basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,5,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8,L5_vol_adjusted_return,8,0.6120477019308964,0.762822317506444,2.095241597313059,0.8261993679977018,0.9999097119234048,True,basis_premium_root|extreme_value_to_std_ratio_gt_100,A7FF29_FORENSIC_QUEUE_KEEP
a7ff24r_c223ee324263786f,"SafeDiv(premium_close_bps,Abs(realized_vol_168h))",basis_premium_like|volatility_like,safe_div_abs,skel_d9d4f69744bac825,1,L5_vol_adjusted_return,1,L5_vol_adjusted_return,1,0.7212882306454783,0.7212882306454783,1.8134591382149143,0.8273484630853203,0.6751937538367097,True,basis_premium_root|safe_div_outlier_risk,A7FF29_FORENSIC_QUEUE_KEEP
a7ff24r_145e2d58adad4f4a,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,12))))",basis_premium_like|basis_premium_like,safe_div_abs,skel_c80f62c274b367a9,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,L1_cross_sectional_relative_return,1,0.2263905120289567,0.3128577762237416,5.803485676207937,0.9965527147371444,0.9893356946848886,True,basis_premium_root|safe_div_outlier_risk|extreme_value_to_std_ratio_gt_100,A7FF29_FORENSIC_QUEUE_KEEP
