artifact,path,committed_to_git,rows,columns,bytes
orthogonal_book_input_packet,G:/AlphaFactory_CryptoData/research_runtime/a7ffcore44e_orthogonal_score_packet_20260602/a7ffcore44e_orthogonal_book_input_packet.parquet,False,22600,21,1661106
