blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard
a7ls1_3c36d00c9e737a31,"ZScore(Mean(age_x_volatility,168))",listing_age_like,single,L7_ranked_future_return,8,-1.0,3,True,0.9617535832122756,0.0558480772732001,True,1.8644984911586429,2.2354916908351576,True,0.0548788831668747,0.0542788831668747,0.0532788831668747,94.93333333333334,A7LS3HRS007_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0745564391495995,-7.866192909037904,-2.8287045998607665,-3.62417395602704,0.3657474600870827,712,-0.0471127399344569,-5.134206201317916,-1.8644984911586429,-2.2354916908351576,0.4157303370786517,712,-0.0387344595297544,-5.63992575803071,-1.9646421522005637,-2.4158822875345027,0.446629213483146,712,-0.0552788831668747,-7.786231858599353,-2.8512362735655548,-3.045744994221597,0.3876404494382022,0.0,59.31712958366246,skel_a311ee3fdacdeca2,0.86210858948578,1.0,s007
a7ls1_0962bfbf2388e87b,"Mul(CSRank(realized_vol_24h),Sign(Mean(listing_age_days,168)))",volatility_like|listing_age_like,gated_sign,L7_ranked_future_return,1,-1.0,3,True,0.939507952084472,0.0310903936794931,True,2.209086741167302,2.209086741167302,True,0.0341866816051099,0.0335866816051099,0.0325866816051099,95.86666666666666,A7LS3HRS007_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0453817615208599,-4.742154685964901,-4.742154685964901,-4.742154685964901,0.418103448275862,719,-0.0204831330809251,-2.209086741167302,-2.209086741167302,-2.209086741167302,0.4506258692628651,719,-0.0265493805697213,-3.475388165170086,-3.475388165170086,-3.475388165170086,0.4297635605006954,719,-0.0345866816051099,-4.75172010738194,-4.75172010738194,-4.75172010738194,0.4381084840055633,0.0,38.647173653025504,skel_1a1b3fb29dff7328,0.820741166331514,1.0,s007
a7ls1_53acc118fe187078,CSRank(realized_vol_24h),volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.939507952084472,0.0310903936794931,True,2.209086741167302,2.209086741167302,True,0.0341866816051099,0.0335866816051099,0.0325866816051099,95.86666666666666,A7LS3HRS007_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0424399081800855,-4.4954110481982426,-4.4954110481982426,-4.4954110481982426,0.4186369958275382,719,-0.0204831330809251,-2.209086741167302,-2.209086741167302,-2.209086741167302,0.4506258692628651,719,-0.0265493805697213,-3.475388165170086,-3.475388165170086,-3.475388165170086,0.4297635605006954,719,-0.0345866816051099,-4.75172010738194,-4.75172010738194,-4.75172010738194,0.4381084840055633,0.0,38.647173653025504,skel_f6a3f0b03e9258f2,0.8273484630853203,1.0,s007
a7ls1_891ec7b95755f533,"Clip(ZScore(realized_vol_24h),-3,3)",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.939507952084472,0.0310903936794931,True,2.209086741167302,2.209086741167302,True,0.0341866816051099,0.0335866816051099,0.0325866816051099,95.86666666666666,A7LS3HRS007_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0424399081800855,-4.4954110481982426,-4.4954110481982426,-4.4954110481982426,0.4186369958275382,719,-0.0204831330809251,-2.209086741167302,-2.209086741167302,-2.209086741167302,0.4506258692628651,719,-0.0265493805697213,-3.475388165170086,-3.475388165170086,-3.475388165170086,0.4297635605006954,719,-0.0345866816051099,-4.75172010738194,-4.75172010738194,-4.75172010738194,0.4381084840055633,0.0,38.647173653025504,skel_8a3e91f81074ce44,0.8273484630853203,1.0,s007
a7ls1_a5c9f5b0756c66d5,realized_vol_24h,volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.939507952084472,0.0310903936794931,True,2.209086741167302,2.209086741167302,True,0.0341866816051099,0.0335866816051099,0.0325866816051099,95.86666666666666,A7LS3HRS007_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0424399081800855,-4.4954110481982426,-4.4954110481982426,-4.4954110481982426,0.4186369958275382,719,-0.0204831330809251,-2.209086741167302,-2.209086741167302,-2.209086741167302,0.4506258692628651,719,-0.0265493805697213,-3.475388165170086,-3.475388165170086,-3.475388165170086,0.4297635605006954,719,-0.0345866816051099,-4.75172010738194,-4.75172010738194,-4.75172010738194,0.4381084840055633,0.0,38.647173653025504,skel_ca36cd3eaf5a3a94,0.8273484630853203,1.0,s007
a7ls1_68bfb1f58447fcd0,"Mean(realized_vol_24h,4)",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8098165908536982,0.0324443510791737,True,2.1812464286703723,2.1812464286703723,True,0.0329915256529129,0.0323915256529129,0.0313915256529129,95.86666666666666,A7LS3HRS007_RANK_LABEL_DIAGNOSTIC_CLUE,716,-0.0411467224032691,-4.354098984731696,-4.354098984731696,-4.354098984731696,0.4301675977653631,719,-0.0201858934734456,-2.1812464286703723,-2.1812464286703723,-2.1812464286703723,0.4561891515994437,719,-0.0236259207747385,-3.1614372301752685,-3.1614372301752685,-3.1614372301752685,0.4422809457579972,719,-0.0333915256529129,-4.626011410708622,-4.626011410708622,-4.626011410708622,0.4325452016689847,0.0,37.58170906205929,skel_1d39996e97d5ace0,0.8264866417696064,1.0,s007
a7ls1_4f6f584128b1fbd0,"Mean(realized_vol_24h,24)",volatility_like,single,L7_ranked_future_return,8,-1.0,3,True,0.8893409414796416,0.0801032400905118,True,1.520318120042734,1.7277332840319026,True,0.0800850870006242,0.0794850870006242,0.0784850870006242,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0765232758157286,-8.138149816735696,-2.730506280839859,-3.8666082374400745,0.3468795355587808,712,-0.042832120656471,-4.273037711271583,-1.520318120042734,-1.7277332840319026,0.4241573033707865,712,-0.047696564190595,-6.44917667299889,-2.249480334198168,-2.777099471299399,0.4044943820224719,712,-0.0804850870006242,-10.166064790097366,-3.5604660200375777,-3.879308850785933,0.3820224719101123,0.0,84.59574605914456,skel_1d39996e97d5ace0,0.820741166331514,1.0,s013
a7ls1_afef604d113d5c64,"ZScore(Mean(realized_vol_24h,24))",volatility_like,single,L7_ranked_future_return,8,-1.0,3,True,0.8893409414796416,0.0801032400905118,True,1.520318120042734,1.7277332840319026,True,0.0800850870006242,0.0794850870006242,0.0784850870006242,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0765232758157286,-8.138149816735696,-2.730506280839859,-3.8666082374400745,0.3468795355587808,712,-0.042832120656471,-4.273037711271583,-1.520318120042734,-1.7277332840319026,0.4241573033707865,712,-0.047696564190595,-6.44917667299889,-2.249480334198168,-2.777099471299399,0.4044943820224719,712,-0.0804850870006242,-10.166064790097366,-3.5604660200375777,-3.879308850785933,0.3820224719101123,0.0,84.59574605914456,skel_a311ee3fdacdeca2,0.820741166331514,1.0,s013
a7ls1_3eed2628cc8e055c,volume_volatility_ratio_168h,liquidity_like,single,L7_ranked_future_return,8,1.0,3,True,0.9998569174607104,0.0754938488347898,True,0.7816714416452136,0.544005335194068,True,0.0756374401789429,0.0750374401789429,0.0740374401789429,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0604514539117769,6.443145257609229,2.232474429613979,1.6403808765256789,0.6039325842696629,712,0.021017998335414,2.311973842933739,0.7816714416452136,0.544005335194068,0.5393258426966292,712,0.0651180653089887,8.713508759995086,3.112047185708452,2.7530746608588377,0.6081460674157303,712,0.0760374401789429,9.05435720890614,3.137306968768278,2.7951810526072896,0.6278089887640449,0.0,80.03758326148228,skel_ca36cd3eaf5a3a94,0.8273484630853203,1.0,s013
a7ls1_83831f15406959ec,"Clip(ZScore(volume_volatility_ratio_168h),-3,3)",liquidity_like,single,L7_ranked_future_return,8,1.0,3,True,0.9998569174607104,0.0754938488347898,True,0.7816714416452136,0.544005335194068,True,0.0756374401789429,0.0750374401789429,0.0740374401789429,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0604514539117769,6.443145257609229,2.232474429613979,1.6403808765256789,0.6039325842696629,712,0.021017998335414,2.311973842933739,0.7816714416452136,0.544005335194068,0.5393258426966292,712,0.0651180653089887,8.713508759995086,3.112047185708452,2.7530746608588377,0.6081460674157303,712,0.0760374401789429,9.05435720890614,3.137306968768278,2.7951810526072896,0.6278089887640449,0.0,80.03758326148228,skel_8a3e91f81074ce44,0.8273484630853203,1.0,s013
