blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,shard
a7ls1_4f6f584128b1fbd0,"Mean(realized_vol_24h,24)",volatility_like,single,L7_ranked_future_return,4,-1.0,3,True,0.8479870102421158,0.0636536894785847,True,1.7056881718396957,1.865037872319666,True,0.0621826026794951,0.0615826026794951,0.0605826026794951,95.46666666666668,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,693,-0.0610936581422692,-6.496581758668897,-3.2655632868650177,-3.4821286346635163,0.3968253968253968,716,-0.0325046393285743,-3.36547651241019,-1.7056881718396957,-1.865037872319666,0.4399441340782123,716,-0.0367167293865094,-4.928163086097856,-2.4652982369302125,-2.71056678297914,0.4259776536312849,716,-0.0625826026794951,-8.306031548867571,-4.141680573414869,-4.259760135734728,0.3966480446927374,s013
a7ls1_4f6f584128b1fbd0,"Mean(realized_vol_24h,24)",volatility_like,single,L7_ranked_future_return,8,-1.0,3,True,0.8893409414796416,0.0801032400905118,True,1.520318120042734,1.7277332840319026,True,0.0800850870006242,0.0794850870006242,0.0784850870006242,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0765232758157286,-8.138149816735696,-2.730506280839859,-3.8666082374400745,0.3468795355587808,712,-0.042832120656471,-4.273037711271583,-1.520318120042734,-1.7277332840319026,0.4241573033707865,712,-0.047696564190595,-6.44917667299889,-2.249480334198168,-2.777099471299399,0.4044943820224719,712,-0.0804850870006242,-10.166064790097366,-3.5604660200375777,-3.879308850785933,0.3820224719101123,s013
a7ls1_afef604d113d5c64,"ZScore(Mean(realized_vol_24h,24))",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.9283390264731,0.0330055890382733,True,2.0317380742031634,2.0317380742031634,True,0.0324380144748364,0.0318380144748364,0.0308380144748364,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0306156708971902,-3.203521196906228,-3.203521196906228,-3.203521196906228,0.4568965517241379,719,-0.01885012620409,-2.0317380742031634,-2.0317380742031634,-2.0317380742031634,0.4561891515994437,719,-0.0208820281512388,-2.802150044326256,-2.802150044326256,-2.802150044326256,0.4826147426981919,719,-0.0328380144748364,-4.418713071227153,-4.418713071227153,-4.418713071227153,0.4561891515994437,s013
a7ls1_afef604d113d5c64,"ZScore(Mean(realized_vol_24h,24))",volatility_like,single,L7_ranked_future_return,4,-1.0,3,True,0.8479870102421158,0.0636536894785847,True,1.7056881718396957,1.865037872319666,True,0.0621826026794951,0.0615826026794951,0.0605826026794951,95.46666666666668,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,693,-0.0610936581422692,-6.496581758668897,-3.2655632868650177,-3.4821286346635163,0.3968253968253968,716,-0.0325046393285743,-3.36547651241019,-1.7056881718396957,-1.865037872319666,0.4399441340782123,716,-0.0367167293865094,-4.928163086097856,-2.4652982369302125,-2.71056678297914,0.4259776536312849,716,-0.0625826026794951,-8.306031548867571,-4.141680573414869,-4.259760135734728,0.3966480446927374,s013
a7ls1_afef604d113d5c64,"ZScore(Mean(realized_vol_24h,24))",volatility_like,single,L7_ranked_future_return,8,-1.0,3,True,0.8893409414796416,0.0801032400905118,True,1.520318120042734,1.7277332840319026,True,0.0800850870006242,0.0794850870006242,0.0784850870006242,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0765232758157286,-8.138149816735696,-2.730506280839859,-3.8666082374400745,0.3468795355587808,712,-0.042832120656471,-4.273037711271583,-1.520318120042734,-1.7277332840319026,0.4241573033707865,712,-0.047696564190595,-6.44917667299889,-2.249480334198168,-2.777099471299399,0.4044943820224719,712,-0.0804850870006242,-10.166064790097366,-3.5604660200375777,-3.879308850785933,0.3820224719101123,s013
a7ls1_05c7ebd4e736f2e4,"Mul(ZScore(Mean(realized_vol_24h,4)),Sign(ZScore(Mean(log1p_listing_age_days,72))))",volatility_like|listing_age_like,gated_sign,L7_ranked_future_return,1,-1.0,3,True,0.8622186012592579,0.0314154818935764,True,1.9605523762398325,1.9605523762398325,True,0.0305780334054499,0.0299780334054499,0.0289780334054499,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0427332774584929,-4.501781400912723,-4.501781400912723,-4.501781400912723,0.4295977011494253,719,-0.0174321009117601,-1.9605523762398325,-1.9605523762398325,-1.9605523762398325,0.4520166898470097,719,-0.0228182306959254,-3.0762926105138524,-3.0762926105138524,-3.0762926105138524,0.4436717663421418,719,-0.0309780334054499,-4.255268649413012,-4.255268649413012,-4.255268649413012,0.4436717663421418,s013
a7ls1_3eed2628cc8e055c,volume_volatility_ratio_168h,liquidity_like,single,L7_ranked_future_return,1,1.0,3,True,0.915729657840648,0.0335943536547674,True,1.5890871111431617,1.5890871111431617,True,0.0341562574048318,0.0335562574048318,0.0325562574048318,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,0.0248801544068407,2.4919926858610504,2.4919926858610504,2.4919926858610504,0.5299026425591099,719,0.0139799200278164,1.5890871111431617,1.5890871111431617,1.5890871111431617,0.5326842837273992,719,0.0257927999278833,3.463589285233094,3.463589285233094,3.463589285233094,0.5465924895688457,719,0.0345562574048318,4.450083637417385,4.450083637417385,4.450083637417385,0.5813630041724618,s013
a7ls1_3eed2628cc8e055c,volume_volatility_ratio_168h,liquidity_like,single,L7_ranked_future_return,8,1.0,3,True,0.9998569174607104,0.0754938488347898,True,0.7816714416452136,0.544005335194068,True,0.0756374401789429,0.0750374401789429,0.0740374401789429,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0604514539117769,6.443145257609229,2.232474429613979,1.6403808765256789,0.6039325842696629,712,0.021017998335414,2.311973842933739,0.7816714416452136,0.544005335194068,0.5393258426966292,712,0.0651180653089887,8.713508759995086,3.112047185708452,2.7530746608588377,0.6081460674157303,712,0.0760374401789429,9.05435720890614,3.137306968768278,2.7951810526072896,0.6278089887640449,s013
a7ls1_83831f15406959ec,"Clip(ZScore(volume_volatility_ratio_168h),-3,3)",liquidity_like,single,L7_ranked_future_return,1,1.0,3,True,0.915729657840648,0.0335943536547674,True,1.5890871111431617,1.5890871111431617,True,0.0341562574048318,0.0335562574048318,0.0325562574048318,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,0.0248801544068407,2.4919926858610504,2.4919926858610504,2.4919926858610504,0.5299026425591099,719,0.0139799200278164,1.5890871111431617,1.5890871111431617,1.5890871111431617,0.5326842837273992,719,0.0257927999278833,3.463589285233094,3.463589285233094,3.463589285233094,0.5465924895688457,719,0.0345562574048318,4.450083637417385,4.450083637417385,4.450083637417385,0.5813630041724618,s013
a7ls1_83831f15406959ec,"Clip(ZScore(volume_volatility_ratio_168h),-3,3)",liquidity_like,single,L7_ranked_future_return,8,1.0,3,True,0.9998569174607104,0.0754938488347898,True,0.7816714416452136,0.544005335194068,True,0.0756374401789429,0.0750374401789429,0.0740374401789429,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0604514539117769,6.443145257609229,2.232474429613979,1.6403808765256789,0.6039325842696629,712,0.021017998335414,2.311973842933739,0.7816714416452136,0.544005335194068,0.5393258426966292,712,0.0651180653089887,8.713508759995086,3.112047185708452,2.7530746608588377,0.6081460674157303,712,0.0760374401789429,9.05435720890614,3.137306968768278,2.7951810526072896,0.6278089887640449,s013
a7ls1_948505e1e2c44a55,CSRank(volume_volatility_ratio_168h),liquidity_like,single,L7_ranked_future_return,1,1.0,3,True,0.915729657840648,0.0335943536547674,True,1.5890871111431617,1.5890871111431617,True,0.0341562574048318,0.0335562574048318,0.0325562574048318,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,0.0248801544068407,2.4919926858610504,2.4919926858610504,2.4919926858610504,0.5299026425591099,719,0.0139799200278164,1.5890871111431617,1.5890871111431617,1.5890871111431617,0.5326842837273992,719,0.0257927999278833,3.463589285233094,3.463589285233094,3.463589285233094,0.5465924895688457,719,0.0345562574048318,4.450083637417385,4.450083637417385,4.450083637417385,0.5813630041724618,s013
a7ls1_948505e1e2c44a55,CSRank(volume_volatility_ratio_168h),liquidity_like,single,L7_ranked_future_return,8,1.0,3,True,0.9998569174607104,0.0754938488347898,True,0.7816714416452136,0.544005335194068,True,0.0756374401789429,0.0750374401789429,0.0740374401789429,94.93333333333334,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,712,0.0604514539117769,6.443145257609229,2.232474429613979,1.6403808765256789,0.6039325842696629,712,0.021017998335414,2.311973842933739,0.7816714416452136,0.544005335194068,0.5393258426966292,712,0.0651180653089887,8.713508759995086,3.112047185708452,2.7530746608588377,0.6081460674157303,712,0.0760374401789429,9.05435720890614,3.137306968768278,2.7951810526072896,0.6278089887640449,s013
a7ls1_a177c3d8274bb873,age_x_volatility,listing_age_like,single,L7_ranked_future_return,1,-1.0,3,True,0.9538935892446532,0.0345663988049245,True,2.519267328888213,2.519267328888213,True,0.0355740412352547,0.0349740412352547,0.0339740412352547,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0361738912069231,-3.8641407478531096,-3.8641407478531096,-3.8641407478531096,0.4297635605006954,719,-0.0238565168958945,-2.519267328888213,-2.519267328888213,-2.519267328888213,0.4534075104311544,719,-0.0289143389738834,-4.087612149928399,-4.087612149928399,-4.087612149928399,0.4255910987482614,719,-0.0359740412352547,-4.928097601115876,-4.928097601115876,-4.928097601115876,0.4186369958275382,s013
a7ls1_73773711fbe0c805,CSRank(realized_vol_168h),volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8794980260372742,0.0347141734919899,True,2.586084465755415,2.586084465755415,True,0.03575368889404,0.03515368889404,0.03415368889404,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0361796862926904,-3.863790256067084,-3.863790256067084,-3.863790256067084,0.4297635605006954,719,-0.0245258493020141,-2.586084465755415,-2.586084465755415,-2.586084465755415,0.4492350486787204,719,-0.0289143389738834,-4.087612149928399,-4.087612149928399,-4.087612149928399,0.4255910987482614,719,-0.03615368889404,-4.955279609354727,-4.955279609354727,-4.955279609354727,0.4172461752433936,s013
a7ls1_9e7311102aafb184,realized_vol_168h,volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8794980260372742,0.0347141734919899,True,2.586084465755415,2.586084465755415,True,0.03575368889404,0.03515368889404,0.03415368889404,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0361796862926904,-3.863790256067084,-3.863790256067084,-3.863790256067084,0.4297635605006954,719,-0.0245258493020141,-2.586084465755415,-2.586084465755415,-2.586084465755415,0.4492350486787204,719,-0.0289143389738834,-4.087612149928399,-4.087612149928399,-4.087612149928399,0.4255910987482614,719,-0.03615368889404,-4.955279609354727,-4.955279609354727,-4.955279609354727,0.4172461752433936,s013
a7ls1_a7ae1986569f95fe,"Clip(ZScore(realized_vol_168h),-3,3)",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8794980260372742,0.0347141734919899,True,2.586084465755415,2.586084465755415,True,0.03575368889404,0.03515368889404,0.03415368889404,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.0361796862926904,-3.863790256067084,-3.863790256067084,-3.863790256067084,0.4297635605006954,719,-0.0245258493020141,-2.586084465755415,-2.586084465755415,-2.586084465755415,0.4492350486787204,719,-0.0289143389738834,-4.087612149928399,-4.087612149928399,-4.087612149928399,0.4255910987482614,719,-0.03615368889404,-4.955279609354727,-4.955279609354727,-4.955279609354727,0.4172461752433936,s013
a7ls1_830aa303f88da45c,"Mean(realized_vol_168h,4)",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8939064901927295,0.0347213368618966,True,2.445031500745026,2.445031500745026,True,0.034801846056766,0.034201846056766,0.033201846056766,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,716,-0.0352125847041175,-3.747460697270794,-3.747460697270794,-3.747460697270794,0.4273743016759777,719,-0.0230901168031731,-2.445031500745026,-2.445031500745026,-2.445031500745026,0.4589707927677329,719,-0.0270146776644516,-3.8342724435149194,-3.8342724435149194,-3.8342724435149194,0.4367176634214186,719,-0.035201846056766,-4.812499106981027,-4.812499106981027,-4.812499106981027,0.4144645340751043,s013
a7ls1_9492c6999a599ffa,"ZScore(Mean(realized_vol_168h,4))",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8939064901927295,0.0347213368618966,True,2.445031500745026,2.445031500745026,True,0.034801846056766,0.034201846056766,0.033201846056766,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,716,-0.0352125847041175,-3.747460697270794,-3.747460697270794,-3.747460697270794,0.4273743016759777,719,-0.0230901168031731,-2.445031500745026,-2.445031500745026,-2.445031500745026,0.4589707927677329,719,-0.0270146776644516,-3.8342724435149194,-3.8342724435149194,-3.8342724435149194,0.4367176634214186,719,-0.035201846056766,-4.812499106981027,-4.812499106981027,-4.812499106981027,0.4144645340751043,s013
a7ls1_33051e746395c7cc,"ZScore(Mean(realized_vol_168h,8))",volatility_like,single,L7_ranked_future_return,1,-1.0,3,True,0.7766826440680195,0.0350799077937464,True,2.5953392331326026,2.5953392331326026,True,0.0340360898624632,0.0334360898624632,0.0324360898624632,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,712,-0.0342227651633375,-3.65917627567586,-3.65917627567586,-3.65917627567586,0.4269662921348314,719,-0.024465805774481,-2.5953392331326026,-2.5953392331326026,-2.5953392331326026,0.4561891515994437,719,-0.024484237366713,-3.4916354307678388,-3.4916354307678388,-3.4916354307678388,0.4492350486787204,719,-0.0344360898624632,-4.725650257757869,-4.725650257757869,-4.725650257757869,0.4158553546592489,s013
a7ls1_33051e746395c7cc,"ZScore(Mean(realized_vol_168h,8))",volatility_like,single,L7_ranked_future_return,4,-1.0,3,True,0.9860479358628176,0.0607109488154355,True,1.5324600949244762,1.809178603518992,True,0.0612675880664183,0.0606675880664183,0.0596675880664183,95.46666666666668,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,709,-0.0616659810374549,-6.8322633796944165,-3.392306912694957,-3.502822963762343,0.3723554301833568,716,-0.0290345993689219,-2.9928056053606307,-1.5324600949244762,-1.809178603518992,0.4441340782122905,716,-0.0461161383974756,-6.552361660014613,-3.2375759925908683,-3.652785929016566,0.4092178770949721,716,-0.0616675880664183,-8.236121864631375,-4.11623066094918,-4.214203613731466,0.3756983240223464,s013
a7ls1_1d78739e789e2bb9,"ZScore(Mean(volume_volatility_ratio_168h,24))",liquidity_like,single,L7_ranked_future_return,1,1.0,3,True,0.9496083644725498,0.0294473258898676,True,1.5352468331088036,1.5352468331088036,True,0.0288549612373151,0.0282549612373151,0.0272549612373151,95.86666666666666,A7LS3HRS013_RANK_LABEL_DIAGNOSTIC_CLUE,696,0.0240485479193273,2.377687100568305,2.377687100568305,2.377687100568305,0.5344827586206896,719,0.0134407355895533,1.5352468331088036,1.5352468331088036,1.5352468331088036,0.5340751043115438,719,0.0253151882758975,3.46079657051856,3.46079657051856,3.46079657051856,0.5424200278164116,719,0.0292549612373151,3.811184513051789,3.811184513051789,3.811184513051789,0.5605006954102921,s013
a7ls1_3b38516cbd7599dd,"Mean(volume_volatility_ratio_168h,24)",liquidity_like,single,L7_ranked_future_return,1,1.0,3,True,0.9496083644725498,0.0294473258898676,True,1.5352468331088036,1.5352468331088036,True,0.0288549612373151,0.0282549612373151,0.0272549612373151,95.86666666666666,A7LS3HRS014_RANK_LABEL_DIAGNOSTIC_CLUE,696,0.0240485479193273,2.377687100568305,2.377687100568305,2.377687100568305,0.5344827586206896,719,0.0134407355895533,1.5352468331088036,1.5352468331088036,1.5352468331088036,0.5340751043115438,719,0.0253151882758975,3.46079657051856,3.46079657051856,3.46079657051856,0.5424200278164116,719,0.0292549612373151,3.811184513051789,3.811184513051789,3.811184513051789,0.5605006954102921,s014
a7ls1_3809241db03e19d9,"ZScore(Mean(age_x_volatility,24))",listing_age_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8983383235561098,0.031127981249678,True,2.436237937934096,2.436237937934096,True,0.0308573243445114,0.0302573243445114,0.0292573243445114,95.86666666666666,A7LS3HRS014_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0330880494359301,-3.528531056375602,-3.528531056375602,-3.528531056375602,0.4410919540229885,719,-0.0227589920414155,-2.436237937934096,-2.436237937934096,-2.436237937934096,0.4561891515994437,719,-0.0237633930871065,-3.349809802050785,-3.349809802050785,-3.349809802050785,0.4561891515994437,719,-0.0312573243445114,-4.3558033407944725,-4.3558033407944725,-4.3558033407944725,0.4242002781641168,s014
a7ls1_6031f06ef6058c1a,"Mean(age_x_volatility,24)",listing_age_like,single,L7_ranked_future_return,1,-1.0,3,True,0.8983383235561098,0.031127981249678,True,2.436237937934096,2.436237937934096,True,0.0308573243445114,0.0302573243445114,0.0292573243445114,95.86666666666666,A7LS3HRS014_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0330880494359301,-3.528531056375602,-3.528531056375602,-3.528531056375602,0.4410919540229885,719,-0.0227589920414155,-2.436237937934096,-2.436237937934096,-2.436237937934096,0.4561891515994437,719,-0.0237633930871065,-3.349809802050785,-3.349809802050785,-3.349809802050785,0.4561891515994437,719,-0.0312573243445114,-4.3558033407944725,-4.3558033407944725,-4.3558033407944725,0.4242002781641168,s014
