blueprint_id,expression,semantic_pair,motif,skeleton_key,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error,shard
a7ls1_6fff45ee7ee9bbfe,"Mul(Delta(trade_close,1),Sign(Delta(mark_close,24)))",price_like,gated_sign,skel_3afee12eb6a9078f,True,0.9928181557023844,0.963330680941358,True,-2498.0,20615.399999999998,66.54522001002789,,s007
a7ls1_270c3b715015c543,"Mean(sqrt_listing_age_days,168)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.86210858948578,1.0,True,17.48511077007635,29.162975537712555,3.917344528783112,,s007
a7ls1_a67746cb82cd77eb,"ZScore(Mean(sqrt_listing_age_days,168))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.86210858948578,1.0,True,-7.562967049736958,0.1441767499385135,0.9947780321927768,,s007
a7ls1_cf79d621db50758f,"ZScore(Mean(age_percentile_active_universe,168))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.86210858948578,1.0,True,-6.875349567233478,0.1450985473415732,0.9947780321927768,,s007
a7ls1_62d8fca006d05dde,"ZScore(Mean(age_x_liquidity,168))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.86210858948578,1.0,True,-1.844321642566169,1.758375634469989,0.9947780321927768,,s007
a7ls1_0ee97c678bc97537,"Mean(rolling_coverage_168h,168)",regime_state,single,skel_1d39996e97d5ace0,True,0.86210858948578,1.0,True,1.0,1.0,0.0,,s007
a7ls1_d30ae97abe972c77,"ZScore(Mean(log1p_listing_age_days,168))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.86210858948578,1.0,True,-7.577646000040939,0.1441616610423609,0.9947780321927768,,s007
a7ls1_3c36d00c9e737a31,"ZScore(Mean(age_x_volatility,168))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.86210858948578,1.0,True,-4.440154700851479,9.233920903332804,0.9947780321927768,,s007
a7ls1_092cbb5fb1f84b67,"Mean(age_percentile_active_universe,72)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.834530307382936,1.0,True,0.2777777777777777,0.8242971887550539,0.0734173458273363,,s007
a7ls1_20f44261fbbea913,"Mean(sqrt_listing_age_days,72)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.834530307382936,1.0,True,17.48511077007635,29.162975537712555,3.8770878137737705,,s007
a7ls1_606f02928500630a,"Mean(log1p_listing_age_days,72)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.834530307382936,1.0,True,5.725964722853647,6.746974975805794,0.3313712255750576,,s007
a7ls1_842a1ee7d4c7cb7e,"Mean(listing_age_days,72)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.834530307382936,1.0,True,305.7291666666667,850.4791666666666,184.40029546799263,,s007
a7ls1_2cc8555c4436e46e,"ZScore(Mean(funding_rate_state_last_ffill_8h,72))",funding_state_like,single,skel_a311ee3fdacdeca2,True,0.8351886431102173,1.0,True,-9.564380760382676,3.4708775682767548,0.9947731548063952,,s007
a7ls1_1ec07d825ae47072,"ZScore(Mean(realized_vol_24h,72))",volatility_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-4.532020391863367,9.34649526825187,0.9947780321927768,,s007
a7ls1_323c7dccf27ee6d3,"ZScore(Mean(log1p_listing_age_days,72))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-7.577646000040939,0.1441616610423609,0.9947780321927768,,s007
a7ls1_2e4b71a574513729,"ZScore(Mean(median_quote_volume_168h,72))",liquidity_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-0.2453542304653711,8.582044406263412,0.9947780321927768,,s007
a7ls1_5c75e65a6966adeb,"ZScore(Mean(liquidity_rank_active_universe,72))",liquidity_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-1.857029070423608,1.7657088961356198,0.9947780321927768,,s007
a7ls1_45d542fb2ebd1efe,"ZScore(Mean(age_x_liquidity,72))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-1.856993489734148,1.7661932697052252,0.9947780321927768,,s007
a7ls1_6c49c79d3abe1329,"ZScore(Mean(realized_vol_72h,72))",volatility_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-4.611454255485644,9.509185037899034,0.9947780321927768,,s007
a7ls1_a9d54968627cabb9,age_percentile_active_universe,listing_age_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,0.2777777777777778,0.8242971887550201,0.0733727726165688,,s007
a7ls1_00d328fa70ee3bcd,log1p_listing_age_days,listing_age_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,5.724401761858937,6.747537621095109,0.3311815123543514,,s007
a7ls1_70f5cf45a6466986,sqrt_listing_age_days,listing_age_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,17.471405209656147,29.171190125418835,3.874682179143233,,s007
a7ls1_9aba71ae3a01ade2,listing_age_days,listing_age_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,305.25,850.9583333333334,184.2783219800275,,s007
a7ls1_f7f99cfb27729338,"ZScore(Mean(sqrt_listing_age_days,72))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-7.562967049736958,0.1441767499385135,0.9947780321927768,,s007
a7ls1_8db5c8648227dd9e,CSRank(funding_rate_state_last_ffill_8h),funding_state_like,single,skel_f6a3f0b03e9258f2,True,0.8280067988126018,1.0,True,0.0104166666666666,1.0,0.2780558285489052,,s007
a7ls1_b063b8e1af228be0,CSRank(funding_rate_update_age_hours),funding_state_like,single,skel_f6a3f0b03e9258f2,True,0.8280067988126018,1.0,True,0.0104166666666666,0.6666666666666666,0.1525730514991881,,s007
a7ls1_e01b35f9e50460f6,"Clip(ZScore(funding_rate_state_last_ffill_8h),-3,3)",funding_state_like,single,skel_8a3e91f81074ce44,True,0.8280067988126018,1.0,True,-5.0,5.0,0.8669960767837719,,s007
a7ls1_014982cbad294356,"ZScore(Mean(funding_rate_state_last_ffill_8h,4))",funding_state_like,single,skel_a311ee3fdacdeca2,True,0.8271449774968879,1.0,True,-9.684446539068317,7.410916697692645,0.994773107375578,,s007
a7ls1_53acc118fe187078,CSRank(realized_vol_24h),volatility_like,single,skel_f6a3f0b03e9258f2,True,0.8273484630853203,1.0,True,0.0104166666666666,1.0,0.288659472541545,,s007
a7ls1_891ec7b95755f533,"Clip(ZScore(realized_vol_24h),-3,3)",volatility_like,single,skel_8a3e91f81074ce44,True,0.8273484630853203,1.0,True,-4.902116031529003,5.0,0.926435793844546,,s007
a7ls1_a5c9f5b0756c66d5,realized_vol_24h,volatility_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,0.0007083185800651,0.1547403071180744,0.0064874602265992,,s007
a7ls1_a3172465a598bda1,"ZScore(Mean(funding_rate_state_last_ffill_8h,8))",funding_state_like,single,skel_a311ee3fdacdeca2,True,0.8259958824092694,1.0,True,-9.680686616130515,7.194034326159068,0.9947731005243364,,s007
a7ls1_048ef43969c2334e,"ZScore(Mean(realized_vol_24h,4))",volatility_like,single,skel_a311ee3fdacdeca2,True,0.8264866417696064,1.0,True,-4.89762680305477,9.610646953078128,0.9947780321927768,,s007
a7ls1_68bfb1f58447fcd0,"Mean(realized_vol_24h,4)",volatility_like,single,skel_1d39996e97d5ace0,True,0.8264866417696064,1.0,True,0.0008063564324909,0.1542262802769842,0.006436639122749,,s007
a7ls1_168e1ce1dbe62b11,"ZScore(Mean(realized_vol_24h,8))",volatility_like,single,skel_a311ee3fdacdeca2,True,0.8253375466819879,1.0,True,-4.879230180999078,9.609407183396415,0.9947780321927768,,s007
a7ls1_2dd66d34ee47190d,"Mean(realized_vol_24h,8)",volatility_like,single,skel_1d39996e97d5ace0,True,0.8253375466819879,1.0,True,0.0008800882206292,0.1539727680852243,0.0063676102560533,,s007
a7ls1_22c025090d2583d9,"ZScore(Mean(funding_state_x_basis_delta,72))",funding_state_like,single,skel_a311ee3fdacdeca2,True,0.8351886431102173,1.0,True,-9.634584138563245,9.695717761247606,0.9947731548063952,,s007
a7ls1_1bbb77ed80608faf,CSRank(median_quote_volume_168h),liquidity_like,single,skel_f6a3f0b03e9258f2,True,0.8273484630853203,1.0,True,0.0104166666666666,1.0,0.288659472541545,,s007
a7ls1_2cd8fdc583ebe905,"Clip(ZScore(log_quote_volume_168h),-3,3)",liquidity_like,single,skel_8a3e91f81074ce44,True,0.8273484630853203,1.0,True,-1.5974436995550776,3.9448336456985,0.9947780321927768,,s007
a7ls1_3fef13f54da25f55,"ZScore(Mean(volume_volatility_ratio_168h,72))",liquidity_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-2.3388140493679748,7.37356916427905,0.9947780321927768,,s007
a7ls1_70f191cc44f147b2,liquidity_rank_active_universe,liquidity_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,0.0036231884057971,1.0,0.2991585339668188,,s007
a7ls1_9564a9ed89800c25,median_quote_volume_168h,liquidity_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,11777.172105,858758901.44045,61746364.64184952,,s007
a7ls1_cd8d8f15b08721c8,CSRank(log_quote_volume_168h),liquidity_like,single,skel_f6a3f0b03e9258f2,True,0.8273484630853203,1.0,True,0.0104166666666666,1.0,0.288659472541545,,s007
a7ls1_d241f0e8b25e0eae,"Clip(ZScore(median_quote_volume_168h),-3,3)",liquidity_like,single,skel_8a3e91f81074ce44,True,0.8273484630853203,1.0,True,-0.2521881168109346,5.0,0.7406010518807198,,s007
a7ls1_dac89f3f47974fad,log_quote_volume_168h,liquidity_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,9.374003275810727,20.57099876818998,2.0282818368309807,,s007
a7ls1_1933d16382f9d834,"Mean(age_percentile_active_universe,24)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.820741166331514,1.0,True,0.2777777777777777,0.8242971887550539,0.0730108101422797,,s007
a7ls1_4d44c996c98eaa09,"Mean(log1p_listing_age_days,24)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.820741166331514,1.0,True,5.725964722853647,6.746974975805794,0.3294094151376469,,s007
a7ls1_b6803784df87ed01,"ZScore(Mean(age_x_volatility,72))",listing_age_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-4.511699954822682,9.302163367073383,0.9947780321927768,,s007
a7ls1_e4e3f51e81305b57,age_x_liquidity,listing_age_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,0.0213904750702638,6.747537621095109,1.9277675526631104,,s007
a7ls1_ec1bfb9adb5cb98a,rolling_coverage_168h,regime_state,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,1.0,1.0,0.0,,s007
a7ls1_2844189b51f931b9,"ZScore(Mean(realized_vol_168h,72))",volatility_like,single,skel_a311ee3fdacdeca2,True,0.834530307382936,1.0,True,-4.512820967723167,9.30798774741623,0.9947780321927768,,s007
a7ls1_4a98a63b7c1e3dca,"Mean(realized_vol_168h,72)",volatility_like,single,skel_1d39996e97d5ace0,True,0.834530307382936,1.0,True,0.0025262055940842,0.0724086604224566,0.0052616774032113,,s007
a7ls1_0962bfbf2388e87b,"Mul(CSRank(realized_vol_24h),Sign(Mean(listing_age_days,168)))",volatility_like|listing_age_like,gated_sign,skel_1a1b3fb29dff7328,True,0.820741166331514,1.0,True,0.0104166666666666,1.0,0.2886594725415449,,s007
a7ls1_1fb226785c2fa549,"Clip(ZScore(liquidity_rank_active_universe),-3,3)",liquidity_like,single,skel_8a3e91f81074ce44,True,0.8273484630853203,0.9999782986111112,True,-1.8624640353857995,1.73710527560459,0.9947780321927768,,s007
a7ls1_77c9500c0bdd0797,"Delta(listing_age_days,24)",listing_age_like,single,skel_1d39996e97d5ace0,True,0.8204538925596093,1.0,True,0.9999999999999432,155.0,21.164792698446696,,s007
a7ls1_019e2a6b6db8919f,realized_vol_72h,volatility_like,single,skel_ca36cd3eaf5a3a94,True,0.8273484630853203,1.0,True,0.0015908532128134,0.1071331459233869,0.0059570766770306,,s007
a7ls1_0d78b2798329d258,"Clip(ZScore(realized_vol_72h),-3,3)",volatility_like,single,skel_8a3e91f81074ce44,True,0.8273484630853203,1.0,True,-4.709987044738591,5.0,0.9243179781957848,,s007
a7ls1_9499b1b78a0720b8,CSRank(realized_vol_72h),volatility_like,single,skel_f6a3f0b03e9258f2,True,0.8273484630853203,1.0,True,0.0104166666666666,1.0,0.288659472541545,,s007
a7ls1_3e9ee8ef2949ba7f,"Mean(median_quote_volume_168h,4)",liquidity_like,single,skel_1d39996e97d5ace0,True,0.8264866417696064,1.0,True,11804.0656927526,850866074.9982605,61746418.29816432,,s007
a7ls1_53e3bf20136c09fc,"ZScore(Mean(log_quote_volume_168h,4))",liquidity_like,single,skel_a311ee3fdacdeca2,True,0.8264866417696064,1.0,True,-1.5920067011399857,3.943169105324272,0.9947780321927768,,s007
a7ls1_6d2c160d80c0c2b9,"ZScore(Mean(median_quote_volume_168h,4))",liquidity_like,single,skel_a311ee3fdacdeca2,True,0.8264866417696064,1.0,True,-0.2517185686161454,8.704312155105018,0.9947780321927768,,s007
