control_id,base_candidate_id,control_mode,control_class,expression,production_family,horizon,availability_mask,uses_same_mask_as_candidate,feature_available_lag_bars,promotable,allowed_in_a7v5_replay,block_reason,decision
a7v3_cross_symbol_self_reproduction_core3_12_013c9843e826__blocked_same_hour_execution_lag0_e886b206,a7v3_cross_symbol_self_reproduction_core3_12_013c9843e826,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_large_notional_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b__blocked_no_agg_mask_d0d8d33c,a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_large_notional_ratio_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b__blocked_zero_fill_core12_rank_5b05a1a6,a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_large_notional_ratio_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b__blocked_same_hour_execution_lag0_75c07b1f,a7v3_cross_symbol_self_reproduction_core3_12_a6d203c5d02b,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_large_notional_ratio_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2__blocked_no_agg_mask_e4ad98bf,a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_large_notional_share_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2__blocked_zero_fill_core12_rank_bb5dda72,a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_large_notional_share_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2__blocked_same_hour_execution_lag0_a2d785bb,a7v3_cross_symbol_self_reproduction_core3_12_c064bb0123c2,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_large_notional_share_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9__blocked_no_agg_mask_8659096a,a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_large_trade_count_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9__blocked_zero_fill_core12_rank_8c9d4b5c,a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_large_trade_count_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9__blocked_same_hour_execution_lag0_369ad4b9,a7v3_cross_symbol_self_reproduction_core3_12_31d1cba883e9,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_large_trade_count_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d__blocked_no_agg_mask_304b9dae,a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_large_trade_count_ratio_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d__blocked_zero_fill_core12_rank_9ad758db,a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_large_trade_count_ratio_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d__blocked_same_hour_execution_lag0_209f1db5,a7v3_cross_symbol_self_reproduction_core3_12_e3ead75a8a1d,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_large_trade_count_ratio_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f__blocked_no_agg_mask_7321a783,a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_large_count_share_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f__blocked_zero_fill_core12_rank_34c1b655,a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_large_count_share_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f__blocked_same_hour_execution_lag0_0164079a,a7v3_cross_symbol_self_reproduction_core3_12_1c29f8cb4d4f,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_large_count_share_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba__blocked_no_agg_mask_867cbef1,a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_large_notional_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba__blocked_zero_fill_core12_rank_98db4d1a,a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_large_notional_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba__blocked_same_hour_execution_lag0_a91f8998,a7v3_cross_symbol_self_reproduction_core3_12_862934a0beba,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_large_notional_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61__blocked_no_agg_mask_445e4065,a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_large_notional_ratio_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61__blocked_zero_fill_core12_rank_104bdae9,a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_large_notional_ratio_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61__blocked_same_hour_execution_lag0_89197161,a7v3_cross_symbol_self_reproduction_core3_12_1c78c0012d61,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_large_notional_ratio_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea__blocked_no_agg_mask_337f0fd6,a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_large_notional_share_100k_plus),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea__blocked_zero_fill_core12_rank_50f055a0,a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_large_notional_share_100k_plus))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea__blocked_same_hour_execution_lag0_e658f771,a7v3_cross_symbol_self_reproduction_core3_12_4e29de057aea,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_large_notional_share_100k_plus),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df__blocked_no_agg_mask_0b9f031a,a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_buy_sell_vwap_spread_bps),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df__blocked_zero_fill_core12_rank_9b689962,a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_buy_sell_vwap_spread_bps))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df__blocked_same_hour_execution_lag0_52719b12,a7v3_cross_symbol_self_reproduction_core3_12_bb03b4af14df,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_buy_sell_vwap_spread_bps),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193__blocked_no_agg_mask_84771e45,a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_buy_vwap),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193__blocked_zero_fill_core12_rank_d1abd168,a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_buy_vwap))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193__blocked_same_hour_execution_lag0_b4bd2dac,a7v3_cross_symbol_self_reproduction_core3_12_7b8730912193,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_buy_vwap),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d__blocked_no_agg_mask_45a194fa,a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_close_price),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d__blocked_zero_fill_core12_rank_8a5a66db,a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_close_price))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d__blocked_same_hour_execution_lag0_8f46fb2f,a7v3_cross_symbol_self_reproduction_core3_12_2aa4897d206d,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_close_price),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995__blocked_no_agg_mask_5061e924,a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_close_to_open_bps),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995__blocked_zero_fill_core12_rank_66105dcd,a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_close_to_open_bps))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995__blocked_same_hour_execution_lag0_d1bd800f,a7v3_cross_symbol_self_reproduction_core3_12_5b8e23e7a995,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_close_to_open_bps),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13__blocked_no_agg_mask_ce40ebb7,a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_high_price),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13__blocked_zero_fill_core12_rank_5eedf786,a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_high_price))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13__blocked_same_hour_execution_lag0_da69d8d2,a7v3_cross_symbol_self_reproduction_core3_12_b36df2c76f13,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_high_price),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021__blocked_no_agg_mask_5caa1812,a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021,no_agg_mask,blocked_before_replay,CrossSymbolZScore(agg_low_price),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021__blocked_zero_fill_core12_rank_1bef0b77,a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(CrossSymbolZScore(agg_low_price))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021__blocked_same_hour_execution_lag0_60450aca,a7v3_cross_symbol_self_reproduction_core3_12_a1f97bdc2021,same_hour_execution_lag0,blocked_before_replay,CrossSymbolZScore(agg_low_price),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c__blocked_no_agg_mask_24d3bef7,a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_buy_sell_vwap_spread_bps),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c__blocked_zero_fill_core12_rank_b0ef2849,a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_buy_sell_vwap_spread_bps))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c__blocked_same_hour_execution_lag0_d88a7ee2,a7v3_cross_symbol_self_reproduction_core3_12_e6dc36be281c,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_buy_sell_vwap_spread_bps),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_047676507255__blocked_no_agg_mask_15f37605,a7v3_cross_symbol_self_reproduction_core3_12_047676507255,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_buy_vwap),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_047676507255__blocked_zero_fill_core12_rank_6de8084c,a7v3_cross_symbol_self_reproduction_core3_12_047676507255,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_buy_vwap))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_047676507255__blocked_same_hour_execution_lag0_07e1bb51,a7v3_cross_symbol_self_reproduction_core3_12_047676507255,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_buy_vwap),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0__blocked_no_agg_mask_4e889975,a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_close_price),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0__blocked_zero_fill_core12_rank_f30c9889,a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_close_price))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0__blocked_same_hour_execution_lag0_c35c1f7b,a7v3_cross_symbol_self_reproduction_core3_12_6b5434b9d3e0,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_close_price),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2__blocked_no_agg_mask_0f117042,a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_close_to_open_bps),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2__blocked_zero_fill_core12_rank_d4af78b3,a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_close_to_open_bps))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2__blocked_same_hour_execution_lag0_75372717,a7v3_cross_symbol_self_reproduction_core3_12_ebecddb3e2c2,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_close_to_open_bps),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18__blocked_no_agg_mask_159bc6e4,a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_avg_trade_notional_24h),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18__blocked_zero_fill_core12_rank_a013fb1b,a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_avg_trade_notional_24h))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18__blocked_same_hour_execution_lag0_bbae61e0,a7v3_cross_symbol_self_reproduction_core3_12_f4575b842c18,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_avg_trade_notional_24h),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5__blocked_no_agg_mask_3631171b,a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_avg_trade_notional_4h),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5__blocked_zero_fill_core12_rank_a11e5e26,a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_avg_trade_notional_4h))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5__blocked_same_hour_execution_lag0_499511dc,a7v3_cross_symbol_self_reproduction_core3_12_47e5be39c3f5,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_avg_trade_notional_4h),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5__blocked_no_agg_mask_af627d9c,a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5,no_agg_mask,blocked_before_replay,RelativeToBTC(agg_close_to_open_bps_sum_24h),cross_symbol_self_reproduction_core3,12,,False,1,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5__blocked_zero_fill_core12_rank_69cc8e5d,a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5,zero_fill_core12_rank,blocked_before_replay,CrossSymbolRank(ZeroFill(RelativeToBTC(agg_close_to_open_bps_sum_24h))),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5__blocked_same_hour_execution_lag0_e68b6f57,a7v3_cross_symbol_self_reproduction_core3_12_2f57b0dad5f5,same_hour_execution_lag0,blocked_before_replay,RelativeToBTC(agg_close_to_open_bps_sum_24h),cross_symbol_self_reproduction_core3,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
