control_id,base_candidate_id,control_mode,control_class,expression,production_family,horizon,availability_mask,uses_same_mask_as_candidate,feature_available_lag_bars,promotable,allowed_in_a7v5_replay,block_reason,decision
a7v3_rolling_self_reproduction_12_c2840fce52e7__blocked_zero_fill_core12_rank_ec20cd9a,a7v3_rolling_self_reproduction_12_c2840fce52e7,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_underlying_trade_count,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_c2840fce52e7__blocked_same_hour_execution_lag0_e2e81d78,a7v3_rolling_self_reproduction_12_c2840fce52e7,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_036244059f53__blocked_no_agg_mask_d6fc47bc,a7v3_rolling_self_reproduction_12_036244059f53,no_agg_mask,blocked_before_replay,"Delta(agg_flow_imbalance_notional,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_036244059f53__blocked_zero_fill_core12_rank_63355c3c,a7v3_rolling_self_reproduction_12_036244059f53,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_flow_imbalance_notional,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_036244059f53__blocked_same_hour_execution_lag0_0757004b,a7v3_rolling_self_reproduction_12_036244059f53,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_flow_imbalance_notional,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_48c96a8c73a5__blocked_no_agg_mask_69c150b1,a7v3_rolling_self_reproduction_12_48c96a8c73a5,no_agg_mask,blocked_before_replay,"Delta(agg_flow_imbalance_qty,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_48c96a8c73a5__blocked_zero_fill_core12_rank_d031fa94,a7v3_rolling_self_reproduction_12_48c96a8c73a5,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_flow_imbalance_qty,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_48c96a8c73a5__blocked_same_hour_execution_lag0_ec0be9e9,a7v3_rolling_self_reproduction_12_48c96a8c73a5,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_flow_imbalance_qty,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d11c816fed03__blocked_no_agg_mask_fb4fef63,a7v3_rolling_self_reproduction_12_d11c816fed03,no_agg_mask,blocked_before_replay,"Delta(agg_sell_agg_trade_count,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d11c816fed03__blocked_zero_fill_core12_rank_6473029f,a7v3_rolling_self_reproduction_12_d11c816fed03,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_sell_agg_trade_count,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d11c816fed03__blocked_same_hour_execution_lag0_87b4e598,a7v3_rolling_self_reproduction_12_d11c816fed03,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_sell_agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_4076db4191a8__blocked_no_agg_mask_1019d4cc,a7v3_rolling_self_reproduction_12_4076db4191a8,no_agg_mask,blocked_before_replay,"Delta(agg_sell_notional,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_4076db4191a8__blocked_zero_fill_core12_rank_967a3c97,a7v3_rolling_self_reproduction_12_4076db4191a8,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_sell_notional,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_4076db4191a8__blocked_same_hour_execution_lag0_3f324662,a7v3_rolling_self_reproduction_12_4076db4191a8,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_sell_notional,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_53250b011c06__blocked_no_agg_mask_92549197,a7v3_rolling_self_reproduction_12_53250b011c06,no_agg_mask,blocked_before_replay,"Delta(agg_sell_notional_share,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_53250b011c06__blocked_zero_fill_core12_rank_eed2357f,a7v3_rolling_self_reproduction_12_53250b011c06,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_sell_notional_share,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_53250b011c06__blocked_same_hour_execution_lag0_bd20e4b3,a7v3_rolling_self_reproduction_12_53250b011c06,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_sell_notional_share,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_df17fd1669c2__blocked_no_agg_mask_9fddd38a,a7v3_rolling_self_reproduction_12_df17fd1669c2,no_agg_mask,blocked_before_replay,"Delta(agg_sell_quantity,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_df17fd1669c2__blocked_zero_fill_core12_rank_205bb869,a7v3_rolling_self_reproduction_12_df17fd1669c2,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_sell_quantity,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_df17fd1669c2__blocked_same_hour_execution_lag0_56ee0081,a7v3_rolling_self_reproduction_12_df17fd1669c2,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_sell_quantity,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_728a225c91f3__blocked_no_agg_mask_3e931276,a7v3_rolling_self_reproduction_12_728a225c91f3,no_agg_mask,blocked_before_replay,"Delta(agg_sell_underlying_trade_count,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_728a225c91f3__blocked_zero_fill_core12_rank_0f64d6ba,a7v3_rolling_self_reproduction_12_728a225c91f3,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_sell_underlying_trade_count,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_728a225c91f3__blocked_same_hour_execution_lag0_4bf8b19f,a7v3_rolling_self_reproduction_12_728a225c91f3,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_sell_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_8a0b1089e7ee__blocked_no_agg_mask_57f0f793,a7v3_rolling_self_reproduction_12_8a0b1089e7ee,no_agg_mask,blocked_before_replay,"Delta(agg_signed_aggressor_notional,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_8a0b1089e7ee__blocked_zero_fill_core12_rank_28b0cca3,a7v3_rolling_self_reproduction_12_8a0b1089e7ee,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_signed_aggressor_notional,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_8a0b1089e7ee__blocked_same_hour_execution_lag0_f7eafd94,a7v3_rolling_self_reproduction_12_8a0b1089e7ee,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_signed_aggressor_notional,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_326f0bf3595c__blocked_no_agg_mask_84f956aa,a7v3_rolling_self_reproduction_12_326f0bf3595c,no_agg_mask,blocked_before_replay,"Delta(agg_signed_aggressor_quantity,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_326f0bf3595c__blocked_zero_fill_core12_rank_698c0a7a,a7v3_rolling_self_reproduction_12_326f0bf3595c,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_signed_aggressor_quantity,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_326f0bf3595c__blocked_same_hour_execution_lag0_f996713b,a7v3_rolling_self_reproduction_12_326f0bf3595c,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_signed_aggressor_quantity,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_884eb7d070d4__blocked_no_agg_mask_268b7fd3,a7v3_rolling_self_reproduction_12_884eb7d070d4,no_agg_mask,blocked_before_replay,"Delta(agg_volume_imbalance,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_884eb7d070d4__blocked_zero_fill_core12_rank_98f5cbc9,a7v3_rolling_self_reproduction_12_884eb7d070d4,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_volume_imbalance,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_884eb7d070d4__blocked_same_hour_execution_lag0_db1f7d0a,a7v3_rolling_self_reproduction_12_884eb7d070d4,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_volume_imbalance,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_f6ab7e6dd801__blocked_no_agg_mask_87425c3f,a7v3_rolling_self_reproduction_12_f6ab7e6dd801,no_agg_mask,blocked_before_replay,"Delta(agg_buy_agg_trade_count,8)",rolling_self_reproduction,12,,False,8,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_f6ab7e6dd801__blocked_zero_fill_core12_rank_abb8e097,a7v3_rolling_self_reproduction_12_f6ab7e6dd801,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_agg_trade_count,8)))",rolling_self_reproduction,12,agg_features_available,True,8,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_f6ab7e6dd801__blocked_same_hour_execution_lag0_6fa17416,a7v3_rolling_self_reproduction_12_f6ab7e6dd801,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_agg_trade_count,8)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d75d988c32d5__blocked_no_agg_mask_d786811d,a7v3_rolling_self_reproduction_12_d75d988c32d5,no_agg_mask,blocked_before_replay,"Delta(agg_buy_notional,8)",rolling_self_reproduction,12,,False,8,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d75d988c32d5__blocked_zero_fill_core12_rank_3b1f0f58,a7v3_rolling_self_reproduction_12_d75d988c32d5,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_notional,8)))",rolling_self_reproduction,12,agg_features_available,True,8,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d75d988c32d5__blocked_same_hour_execution_lag0_46476d14,a7v3_rolling_self_reproduction_12_d75d988c32d5,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_notional,8)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_0301a5a557f5__blocked_no_agg_mask_7e94ca1a,a7v3_rolling_self_reproduction_12_0301a5a557f5,no_agg_mask,blocked_before_replay,"Delta(agg_buy_notional_share,8)",rolling_self_reproduction,12,,False,8,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_0301a5a557f5__blocked_zero_fill_core12_rank_20e36061,a7v3_rolling_self_reproduction_12_0301a5a557f5,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_notional_share,8)))",rolling_self_reproduction,12,agg_features_available,True,8,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_0301a5a557f5__blocked_same_hour_execution_lag0_7f59c194,a7v3_rolling_self_reproduction_12_0301a5a557f5,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_notional_share,8)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_7ecad0e91df9__blocked_no_agg_mask_7c3b40aa,a7v3_rolling_self_reproduction_12_7ecad0e91df9,no_agg_mask,blocked_before_replay,"Delta(agg_buy_quantity,8)",rolling_self_reproduction,12,,False,8,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_7ecad0e91df9__blocked_zero_fill_core12_rank_dbc3bddb,a7v3_rolling_self_reproduction_12_7ecad0e91df9,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_quantity,8)))",rolling_self_reproduction,12,agg_features_available,True,8,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_7ecad0e91df9__blocked_same_hour_execution_lag0_db33a40d,a7v3_rolling_self_reproduction_12_7ecad0e91df9,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_quantity,8)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f__blocked_no_agg_mask_06085f29,a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f,no_agg_mask,blocked_before_replay,"Delta(agg_buy_sell_notional_ratio,8)",rolling_self_reproduction,12,,False,8,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f__blocked_zero_fill_core12_rank_742bda6f,a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_sell_notional_ratio,8)))",rolling_self_reproduction,12,agg_features_available,True,8,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f__blocked_same_hour_execution_lag0_10ec59fb,a7v3_rolling_self_reproduction_12_c3d9f2a0cf7f,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_sell_notional_ratio,8)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_0962c2162f57__blocked_no_agg_mask_aebfe60b,a7v3_rolling_self_reproduction_12_0962c2162f57,no_agg_mask,blocked_before_replay,"Delta(agg_buy_underlying_trade_count,8)",rolling_self_reproduction,12,,False,8,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_0962c2162f57__blocked_zero_fill_core12_rank_f61aabb4,a7v3_rolling_self_reproduction_12_0962c2162f57,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_buy_underlying_trade_count,8)))",rolling_self_reproduction,12,agg_features_available,True,8,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_0962c2162f57__blocked_same_hour_execution_lag0_3600671d,a7v3_rolling_self_reproduction_12_0962c2162f57,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_buy_underlying_trade_count,8)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_516cbfa992f0__blocked_no_agg_mask_e0672103,a7v3_rolling_self_reproduction_12_516cbfa992f0,no_agg_mask,blocked_before_replay,"Delta(agg_large_count_share_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_516cbfa992f0__blocked_zero_fill_core12_rank_89682b0c,a7v3_rolling_self_reproduction_12_516cbfa992f0,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_large_count_share_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_516cbfa992f0__blocked_same_hour_execution_lag0_39e1fd92,a7v3_rolling_self_reproduction_12_516cbfa992f0,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_large_count_share_100k_plus,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_06bc331f04b7__blocked_no_agg_mask_1b78b4c4,a7v3_rolling_self_reproduction_12_06bc331f04b7,no_agg_mask,blocked_before_replay,"Delta(agg_large_notional_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_06bc331f04b7__blocked_zero_fill_core12_rank_f4234103,a7v3_rolling_self_reproduction_12_06bc331f04b7,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_large_notional_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_06bc331f04b7__blocked_same_hour_execution_lag0_fd260efc,a7v3_rolling_self_reproduction_12_06bc331f04b7,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_large_notional_100k_plus,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d97b2990ece1__blocked_no_agg_mask_e73aa581,a7v3_rolling_self_reproduction_12_d97b2990ece1,no_agg_mask,blocked_before_replay,"Delta(agg_large_notional_ratio_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d97b2990ece1__blocked_zero_fill_core12_rank_000d3783,a7v3_rolling_self_reproduction_12_d97b2990ece1,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_large_notional_ratio_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_d97b2990ece1__blocked_same_hour_execution_lag0_9776417b,a7v3_rolling_self_reproduction_12_d97b2990ece1,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_large_notional_ratio_100k_plus,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_50711bbdb709__blocked_no_agg_mask_87a10233,a7v3_rolling_self_reproduction_12_50711bbdb709,no_agg_mask,blocked_before_replay,"Delta(agg_large_notional_share_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_50711bbdb709__blocked_zero_fill_core12_rank_2a9f192a,a7v3_rolling_self_reproduction_12_50711bbdb709,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_large_notional_share_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_50711bbdb709__blocked_same_hour_execution_lag0_113ff0fa,a7v3_rolling_self_reproduction_12_50711bbdb709,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_large_notional_share_100k_plus,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_83a0c118f468__blocked_no_agg_mask_c9868ba9,a7v3_rolling_self_reproduction_12_83a0c118f468,no_agg_mask,blocked_before_replay,"Delta(agg_large_trade_count_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_83a0c118f468__blocked_zero_fill_core12_rank_f766ed2d,a7v3_rolling_self_reproduction_12_83a0c118f468,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_large_trade_count_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_83a0c118f468__blocked_same_hour_execution_lag0_42dcf30b,a7v3_rolling_self_reproduction_12_83a0c118f468,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_large_trade_count_100k_plus,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_f7de26c0e291__blocked_no_agg_mask_dcab2f7a,a7v3_rolling_self_reproduction_12_f7de26c0e291,no_agg_mask,blocked_before_replay,"Delta(agg_large_trade_count_ratio_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_f7de26c0e291__blocked_zero_fill_core12_rank_9220b07e,a7v3_rolling_self_reproduction_12_f7de26c0e291,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(Delta(agg_large_trade_count_ratio_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_f7de26c0e291__blocked_same_hour_execution_lag0_89cad5e4,a7v3_rolling_self_reproduction_12_f7de26c0e291,same_hour_execution_lag0,blocked_before_replay,"Delta(agg_large_trade_count_ratio_100k_plus,4)",rolling_self_reproduction,12,agg_features_available,True,0,False,False,same-hour close execution is forbidden for hourly aggTrades features,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_b0a749905102__blocked_no_agg_mask_a7ec4b23,a7v3_rolling_self_reproduction_12_b0a749905102,no_agg_mask,blocked_before_replay,"RollingMax(agg_large_count_share_100k_plus,4)",rolling_self_reproduction,12,,False,4,False,False,agg candidates must require agg_features_available,A7V4_BLOCKED_EXPECTED_CONTROL
a7v3_rolling_self_reproduction_12_b0a749905102__blocked_zero_fill_core12_rank_ec66d783,a7v3_rolling_self_reproduction_12_b0a749905102,zero_fill_core12_rank,blocked_before_replay,"CrossSymbolRank(ZeroFill(RollingMax(agg_large_count_share_100k_plus,4)))",rolling_self_reproduction,12,agg_features_available,True,4,False,False,missing agg rows cannot be converted into core12 zero-fill cross-sectional ranks,A7V4_BLOCKED_EXPECTED_CONTROL
