authorizes_alpha_proof,authorizes_bounded_reward_smoke,authorizes_full_reward_wave,authorizes_shadow_paper_live,candidate_cap,decision,eval_error_rows,generated_at,hours_per_split,metric_rows,near_miss_rows,output_selected_queue,proxy_control_variants,proxy_horizons,queue,queue_rows,reward_rows,runtime,selected_motif_count,selected_rows,selected_semantic_pair_count,selected_unique_blueprints,stage,strict_pass_rows,successive_halving,proxy_shard_id,source_file
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-06T21:17:42Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s044\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s044.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s044\proxy_runtime,2,2,2,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s044\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s044,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s044\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-06T21:27:22Z,720,5120,4,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s045\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s045.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s045\proxy_runtime,2,4,2,3,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,1,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s045\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s045,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s045\proxy_runtime\a7v3s9_proxy_manifest.json
False,False,False,False,128,HOLD_A7V3S9_PREREWARD_PROXY_NO_SELECTABLE,0,2026-07-06T21:16:59Z,720,5120,0,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s046\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s046.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s046\proxy_runtime,0,0,0,0,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s046\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s046,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s046\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-06T21:15:14Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s047\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s047.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s047\proxy_runtime,2,2,2,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s047\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s047,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s047\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-06T21:28:48Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s048\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s048.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s048\proxy_runtime,1,2,1,1,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s048\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s048,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s048\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-06T21:44:58Z,720,5120,1,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s049\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s049.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s049\proxy_runtime,1,1,1,1,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s049\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s049,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s049\proxy_runtime\a7v3s9_proxy_manifest.json
False,False,False,False,128,HOLD_A7V3S9_PREREWARD_PROXY_NO_SELECTABLE,0,2026-07-07T00:14:58Z,720,5120,0,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s050\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s050.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s050\proxy_runtime,0,0,0,0,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s050\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s050,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s050\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:18:22Z,720,5120,4,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s051\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s051.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s051\proxy_runtime,3,4,3,4,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,1,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s051\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s051,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s051\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:16:13Z,720,5120,1,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s052\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s052.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s052\proxy_runtime,1,1,1,1,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s052\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s052,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s052\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:17:45Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s053\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s053.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s053\proxy_runtime,2,2,2,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s053\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s053,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s053\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:32:33Z,720,5120,5,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s054\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s054.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s054\proxy_runtime,4,5,5,5,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s054\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s054,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s054\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:19:56Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s055\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s055.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s055\proxy_runtime,2,2,2,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s055\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s055,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s055\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:24:21Z,720,5120,1,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s056\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s056.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s056\proxy_runtime,1,1,1,1,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s056\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s056,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s056\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:26:16Z,720,5120,1,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s057\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s057.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s057\proxy_runtime,1,1,1,1,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s057\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s057,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s057\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:31:45Z,720,5120,1,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s058\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s058.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s058\proxy_runtime,1,1,1,1,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s058\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s058,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s058\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T00:42:42Z,720,5120,4,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s059\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s059.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s059\proxy_runtime,3,4,3,3,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s059\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s059,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s059\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T02:44:43Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s060\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s060.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s060\proxy_runtime,2,2,1,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s060\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s060,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s060\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T02:45:51Z,720,5120,3,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s061\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s061.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s061\proxy_runtime,3,3,3,3,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s061\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s061,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s061\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T02:47:05Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s062\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s062.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s062\proxy_runtime,2,2,2,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s062\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s062,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s062\proxy_runtime\a7v3s9_proxy_manifest.json
False,True,False,False,128,PASS_A7V3S9_PREREWARD_PROXY_SELECTED,0,2026-07-07T02:47:04Z,720,5120,2,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s063\proxy_runtime\a7v3s9_proxy_selected_for_reward.csv,"['one_bar_lag', 'stale_168h', 'time_shuffle']","[8, 24]",D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\queue_shards\a7search7_proxy_s063.csv,128,256,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s063\proxy_runtime,2,2,2,2,A7V3S9_PREREWARD_OOS_CONTROL_PROXY,0,"{'enabled': True, 'halving_keep_rows_requested': 128, 'halving_kept_rows': 128, 'stage1_control_variants': ['time_shuffle'], 'stage1_eval_error_rows': 0, 'stage1_horizons': [24], 'stage1_input_rows': 512, 'stage1_metric_rows': 5120, 'stage1_reward_rows': 512, 'stage1_runtime': 'D:\\HermesWorker\\runtime\\a7search8_seed_expansion_proxy_20260706\\shards\\a7search7_proxy_s063\\proxy_runtime\\stage1_halving'}",a7search7_proxy_s063,D:\HermesWorker\runtime\a7search8_seed_expansion_proxy_20260706\shards\a7search7_proxy_s063\proxy_runtime\a7v3s9_proxy_manifest.json
