a7ls_arm,next_wave_family,semantic_pair,motif,blueprint_id,source_seed_id,source_info_axis,source_stability_tier,source_info_axis_score,source_label_families_seen,source_horizons_seen,source_priority_rank,expression,field_tokens,operator_path,skeleton_key,production_key,selected_for_next_numeric,uses_may,notes,company_numeric_shard,checkpoint_key
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_05426c51880289aa,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_abs_168h,72))),Sign(ZScore(Mean(liquidity_rank_active_universe,72))))",liquidity_rank_active_universe;premium_abs_168h,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_1ea7b94ab3641091,prod_3407479021859c2b,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_05426c51880289aa
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_0b841b80c150b662,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(premium_close_bps,12),Mean(premium_close_bps,72)),ZScore(Mean(liquidity_rank_active_universe,72)))",liquidity_rank_active_universe;premium_close_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_3ef173dc2d385761,prod_9deabea0155e33ba,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_0b841b80c150b662
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_144836ed4c9e23a8,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_trade_basis_bps,1),Mean(mark_trade_basis_bps,8)),ZScore(Mean(liquidity_rank_active_universe,8)))",liquidity_rank_active_universe;mark_trade_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_a51443ccfbbe4d7b,prod_c9652873a85a2e9d,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_144836ed4c9e23a8
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_15ea69ef694aa7f2,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_abs_168h,12),ZScore(Mean(liquidity_rank_active_universe,12)))",liquidity_rank_active_universe;premium_abs_168h,Mul > Delta > ZScore > Mean,skel_4f022e2abd74ccfa,prod_2c5e7f432719a74f,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_15ea69ef694aa7f2
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_192d4a5d2755f5c7,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_close_bps,72),ZScore(Mean(liquidity_rank_active_universe,72)))",liquidity_rank_active_universe;premium_close_bps,Mul > Delta > ZScore > Mean,skel_a05a87b7b3f11240,prod_e6a524f823f33dd7,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_192d4a5d2755f5c7
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_224b5ae0b43b5b18,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_abs_168h,168),ZScore(Mean(liquidity_rank_active_universe,168)))",liquidity_rank_active_universe;premium_abs_168h,Mul > Delta > ZScore > Mean,skel_e61e68b48983bda6,prod_44242ca02d36a88b,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_224b5ae0b43b5b18
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_23966b9740b9e7b0,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_index_basis_bps,84),Mean(mark_index_basis_bps,504)),ZScore(Mean(liquidity_rank_active_universe,504)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_54b242ee3d5349b4,prod_9c242bcfb26849c3,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_23966b9740b9e7b0
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_23a19b543e393b04,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_close_bps,168),ZScore(Mean(liquidity_rank_active_universe,168)))",liquidity_rank_active_universe;premium_close_bps,Mul > Delta > ZScore > Mean,skel_a1d188a099720e0a,prod_6eb584fed7ee5f35,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_23a19b543e393b04
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_23dc84dce2bd6289,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(basis_abs_168h,336),ZScore(Mean(liquidity_rank_active_universe,336)))",basis_abs_168h;liquidity_rank_active_universe,Mul > Delta > ZScore > Mean,skel_ba4790f6b35b2eb0,prod_8c91ab49a5d6229e,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_23dc84dce2bd6289
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_25454ece4f2aedf2,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_abs_168h,504))),Sign(ZScore(Mean(liquidity_rank_active_universe,504))))",liquidity_rank_active_universe;premium_abs_168h,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_1a93bf51398ea4e5,prod_768a7c5af798cac8,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_25454ece4f2aedf2
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_2677255390f70bf3,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_close_bps,336))),Sign(ZScore(Mean(liquidity_rank_active_universe,336))))",liquidity_rank_active_universe;premium_close_bps,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_73432d7165ca0330,prod_b8329d3dbc25a1a3,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_2677255390f70bf3
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_27af589db94e9fe8,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(mark_trade_basis_bps,8))),Sign(ZScore(Mean(liquidity_rank_active_universe,8))))",liquidity_rank_active_universe;mark_trade_basis_bps,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_b012818f54223386,prod_1e61e8aed675741c,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_27af589db94e9fe8
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_293f7694694f7abb,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_index_basis_bps,4),Mean(mark_index_basis_bps,24)),ZScore(Mean(liquidity_rank_active_universe,24)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_69916b206e65c23d,prod_98ebb1b2848b6876,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_293f7694694f7abb
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_30f818174347d0d9,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(mark_index_basis_bps,72))),Sign(ZScore(Mean(liquidity_rank_active_universe,72))))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_8b6f379a32aed8e3,prod_2c8ffd7d03e1d85d,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_30f818174347d0d9
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_31bf091d40a733cd,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(basis_abs_168h,8))),Sign(ZScore(Mean(liquidity_rank_active_universe,8))))",basis_abs_168h;liquidity_rank_active_universe,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_cc71a3b2cd60b8e8,prod_8116e02476a7af1a,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_31bf091d40a733cd
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_31f65fca328c959b,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_trade_basis_bps,84),Mean(mark_trade_basis_bps,504)),ZScore(Mean(liquidity_rank_active_universe,504)))",liquidity_rank_active_universe;mark_trade_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_54b242ee3d5349b4,prod_d959658b5b9a0c0c,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_31f65fca328c959b
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_380d69adb3f0daf2,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(basis_abs_168h,72),ZScore(Mean(liquidity_rank_active_universe,72)))",basis_abs_168h;liquidity_rank_active_universe,Mul > Delta > ZScore > Mean,skel_0ddbf8db9485ab0d,prod_a294232975083bb8,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_380d69adb3f0daf2
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_38c62274ab60369d,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_index_basis_bps,12),Mean(mark_index_basis_bps,72)),ZScore(Mean(liquidity_rank_active_universe,72)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_e5b3f56efda261e8,prod_02ddb7c188bcccfa,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_38c62274ab60369d
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_3953a4273d340e83,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_trade_basis_bps,28),Mean(mark_trade_basis_bps,168)),ZScore(Mean(liquidity_rank_active_universe,168)))",liquidity_rank_active_universe;mark_trade_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_54b242ee3d5349b4,prod_8a7934059e9a95c2,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_3953a4273d340e83
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_3f6ad25310b8a75f,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_abs_168h,8))),Sign(ZScore(Mean(liquidity_rank_active_universe,8))))",liquidity_rank_active_universe;premium_abs_168h,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_b295004b0c648d51,prod_b2a7c1061f9dd9d2,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_3f6ad25310b8a75f
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_3ffebc5608328216,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_abs_168h,8),ZScore(Mean(liquidity_rank_active_universe,8)))",liquidity_rank_active_universe;premium_abs_168h,Mul > Delta > ZScore > Mean,skel_9ef2846b92a1b7de,prod_5df923ee79278f7f,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_3ffebc5608328216
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_42e2173d8198d906,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(liquidity_rank_active_universe,12))))",liquidity_rank_active_universe;premium_abs_168h,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_1ea7b94ab3641091,prod_7ba0e69afb765ec3,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_42e2173d8198d906
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_46437731f7d1c595,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(basis_abs_168h,84),Mean(basis_abs_168h,504)),ZScore(Mean(liquidity_rank_active_universe,504)))",basis_abs_168h;liquidity_rank_active_universe,Mul > Sub > Mean > Mean > ZScore > Mean,skel_645ee2b090a6d5b5,prod_ca371679ccd9d2b2,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_46437731f7d1c595
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_487c9e7eb0818101,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(mark_trade_basis_bps,72))),Sign(ZScore(Mean(liquidity_rank_active_universe,72))))",liquidity_rank_active_universe;mark_trade_basis_bps,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_8b6f379a32aed8e3,prod_6311c499993fc1c5,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_487c9e7eb0818101
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_4b6a90d5acf40bee,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_index_basis_bps,2),Mean(mark_index_basis_bps,12)),ZScore(Mean(liquidity_rank_active_universe,12)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_69916b206e65c23d,prod_8bda90a0ce6cea6d,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_4b6a90d5acf40bee
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_4d3c7120b5ba7a91,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(mark_trade_basis_bps,504))),Sign(ZScore(Mean(liquidity_rank_active_universe,504))))",liquidity_rank_active_universe;mark_trade_basis_bps,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_4b77affe39bdd649,prod_184958d42ce6ae32,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_4d3c7120b5ba7a91
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_5930109bb235f723,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_abs_168h,24),ZScore(Mean(liquidity_rank_active_universe,24)))",liquidity_rank_active_universe;premium_abs_168h,Mul > Delta > ZScore > Mean,skel_4f022e2abd74ccfa,prod_b51948e2ee802062,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_5930109bb235f723
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_59fdd7753b7f8131,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_close_bps,504),ZScore(Mean(liquidity_rank_active_universe,504)))",liquidity_rank_active_universe;premium_close_bps,Mul > Delta > ZScore > Mean,skel_a1d188a099720e0a,prod_64e5cd620b7628d8,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_59fdd7753b7f8131
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_5c903e7d8f042218,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(premium_close_bps,336),ZScore(Mean(liquidity_rank_active_universe,336)))",liquidity_rank_active_universe;premium_close_bps,Mul > Delta > ZScore > Mean,skel_a1d188a099720e0a,prod_1930525f369a7ebe,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_5c903e7d8f042218
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_5fa3ede59e5a51c3,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(liquidity_rank_active_universe,24))))",basis_abs_168h;liquidity_rank_active_universe,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_784fdbb13ebb2be3,prod_2ab8bca1ec0217eb,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_5fa3ede59e5a51c3
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_645bab4ac5ab7447,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_close_bps,12))),Sign(ZScore(Mean(liquidity_rank_active_universe,12))))",liquidity_rank_active_universe;premium_close_bps,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_67abe71dff4a68fc,prod_57111170092e0a19,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_645bab4ac5ab7447
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_681b95c6268aa9b4,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(basis_abs_168h,336))),Sign(ZScore(Mean(liquidity_rank_active_universe,336))))",basis_abs_168h;liquidity_rank_active_universe,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_dba6d5ca944aefab,prod_a0291f792b8d5b11,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_681b95c6268aa9b4
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_6d37490c2da758b3,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_index_basis_bps,56),Mean(mark_index_basis_bps,336)),ZScore(Mean(liquidity_rank_active_universe,336)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_54b242ee3d5349b4,prod_087a943be30a200a,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_6d37490c2da758b3
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,basis_abs_gate,a7ls9_6df6f20501009b16,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Abs(ZScore(Mean(premium_abs_168h,336))),Sign(ZScore(Mean(liquidity_rank_active_universe,336))))",liquidity_rank_active_universe;premium_abs_168h,Mul > Abs > ZScore > Mean > Sign > ZScore > Mean,skel_1a93bf51398ea4e5,prod_dfe91807db2c7e8f,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_6df6f20501009b16
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,typed_interaction,a7ls9_6e09f7abb8093820,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Delta(mark_index_basis_bps,168),ZScore(Mean(liquidity_rank_active_universe,168)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Delta > ZScore > Mean,skel_845a69c7c1374cf4,prod_d6d7770792b92db0,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_6e09f7abb8093820
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_6edbea4c9031d795,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(mark_index_basis_bps,28),Mean(mark_index_basis_bps,168)),ZScore(Mean(liquidity_rank_active_universe,168)))",liquidity_rank_active_universe;mark_index_basis_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_54b242ee3d5349b4,prod_bcc9b4934d4144af,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_6edbea4c9031d795
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_748ec9963793d1ac,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(premium_close_bps,2),Mean(premium_close_bps,12)),ZScore(Mean(liquidity_rank_active_universe,12)))",liquidity_rank_active_universe;premium_close_bps,Mul > Sub > Mean > Mean > ZScore > Mean,skel_1d1e85b1955f86a3,prod_e3fc44ede7ae2ec5,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_748ec9963793d1ac
A7LS9_F,basis_context_interaction,basis_premium_like|liquidity_rank_active_universe,spread_interaction,a7ls9_76a307c500df1f11,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.62555358873374,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,1000,"Mul(Sub(Mean(basis_abs_168h,28),Mean(basis_abs_168h,168)),ZScore(Mean(liquidity_rank_active_universe,168)))",basis_abs_168h;liquidity_rank_active_universe,Mul > Sub > Mean > Mean > ZScore > Mean,skel_645ee2b090a6d5b5,prod_4c83bce3d7a10fb9,True,False,A7LS9 information-axis queue; mechanism deduped; no search authorization.,a7ls10_s003,a7ls10_s003::a7ls9_76a307c500df1f11
