blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_priority_rank,skeleton_key,production_key,company_numeric_shard,blocker_family,distinct_label_count,distinct_horizon_count,label_families_seen,horizons_seen,field_tokens,field_count,operator_path,info_axis,candidate_review_provenance,stability_tier,info_axis_score
a7ls8_c1200c87f78914e0,"Mul(ZScore(Mean(age_x_volatility,24)),Sign(ZScore(Mean(premium_abs_168h,24))))",listing_age_like|regime_state,typed_gate,L0_raw_forward_return,8,-1.0,3,True,0.7211340369939209,0.0007180549167622,True,0.868153684693143,1.3228288127197387,True,0.000408669218112,-0.0001913307818879,-0.0011913307818879,95.64444444444445,A7LS8S005_NUMERIC_CLUE,2129,-6.551127042127018e-05,-0.2007636964534837,-0.0783979586522566,-0.3123934622291893,0.4983560356975106,2152,-0.0015947247535778,-6.323469521487662,-2.285039090962482,-2.6694328245819645,0.4544609665427509,2152,-0.0022722499748612,-6.871643699682292,-2.418279249077508,-2.778091272751935,0.437267657992565,2152,-0.000808669218112,-2.443672008384811,-0.868153684693143,-1.3228288127197387,0.4758364312267658,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_005\a7ls8_s005_label_response_metrics.csv,s005,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_d561e750928498d7,prod_cd9edd6b5f15a1dd,a7ls8_s005,numeric_clue,3,2,L0_raw_forward_return;L1_cross_sectional_relative_return;L3_liquidity_tier_relative_return,4;8,age_x_volatility;premium_abs_168h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,listing_x_basis_regime,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,55.698694998781264
a7ls8_8ca4ee0106e88b44,"ZScore(Mean(volume_volatility_ratio_168h,12))",volatility_like,zmean,L1_cross_sectional_relative_return,24,1.0,3,True,0.7867220589960014,0.0067045895008394,True,0.864479639077957,0.6113212739451135,True,0.0064631417637418,0.0058631417637418,0.0048631417637418,94.93333333333334,A7LS8S014_NUMERIC_CLUE,2125,0.0018779997239323,2.850038110875763,0.5705601709403121,0.1995405001745508,0.5967058823529412,2136,0.0050567937014828,9.08842137886364,1.8593655777583389,1.3822402795686906,0.5678838951310862,2136,0.0034892241587531,4.260266737319782,0.864479639077957,0.6113212739451135,0.5800561797752809,2136,0.0068631417637418,11.704495235793267,2.477563801489927,1.7487209153468102,0.6395131086142322,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_014\a7ls8_s014_label_response_metrics.csv,s014,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_ea729d0f96c7cddd,prod_6e3c34d087387940,a7ls8_s014,numeric_clue,2,1,L0_raw_forward_return;L1_cross_sectional_relative_return,24,volume_volatility_ratio_168h,1,ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,52.99858433858075
a7ls8_6b795baf594cab32,"ZScore(Mean(volume_volatility_ratio_168h,48))",volatility_like,zmean,L0_raw_forward_return,8,1.0,3,True,0.703953657481216,0.0018029338237303,True,0.6383791197251392,0.4770486229863674,True,0.0014263756966518,0.0008263756966518,-0.0001736243033481,95.64444444444445,A7LS8S014_NUMERIC_CLUE,2129,0.0002479612592944,0.6332210081201288,0.244990297421104,0.06303900142167,0.538750587130108,2152,0.0014337425600924,4.559915857611379,1.6176237268668776,1.4169538480712145,0.5381040892193308,2152,0.0008617833527797,1.9869176158506168,0.6383791197251392,0.4770486229863674,0.5622676579925651,2152,0.0018263756966518,5.409423671811389,1.875363961194557,1.6867008708007083,0.5785315985130112,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_014\a7ls8_s014_label_response_metrics.csv,s014,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_ea729d0f96c7cddd,prod_dd24431343cf82ed,a7ls8_s014,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,volume_volatility_ratio_168h,1,ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,48.86828195123232
a7ls8_f5751ecb91c82c83,"Mul(Delta(realized_vol_168h,168),ZScore(Mean(liquidity_rank_active_universe,168)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L3_liquidity_tier_relative_return,8,1.0,3,True,0.7887892563886693,0.0018771027604677,True,0.4788525663959257,0.0509069297140512,True,0.0014865511946894,0.0008865511946894,-0.0001134488053105,95.64444444444445,A7LS8S011_NUMERIC_CLUE,1984,0.0010023335206767,3.728615511361444,1.3277201301610178,1.1468361229500823,0.5418346774193549,2152,0.0002912572758703,1.4272484153866438,0.4788525663959257,0.0509069297140512,0.5199814126394052,2152,0.0010072395716943,3.762253790188888,1.4339279207823523,0.5312717413370261,0.5576208178438662,2152,0.0018865511946894,6.178135254462836,2.1818415944102725,1.9002051242203264,0.570631970260223,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_011\a7ls8_s011_label_response_metrics.csv,s011,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_80f4102c9447249d,prod_d2ed23cc624fee6d,a7ls8_s011,numeric_clue,1,1,L3_liquidity_tier_relative_return,8,liquidity_rank_active_universe;realized_vol_168h,2,Mul > Delta > ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,31.118749186627184
a7ls8_15990ea72bd3d233,"Mul(ZScore(Mean(top_long_short_account_ratio_last,12)),Sign(ZScore(Mean(mark_index_basis_bps,12))))",open_interest_like|mark_index_basis_bps,typed_gate,L5_vol_adjusted_return,1,-1.0,3,True,0.842559209922619,0.0167664361297183,True,1.070509901826207,1.070509901826207,True,0.0133563369000769,0.0127563369000769,0.0117563369000769,95.95555555555556,A7LS8S006_NUMERIC_CLUE,2148,-0.0109040395287789,-1.5808857142422006,-1.5808857142422006,-1.5808857142422006,0.4897579143389199,2159,-0.0161416019891077,-2.470736778332933,-2.470736778332933,-2.470736778332933,0.4719777674849467,2159,-0.0080222466720727,-1.070509901826207,-1.070509901826207,-1.070509901826207,0.5016211208893006,2159,-0.0137563369000769,-1.550523187704266,-1.550523187704266,-1.550523187704266,0.4872626215840667,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_006\a7ls8_s006_label_response_metrics.csv,s006,oi_positioning_expansion,A7LS8_D,a7ls6_21c0f89afdd37ca0,13,skel_c3fa2f34ab2b1537,prod_1089b228b834e839,a7ls8_s006,numeric_clue,1,1,L5_vol_adjusted_return,1,mark_index_basis_bps;top_long_short_account_ratio_last,2,Mul > ZScore > Mean > Sign > ZScore > Mean,positioning_x_basis,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,69.50238692812506
a7ls8_4081d680acfccc20,"ZScore(Mean(taker_buy_sell_volume_ratio_last,72))",open_interest_like|positioning_like,zmean,L3_liquidity_tier_relative_return,24,1.0,3,True,0.6297042663649519,0.0033364482947978,True,0.8081077975453385,-0.0718075881326274,True,0.0030022111488314,0.0024022111488314,0.0014022111488314,94.93333333333334,A7LS8S007_NUMERIC_CLUE,2113,0.0012441498505985,3.433763162596476,0.8347009526503172,-0.1064820956104209,0.5570279223852342,2136,0.0015266433773659,4.902930717016408,0.973869970257637,0.1226301163608029,0.528558052434457,2136,0.0016417644921447,3.9099970503892334,0.8081077975453385,-0.0718075881326274,0.5603932584269663,2136,0.0034022111488314,7.753996915804155,1.5567541138457264,0.9597498465109596,0.5852059925093633,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_007\a7ls8_s007_label_response_metrics.csv,s007,oi_positioning_expansion,A7LS8_D,a7ls6_21c0f89afdd37ca0,13,skel_c26f9f7bc4bee1be,prod_3d7da926ace90910,a7ls8_s007,numeric_clue,1,2,L3_liquidity_tier_relative_return,24;4,taker_buy_sell_volume_ratio_last,1,ZScore > Mean,positioning_flow,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,52.57662804050927
a7ls8_320a740ffd91d995,"ZScore(Mean(volume_volatility_ratio_168h,72))",volatility_like,zmean,L1_cross_sectional_relative_return,8,1.0,3,True,0.81362484053638,0.0015651854140469,True,0.9490735390981772,0.7507467549810145,True,0.0012307186080811,0.0006307186080811,-0.0003692813919188,95.64444444444445,A7LS8S013_NUMERIC_CLUE,2129,0.0005091143221633,1.3029742916799252,0.4842019967112036,0.3008461938517557,0.5434476279943635,2152,0.0013513439060571,4.302385610802666,1.5562819362914535,1.2820341087331175,0.520910780669145,2152,0.0011758758562785,2.8815096593786915,0.9490735390981772,0.7507467549810145,0.5701672862453532,2152,0.0016307186080811,4.925911584769874,1.7593177286985695,1.6279515750987674,0.5678438661710037,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_013\a7ls8_s013_label_response_metrics.csv,s013,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_ea729d0f96c7cddd,prod_c45b5f456f8553d8,a7ls8_s013,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,volume_volatility_ratio_168h,1,ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,39.62935923033939
a7ls8_4d9199423b98bdb0,"Mul(Delta(realized_vol_24h,168),ZScore(Mean(liquidity_rank_active_universe,168)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L3_liquidity_tier_relative_return,24,1.0,3,True,0.8467850642202084,0.0064058669755219,True,0.9666942583930892,-0.1614901971496768,True,0.0063081732541018,0.0057081732541018,0.0047081732541018,94.93333333333334,A7LS8S011_NUMERIC_CLUE,1968,0.0030014121232209,6.137426279775343,1.3092699711965945,0.5048073712523872,0.5386178861788617,2136,0.0017905415322374,5.5025818258071,1.1198702504201683,-0.1614901971496768,0.5327715355805244,2136,0.0025063879606219,4.907055357453153,0.9666942583930892,0.4349609537833562,0.5580524344569289,2136,0.0067081732541018,13.753895332627769,2.936423476665829,1.2622920857427031,0.6512172284644194,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_011\a7ls8_s011_label_response_metrics.csv,s011,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_3ff54a6654b242d3,prod_e10699d640358828,a7ls8_s011,numeric_clue,1,1,L3_liquidity_tier_relative_return,24,liquidity_rank_active_universe;realized_vol_24h,2,Mul > Delta > ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,37.510793829758136
a7ls8_0dddc36523b7f147,"Mul(ZScore(Mean(age_x_liquidity,168)),Sign(ZScore(Mean(volume_volatility_ratio_168h,168))))",listing_age_like|regime_state,typed_gate,L1_cross_sectional_relative_return,4,1.0,3,True,0.8199447516618775,0.0005377701274266,True,0.8160842114489997,0.7461681042804975,True,0.0001113579381029,-0.000488642061897,-0.001488642061897,95.82222222222222,A7LS8S003_NUMERIC_CLUE,2133,3.129513725806004e-05,0.1675150794407169,0.0857001650105754,0.0378514521191573,0.5297702766057196,2156,0.0002482766240719,1.6241795536481558,0.8160842114489997,0.7461681042804975,0.5255102040816326,2156,0.0003714500253556,2.6802289036842217,1.308884133330256,1.2113663487045685,0.5204081632653061,2156,0.0005113579381029,3.28252629458235,1.632114182295597,1.5601243558446964,0.5176252319109462,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_7d76f6fef6e34471,prod_5127ddf299e8e4ee,a7ls8_s003,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,age_x_liquidity;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,36.720415965260756
a7ls8_3f028a7f46a5ec53,"ZScore(Mean(realized_vol_24h,720))",volatility_like,zmean,L3_liquidity_tier_relative_return,8,-1.0,3,True,0.8449348136937636,0.0004215513278207,True,0.611021166414816,0.7836859855641555,True,7.576777483926249e-05,-0.0005242322251607,-0.0015242322251607,95.64444444444445,A7LS8S013_NUMERIC_CLUE,2129,-0.0012189833403278,-3.881927099861533,-1.3755816966629313,-1.4872037653771817,0.4443400657585721,2152,-0.0008593861294227,-3.1221645623258008,-1.0927646658422936,-1.1807207780816509,0.4688661710037174,2152,-0.0010140381553774,-3.17300195141115,-1.1091500930915534,-1.2651045582773033,0.4344795539033457,2152,-0.0004757677748392,-1.7369876681290763,-0.611021166414816,-0.7836859855641555,0.4618959107806691,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_013\a7ls8_s013_label_response_metrics.csv,s013,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_ac5eed543e3f1c3e,prod_6bf4823050e0ee0c,a7ls8_s013,numeric_clue,3,1,L0_raw_forward_return;L1_cross_sectional_relative_return;L3_liquidity_tier_relative_return,8,realized_vol_24h,1,ZScore > Mean,volatility,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,36.350059105877065
a7ls8_54c49993a98a161d,"Mul(ZScore(Mean(volume_volatility_ratio_168h,72)),Sign(ZScore(Mean(age_percentile_active_universe,72))))",volatility_like|age_percentile_active_universe,typed_gate,L0_raw_forward_return,8,1.0,3,True,0.8376509017981866,0.0015605040745834,True,0.8683420062288065,0.6209302204267401,True,0.0012154132331135,0.0006154132331135,-0.0003845867668864,95.64444444444445,A7LS8S010_NUMERIC_CLUE,2129,0.0004785244459438,1.253083292543198,0.4379415305285626,0.3431421722330802,0.5443870361672146,2152,0.0011049924988117,3.606033231202199,1.3074152233845688,1.0094261345314437,0.5148698884758365,2152,0.0010645427611742,2.5859700226000863,0.8683420062288065,0.6209302204267401,0.5673791821561338,2152,0.0016154132331135,4.880611781833093,1.7139521233226307,1.6415816869838142,0.5678438661710037,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_010\a7ls8_s010_label_response_metrics.csv,s010,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_aef221df4ed41920,prod_e6108fff31891614,a7ls8_s010,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,age_percentile_active_universe;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,36.168828382897495
a7ls8_4b1a7935f2ad12b6,"ZScore(Mean(realized_vol_24h,336))",volatility_like,zmean,L0_raw_forward_return,8,-1.0,3,True,0.9253429158816494,0.0013585528125409,True,1.4424713221642405,1.6347963480107706,True,0.0009646190484936,0.0003646190484936,-0.0006353809515063,95.64444444444445,A7LS8S014_NUMERIC_CLUE,2129,-0.0003356998638193,-0.8542771735072684,-0.3503514880498871,-0.4050727279645802,0.466416157820573,2152,-0.0013827025411267,-4.469956275137892,-1.5363480632832724,-1.7380615162159252,0.4674721189591078,2152,-0.0015210737597211,-4.096105119520591,-1.4424713221642405,-1.6347963480107706,0.4219330855018587,2152,-0.0013646190484936,-4.137695417205936,-1.468177634620969,-1.6691743235385907,0.4502788104089219,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_014\a7ls8_s014_label_response_metrics.csv,s014,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_ac5eed543e3f1c3e,prod_3ecc4b044ba6daf8,a7ls8_s014,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,24;8,realized_vol_24h,1,ZScore > Mean,volatility,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,35.04249971461454
a7ls8_4a328ce303575c7a,"Mul(ZScore(Mean(realized_vol_24h,336)),Sign(ZScore(Mean(age_percentile_active_universe,336))))",volatility_like|age_percentile_active_universe,typed_gate,L0_raw_forward_return,8,-1.0,3,True,0.921319568686914,0.0013551114931983,True,1.2826089057992989,1.3295783174989897,True,0.0009632205481961,0.0003632205481961,-0.0006367794518038,95.64444444444445,A7LS8S010_NUMERIC_CLUE,2129,-0.0001884802310185,-0.4855356419325679,-0.2065254236939693,-0.2886509146634533,0.4697040864255519,2152,-0.0010746724799758,-3.647356084035029,-1.2826089057992989,-1.3295783174989897,0.4800185873605948,2152,-0.0014120001719654,-3.827645658449639,-1.3397781372908,-1.564139120799969,0.4237918215613382,2152,-0.0013632205481961,-4.130239494820529,-1.458382242654645,-1.669816983610012,0.4521375464684015,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_010\a7ls8_s010_label_response_metrics.csv,s010,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_e6380fa9f63e8ce9,prod_0edfb18597c65f0f,a7ls8_s010,numeric_clue,2,1,L0_raw_forward_return;L1_cross_sectional_relative_return,8,age_percentile_active_universe;realized_vol_24h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,listing_lifecycle,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,30.997701956514966
a7ls8_6c90adb460732a85,"Mul(ZScore(Mean(age_percentile_active_universe,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,8,1.0,3,True,0.9235248254627936,0.001274965866345,True,0.9162434705271212,0.8223904714949922,True,0.0009394951532705,0.0003394951532705,-0.0006605048467294,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,0.0002801728287258,0.7841426332008431,0.2900499615344678,0.0741372677144407,0.533583842179427,2152,0.0012731168730738,4.364668832414561,1.56742157826038,1.3707681222235084,0.5278810408921933,2152,0.0010439107480353,2.736872002005432,0.9162434705271212,0.8223904714949922,0.5627323420074349,2152,0.0013394951532705,4.166381973868864,1.4730926698024045,1.2936954256683004,0.5590148698884758,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8e940096f44fde12,prod_16afc3075e647bf7,a7ls8_s004,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,age_percentile_active_universe;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,28.60214590323803
a7ls8_2330deaba368f672,"Mul(ZScore(Mean(log1p_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,8,1.0,3,True,0.9270282116400472,0.0012746730815483,True,0.9079094182179176,0.8027068121243267,True,0.0009457545392499,0.0003457545392499,-0.00065424546075,95.64444444444445,A7LS8S003_NUMERIC_CLUE,2129,0.0002787611269957,0.7801817658217312,0.2900499615344678,0.0741372677144407,0.533583842179427,2152,0.0012713407683626,4.359426779122539,1.56742157826038,1.3643478453995277,0.5278810408921933,2152,0.0010379345552304,2.7209816669998337,0.9079094182179176,0.8027068121243267,0.5627323420074349,2152,0.0013457545392499,4.187533351278647,1.4711441442865834,1.3024848960843431,0.5585501858736059,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_003\a7ls8_s003_label_response_metrics.csv,s003,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_a1c96a8fda6d0b5d,prod_ac049ebec9b8278c,a7ls8_s003,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,log1p_listing_age_days;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,28.099620116172762
a7ls8_72c4a92d4bce23b0,"Mul(ZScore(Mean(sqrt_listing_age_days,72)),ZScore(Mean(volume_volatility_ratio_168h,72)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,8,1.0,3,True,0.9270282116400472,0.0012746730815483,True,0.9079094182179176,0.8027068121243267,True,0.0009457545392499,0.0003457545392499,-0.00065424546075,95.64444444444445,A7LS8S004_NUMERIC_CLUE,2129,0.0002787611269957,0.7801817658217312,0.2900499615344678,0.0741372677144407,0.533583842179427,2152,0.0012713407683626,4.359426779122539,1.56742157826038,1.3643478453995277,0.5278810408921933,2152,0.0010379345552304,2.7209816669998337,0.9079094182179176,0.8027068121243267,0.5627323420074349,2152,0.0013457545392499,4.187533351278647,1.4711441442865834,1.3024848960843431,0.5585501858736059,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8c276be6b571d807,prod_70adbf8b343c4ca7,a7ls8_s004,numeric_clue,2,2,L0_raw_forward_return;L1_cross_sectional_relative_return,4;8,sqrt_listing_age_days;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,28.099620116172762
a7ls8_2367eb50a223457e,CSRank(age_x_liquidity),listing_age_like,rank,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8905570751670727,0.001310575744969,True,0.6700822451266237,0.9263747645542382,True,0.0009301333331332,0.0003301333331332,-0.0006698666668667,94.93333333333334,A7LS8S002_NUMERIC_CLUE,2136,-0.0027536268818869,-8.923680088085897,-1.7686794277469349,-2.4458145195860816,0.449438202247191,2136,-0.0008529445728187,-3.1365388145635897,-0.6700822451266237,-0.9263747645542382,0.4850187265917603,2136,-0.0016104589334599,-4.824008375618157,-0.9743978089847952,-1.4004840001279295,0.4555243445692883,2136,-0.0013301333331332,-4.422900988992397,-0.8946153564335598,-1.476726043863627,0.4648876404494382,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_002\a7ls8_s002_label_response_metrics.csv,s002,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_4c6b41d0ed49747b,prod_99cdb1078baf930e,a7ls8_s002,numeric_clue,1,1,L3_liquidity_tier_relative_return,24,age_x_liquidity,1,CSRank,listing_lifecycle,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,26.765101493509313
a7ls8_08366bd92df266b3,"Mul(ZScore(Mean(realized_vol_24h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.8526858507710042,0.0018168016155536,True,0.7944604549159893,0.0471130012571726,True,0.0014607612537683,0.0008607612537683,-0.0001392387462316,94.93333333333334,A7LS8S013_NUMERIC_CLUE,2113,0.0023456331439197,4.180596901603021,0.836293741323508,0.2906262300746984,0.5324183625177473,2136,0.0026702122624013,6.656785332976997,1.4064392155633592,0.8441368853910985,0.5402621722846442,2136,0.0116554292800644,18.41971578472161,3.7399017945876407,3.1898873359592805,0.6460674157303371,2136,0.0018607612537683,3.4290661794564024,0.7944604549159893,0.0471130012571726,0.5402621722846442,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_013\a7ls8_s013_label_response_metrics.csv,s013,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_fb24f749143da6bf,prod_929d881fdcb9dadc,a7ls8_s013,numeric_clue,1,1,L0_raw_forward_return,24,premium_close_bps;realized_vol_24h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,vol_x_basis,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,24.60316600001275
a7ls8_9153f18cd12c78eb,"Mul(ZScore(Mean(premium_close_bps,168)),Sign(ZScore(Mean(realized_vol_168h,168))))",basis_premium_like|realized_vol_168h,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.880007073776643,0.0014171931131258,True,0.5817993701761744,-0.1931024978447369,True,0.0010130561963007,0.0004130561963007,-0.0005869438036992,94.93333333333334,A7LS8S000_NUMERIC_CLUE,2113,0.001331021394307,2.8506399163329457,0.5557478692561951,-0.0214823822042259,0.5466161855182206,2136,0.001293531192077,3.015643874025211,0.6028881168331666,-0.0830438707862724,0.5210674157303371,2136,0.0060324145860305,13.16243049864718,2.689291866725665,2.162097077677436,0.6156367041198502,2136,0.0014130561963007,2.5451476844468583,0.5817993701761744,-0.1931024978447369,0.5594569288389513,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_000\a7ls8_s000_label_response_metrics.csv,s000,basis_vol_hybrid_expansion,A7LS8_E,a7ls6_4ec71bffe30b07a9,500,skel_f87bd98d9b482a28,prod_87951eab82f09a8b,a7ls8_s000,numeric_clue,1,1,L0_raw_forward_return,24,premium_close_bps;realized_vol_168h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,vol_x_basis,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S2_control_clean_probe,20.61167493475729
a7ls8_d255c81694fa3dbe,"ZScore(Mean(volume_volatility_ratio_168h,8))",volatility_like,zmean,L1_cross_sectional_relative_return,24,1.0,3,True,0.9735335912608858,0.0069611965963029,True,0.8964656334252151,0.4400055587070227,True,0.0067285800980896,0.0061285800980896,0.0051285800980896,94.93333333333334,A7LS8S014_NUMERIC_CLUE,2129,0.0020985033125824,3.178033176568607,0.6631974830518697,0.2696283457363176,0.5993424142790043,2136,0.0051294663564499,9.188939654789154,1.88423275374596,1.3535216786538165,0.5702247191011236,2136,0.0034829109563189,4.220047946129522,0.8964656334252151,0.4400055587070227,0.575374531835206,2136,0.0071285800980896,12.00894187739476,2.4651095569918766,2.1082452270284087,0.6381086142322098,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_014\a7ls8_s014_label_response_metrics.csv,s014,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_a99a58337b718c64,prod_5287055579ed44be,a7ls8_s014,numeric_clue,2,1,L0_raw_forward_return;L1_cross_sectional_relative_return,24,volume_volatility_ratio_168h,1,ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S3_multi_label_diagnostic,33.652991406265485
