blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_priority_rank,skeleton_key,production_key,company_numeric_shard,blocker_family,distinct_label_count,distinct_horizon_count,label_families_seen,horizons_seen,field_tokens,field_count,operator_path,info_axis,candidate_review_provenance,stability_tier,info_axis_score
a7ls8_c72b33b209156410,"Mul(ZScore(Mean(volume_volatility_ratio_168h,168)),Sign(ZScore(Mean(premium_close_bps,168))))",volatility_like|premium_close_bps,typed_gate,L5_vol_adjusted_return,8,-1.0,3,True,0.5556799710464734,0.0673774508528556,True,0.8454385512162635,1.1025826511974324,True,0.0589866323069166,0.0583866323069166,0.0573866323069166,95.64444444444445,A7LS8S013_NUMERIC_CLUE,2129,-0.0123403045125226,-0.6334667733706413,-0.1832752880414763,-0.6028879397980221,0.4640676373884452,2152,-0.0563741618567624,-2.9611012138534427,-1.043051690302711,-1.2142516845045346,0.4883828996282527,2152,-0.0884668360088556,-4.145158139692858,-1.4157421355760422,-1.7126494523382163,0.4814126394052044,2152,-0.0593866323069166,-2.4566703805388217,-0.8454385512162635,-1.1025826511974324,0.516728624535316,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_013\a7ls8_s013_label_response_metrics.csv,s013,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_47efbf7ac85ce602,prod_aac8f7b137e45ab8,a7ls8_s013,numeric_clue,3,2,L0_raw_forward_return;L1_cross_sectional_relative_return;L5_vol_adjusted_return,24;8,premium_close_bps;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,vol_liquidity_x_basis,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S0_strong_tradeable_probe,237.62555358873374
a7ls8_e72fb38deef88fd1,"Mul(Delta(realized_vol_168h,336),ZScore(Mean(liquidity_rank_active_universe,336)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L0_raw_forward_return,24,1.0,3,True,0.5462543886593951,0.0038332227353758,True,1.4217624672392768,0.8917008317339935,True,0.0035806559961482,0.0029806559961482,0.0019806559961482,94.93333333333334,A7LS8S011_NUMERIC_CLUE,1800,0.0033251544020843,5.394462013587874,1.0927966341918205,0.60806975885522,0.5588888888888889,2136,0.0026136528442471,6.759065625834205,1.4217624672392768,0.9076448362173446,0.5781835205992509,2136,0.0043426299350379,7.64277896906224,1.469500835046068,0.8917008317339935,0.5842696629213483,2136,0.0039806559961482,8.492019935563146,1.7249855510821308,1.0384942457523436,0.5767790262172284,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_011\a7ls8_s011_label_response_metrics.csv,s011,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_80f4102c9447249d,prod_d42183609b7bc5f4,a7ls8_s011,numeric_clue,3,3,L0_raw_forward_return;L1_cross_sectional_relative_return;L3_liquidity_tier_relative_return,24;4;8,liquidity_rank_active_universe;realized_vol_168h,2,Mul > Delta > ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S0_strong_tradeable_probe,79.51901906460569
a7ls8_50cc48d1881cc235,"Mul(ZScore(Mean(age_x_volatility,24)),ZScore(Mean(basis_abs_168h,24)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,24,-1.0,3,True,0.6165892896983689,0.0038465627493081,True,1.1050013241392118,1.425572088778587,True,0.003494558358581,0.002894558358581,0.001894558358581,94.93333333333334,A7LS8S004_NUMERIC_CLUE,2113,-0.0007869561621257,-1.6479120647518863,-0.3648424791791712,-0.5096308409270016,0.5002366303833412,2136,-0.0024383293177867,-5.510926638272091,-1.1050013241392118,-1.425572088778587,0.4555243445692883,2136,-0.0049850860085932,-8.525544181160322,-1.6468264322108597,-2.5133442052842647,0.4377340823970037,2136,-0.003894558358581,-7.047882545745048,-1.519326502765602,-2.290411985120787,0.4293071161048689,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_004\a7ls8_s004_label_response_metrics.csv,s004,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_0cfe845a63b4fddc,prod_6e28c2a14ac733dc,a7ls8_s004,numeric_clue,3,2,L0_raw_forward_return;L1_cross_sectional_relative_return;L3_liquidity_tier_relative_return,24;8,age_x_volatility;basis_abs_168h,2,Mul > ZScore > Mean > ZScore > Mean,listing_x_basis_regime,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S0_strong_tradeable_probe,74.64336057743303
a7ls8_9df18b0676270b10,"Mul(ZScore(Mean(volume_volatility_ratio_168h,24)),Sign(ZScore(Mean(age_percentile_active_universe,24))))",volatility_like|age_percentile_active_universe,typed_gate,L0_raw_forward_return,24,1.0,3,True,0.5907894131552254,0.0056085670184118,True,0.720200446527075,0.565180066618297,True,0.0053415789576987,0.0047415789576987,0.0037415789576987,94.93333333333334,A7LS8S010_NUMERIC_CLUE,2113,0.0017078155027645,2.702023175526884,0.567079749810798,0.2763376850322161,0.5896829152863228,2136,0.0041282733436512,7.589047420470697,1.5590393927794248,1.1243343012433629,0.5529026217228464,2136,0.0029586042854343,3.671385029746032,0.720200446527075,0.565180066618297,0.572565543071161,2136,0.0057415789576987,9.854270369856112,1.9687632381505693,1.62775148692852,0.6184456928838952,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_010\a7ls8_s010_label_response_metrics.csv,s010,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_aef221df4ed41920,prod_328a25f8ae09f10e,a7ls8_s010,numeric_clue,2,1,L0_raw_forward_return;L1_cross_sectional_relative_return,24,age_percentile_active_universe;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > Sign > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S0_strong_tradeable_probe,69.22514807606606
a7ls8_ef1c40f8512847a6,"Mul(Delta(mark_index_basis_bps,24),ZScore(Mean(volume_volatility_ratio_168h,24)))",basis_premium_like|volume_volatility_ratio_168h,typed_interaction,L3_liquidity_tier_relative_return,1,1.0,3,True,0.3980793154037132,0.0002254938487453,True,3.903546161773364,3.903546161773364,True,0.0003824139971807,-0.0002175860028192,-0.0012175860028192,95.95555555555556,A7LS8S002_NUMERIC_CLUE,2135,9.682949482698942e-05,0.917297098346846,0.917297098346846,0.917297098346846,0.5011709601873536,2159,0.0003458182673766,3.903546161773364,3.903546161773364,3.903546161773364,0.5516442797591478,2159,0.000477393530281,4.169879522546725,4.169879522546725,4.169879522546725,0.5609078276980083,2159,0.0007824139971807,5.881370671692042,5.881370671692042,5.881370671692042,0.5734136174154701,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_002\a7ls8_s002_label_response_metrics.csv,s002,basis_vol_hybrid_expansion,A7LS8_E,a7ls6_4ec71bffe30b07a9,500,skel_20740eff4b16181a,prod_1ba5cca8046135ca,a7ls8_s002,numeric_clue,1,1,L3_liquidity_tier_relative_return,1,mark_index_basis_bps;volume_volatility_ratio_168h,2,Mul > Delta > ZScore > Mean,vol_liquidity_x_basis,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,98.03520296977258
a7ls8_482dfb62f7e2d745,"Mul(Delta(realized_vol_72h,336),ZScore(Mean(liquidity_rank_active_universe,336)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L0_raw_forward_return,24,1.0,3,True,0.4934366307656897,0.0082955298241823,True,0.9345203500744272,0.0145523683339036,True,0.0080331260854859,0.0074331260854859,0.0064331260854859,94.93333333333334,A7LS8S011_NUMERIC_CLUE,1800,0.0037613861052589,5.9080665415877816,1.261145718565512,0.5209590524669421,0.5966666666666667,2136,0.0015670264414777,4.206674218920045,0.9345203500744272,0.0145523683339036,0.5196629213483146,2136,0.0039606526990962,7.037742855248613,1.4951115172692004,0.7123865165301712,0.5697565543071161,2136,0.0084331260854859,16.576579093398607,3.3903188167525475,2.564122981051581,0.6624531835205992,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_011\a7ls8_s011_label_response_metrics.csv,s011,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_3ff54a6654b242d3,prod_f09e712ca3655021,a7ls8_s011,numeric_clue,2,3,L0_raw_forward_return;L1_cross_sectional_relative_return,24;4;8,liquidity_rank_active_universe;realized_vol_72h,2,Mul > Delta > ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,85.81708078734988
a7ls8_88781e2be5f16b71,"ZScore(Mean(volume_volatility_ratio_168h,24))",volatility_like,zmean,L1_cross_sectional_relative_return,24,1.0,3,True,0.5610574269547097,0.0055940057357788,True,0.8149667044066256,0.4737375311056348,True,0.0053343372503435,0.0047343372503435,0.0037343372503435,94.93333333333334,A7LS8S014_NUMERIC_CLUE,2113,0.0016531147331643,2.5521995632301344,0.519983098269563,0.3176594633401761,0.5958353052531945,2136,0.0048160883281037,8.650286429332208,1.7792066058081,1.2771559453605317,0.5660112359550562,2136,0.0031771228095539,4.004120574386153,0.8149667044066256,0.4737375311056348,0.572565543071161,2136,0.0057343372503435,9.832025235927894,1.9680964492724184,1.618409055308498,0.6212546816479401,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_014\a7ls8_s014_label_response_metrics.csv,s014,volatility_core_expansion,A7LS8_A,a7ls6_4ec71bffe30b07a9,0,skel_ea729d0f96c7cddd,prod_142b4f8e32465516,a7ls8_s014,numeric_clue,2,1,L0_raw_forward_return;L1_cross_sectional_relative_return,24,volume_volatility_ratio_168h,1,ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,71.43847031182392
a7ls8_9e1977b259676394,"Mul(ZScore(Mean(age_percentile_active_universe,24)),ZScore(Mean(volume_volatility_ratio_168h,24)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,24,1.0,3,True,0.591442419134423,0.0049192508967075,True,0.6068409323507715,0.3196907197734083,True,0.0046665393274965,0.0040665393274965,0.0030665393274965,94.93333333333334,A7LS8S005_NUMERIC_CLUE,2113,0.001403875302247,2.3634141703611213,0.4757002222107346,0.1840201696213657,0.5769048745858968,2136,0.0045367759908526,8.855880684598016,1.8282867519021904,1.3092098374128565,0.5664794007490637,2136,0.0022415141368975,2.9451226966638497,0.6068409323507715,0.3196907197734083,0.5510299625468165,2136,0.0050665393274965,9.03925619518862,1.72822447422161,1.4023253840929495,0.6104868913857678,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_005\a7ls8_s005_label_response_metrics.csv,s005,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_8e940096f44fde12,prod_6db0034faf5d1a93,a7ls8_s005,numeric_clue,2,1,L0_raw_forward_return;L1_cross_sectional_relative_return,24,age_percentile_active_universe;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,65.35619391203872
a7ls8_82d57e01b30b8ad1,"Mul(ZScore(Mean(log1p_listing_age_days,24)),ZScore(Mean(volume_volatility_ratio_168h,24)))",listing_age_like|regime_state,typed_interaction,L0_raw_forward_return,24,1.0,3,True,0.5908199063489068,0.004925341592192,True,0.6010536375442689,0.3061062338428193,True,0.0046758565813299,0.0040758565813299,0.0030758565813299,94.93333333333334,A7LS8S005_NUMERIC_CLUE,2113,0.001403875302247,2.3634141703611213,0.4757002222107346,0.1840201696213657,0.5769048745858968,2136,0.0045390750374032,8.865373123603991,1.856006830694688,1.3092098374128565,0.5664794007490637,2136,0.0022643802119175,2.975494811224128,0.6010536375442689,0.3061062338428193,0.550561797752809,2136,0.0050758565813299,9.061428281614871,1.72822447422161,1.4023253840929495,0.6109550561797753,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_005\a7ls8_s005_label_response_metrics.csv,s005,listing_lifecycle_expansion,A7LS8_C,a7ls6_cbc157eb34ecc74e,9,skel_a1c96a8fda6d0b5d,prod_c20a85f4c44fe6d3,a7ls8_s005,numeric_clue,1,1,L0_raw_forward_return,24,log1p_listing_age_days;volume_volatility_ratio_168h,2,Mul > ZScore > Mean > ZScore > Mean,listing_x_vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,61.331054018477126
a7ls8_b476b26114cda7e1,"Mul(Delta(realized_vol_72h,168),ZScore(Mean(liquidity_rank_active_universe,168)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L3_liquidity_tier_relative_return,24,1.0,3,True,0.626577446252045,0.0055165319071513,True,0.9207214568589605,0.2634012223024823,True,0.0053752236286308,0.0047752236286308,0.0037752236286308,94.93333333333334,A7LS8S011_NUMERIC_CLUE,1968,0.0027182557675048,6.089090090465732,1.198916025358812,0.2860683367525713,0.5538617886178862,2136,0.0017700480495342,5.356687294377851,1.0726141786961003,0.3270105682873405,0.5323033707865169,2136,0.0024613821930587,4.947784919091363,0.9207214568589605,0.2634012223024823,0.5435393258426966,2136,0.0057752236286308,12.1306482982607,2.4864229762121024,1.3654740227490043,0.6128277153558053,G:\AlphaFactory_CryptoData\research_runtime\a7ls8_company_numeric\shard_011\a7ls8_s011_label_response_metrics.csv,s011,volatility_context_interaction,A7LS8_B,a7ls6_4ec71bffe30b07a9,0,skel_3ff54a6654b242d3,prod_8b056bc12360ccd4,a7ls8_s011,numeric_clue,1,2,L3_liquidity_tier_relative_return,24;8,liquidity_rank_active_universe;realized_vol_72h,2,Mul > Delta > ZScore > Mean,vol_liquidity,A7LS8 company numeric non-L7 clue; no discovery credit; no search authorization.,S1_good_numeric_probe,61.17213888474312
