source_blueprint_id,source_rank,canonical_accepted_rows,single_leg_accepted_rows,operator_neighbor_accepted_rows,accepted_rows,decision
a7search7_vp_a7search7_1e4d0178e8251298_24_canonical,4,0,0,0,0,HOLD_CANONICAL_DID_NOT_REPASS
