candidate_id,seed_lane,label_family,label_horizon_h,left_field,left_transform,operator,right_field,right_transform,split,cost_bps,orientation,sample_rows,corr_one_bar,one_bar_spread,one_bar_costed_spread,max_control_spread,control_ratio
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,2,-1.0,17345,0.006120092231125832,0.0005564188481749088,0.0001564188481749088,0.0024238583339600893,4.356175823142058
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,5,-1.0,17345,0.006120092231125832,0.0005564188481749088,-0.0004435811518250912,0.0024238583339600893,4.356175823142058
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,2,-1.0,26618,-0.000890913984242812,-0.0003767417144099315,-0.0007767417144099314,0.0015237207777216105,4.044470573448776
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,5,-1.0,26618,-0.000890913984242812,-0.0003767417144099315,-0.0013767417144099315,0.0015237207777216105,4.044470573448776
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,2,-1.0,36510,-0.0014483324236789648,0.0007344853086618745,0.00033448530866187447,0.0022180027633233214,3.019805484420376
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,5,-1.0,36510,-0.0014483324236789648,0.0007344853086618745,-0.00026551469133812553,0.0022180027633233214,3.019805484420376
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,2,-1.0,40958,-0.009281586696377332,-0.0010985839506192743,-0.0014985839506192742,0.001414294373125966,1.287379423601378
core26ce_S0_positioning_price_basis_fa7a5cdccc40ca,S0_positioning_price_basis,L1_cross_sectional_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,5,-1.0,40958,-0.009281586696377332,-0.0010985839506192743,-0.0020985839506192745,0.001414294373125966,1.287379423601378
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,2,1.0,17345,0.010762097200254851,6.935734710578501e-05,-0.000330642652894215,0.002581924967290844,37.22640895351502
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,5,1.0,17345,0.010762097200254851,6.935734710578501e-05,-0.000930642652894215,0.002581924967290844,37.22640895351502
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,2,1.0,26618,0.01044976439068845,0.002983926953626835,0.002583926953626835,0.0015698399205293693,0.5260986428040058
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,5,1.0,26618,0.01044976439068845,0.002983926953626835,0.001983926953626835,0.0015698399205293693,0.5260986428040058
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,2,1.0,36510,0.008321851080909635,0.0009428728279804466,0.0005428728279804466,0.0036484148334603216,3.869466512546465
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,5,1.0,36510,0.008321851080909635,0.0009428728279804466,-5.7127172019553465e-05,0.0036484148334603216,3.869466512546465
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,2,1.0,40958,0.006637666669713479,0.004413135227376089,0.004013135227376089,0.003337166533481333,0.7561895028232586
core26ce_S0_positioning_price_basis_1572b807bf8d0c,S0_positioning_price_basis,L1_cross_sectional_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,5,1.0,40958,0.006637666669713479,0.004413135227376089,0.0034131352273760887,0.003337166533481333,0.7561895028232586
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,2,-1.0,17345,0.004256672535575749,0.0007838554227641344,0.0003838554227641344,0.0020605946317045674,2.628794254479004
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,5,-1.0,17345,0.004256672535575749,0.0007838554227641344,-0.0002161445772358656,0.0020605946317045674,2.628794254479004
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,2,-1.0,26618,-0.000682237561225061,-0.00025196687556199525,-0.0006519668755619952,0.0017172441247542101,6.8153566651331134
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,5,-1.0,26618,-0.000682237561225061,-0.00025196687556199525,-0.0012519668755619953,0.0017172441247542101,6.8153566651331134
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,2,-1.0,36510,-0.0013118020311243146,0.0008827882815563011,0.00048278828155630106,0.002143623104029781,2.428241458133887
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,5,-1.0,36510,-0.0013118020311243146,0.0008827882815563011,-0.00011721171844369894,0.002143623104029781,2.428241458133887
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,2,-1.0,40958,-0.008799318643573912,-0.001243989567778367,-0.001643989567778367,0.0012064433356238778,0.9698178882468099
core26ce_S0_positioning_price_basis_3f8d60c561983b,S0_positioning_price_basis,L3_liquidity_tier_relative_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,5,-1.0,40958,-0.008799318643573912,-0.001243989567778367,-0.002243989567778367,0.0012064433356238778,0.9698178882468099
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,2,-1.0,17345,0.009965074899280368,9.594137515634262e-05,-0.0003040586248436574,0.0022184646179616335,23.12312716329637
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,5,-1.0,17345,0.009965074899280368,9.594137515634262e-05,-0.0009040586248436574,0.0022184646179616335,23.12312716329637
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,2,-1.0,26618,0.007000578953584379,-0.0024612427568077716,-0.002861242756807772,0.0013926889711238042,0.5658478698501564
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,5,-1.0,26618,0.007000578953584379,-0.0024612427568077716,-0.0034612427568077716,0.0013926889711238042,0.5658478698501564
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,2,-1.0,36510,0.006120841187496285,-5.489418793800662e-05,-0.00045489418793800664,0.00204158125022312,37.19120961455389
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,5,-1.0,36510,0.006120841187496285,-5.489418793800662e-05,-0.0010548941879380065,0.00204158125022312,37.19120961455389
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,2,-1.0,40958,0.007054802459055754,-0.004429423745935678,-0.004829423745935678,0.0033013325703290662,0.7453187501778943
core26ce_S0_positioning_price_basis_f541f4f9ffbe9a,S0_positioning_price_basis,L3_liquidity_tier_relative_return,24,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,recent_oos_2026JanApr,5,-1.0,40958,0.007054802459055754,-0.004429423745935678,-0.005429423745935678,0.0033013325703290662,0.7453187501778943
core26ce_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,2,1.0,17345,0.04769820105615916,0.006582596609139504,0.006182596609139504,0.009280603879135325,1.4098697566017968
core26ce_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,train_2024,5,1.0,17345,0.04769820105615916,0.006582596609139504,0.005582596609139504,0.009280603879135325,1.4098697566017968
core26ce_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,2,1.0,26618,-0.009922749207457593,-0.001280598788313568,-0.001680598788313568,0.0033458436995861475,2.6127181519454026
core26ce_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,validation_2025H1,5,1.0,26618,-0.009922749207457593,-0.001280598788313568,-0.002280598788313568,0.0033458436995861475,2.6127181519454026
core26ce_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,2,1.0,36510,0.002078187820752135,-0.00017694033153227404,-0.000576940331532274,0.0029825588569214736,16.85629743706823
core26ce_S0_positioning_price_basis_60b5701c888216,S0_positioning_price_basis,L0_raw_forward_return,8,top_long_short_position_ratio_last,delta_4h,Sub,trade_return_24h,delta_4h,test_2025H2,5,1.0,36510,0.002078187820752135,-0.00017694033153227404,-0.001176940331532274,0.0029825588569214736,16.85629743706823
