machine,venue,market_type,data_family,dataset_root,files,known_size_bytes,size_known_files,known_rows_in_metadata_samples,symbols,symbol_count,months,month_count,start,end,fields,sealed_files,row_data_read,qualification
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ALGOUSDT\1m,28,2267980,3,0,ALGOUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\APEUSDT\1m,28,2455988,3,0,APEUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\API3USDT\1m,28,2403979,3,0,API3USDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\APTUSDT\1m,28,2524017,3,0,APTUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ARBUSDT\1m,28,2590775,3,0,ARBUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ARUSDT\1m,28,2189269,3,0,ARUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ATOMUSDT\1m,28,2535283,3,0,ATOMUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\AXSUSDT\1m,28,2443589,3,0,AXSUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\BANDUSDT\1m,28,2360056,3,0,BANDUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\BATUSDT\1m,28,1957698,3,0,BATUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\BLURUSDT\1m,28,2512121,3,0,BLURUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\BOMEUSDT\1m,26,2182373,3,0,BOMEUSDT,1,2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,26,2024-03-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\CELOUSDT\1m,28,2221092,3,0,CELOUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\CHZUSDT\1m,28,2374049,3,0,CHZUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\DASHUSDT\1m,28,1938309,3,0,DASHUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ETCUSDT\1m,28,2519835,3,0,ETCUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\GMXUSDT\1m,28,2289775,3,0,GMXUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\HBARUSDT\1m,28,2289839,3,0,HBARUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\KNCUSDT\1m,28,2124371,3,0,KNCUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
