machine,venue,market_type,data_family,dataset_root,files,known_size_bytes,size_known_files,known_rows_in_metadata_samples,symbols,symbol_count,months,month_count,start,end,fields,sealed_files,row_data_read,qualification
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,AGG_TRADES,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_daily_raw\futures_um\daily\aggTrades,60,0,0,0,BTCUSDT|ETHUSDT|SOLUSDT,3,2026-05,1,2026-05-01,,,60,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,AGG_TRADES,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\aggtrades_package_a_raw\futures_um\aggTrades,308,596570978,3,0,AVAXUSDT|BCHUSDT|BNBUSDT|BTCUSDT|DOGEUSDT|ETHUSDT|LINKUSDT|LTCUSDT|SOLUSDT|SUIUSDT|XRPUSDT,11,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,AGG_TRADES,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\silver\binance_vision\futures_agg_trades_chunked,1,1637482199,1,40294620,BTCUSDT,1,2024-01,1,2024-01-01 00:00:00.038000+00:00,2024-01-31 23:59:59.885000+00:00,agg_trade_id|buy_notional|buy_quantity|data_type|event_time|first_trade_id|is_buyer_maker|last_trade_id|market|month|notional|price|quantity|sell_notional|sell_quantity|signed_aggressor_notional|signed_aggressor_quantity|source|source_file|symbol|transact_time,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\daily_universe498_may2026_patch\premiumIndexKlines,12447,0,0,0,0GUSDT|1000000BOBUSDT|1000000MOGUSDT|1000BONKUSDT|1000CATUSDT|1000CHEEMSUSDT|1000FLOKIUSDT|1000LUNCUSDT|1000PEPEUSDT|1000RATSUSDT|1000SATSUSDT|1000SHIBUSDT|1000XECUSDT|1INCHUSDT|1MBABYDOGEUSDT|2ZUSDT|AAVEUSDT|ACEUSDT|ACHUSDT|ACTUSDT|ACUUSDT|ACXUSDT|ADAUSDT|AERGOUSDT|AEROUSDT|AEVOUSDT|AGLDUSDT|AGTUSDT|AIAUSDT|AINUSDT|AIOTUSDT|AIOUSDT|AIXBTUSDT|AKEUSDT|AKTUSDT|ALCHUSDT|ALGOUSDT|ALICEUSDT|ALLOUSDT|ALLUSDT|ALPINEUSDT|ALTUSDT|ANIMEUSDT|ANKRUSDT|APEUSDT|API3USDT|APRUSDT|APTUSDT|ARBUSDT|ARCUSDT|ARIAUSDT|ARKMUSDT|ARKUSDT|ARPAUSDT|ARUSDT|ASRUSDT|ASTERUSDT|ASTRUSDT|ATHUSDT|ATOMUSDT|ATUSDT|AUCTIONUSDT|AVAAIUSDT|AVAUSDT|AVAXUSDT|AVNTUSDT|AWEUSDT|AXLUSDT|AXSUSDT|B2USDT|BABYUSDT|BANANAS31USDT|BANANAUSDT|BANDUSDT|BANKUSDT|BANUSDT|BARDUSDT|BASUSDT|BATUSDT|BBUSDT|BCHUSDT|BEAMXUSDT|BEATUSDT|BELUSDT|BERAUSDT|BICOUSDT|BIGTIMEUSDT|BIOUSDT|BLESSUSDT|BLUAIUSDT|BLURUSDT|BMTUSDT|BNBUSDT|BNTUSDT|BOMEUSDT|BRETTUSDT|BREVUSDT|BROCCOLI714USDT|BROCCOLIF3BUSDT|BRUSDT|BSVUSDT|BTCUSDT|BTRUSDT|BULLAUSDT|C98USDT|CAKEUSDT|CARVUSDT|CATIUSDT|CCUSDT|CELOUSDT|CELRUSDT|CETUSUSDT|CFXUSDT|CGPTUSDT|CHILLGUYUSDT|CHRUSDT|CHZUSDT|CKBUSDT|CLANKERUSDT|CLOUSDT|COAIUSDT|COLLECTUSDT|COMPUSDT|COOKIEUSDT|COSUSDT|COTIUSDT|COWUSDT|CROSSUSDT|CRVUSDT|CTKUSDT|CTSIUSDT|CVCUSDT|CVXUSDT|CYBERUSDT|CYSUSDT|DASHUSDT|DEEPUSDT|DEXEUSDT|DIAUSDT|DODOXUSDT|DOGEUSDT|DOGSUSDT|DOLOUSDT|DOODUSDT|DOTUSDT|DRIFTUSDT|DUSKUSDT|DYDXUSDT|DYMUSDT|EDENUSDT|EDUUSDT|EGLDUSDT|EIGENUSDT|ELSAUSDT|ENAUSDT|ENJUSDT|ENSOUSDT|ENSUSDT|EPICUSDT|ERAUSDT|ESPORTSUSDT|ETCUSDT|ETHFIUSDT|ETHUSDT|ETHWUSDT|EULUSDT|EVAAUSDT|FARTCOINUSDT|FETUSDT|FFUSDT|FHEUSDT|FIDAUSDT|FILUSDT|FLOCKUSDT|FLOWUSDT|FLUIDUSDT|FLUXUSDT|FOGOUSDT|FOLKSUSDT|FORMUSDT|FRAXUSDT|GALAUSDT|GASUSDT|GIGGLEUSDT|GLMUSDT|GMTUSDT|GMXUSDT|GOATUSDT|GPSUSDT|GRASSUSDT|GRIFFAINUSDT|GRTUSDT|GTCUSDT|GUAUSDT|GUNUSDT|HAEDALUSDT|HANAUSDT|HBARUSDT|HEIUSDT|HEMIUSDT|HFTUSDT|HIGHUSDT|HIVEUSDT|HMSTRUSDT|HOLOUSDT|HOMEUSDT|HOTUSDT|HUMAUSDT|HYPERUSDT|HYPEUSDT|ICNTUSDT|ICPUSDT|ICXUSDT|IDOLUSDT|IDUSDT|ILVUSDT|IMXUSDT|INITUSDT|INJUSDT|INUSDT|IOSTUSDT|IOTAUSDT|IOTXUSDT|IOUSDT|IPUSDT|IRYSUSDT|JASMYUSDT|JCTUSDT|JELLYJELLYUSDT|JOEUSDT|JSTUSDT|JTOUSDT|JUPUSDT|KAIAUSDT|KAITOUSDT|KASUSDT|KAVAUSDT|KERNELUSDT|KGENUSDT|KITEUSDT|KMNOUSDT|KNCUSDT|KOMAUSDT|KSMUSDT|LABUSDT|LAUSDT|LAYERUSDT|LDOUSDT|LIGHTUSDT|LINEAUSDT|LINKUSDT|LISTAUSDT|LITUSDT|LPTUSDT|LQTYUSDT|LSKUSDT|LTCUSDT|LUMIAUSDT|LUNA2USDT|LYNUSDT|MAGICUSDT|MAGMAUSDT|MANAUSDT|MANTAUSDT|MASKUSDT|MAVIAUSDT|MAVUSDT|MBOXUSDT|MELANIAUSDT|MEMEUSDT|MERLUSDT|METISUSDT|METUSDT|MEUSDT|MEWUSDT|MINAUSDT|MIRAUSDT|MITOUSDT|MMTUSDT|MOCAUSDT|MONUSDT|MOODENGUSDT|MORPHOUSDT|MOVEUSDT|MOVRUSDT|MTLUSDT|MUBARAKUSDT|MYXUSDT|NAORISUSDT|NEARUSDT|NEIROUSDT|NEOUSDT|NEWTUSDT|NFPUSDT|NIGHTUSDT|NILUSDT|NMRUSDT|NOMUSDT|NOTUSDT|NXPCUSDT|OGNUSDT|OGUSDT|ONDOUSDT|ONEUSDT|ONGUSDT|ONTUSDT|ONUSDT|OPENUSDT|OPUSDT|ORCAUSDT|ORDERUSDT|ORDIUSDT|PARTIUSDT|PAXGUSDT|PENDLEUSDT|PENGUUSDT|PEOPLEUSDT|PHAUSDT|PIEVERSEUSDT|PIPPINUSDT|PIXELUSDT|PLAYUSDT|PLUMEUSDT|PNUTUSDT|POLUSDT|POLYXUSDT|POPCATUSDT|PORTALUSDT|POWERUSDT|POWRUSDT|PROMPTUSDT|PROMUSDT|PROVEUSDT|PTBUSDT|PUMPBTCUSDT|PUMPUSDT|PUNDIXUSDT|PYTHUSDT|QNTUSDT|QTUMUSDT|RAREUSDT|RAVEUSDT|RAYSOLUSDT|RECALLUSDT|REDUSDT|RENDERUSDT|RESOLVUSDT|REZUSDT|RIFUSDT|RIVERUSDT|RLCUSDT|RONINUSDT|ROSEUSDT|RPLUSDT|RSRUSDT|RUNEUSDT|RVNUSDT|SAFEUSDT|SAGAUSDT|SAHARAUSDT|SANDUSDT|SANTOSUSDT|SAPIENUSDT|SCRTUSDT|SCRUSDT|SEIUSDT|SENTUSDT|SFPUSDT|SHELLUSDT|SIGNUSDT|SIRENUSDT|SKLUSDT|SKRUSDT|SKYAIUSDT|SKYUSDT|SLPUSDT|SNXUSDT|SOLUSDT|SOLVUSDT|SOMIUSDT|SONICUSDT|SOONUSDT|SOPHUSDT|SPACEUSDT|SPELLUSDT|SPKUSDT|SPORTFUNUSDT|SPXUSDT|SQDUSDT|SSVUSDT|STABLEUSDT|STBLUSDT|STEEMUSDT|STGUSDT|STORJUSDT|STOUSDT|STRKUSDT|STXUSDT|SUIUSDT|SUNUSDT|SUPERUSDT|SUSHIUSDT|SWARMSUSDT|SXTUSDT|SYNUSDT|SYRUPUSDT|TACUSDT|TAGUSDT|TAIKOUSDT|TAKEUSDT|TAOUSDT|TAUSDT|THETAUSDT|THEUSDT|TIAUSDT|TLMUSDT|TNSRUSDT|TONUSDT|TOSHIUSDT|TOWNSUSDT|TRADOORUSDT|TRBUSDT|TREEUSDT|TRUMPUSDT|TRUSTUSDT|TRUTHUSDT|TRXUSDT|TSTUSDT|TURBOUSDT|TURTLEUSDT|TUTUSDT|TWTUSDT|UAIUSDT|UBUSDT|UMAUSDT|UNIUSDT|USDCUSDT|USELESSUSDT|USTCUSDT|USUALUSDT|USUSDT|VANAUSDT|VANRYUSDT|VELODROMEUSDT|VELVETUSDT|VETUSDT|VICUSDT|VIRTUALUSDT|VTHOUSDT|VVVUSDT|WALUSDT|WAXPUSDT|WCTUSDT|WETUSDT|WIFUSDT|WLDUSDT|WLFIUSDT|WOOUSDT|XAIUSDT|XANUSDT|XLMUSDT|XMRUSDT|XNYUSDT|XPINUSDT|XPLUSDT|XRPUSDT|XTZUSDT|XVGUSDT|XVSUSDT|YBUSDT|YFIUSDT|YGGUSDT|ZAMAUSDT|ZBTUSDT|ZECUSDT|ZENUSDT|ZEREBROUSDT|ZETAUSDT|ZILUSDT|ZKCUSDT|ZKPUSDT|ZKUSDT|ZORAUSDT|ZROUSDT|ZRXUSDT,485,2026-05,1,2026-05-01,,,12447,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\1000BONKUSDT\1m,28,2523737,3,0,1000BONKUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\1000FLOKIUSDT\1m,28,2295919,3,0,1000FLOKIUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\1INCHUSDT\1m,28,2150910,3,0,1INCHUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\AAVEUSDT\1m,28,2419198,3,0,AAVEUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ACEUSDT\1m,28,2408542,3,0,ACEUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
DESKTOP-7877972,BINANCE,PERPETUAL_OR_FUTURES,BASIS_PREMIUM,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\raw\binance_vision\futures_um\premiumIndexKlines\ACHUSDT\1m,28,2413570,3,0,ACHUSDT,1,2024-01|2024-02|2024-03|2024-04|2024-05|2024-06|2024-07|2024-08|2024-09|2024-10|2024-11|2024-12|2025-01|2025-02|2025-03|2025-04|2025-05|2025-06|2025-07|2025-08|2025-09|2025-10|2025-11|2025-12|2026-01|2026-02|2026-03|2026-04,28,2024-01-01,,,0,False,DISCOVERED_REQUIRES_OBSERVABLE_TIME_AND_COVERAGE_QUALIFICATION
