machine,venue,data_family,symbol,month,files,known_size_bytes,size_known_files,known_rows_in_metadata_samples,sealed_files
DESKTOP-7877972,BINANCE,OTHER,BREVUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BROCCOLI714USDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BROCCOLIF3BUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BSVUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BTCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BTRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,BULLAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,C98USDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CAKEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CARVUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CATIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CELOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CELRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CETUSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CFXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CGPTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CHILLGUYUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CHRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CHZUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CKBUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CLANKERUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CLOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COAIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COLLECTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COMPUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COOKIEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COTIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,COWUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CROSSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CRVUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CTKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CTSIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CVCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CVXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CYBERUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,CYSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DASHUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DEEPUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DEXEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DIAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DODOXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DOGEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DOGSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DOLOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DOODUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DOTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DRIFTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DUSKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DYDXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,DYMUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EDENUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EDUUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EGLDUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EIGENUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ELSAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ENAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ENJUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ENSOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ENSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EPICUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ERAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ESPORTSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ETCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ETHFIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ETHUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ETHWUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EULUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,EVAAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FARTCOINUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FETUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FFUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FHEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FIDAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FILUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FLOCKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FLOWUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FLUIDUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FLUXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FOGOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FOLKSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FORMUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,FRAXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GALAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GASUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GIGGLEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GLMUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GMTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GMXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GOATUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GPSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GRASSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GRIFFAINUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GRTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GTCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GUAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,GUNUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HAEDALUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HANAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HBARUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HEIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HEMIUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HFTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HIGHUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HIVEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HMSTRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HOLOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HOMEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HOTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HUMAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HYPERUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,HYPEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ICNTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ICPUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ICXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IDOLUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IDUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ILVUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IMXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,INITUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,INJUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,INUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IOSTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IOTAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IOTXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IPUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,IRYSUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JASMYUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JCTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JELLYJELLYUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JOEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JSTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JTOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,JUPUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KAIAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KAITOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KASUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KAVAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KERNELUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KGENUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KITEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KMNOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KNCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KOMAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,KSMUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LABUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LAYERUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LDOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LIGHTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LINEAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LINKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LISTAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LITUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LPTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LQTYUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LSKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LTCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LUMIAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LUNA2USDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,LYNUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MAGICUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MAGMAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MANAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MANTAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MASKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MAVIAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MAVUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MBOXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MELANIAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MEMEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MERLUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,METISUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,METUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MEWUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MINAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MIRAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MITOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MMTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MOCAUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MONUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MOODENGUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MORPHOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MOVEUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MOVRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MTLUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MUBARAKUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,MYXUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NAORISUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NEARUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NEIROUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NEOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NEWTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NFPUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NIGHTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NILUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NMRUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NOMUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NOTUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,NXPCUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,OGNUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,OGUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ONDOUSDT,2026-06,2,0,0,0,1
DESKTOP-7877972,BINANCE,OTHER,ONEUSDT,2026-06,2,0,0,0,1
