blueprint_id,a7ls_arm,semantic_pair,motif,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ls1_00b81e9e2bc7b819,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_8fcd119ab6146a9b,"Mean(mark_index_basis_bps,4)",True,0.9984235037653587,0.9998238403984085,True,-1010.8721855770782,110.24896719781827,10.923270803421042,
a7ls1_0516573479da758e,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_e8040856c08e5b4d,"Mean(mark_index_basis_bps,24)",True,0.9974524375743163,1.0,True,-386.0385890300393,52.22366374415651,9.146702868581157,
a7ls1_07a0f22ad749c7d8,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_766e4eb553fd03d6,"ZScore(Mean(mark_index_basis_bps,1))",True,0.0,0.0,False,,,,
a7ls1_080151d704d71451,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_e7d68a33afdeb9a3,"Delta(mark_trade_basis_bps,72)",True,0.9958699960364645,0.906627351168918,True,-520.2280530958326,522.1610094196361,8.27163702900188,
a7ls1_0982b5381e1a1be4,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_5849ecd6b5b34d8a,"Mean(mark_index_basis_bps,2)",True,0.9985206103844629,0.9990438689023694,True,-1329.2073099878687,188.49250013819255,11.893345648948433,
a7ls1_09afd01a59c79a5b,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_d5265a45b200687e,"Delta(mark_trade_basis_bps,1)",True,0.9992469282600079,0.9012271429138075,True,-408.5557623861114,518.0271280758197,7.924998188834324,
a7ls1_0bb1cb4974665383,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_3acaee66418f4b3e,"ZScore(Mean(mark_index_basis_bps,4))",True,0.9984235037653587,1.0,True,-9.69085631833646,8.103931081572043,0.9947707627713204,
a7ls1_0c944afa36c41d46,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_fbc0dbf7a4d5205f,"ZScore(Mean(premium_close_bps,8))",True,0.9985850178359096,1.0,True,-9.691475169533073,8.488863501261429,0.9947726082889526,
a7ls1_0e9f146f3728b048,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_2fbab7c27e89f126,"ZScore(Mean(mark_index_basis_bps,12))",True,0.9980350772889417,1.0,True,-9.683398996509396,7.4189429056029725,0.9947707183565403,
a7ls1_16afdd7016ec2ecb,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_436d4700788d163d,"Mean(mark_trade_basis_bps,168)",True,0.99824811732065,1.0,True,-12.207418003320353,34.18276981740655,1.590797300238947,
a7ls1_1752b1c5a2104a15,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_9794090763e1cd5e,"Delta(mark_trade_basis_bps,12)",True,0.9987237415774871,0.9052962957083555,True,-518.0271280758197,512.6841349962352,8.19103675936272,
a7ls1_1bcb98e184152275,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_f41cd7f3bdfbf4ac,"Delta(premium_close_bps,1)",True,0.9988733650416172,0.8358257370819085,True,-2157.6656,1767.6019999999999,10.225642457725618,
a7ls1_1f9f812117bd6cc5,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_dcb2b83c27c78daa,"ZScore(Mean(premium_close_bps,2))",True,0.9988733650416172,1.0,True,-9.691259113294636,9.469753755061927,0.9947726254361621,
a7ls1_249f03383a030a3c,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_636383ec16a3cce0,"Delta(mark_index_basis_bps,72)",True,0.9950733254062624,0.9980397877772776,True,-2220.6097434829394,2231.6431211016693,15.741655825102884,
a7ls1_256601532128f7f8,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_1383a3f1617b115b,"ZScore(Mean(mark_trade_basis_bps,72))",True,0.99824811732065,1.0,True,-8.03380439260006,8.619162057741626,0.9947745813460014,
a7ls1_27dd8167ddf1ddb7,A7LS_D,basis_premium_like,single,skel_ca36cd3eaf5a3a94,prod_66239bd9522903ce,mark_trade_basis_bps,True,0.9992944906856916,0.7100461284616177,True,-349.9947662247038,518.0271280758197,6.014349064020936,
a7ls1_2b8fa77f7d17163c,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_d26b6bddacb99d28,"ZScore(Mean(mark_index_basis_bps,72))",True,0.9975475624256838,1.0,True,-9.544217024343174,6.58972438333454,0.9947709020086865,
a7ls1_2bc9074405657ae1,A7LS_D,basis_premium_like,single,skel_a311ee3fdacdeca2,prod_eede52ced59a254d,"ZScore(Mean(mark_index_basis_bps,24))",True,0.9974524375743163,1.0,True,-9.671195301384698,6.985376409302323,0.9947706516695067,
a7ls1_317e022ddddcb172,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_4ee5b4a3e150c6c4,"Mean(premium_close_bps,72)",True,0.9978874355925486,0.9998128229672674,True,-192.19367916666675,24.55412222222223,6.462041961847822,
a7ls1_32b0570fc8abc830,A7LS_D,basis_premium_like,single,skel_1d39996e97d5ace0,prod_d433b0ca37586687,"Mean(premium_close_bps,48)",True,0.9978755449861276,0.999532300090561,True,-242.21687916666676,27.535804166666633,6.840003920460439,
