a7ls_arm,arm_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,modifier_guard_required,expression,skeleton_key,production_key,blueprint_id,in_materialization_queue,in_company_numeric_wave_queue,materialization_shard,checkpoint_key
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_12h,,False,"Delta(mark_trade_basis_bps,12)",skel_1d39996e97d5ace0,prod_9794090763e1cd5e,a7ls1_1752b1c5a2104a15,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_1752b1c5a2104a15
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_1h,,False,"Delta(premium_close_bps,1)",skel_1d39996e97d5ace0,prod_f41cd7f3bdfbf4ac,a7ls1_1bcb98e184152275,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_1bcb98e184152275
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_2h,,False,"ZScore(Mean(premium_close_bps,2))",skel_a311ee3fdacdeca2,prod_dcb2b83c27c78daa,a7ls1_1f9f812117bd6cc5,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_1f9f812117bd6cc5
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_72h,,False,"Delta(mark_index_basis_bps,72)",skel_1d39996e97d5ace0,prod_636383ec16a3cce0,a7ls1_249f03383a030a3c,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_249f03383a030a3c
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_72h,,False,"ZScore(Mean(mark_trade_basis_bps,72))",skel_a311ee3fdacdeca2,prod_1383a3f1617b115b,a7ls1_256601532128f7f8,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_256601532128f7f8
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,level,,False,mark_trade_basis_bps,skel_ca36cd3eaf5a3a94,prod_66239bd9522903ce,a7ls1_27dd8167ddf1ddb7,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_27dd8167ddf1ddb7
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_72h,,False,"ZScore(Mean(mark_index_basis_bps,72))",skel_a311ee3fdacdeca2,prod_d26b6bddacb99d28,a7ls1_2b8fa77f7d17163c,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_2b8fa77f7d17163c
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_24h,,False,"ZScore(Mean(mark_index_basis_bps,24))",skel_a311ee3fdacdeca2,prod_eede52ced59a254d,a7ls1_2bc9074405657ae1,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_2bc9074405657ae1
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_72h,,False,"Mean(premium_close_bps,72)",skel_1d39996e97d5ace0,prod_4ee5b4a3e150c6c4,a7ls1_317e022ddddcb172,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_317e022ddddcb172
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_48h,,False,"Mean(premium_close_bps,48)",skel_1d39996e97d5ace0,prod_d433b0ca37586687,a7ls1_32b0570fc8abc830,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_32b0570fc8abc830
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_4h,,False,"Delta(mark_index_basis_bps,4)",skel_1d39996e97d5ace0,prod_1abf5a7ab0425754,a7ls1_380d92fe6083a31b,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_380d92fe6083a31b
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_8h,,False,"Delta(mark_trade_basis_bps,8)",skel_1d39996e97d5ace0,prod_89711f1d331c50a7,a7ls1_38326728d3a9ba4c,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_38326728d3a9ba4c
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_168h,,False,"Delta(mark_index_basis_bps,168)",skel_1d39996e97d5ace0,prod_a95f62f78d599234,a7ls1_389f263ce318bd18,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_389f263ce318bd18
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_2h,,False,"ZScore(Mean(mark_trade_basis_bps,2))",skel_a311ee3fdacdeca2,prod_ce66dc0afbb2717d,a7ls1_3f59ae483c6ba7ca,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_3f59ae483c6ba7ca
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_48h,,False,"Delta(premium_close_bps,48)",skel_1d39996e97d5ace0,prod_6a3748c96ea940f9,a7ls1_47a1ecf8cff70112,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_47a1ecf8cff70112
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_168h,,False,"Mean(mark_index_basis_bps,168)",skel_1d39996e97d5ace0,prod_68eaaaa4aefb16a7,a7ls1_4b2d749a804f260e,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_4b2d749a804f260e
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_1h,,False,"ZScore(Mean(mark_trade_basis_bps,1))",skel_a311ee3fdacdeca2,prod_66e4c8259450d108,a7ls1_4dc9f4996c103200,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_4dc9f4996c103200
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_8h,,False,"Mean(mark_trade_basis_bps,8)",skel_1d39996e97d5ace0,prod_b18ec72f69cf25f4,a7ls1_5bf21b2b8f2278b5,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_5bf21b2b8f2278b5
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_72h,,False,"ZScore(Mean(premium_close_bps,72))",skel_a311ee3fdacdeca2,prod_76d04cca8d5bd5e8,a7ls1_5dcbce82a0694a57,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_5dcbce82a0694a57
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_8h,,False,"Delta(mark_index_basis_bps,8)",skel_1d39996e97d5ace0,prod_d59fe8a8d8d26846,a7ls1_5fc2416d99a2178f,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_5fc2416d99a2178f
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_168h,,False,"ZScore(Mean(mark_trade_basis_bps,168))",skel_a311ee3fdacdeca2,prod_9c3a435794740a10,a7ls1_63663d7d6550ab30,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_63663d7d6550ab30
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_8h,,False,"ZScore(Mean(mark_trade_basis_bps,8))",skel_a311ee3fdacdeca2,prod_157daf9f5a6b44fe,a7ls1_64ba3e6b4a0e70af,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_64ba3e6b4a0e70af
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_24h,,False,"Delta(premium_close_bps,24)",skel_1d39996e97d5ace0,prod_b15ff1b0ff7e232b,a7ls1_64f4385708e3b520,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_64f4385708e3b520
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_4h,,False,"Delta(premium_close_bps,4)",skel_1d39996e97d5ace0,prod_e070e952702b3c88,a7ls1_723b4f7db4495e34,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_723b4f7db4495e34
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_2h,,False,"Delta(mark_trade_basis_bps,2)",skel_1d39996e97d5ace0,prod_8206c0be06282c2b,a7ls1_72c146a23c0455cb,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_72c146a23c0455cb
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_48h,,False,"Mean(mark_index_basis_bps,48)",skel_1d39996e97d5ace0,prod_cd72cd86dd7a5bd6,a7ls1_781e40ed8e71618f,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_781e40ed8e71618f
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_4h,,False,"Delta(mark_trade_basis_bps,4)",skel_1d39996e97d5ace0,prod_fe4914cd85b22a97,a7ls1_79f837386b625308,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_79f837386b625308
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_24h,,False,"Mean(mark_trade_basis_bps,24)",skel_1d39996e97d5ace0,prod_0379e4d08ca96a33,a7ls1_7c82b77fcb487367,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_7c82b77fcb487367
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_24h,,False,"Delta(mark_index_basis_bps,24)",skel_1d39996e97d5ace0,prod_9cb7f3a43cbe1abb,a7ls1_7f03951e0f6aff50,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_7f03951e0f6aff50
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_24h,,False,"Delta(mark_trade_basis_bps,24)",skel_1d39996e97d5ace0,prod_b5584bee26119edb,a7ls1_83940f11a20c52ae,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_83940f11a20c52ae
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_12h,,False,"Mean(premium_close_bps,12)",skel_1d39996e97d5ace0,prod_85596541b1dec878,a7ls1_849c0654d5ec6587,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_849c0654d5ec6587
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,delta_2h,,False,"Delta(mark_index_basis_bps,2)",skel_1d39996e97d5ace0,prod_14327809eedfbb04,a7ls1_863cbcd7c72eacad,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_863cbcd7c72eacad
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_24h,,False,"ZScore(Mean(premium_close_bps,24))",skel_a311ee3fdacdeca2,prod_fb58588215c912e1,a7ls1_8b1e9075f9f04c0a,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_8b1e9075f9f04c0a
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_1h,,False,"ZScore(Mean(premium_close_bps,1))",skel_a311ee3fdacdeca2,prod_f7fa189d8fb2e77b,a7ls1_8b4e7cfb67867b9c,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_8b4e7cfb67867b9c
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_12h,,False,"Delta(premium_close_bps,12)",skel_1d39996e97d5ace0,prod_b47a56dec4735b06,a7ls1_8c25611ad120f7a9,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_8c25611ad120f7a9
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_2h,,False,"Mean(mark_trade_basis_bps,2)",skel_1d39996e97d5ace0,prod_e416ca0a9cae78a2,a7ls1_8dfef6fb4d378c9b,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_8dfef6fb4d378c9b
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_48h,,False,"ZScore(Mean(premium_close_bps,48))",skel_a311ee3fdacdeca2,prod_b3fe69c4d2a37f16,a7ls1_8f6955f36db79478,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_8f6955f36db79478
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,level,,False,premium_close_bps,skel_ca36cd3eaf5a3a94,prod_d9a80b7f79976d28,a7ls1_8ff4e27a890db16e,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_8ff4e27a890db16e
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_12h,,False,"ZScore(Mean(premium_close_bps,12))",skel_a311ee3fdacdeca2,prod_b3e0a677e6aa90ba,a7ls1_9029394b435d5fc7,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_9029394b435d5fc7
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_8h,,False,"Delta(premium_close_bps,8)",skel_1d39996e97d5ace0,prod_ec1c8b50c571e4da,a7ls1_92259a00c7f4a957,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_92259a00c7f4a957
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_2h,,False,"ZScore(Mean(mark_index_basis_bps,2))",skel_a311ee3fdacdeca2,prod_9d67b1e3fd2864aa,a7ls1_937c8018e0dbfd02,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_937c8018e0dbfd02
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,mean_72h,,False,"Mean(mark_index_basis_bps,72)",skel_1d39996e97d5ace0,prod_caa67e65fa9d397c,a7ls1_944f12c926db8aff,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_944f12c926db8aff
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_2h,,False,"Mean(premium_close_bps,2)",skel_1d39996e97d5ace0,prod_e23fa82c64e23fa6,a7ls1_94937412ac075453,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_94937412ac075453
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_168h,,False,"ZScore(Mean(mark_index_basis_bps,168))",skel_a311ee3fdacdeca2,prod_48d6badeec7e41ab,a7ls1_9acdaa28155345c1,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_9acdaa28155345c1
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_168h,,False,"Delta(premium_close_bps,168)",skel_1d39996e97d5ace0,prod_609b7fa8dd000896,a7ls1_9c43db34829b18d0,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_9c43db34829b18d0
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,delta_72h,,False,"Delta(premium_close_bps,72)",skel_1d39996e97d5ace0,prod_af372de5b38af924,a7ls1_9d612d919f83771c,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_9d612d919f83771c
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,level,,False,mark_index_basis_bps,skel_ca36cd3eaf5a3a94,prod_232ce28859095655,a7ls1_a30a53c0b41a53d0,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_a30a53c0b41a53d0
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_24h,,False,"Mean(premium_close_bps,24)",skel_1d39996e97d5ace0,prod_df14f4a339081f67,a7ls1_a3ec4a51814357ef,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_a3ec4a51814357ef
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,mean_8h,,False,"Mean(premium_close_bps,8)",skel_1d39996e97d5ace0,prod_26b4cdb08ea191ee,a7ls1_a8eff583bc00e4b3,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_a8eff583bc00e4b3
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_4h,,False,"ZScore(Mean(mark_trade_basis_bps,4))",skel_a311ee3fdacdeca2,prod_e53c5ba02f8b793c,a7ls1_aad9f680cbd3621e,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_aad9f680cbd3621e
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_48h,,False,"ZScore(Mean(mark_trade_basis_bps,48))",skel_a311ee3fdacdeca2,prod_58682ac9280a6852,a7ls1_ab8317ef7ecdb99f,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_ab8317ef7ecdb99f
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_1h,,False,"Mean(mark_trade_basis_bps,1)",skel_1d39996e97d5ace0,prod_fabbb47a45dab340,a7ls1_af39552e61606cfc,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_af39552e61606cfc
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,mean_12h,,False,"Mean(mark_trade_basis_bps,12)",skel_1d39996e97d5ace0,prod_07e2a6563c2bb19c,a7ls1_b541407fc001a01f,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_b541407fc001a01f
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,delta_48h,,False,"Delta(mark_trade_basis_bps,48)",skel_1d39996e97d5ace0,prod_cd9b576ce708227f,a7ls1_c157968519a3cb20,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_c157968519a3cb20
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_12h,,False,"ZScore(Mean(mark_trade_basis_bps,12))",skel_a311ee3fdacdeca2,prod_c1f87f667ced35f9,a7ls1_d8f03caec3208b55,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_d8f03caec3208b55
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_trade_basis_bps,,basis_premium_like,,zmean_24h,,False,"ZScore(Mean(mark_trade_basis_bps,24))",skel_a311ee3fdacdeca2,prod_6a74fe29fde8601a,a7ls1_da0560054a1b3e46,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_da0560054a1b3e46
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,premium_close_bps,,basis_premium_like,,zmean_4h,,False,"ZScore(Mean(premium_close_bps,4))",skel_a311ee3fdacdeca2,prod_c3f81c6ff1079df5,a7ls1_dbc0ea0d795e63a4,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_dbc0ea0d795e63a4
A7LS_D,control_and_selector_stress,negative_control,L1_single_axis_raw_transform,control_only,P1,basis_premium_like,single,mark_index_basis_bps,,basis_premium_like,,zmean_48h,,False,"ZScore(Mean(mark_index_basis_bps,48))",skel_a311ee3fdacdeca2,prod_da7ae42b94abc57b,a7ls1_dfaebe682adfc876,True,False,a7ls_d_materialization_s060,a7ls_d_materialization_s060::a7ls1_dfaebe682adfc876
