split,n_dates,avg_n_obs,valid_rows,valid_row_share,mean_spread_24h,spread_tstat,positive_spread_rate,signal_name,field_family,source_column,neutralization_mode,universe,evaluation_stage
recent_oos_2026JanApr,2856,180.80707282913164,3669186,0.993678,-0.0027360457257635,-8.288268651141747,0.440126050420168,premium_abs_168h,premium_basis,premium_abs_168h,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,180.83333333333331,3673691,0.994898,0.000103572439829,0.4807137239238087,0.4914351851851852,basis_level_bps,premium_basis,mark_index_basis_bps,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3673691,0.994898,0.0005668570012664,2.380497302131232,0.5389344262295082,basis_level_bps,premium_basis,mark_index_basis_bps,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3673691,0.994898,7.267109980301781e-06,0.0236114196625304,0.4880952380952381,basis_level_bps,premium_basis,mark_index_basis_bps,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4318,180.8332561371005,3673691,0.994898,-2.0311981214429216e-06,-0.009957870265219,0.4988420565076424,basis_abs_bps,premium_basis,basis_abs_bps,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3673691,0.994898,-0.0003781170927597,-1.648918364562188,0.4788251366120218,basis_abs_bps,premium_basis,basis_abs_bps,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3673691,0.994898,-0.0009456730991995,-3.2128440693916844,0.4786414565826331,basis_abs_bps,premium_basis,basis_abs_bps,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,180.8613425925926,3669770,0.993836,0.0005404498813907,2.14583989323376,0.5247685185185185,basis_abs_168h,premium_basis,basis_abs_168h,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3669770,0.993836,-0.0018479729057765,-6.85113769557452,0.4587887067395264,basis_abs_168h,premium_basis,basis_abs_168h,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3669770,0.993836,-0.0019438647860015,-5.934232517813943,0.4443277310924369,basis_abs_168h,premium_basis,basis_abs_168h,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,643,123.03732503888024,592964,0.160585,-0.0013017156696219,-0.6377617966397544,0.4572317262830482,funding_level,funding,funding_rate,global,U0_strict_full_history,stage1_global_screen
test_2025H2,794,121.56297229219145,592964,0.160585,0.0037649232531288,1.8225122558314248,0.5415617128463476,funding_level,funding,funding_rate,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,527,130.27703984819735,592964,0.160585,0.0006798340960321,0.2911299546422177,0.5256166982922201,funding_level,funding,funding_rate,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,1039,116.07025986525504,592964,0.160585,-0.0015464853923455,-1.2504877902076643,0.4562078922040423,funding_abs,funding,funding_abs,global,U0_strict_full_history,stage1_global_screen
test_2025H2,1078,117.2356215213358,592964,0.160585,-0.0032227600745716,-3.743199685092887,0.4183673469387755,funding_abs,funding,funding_abs,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,714,122.07703081232494,592964,0.160585,-0.004502055043251,-5.1200311028875465,0.4131652661064425,funding_abs,funding,funding_abs,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,46.77361111111111,994112,0.269222,0.0011305716682897,1.95883692286192,0.4868055555555555,funding_abs_168h,funding,funding_rate_abs_168h,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,51.5198087431694,994112,0.269222,-0.0028533322414634,-6.683710464867943,0.4264571948998178,funding_abs_168h,funding,funding_rate_abs_168h,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,63.14250700280112,994112,0.269222,-0.0058871446792894,-9.480697337590517,0.4338235294117647,funding_abs_168h,funding,funding_rate_abs_168h,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,46.77361111111111,994112,0.269222,-0.0005743351080832,-0.8530495224807537,0.53125,funding_mean_168h,funding,funding_rate_mean_168h,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,51.5198087431694,994112,0.269222,0.0045575492882256,10.02854766727337,0.5883424408014571,funding_mean_168h,funding,funding_rate_mean_168h,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,63.14250700280112,994112,0.269222,0.0052534291358185,9.122650031295493,0.5752801120448179,funding_mean_168h,funding,funding_rate_mean_168h,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3666467,0.992941,-0.0013245593681198,-3.4513245340554137,0.4504629629629629,ret_x_vol,price_volatility_interaction,ret_x_vol,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3666467,0.992941,-0.003613030267934,-10.199287236015447,0.4367030965391621,ret_x_vol,price_volatility_interaction,ret_x_vol,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3666467,0.992941,-0.0042971920559898,-10.829408839685906,0.3977591036414565,ret_x_vol,price_volatility_interaction,ret_x_vol,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3674974,0.995245,-0.0045848204552713,-11.906618847483175,0.4300925925925926,range_bps,price_volatility_interaction,range_bps,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3674974,0.995245,-0.003020299288147,-7.552490825375699,0.4364754098360656,range_bps,price_volatility_interaction,range_bps,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0053197671077719,-13.2386014953449,0.3746498599439776,range_bps,price_volatility_interaction,range_bps,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3666467,0.992941,0.0021675545822592,8.121863911004946,0.5532407407407407,vol_compression,price_volatility_interaction,vol_compression,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3666467,0.992941,0.0010666948143494,3.473519766541453,0.5081967213114754,vol_compression,price_volatility_interaction,vol_compression,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3666467,0.992941,0.0033572955213869,9.184196834882828,0.5654761904761905,vol_compression,price_volatility_interaction,vol_compression,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3674974,0.995245,-0.0005659246777009,-2.3405427314660088,0.4900462962962963,liquidity_level_log_quote,liquidity_volume,log_trade_quote_volume,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3674974,0.995245,-0.0006915844693496,-2.7302999171140137,0.4979508196721312,liquidity_level_log_quote,liquidity_volume,log_trade_quote_volume,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0046774100172392,-13.901094694413995,0.3785014005602241,liquidity_level_log_quote,liquidity_volume,log_trade_quote_volume,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3670992,0.994167,0.000461872699725,1.9271220863339065,0.5210648148148148,liquidity_log_quote_168h,liquidity_volume,log_quote_volume_168h,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3670992,0.994167,0.000214861769941,0.9303976457786276,0.5289162112932605,liquidity_log_quote_168h,liquidity_volume,log_quote_volume_168h,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3670992,0.994167,-0.0014169085840923,-5.102907550605545,0.4446778711484593,liquidity_log_quote_168h,liquidity_volume,log_quote_volume_168h,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3670992,0.994167,0.000461872699725,1.9271220863339065,0.5210648148148148,liquidity_rank_active,liquidity_volume,liquidity_rank_active_universe,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3670992,0.994167,0.000214861769941,0.9303976457786276,0.5289162112932605,liquidity_rank_active,liquidity_volume,liquidity_rank_active_universe,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3670992,0.994167,-0.0014169085840923,-5.102907550605545,0.4446778711484593,liquidity_rank_active,liquidity_volume,liquidity_rank_active_universe,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3674974,0.995245,-0.0013060313602722,-5.222672876661228,0.4743055555555555,trade_count_level,liquidity_volume,trade_count,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3674974,0.995245,-0.0015497671033829,-5.672817609197444,0.4724499089253187,trade_count_level,liquidity_volume,trade_count,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0053976181352551,-15.188222216050333,0.3774509803921568,trade_count_level,liquidity_volume,trade_count,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3670992,0.994167,0.0004646832562774,1.941938535302764,0.5215277777777778,age_x_liquidity,listing_age_latent_interaction,age_x_liquidity,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3670992,0.994167,0.0002240211596812,0.9708612567503228,0.5286885245901639,age_x_liquidity,listing_age_latent_interaction,age_x_liquidity,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3670992,0.994167,-0.0014069197795211,-5.064923044996677,0.4446778711484593,age_x_liquidity,listing_age_latent_interaction,age_x_liquidity,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3666467,0.992941,-0.0049159088184688,-11.669531394497024,0.4243055555555555,age_x_volatility,listing_age_latent_interaction,age_x_volatility,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,3666467,0.992941,-0.0028504672069592,-6.738845069865103,0.4314663023679417,age_x_volatility,listing_age_latent_interaction,age_x_volatility,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,3666467,0.992941,-0.0070079105925933,-18.91181921466036,0.3333333333333333,age_x_volatility,listing_age_latent_interaction,age_x_volatility,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,46.77361111111111,994112,0.269222,0.0008969541906918,1.5504715135906215,0.4821759259259259,age_x_funding_abs,listing_age_latent_interaction,age_x_funding_abs,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,51.5198087431694,994112,0.269222,-0.00279334170533,-6.535482802924778,0.4260018214936247,age_x_funding_abs,listing_age_latent_interaction,age_x_funding_abs,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,63.14250700280112,994112,0.269222,-0.005866504561669,-9.4522968977362,0.4327731092436975,age_x_funding_abs,listing_age_latent_interaction,age_x_funding_abs,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,1199,180.98248540450376,949556,0.257156,-0.0023159293955556,-5.139350597482836,0.4136780650542118,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,global,U0_strict_full_history,stage1_global_screen
test_2025H2,849,180.99882214369848,949556,0.257156,-0.0016605331839698,-2.861551488337852,0.4723203769140165,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,240,180.9833333333333,949556,0.257156,0.0070548497766685,4.76146379113734,0.6166666666666667,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,2338,180.82591958939264,1906383,0.516281,-0.0008373593662721,-2.453422172163971,0.4974337040205304,basis_high_basis_abs,upper_regime_interaction,basis_high_basis_abs,global,U0_strict_full_history,stage1_global_screen
test_2025H2,2334,181.0,1906383,0.516281,-0.0024368801661015,-6.325476138609416,0.4443016281062553,basis_high_basis_abs,upper_regime_interaction,basis_high_basis_abs,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,1906383,0.516281,-0.0019438647860015,-5.934232517813943,0.4443277310924369,basis_high_basis_abs,upper_regime_interaction,basis_high_basis_abs,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,3362,181.0,2444043,0.661888,-0.0001522791846345,-0.587761006291898,0.4982153480071386,liq_contracting_volume_level,upper_regime_interaction,liq_contracting_volume_level,global,U0_strict_full_history,stage1_global_screen
test_2025H2,4392,181.0,2444043,0.661888,0.000214861769941,0.9303976457786276,0.5289162112932605,liq_contracting_volume_level,upper_regime_interaction,liq_contracting_volume_level,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,2856,181.0,2444043,0.661888,-0.0014169085840923,-5.102907550605545,0.4446778711484593,liq_contracting_volume_level,upper_regime_interaction,liq_contracting_volume_level,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,840,181.0,414773,0.112328,-0.0018664610462277,-1.7280024772374871,0.4845238095238095,stress_high_low_vol,upper_regime_interaction,stress_high_low_vol,global,U0_strict_full_history,stage1_global_screen
test_2025H2,459,181.0,414773,0.112328,-0.0024771467501124,-1.3441740842240777,0.5163398692810458,stress_high_low_vol,upper_regime_interaction,stress_high_low_vol,global,U0_strict_full_history,stage1_global_screen
recent_oos_2026JanApr,106,181.0,414773,0.112328,0.0048820841311169,3.743133303591521,0.7075471698113207,stress_high_low_vol,upper_regime_interaction,stress_high_low_vol,global,U0_strict_full_history,stage1_global_screen
validation_2025H1,4320,181.0,3666467,0.992941,-0.0049159088184688,-11.669531394497024,0.4243055555555555,age_x_volatility,listing_age_latent_interaction,age_x_volatility,global,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,181.0,3666467,0.992941,-0.0028504672069592,-6.738845069865103,0.4314663023679417,age_x_volatility,listing_age_latent_interaction,age_x_volatility,global,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,181.0,3666467,0.992941,-0.0070079105925933,-18.91181921466036,0.3333333333333333,age_x_volatility,listing_age_latent_interaction,age_x_volatility,global,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,181.0,3666467,0.992941,-0.0036203979621005,-10.659807954917568,0.4407407407407407,age_x_volatility,listing_age_latent_interaction,age_x_volatility,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,181.0,3666467,0.992941,-0.0025887396293562,-7.760090366922452,0.4109744990892532,age_x_volatility,listing_age_latent_interaction,age_x_volatility,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,181.0,3666467,0.992941,-0.0027436971435461,-8.83621733315662,0.3949579831932773,age_x_volatility,listing_age_latent_interaction,age_x_volatility,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,181.0,3674974,0.995245,-0.0045848204552713,-11.906618847483175,0.4300925925925926,range_bps,price_volatility_interaction,range_bps,global,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,181.0,3674974,0.995245,-0.003020299288147,-7.552490825375699,0.4364754098360656,range_bps,price_volatility_interaction,range_bps,global,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0053197671077719,-13.2386014953449,0.3746498599439776,range_bps,price_volatility_interaction,range_bps,global,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,181.0,3674974,0.995245,-0.0031863972121177,-10.71288619103992,0.4314814814814814,range_bps,price_volatility_interaction,range_bps,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,181.0,3674974,0.995245,-0.0016394129297375,-5.193080410285435,0.4448998178506375,range_bps,price_volatility_interaction,range_bps,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0030898309321506,-8.84546561946075,0.4065126050420168,range_bps,price_volatility_interaction,range_bps,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,1199,180.98248540450376,949556,0.257156,-0.0023159293955556,-5.139350597482836,0.4136780650542118,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,global,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,849,180.99882214369848,949556,0.257156,-0.0016605331839698,-2.861551488337852,0.4723203769140165,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,global,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,240,180.9833333333333,949556,0.257156,0.0070548497766685,4.76146379113734,0.6166666666666667,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,global,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,1199,180.98248540450376,949556,0.257156,-0.0022966074670022,-5.487729690194618,0.4095079232693911,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,849,180.99882214369848,949556,0.257156,-0.0028600259298651,-5.756206357344258,0.4358068315665488,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,240,180.9833333333333,949556,0.257156,0.0076362595796858,5.340139024095007,0.5916666666666667,lev_high_oi_change_24h,upper_regime_interaction,lev_high_oi_change_24h,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,46.77361111111111,994112,0.269222,0.0011305716682897,1.95883692286192,0.4868055555555555,funding_abs_168h,funding,funding_rate_abs_168h,global,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,51.5198087431694,994112,0.269222,-0.0028533322414634,-6.683710464867943,0.4264571948998178,funding_abs_168h,funding,funding_rate_abs_168h,global,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,63.14250700280112,994112,0.269222,-0.0058871446792894,-9.480697337590517,0.4338235294117647,funding_abs_168h,funding,funding_rate_abs_168h,global,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,46.77361111111111,994112,0.269222,0.0012603696758068,2.56450870483544,0.5122685185185185,funding_abs_168h,funding,funding_rate_abs_168h,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,51.5198087431694,994112,0.269222,0.0002921782689867,0.7983521056969951,0.4692622950819672,funding_abs_168h,funding,funding_rate_abs_168h,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,63.14250700280112,994112,0.269222,-0.0013237383800371,-2.201803783323054,0.4926470588235294,funding_abs_168h,funding,funding_rate_abs_168h,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,181.0,3674974,0.995245,-0.0013060313602722,-5.222672876661228,0.4743055555555555,trade_count_level,liquidity_volume,trade_count,global,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,181.0,3674974,0.995245,-0.0015497671033829,-5.672817609197444,0.4724499089253187,trade_count_level,liquidity_volume,trade_count,global,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0053976181352551,-15.188222216050333,0.3774509803921568,trade_count_level,liquidity_volume,trade_count,global,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4320,181.0,3674974,0.995245,-0.0011215756726148,-5.327147100719229,0.4608796296296296,trade_count_level,liquidity_volume,trade_count,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4392,181.0,3674974,0.995245,-0.0006300058508792,-2.843207398027043,0.4740437158469945,trade_count_level,liquidity_volume,trade_count,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,181.0,3674974,0.995245,-0.0024652087764111,-8.070007575474406,0.4271708683473389,trade_count_level,liquidity_volume,trade_count,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4319,180.8835378559852,3671975,0.994433,-0.0027148582071161,-10.86435526200479,0.4341282704329706,oi_level_log,open_interest,log_open_interest,global,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4391,180.9979503529948,3671975,0.994433,-0.0029525424259264,-11.2745692867456,0.4069687998178091,oi_level_log,open_interest,log_open_interest,global,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,180.99439775910363,3671975,0.994433,-0.0010999798526642,-4.238515246037433,0.4334733893557423,oi_level_log,open_interest,log_open_interest,global,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,4319,180.8835378559852,3671975,0.994433,-0.0019288977649547,-8.12315935615516,0.4665431812919657,oi_level_log,open_interest,log_open_interest,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
test_2025H2,4391,180.9979503529948,3671975,0.994433,-0.0030667580372132,-12.02127458153282,0.4087907082669096,oi_level_log,open_interest,log_open_interest,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
recent_oos_2026JanApr,2856,180.99439775910363,3671975,0.994433,-0.0001568420407028,-0.6055333634282009,0.4544817927170868,oi_level_log,open_interest,log_open_interest,latent_state_neutral,U0_strict_full_history,full_neutralized_shortlist
validation_2025H1,1018,181.0,3672986,0.994707,-0.0007279767786809,-1.800916936196821,0.5137524557956779,premium_abs_bps,premium_basis,premium_abs_bps,global,U0_strict_full_history,full_neutralized_shortlist
