decision,label_family,count
A7FF25R3S06_NUMERIC_CLUE,L0_raw_forward_return,3
A7FF25R3S06_NUMERIC_CLUE,L1_cross_sectional_relative_return,2
A7FF25R3S06_NUMERIC_CLUE,L3_liquidity_tier_relative_return,2
A7FF25R3S06_NUMERIC_CLUE,L5_vol_adjusted_return,3
A7FF25R3S06_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,155
HOLD_A7FF25R3S06_CONTROL_DOMINATED,L0_raw_forward_return,187
HOLD_A7FF25R3S06_CONTROL_DOMINATED,L1_cross_sectional_relative_return,187
HOLD_A7FF25R3S06_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,225
HOLD_A7FF25R3S06_CONTROL_DOMINATED,L5_vol_adjusted_return,196
HOLD_A7FF25R3S06_CONTROL_DOMINATED,L7_ranked_future_return,324
HOLD_A7FF25R3S06_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF25R3S06_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,5
HOLD_A7FF25R3S06_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,5
HOLD_A7FF25R3S06_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,5
HOLD_A7FF25R3S06_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,3
HOLD_A7FF25R3S06_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,6
HOLD_A7FF25R3S06_PRE_MAY_UNSTABLE,L0_raw_forward_return,465
HOLD_A7FF25R3S06_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,465
HOLD_A7FF25R3S06_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,428
HOLD_A7FF25R3S06_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,458
HOLD_A7FF25R3S06_PRE_MAY_UNSTABLE,L7_ranked_future_return,175
