candidate_id,family,object_type,signal_mode,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_recent,component_execution_lag_recent,component_drawdown_penalty,rank_score,rank_uses_validation,rank_uses_recent_oos,rank_excludes_known_adversarial_stress,rank_order,arm,expression,expr_hash,horizon,source_fields,selected_for_replay
i1_flow_liquidity_111,flow_liquidity,generated_candidate,original,1.1666844327825698,-0.12546914570887663,2.0,1.9739765432469685,1.940785041652848,-0.386440422744063,-0.004808059939865772,-0.2446515541412038,6.3200768351483765,True,True,True,34,I1_flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(quote_volume_mean_6))",7d930fcdf7317320,12,quote_asset_volume;quote_volume_mean_6;volume,True
i2_microstructure_lite_099,microstructure_lite,generated_candidate,original,0.4862073536018675,0.4046400985719543,2.0,2.0,2.0,-0.41724293741484214,0.08373400158441502,-0.3081282307705078,6.249210285572887,True,True,True,35,I2_microstructure_lite,"Mul(Rank(realized_vol_6),Rank(ret_12))",44d28ff9758cac5e,12,realized_vol_6;ret_1;ret_12,True
i1_flow_liquidity_179,flow_liquidity,generated_candidate,original,0.41071654645301564,0.12259583889711344,2.0,2.0,2.0,-0.10141110373025117,0.05669533973543948,-0.2723378485042037,6.216258772851114,True,True,True,36,I1_flow_liquidity,"Mul(Rank(avg_trade_size_quote),ZScore(volume))",f2d9c429b13eb333,12,avg_trade_size_quote;volume,True
i1_flow_liquidity_197,flow_liquidity,generated_candidate,original,1.2783936115311405,0.013098148546603733,2.0,1.6833853064956927,1.652971854308397,-0.33125721711742667,-0.017832759891188748,-0.23900637487187065,6.039752569001349,True,True,True,37,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(quote_asset_volume))",f45455356f784667,12,quote_asset_volume;quote_volume_mean_6;volume,True
i1_flow_liquidity_217,flow_liquidity,generated_candidate,original,0.9283528612316952,-0.01851756692171269,2.0,2.0,2.0,-0.5284571830193553,-0.07043835956869797,-0.27616040091759364,6.034779350804336,True,True,True,38,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(ret_12))",ad90e8887233990f,12,quote_volume_mean_6;ret_1;ret_12;volume,True
i0_basis_premium_249,basis_premium,generated_candidate,original,0.3155285264115292,0.26898469438044253,2.0,2.0,2.0,-0.3869721947523835,0.04562646874149922,-0.33054954025341254,5.912617954527676,True,True,True,39,I0_basis_premium,"Mul(Rank(ret_12),Rank(realized_vol_12))",754bc936c1f19a65,12,realized_vol_12;ret_1;ret_12,True
i1_flow_liquidity_208,flow_liquidity,generated_candidate,original,0.3848051301574254,0.14290792464745916,1.865941072902406,1.8517572876118642,1.7887609942600637,-0.07634887983962597,0.07259443842490071,-0.16603784555833268,5.86438012260616,True,True,True,40,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_6),Rank(volume))",1a680fb5571618bd,6,quote_volume_mean_6;volume,True
i1_flow_liquidity_147,flow_liquidity,generated_candidate,original,0.2991603466772211,-0.0008619027788843418,2.0,2.0,2.0,-0.19380843483315083,0.026171549420245847,-0.2752803779942241,5.855381180491208,True,True,True,41,I1_flow_liquidity,"Mul(Rank(number_of_trades),ZScore(volume))",a4240436a15b5ad1,12,number_of_trades;volume,True
i1_flow_liquidity_144,flow_liquidity,generated_candidate,original,0.46980828194465496,0.17340967754439335,1.8571566945665166,1.6821706407998995,1.6547990539004975,-0.17168575173552966,0.08968614603752428,-0.13514319332156935,5.620201549736388,True,True,True,42,I1_flow_liquidity,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_12))",6ed2b05c87bb8d93,6,number_of_trades;quote_volume_mean_12;volume,True
i2_microstructure_lite_151,microstructure_lite,generated_candidate,original,0.2494665753721805,0.03500223684896943,2.0,2.0,2.0,-0.4750064091580967,-0.05366271481187025,-0.33356681422790135,5.4222328740232815,True,True,True,43,I2_microstructure_lite,"Mul(Rank(realized_vol_24),Rank(ret_12))",12110d99b6e69738,12,realized_vol_24;ret_1;ret_12,True
i1_flow_liquidity_230,flow_liquidity,generated_candidate,original,0.13249475719803888,-0.025644676779408956,1.9211852656119943,1.959552850649126,1.9084762950434724,-0.2838026088091305,-0.05402829987058877,-0.16705010736119072,5.391183475682313,True,True,True,44,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(number_of_trades))",a56e63fcc9186a35,6,number_of_trades;quote_volume_mean_12;volume,True
i1_flow_liquidity_140,flow_liquidity,generated_candidate,original,0.23026933417042894,-0.1123558255566987,1.9847970531043826,1.8583147978072112,1.8054024316602937,-0.3371292096878417,-0.0992895949971792,-0.15793101111537725,5.17207797538522,True,True,True,45,I1_flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(quote_volume_mean_6))",e23ca7449491765d,6,number_of_trades;quote_volume_mean_6;volume,True
i1_flow_liquidity_210,flow_liquidity,generated_candidate,original,0.261866262574138,0.04626761837909254,1.7518189781326554,1.712620440284374,1.6871184231603316,-0.11671235526961483,-0.0023152753822866293,-0.18289581595911245,5.157768275919577,True,True,True,46,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(volume))",1e8053910832038d,6,quote_volume_mean_6;volume,True
i1_flow_liquidity_134,flow_liquidity,generated_candidate,original,-0.05985393719204253,-0.19336520082323985,1.970760250155621,2.0,1.976609535293566,-0.46450268871184075,-0.14809407047815235,-0.17987745354716064,4.90167643469675,True,True,True,47,I1_flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(quote_asset_volume))",7ee8cd964e27c184,6,number_of_trades;quote_asset_volume;volume,True
i1_flow_liquidity_232,flow_liquidity,generated_candidate,original,0.1473113327797365,0.10247070267379677,1.6394919131379369,1.7265552342126278,1.6960440307536326,-0.21284577449091613,-0.009364181889656695,-0.19009180362137448,4.899571453555782,True,True,True,48,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_12),Rank(ret_12))",0d097f0b9ba50fe0,6,quote_volume_mean_12;ret_1;ret_12;volume,True
i2_microstructure_lite_093,microstructure_lite,generated_candidate,original,-0.2931797857876104,0.16884477941549988,1.416104447929577,2.0,2.0,-0.31274270455525177,0.03494315105406337,-0.27215372407815763,4.741816163978121,True,True,True,49,I2_microstructure_lite,"Mul(Rank(realized_vol_6),Rank(realized_vol_12))",20291813ee7bc888,12,realized_vol_12;realized_vol_6,True
i2_microstructure_lite_121,microstructure_lite,generated_candidate,original,-0.2931797857876104,0.16884477941549988,1.416104447929577,2.0,2.0,-0.31274270455525177,0.03494315105406337,-0.27215372407815763,4.741816163978121,True,True,True,50,I2_microstructure_lite,"Mul(Rank(realized_vol_12),Rank(realized_vol_6))",09cfa1e8d4897a7f,12,realized_vol_12;realized_vol_6,True
i1_flow_liquidity_138,flow_liquidity,generated_candidate,original,0.6136478525064878,-0.24327410125281998,2.0,1.506786138569112,1.465463680707685,-0.40626453407011864,-0.09658350803673285,-0.16351502401719184,4.676260504406422,True,True,True,51,I1_flow_liquidity,"Mul(Rank(number_of_trades),ZScore(avg_trade_size_quote))",8be759b8f230fdd1,6,avg_trade_size_quote;number_of_trades,True
i2_microstructure_lite_049,microstructure_lite,generated_candidate,original,0.7372422513118949,-0.4988256287142882,2.0,2.0,2.0,-1.0,-0.3246362072582914,-0.32324060187492343,4.5905398134643915,True,True,True,52,I2_microstructure_lite,"Mul(Rank(hl_range),Rank(ret_12))",f528abf014a4b372,12,hl_range;ret_1;ret_12,True
i0_basis_premium_049,basis_premium,generated_candidate,original,0.969988916909921,-0.6348884930740869,2.0,2.0,2.0,-1.0,-0.4589666334295247,-0.2921980206788485,4.583935769727461,True,True,True,53,I0_basis_premium,"Mul(Rank(mark_index_ratio),Rank(ret_12))",fd1e22440046ccdb,12,mark_index_ratio;ret_1;ret_12,True
i3_placebo_random_023,placebo_random,placebo,wrong_lag_stale_24h,0.4923091961242429,-0.2753290716437221,2.0,1.600610580026862,1.5787829507194662,-0.42944295745541505,-0.16186396971736416,-0.2695666706664913,4.535500057387578,True,True,True,54,I3_placebo_random,Rank(avg_trade_size_quote),e5f36ded98b55cd2,12,avg_trade_size_quote,True
i3_placebo_random_073,placebo_random,placebo,wrong_lag_stale_24h,0.4923091961242429,-0.2753290716437221,2.0,1.600610580026862,1.5787829507194662,-0.42944295745541505,-0.16186396971736416,-0.2695666706664913,4.535500057387578,True,True,True,55,I3_placebo_random,Rank(avg_trade_size_quote),e5f36ded98b55cd2,12,avg_trade_size_quote,True
i3_placebo_random_123,placebo_random,placebo,wrong_lag_stale_24h,0.4923091961242429,-0.2753290716437221,2.0,1.600610580026862,1.5787829507194662,-0.42944295745541505,-0.16186396971736416,-0.2695666706664913,4.535500057387578,True,True,True,56,I3_placebo_random,Rank(avg_trade_size_quote),e5f36ded98b55cd2,12,avg_trade_size_quote,True
i3_placebo_random_173,placebo_random,placebo,wrong_lag_stale_24h,0.4923091961242429,-0.2753290716437221,2.0,1.600610580026862,1.5787829507194662,-0.42944295745541505,-0.16186396971736416,-0.2695666706664913,4.535500057387578,True,True,True,57,I3_placebo_random,Rank(avg_trade_size_quote),e5f36ded98b55cd2,12,avg_trade_size_quote,True
i3_placebo_random_223,placebo_random,placebo,wrong_lag_stale_24h,0.4923091961242429,-0.2753290716437221,2.0,1.600610580026862,1.5787829507194662,-0.42944295745541505,-0.16186396971736416,-0.2695666706664913,4.535500057387578,True,True,True,58,I3_placebo_random,Rank(avg_trade_size_quote),e5f36ded98b55cd2,12,avg_trade_size_quote,True
i2_microstructure_lite_117,microstructure_lite,generated_candidate,original,0.07484067501832292,0.250720515187863,1.1644434513851252,1.767823408394244,1.6721420492097345,-0.2449775970836921,0.11483498734518773,-0.26701325002198995,4.532814239434795,True,True,True,59,I2_microstructure_lite,"Mul(ZScore(realized_vol_12),Rank(ret_12))",c984b795f766613a,12,realized_vol_12;ret_1;ret_12,True
i1_flow_liquidity_204,flow_liquidity,generated_candidate,original,0.20203609944146628,-0.019037533562397315,1.6761539383659323,1.5880940510043406,1.5583089235915502,-0.28518239812777696,-0.04943203845437316,-0.18813319646751375,4.4828078457912275,True,True,True,60,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_6),Rank(ret_12))",060bf04e1d5531db,6,quote_volume_mean_6;ret_1;ret_12;volume,True
i2_microstructure_lite_166,microstructure_lite,generated_candidate,original,-0.26935662511034625,-0.24891411849585612,2.0,2.0,2.0,-0.6533243329786125,-0.18779912572519114,-0.19933109997775944,4.441274697712235,True,True,True,61,I2_microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(ret_12))",f54c595bba3ed674,6,realized_vol_24;ret_1;ret_12,True
i1_flow_liquidity_168,flow_liquidity,generated_candidate,original,0.15189823726288465,-0.3092192786789466,1.9937265434287104,1.7406894085648854,1.6856568246131598,-0.5432782375734689,-0.17640855528919147,-0.16409226018371056,4.3789726821443224,True,True,True,62,I1_flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(number_of_trades))",21d41073d1b596a9,6,avg_trade_size_quote;number_of_trades,True
i2_microstructure_lite_241,microstructure_lite,generated_candidate,original,-0.49973185269299414,0.19404392250685942,1.1478711600021727,2.0,2.0,-0.26216028093766247,0.07100455385409536,-0.31988318982787034,4.331144312904601,True,True,True,63,I2_microstructure_lite,"Mul(Rank(ret_6),ZScore(realized_vol_24))",63726824da7db5bc,12,realized_vol_24;ret_6,True
i0_basis_premium_235,basis_premium,generated_candidate,original,0.12584958411095143,-0.34387447367838825,2.0,2.0,2.0,-0.8959445492012248,-0.25305147909268727,-0.3544322287266033,4.278546853412048,True,True,True,64,I0_basis_premium,"Mul(ZScore(ret_12),Rank(ret_12))",6e4c68dc549eefe4,12,ret_1;ret_12,True
i2_microstructure_lite_123,microstructure_lite,generated_candidate,original,-0.49930788631056905,0.03338917731400521,1.5879954152026268,2.0,2.0,-0.5924948429103263,-0.03543091833418888,-0.2223345406839688,4.271816404277578,True,True,True,65,I2_microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(realized_vol_6))",895d1b7221d1455c,12,realized_vol_12;realized_vol_6,True
i2_microstructure_lite_055,microstructure_lite,generated_candidate,original,-0.23647701238422428,-0.31795540865562766,2.0,2.0,2.0,-0.8979415564249443,-0.1258464418422319,-0.2774028183472678,4.144376762345703,True,True,True,66,I2_microstructure_lite,"Mul(Rank(hl_range),Rank(quote_volume_mean_12))",9d9ace94b43cf881,12,hl_range;quote_volume_mean_12;volume,True
i0_basis_premium_025,basis_premium,generated_candidate,original,-0.10362288003325826,0.21897499787244215,0.9779633049798899,1.7286842933984823,1.634126718511617,-0.15353346579237526,0.08657945000536996,-0.27896746429881625,4.110204954643352,True,True,True,67,I0_basis_premium,Rank(realized_vol_12),74804db11eb846cf,12,realized_vol_12,True
i2_microstructure_lite_009,microstructure_lite,generated_candidate,original,-0.10362288003325826,0.21897499787244215,0.9779633049798899,1.7286842933984823,1.634126718511617,-0.15353346579237526,0.08657945000536996,-0.27896746429881625,4.110204954643352,True,True,True,68,I2_microstructure_lite,realized_vol_12,7d0cfc98e484b7f8,12,realized_vol_12,True
i2_microstructure_lite_011,microstructure_lite,generated_candidate,original,-0.10362288003325826,0.21897499787244215,0.9779633049798899,1.7286842933984823,1.634126718511617,-0.15353346579237526,0.08657945000536996,-0.27896746429881625,4.110204954643352,True,True,True,69,I2_microstructure_lite,ZScore(realized_vol_12),835caeb692ba87f8,12,realized_vol_12,True
i2_microstructure_lite_138,microstructure_lite,generated_candidate,original,-0.29984120215091475,-0.4204539170574128,2.0,2.0,2.0,-0.744281180383011,-0.24117547056087865,-0.21452749626030893,4.079720733587474,True,True,True,70,I2_microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(ret_12))",2b82ae2e22f7e6b5,6,realized_vol_12;ret_1;ret_12,True
i2_microstructure_lite_110,microstructure_lite,generated_candidate,original,-0.36100869310127826,-0.4141167103147737,2.0,2.0,2.0,-0.7712270913604775,-0.23822568030921756,-0.2103987714003314,4.005023053513921,True,True,True,71,I2_microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(ret_12))",29c2703ca629aaaa,6,realized_vol_6;ret_1;ret_12,True
i2_microstructure_lite_012,microstructure_lite,generated_candidate,original,-0.20733897221648573,0.29255229218888573,0.7084856618304053,1.5707124931665422,1.4969335527724859,0.004113480531528916,0.14858108818321386,-0.1939195901426435,3.8201200063139327,True,True,True,72,I2_microstructure_lite,realized_vol_24,570b932e8f5fcc69,6,realized_vol_24,True
i2_microstructure_lite_014,microstructure_lite,generated_candidate,original,-0.20733897221648573,0.29255229218888573,0.7084856618304053,1.5707124931665422,1.4969335527724859,0.004113480531528916,0.14858108818321386,-0.1939195901426435,3.8201200063139327,True,True,True,73,I2_microstructure_lite,ZScore(realized_vol_24),7950d450bdf96c1f,6,realized_vol_24,True
i1_flow_liquidity_218,flow_liquidity,generated_candidate,original,-1.0699274267178733,-0.22995844125192982,2.0,2.0,2.0,-0.6205304071601814,-0.13348691726648074,-0.22234855267448211,3.7237482549290526,True,True,True,74,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(ret_12))",1e56bb30ca24854c,6,quote_volume_mean_6;ret_1;ret_12;volume,True
i2_microstructure_lite_133,microstructure_lite,generated_candidate,original,-0.7721872625207791,-0.2328534200286744,2.0,2.0,2.0,-0.7614715499701873,-0.249204690353389,-0.294542800949628,3.689740276177343,True,True,True,75,I2_microstructure_lite,"Mul(Rank(realized_vol_12),Rank(ret_6))",ea744161d68fcfc1,12,realized_vol_12;ret_6,True
