candidate_id,family,object_type,signal_mode,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_recent,component_execution_lag_recent,component_drawdown_penalty,rank_score,rank_uses_validation,rank_uses_recent_oos,rank_excludes_known_adversarial_stress,rank_order,arm,expression,expr_hash,horizon,source_fields,selected_for_replay
i1_flow_liquidity_237,flow_liquidity,generated_candidate,original,1.6198371792010586,0.9517668897739339,2.0,2.0,2.0,0.42592759499734234,0.4517201170065723,-0.22724266522701783,9.222009115751888,True,True,True,1,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(quote_volume_mean_6))",d81f3ac177592cd1,12,quote_volume_mean_12;quote_volume_mean_6;volume,True
i1_flow_liquidity_021,flow_liquidity,generated_candidate,original,1.482097501965157,0.9415127259758176,2.0,2.0,2.0,0.4339969003113512,0.4877980006983051,-0.29711471112514787,9.048290417825482,True,True,True,2,I1_flow_liquidity,volume,62d7a6b1211d6276,12,volume,True
i1_flow_liquidity_023,flow_liquidity,generated_candidate,original,1.4820975019651572,0.9415127259758175,2.0,2.0,2.0,0.4339969003113512,0.48779800069830426,-0.29711471112514787,9.048290417825482,True,True,True,3,I1_flow_liquidity,ZScore(volume),15835793bcd9d848,12,volume,True
i2_microstructure_lite_167,microstructure_lite,generated_candidate,original,0.4658138451675246,1.2922409106692063,2.0,2.0,2.0,0.48597972701596087,0.6773609529556139,-0.27166792115723903,8.649727514651067,True,True,True,4,I2_microstructure_lite,"Mul(Rank(realized_vol_24),Rank(quote_volume_mean_12))",c25834d0a68bcdc4,12,quote_volume_mean_12;realized_vol_24;volume,True
i1_flow_liquidity_203,flow_liquidity,generated_candidate,original,1.381474562173013,0.8375455529561141,2.0,2.0,2.0,0.14114797128430892,0.42437207692290796,-0.21958251075936167,8.56495765257698,True,True,True,5,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(avg_trade_size_quote))",b5c1c3c54e8fe661,12,avg_trade_size_quote;quote_volume_mean_6;volume,True
i1_flow_liquidity_235,flow_liquidity,generated_candidate,original,1.26249297647719,0.8034164684621583,2.0,2.0,2.0,0.1383686234985148,0.3949058825826005,-0.2371808507183959,8.362003100302067,True,True,True,6,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(avg_trade_size_quote))",5ae01a6de0d3a075,12,avg_trade_size_quote;quote_volume_mean_12;volume,True
i1_flow_liquidity_113,flow_liquidity,generated_candidate,original,1.2435673025551877,0.7178776681893418,2.0,2.0,2.0,0.19683411555162447,0.3774910314835149,-0.22643519742979185,8.309334920349878,True,True,True,7,I1_flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(quote_volume_mean_12))",26feb667cf273101,12,quote_asset_volume;quote_volume_mean_12;volume,True
i1_flow_liquidity_227,flow_liquidity,generated_candidate,original,1.2435673025551877,0.7178776681893418,2.0,2.0,2.0,0.19683411555162447,0.3774910314835149,-0.22643519742979185,8.309334920349878,True,True,True,8,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(quote_asset_volume))",cfa5fecaf1e0562d,12,quote_asset_volume;quote_volume_mean_12;volume,True
i1_flow_liquidity_207,flow_liquidity,generated_candidate,original,1.3710747415406679,0.6536150433845537,2.0,2.0,2.0,0.2135326864006496,0.2941279169093063,-0.2268219066803879,8.305528481554788,True,True,True,9,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(quote_volume_mean_12))",32aa65e3c40505bb,12,quote_volume_mean_12;quote_volume_mean_6;volume,True
i1_flow_liquidity_141,flow_liquidity,generated_candidate,original,1.3958233557929278,0.6695964769013292,2.0,2.0,2.0,0.06271007619900905,0.33873781999226993,-0.20208977517473098,8.264777953710805,True,True,True,10,I1_flow_liquidity,"Mul(Rank(number_of_trades),ZScore(quote_volume_mean_6))",160989d8cf7d0542,12,number_of_trades;quote_volume_mean_6;volume,True
i1_flow_liquidity_107,flow_liquidity,generated_candidate,original,1.5583286519210122,0.5519067444466722,2.0,2.0,2.0,-0.058332072205866066,0.28791980505041875,-0.21615660617884538,8.12366652303339,True,True,True,11,I1_flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(avg_trade_size_quote))",9ee3543832c7e1b7,12,avg_trade_size_quote;quote_asset_volume;volume,True
i1_flow_liquidity_239,flow_liquidity,generated_candidate,original,1.125710247286604,0.5955427098144261,2.0,2.0,2.0,0.17036379420081127,0.29859541825899016,-0.2579404191173027,7.93227175044353,True,True,True,12,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_12),Rank(volume))",64392565b1e9ee94,12,quote_volume_mean_12;volume,True
i1_flow_liquidity_145,flow_liquidity,generated_candidate,original,1.1070384072041224,0.49719208714865754,2.0,2.0,2.0,-0.005286101776181049,0.27194286565507886,-0.2717888995033134,7.599098358728364,True,True,True,13,I1_flow_liquidity,"Mul(Rank(number_of_trades),Rank(volume))",11b5026a2ebdaa1b,12,number_of_trades;volume,True
i1_flow_liquidity_173,flow_liquidity,generated_candidate,original,1.3265978401472944,0.41515007029577566,2.0,2.0,2.0,-0.07287264481295613,0.1642132864919584,-0.2720595100848075,7.561029042037265,True,True,True,14,I1_flow_liquidity,"Mul(ZScore(avg_trade_size_quote),Rank(ret_12))",f5066feeca09b97b,12,avg_trade_size_quote;ret_1;ret_12,True
i1_flow_liquidity_206,flow_liquidity,generated_candidate,original,0.7394459501339469,0.3941642414976726,2.0,2.0,2.0,0.1471262708592115,0.2049280931187717,-0.14890493908734911,7.336759616522254,True,True,True,15,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(quote_volume_mean_12))",43ea582db8002bce,6,quote_volume_mean_12;quote_volume_mean_6;volume,True
i1_flow_liquidity_137,flow_liquidity,generated_candidate,original,0.8465741460958216,0.4899631456730421,2.0,2.0,2.0,-0.14368702539747466,0.2604236547216682,-0.22067597992569865,7.232597941167358,True,True,True,16,I1_flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(avg_trade_size_quote))",be4d4688164ce735,12,avg_trade_size_quote;number_of_trades,True
i1_flow_liquidity_143,flow_liquidity,generated_candidate,original,0.7598740241340747,0.4494033785651289,2.0,2.0,2.0,-0.04627858113686171,0.2169673180576969,-0.2408986787333611,7.139067460886679,True,True,True,17,I1_flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(quote_volume_mean_12))",c3a593b7dfae3ebd,12,number_of_trades;quote_volume_mean_12;volume,True
i1_flow_liquidity_199,flow_liquidity,generated_candidate,original,0.8881895137465851,0.3763608983132136,2.0,2.0,2.0,-0.09277084775288531,0.16855057866839887,-0.2314960203807118,7.1088341225946,True,True,True,18,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(number_of_trades))",fe2c2618b1986e8b,12,number_of_trades;quote_volume_mean_6;volume,True
i2_microstructure_lite_013,microstructure_lite,generated_candidate,original,0.18553492654421164,0.9600776226749815,1.3945099736051465,2.0,2.0,0.3380310179405905,0.4993223228752022,-0.30109986137486666,7.076376002265266,True,True,True,19,I2_microstructure_lite,Rank(realized_vol_24),85c297a2ba4a424b,12,realized_vol_24,True
i1_flow_liquidity_022,flow_liquidity,generated_candidate,original,0.7602458026210724,0.4538578287244291,1.8951917546626647,1.893308378050573,1.8274976910033986,0.1898648967021703,0.22842584515781572,-0.20370856646645746,7.044683630455666,True,True,True,20,I1_flow_liquidity,Rank(volume),eaac032e23d29323,6,volume,True
i1_flow_liquidity_171,flow_liquidity,generated_candidate,original,0.8142041598181058,0.31860308098267165,2.0,2.0,2.0,-0.06796736127466863,0.1728901585528804,-0.23528305951838357,7.002446978560606,True,True,True,21,I1_flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(quote_volume_mean_6))",4e5a088da5990e46,12,avg_trade_size_quote;quote_volume_mean_6;volume,True
i1_flow_liquidity_175,flow_liquidity,generated_candidate,original,0.8575097639340449,0.29083031248431457,2.0,2.0,2.0,-0.07465244861435485,0.15652276579958188,-0.2393991830297964,6.990811210573789,True,True,True,22,I1_flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(quote_volume_mean_12))",42d8f6b163b5c941,12,avg_trade_size_quote;quote_volume_mean_12;volume,True
i1_flow_liquidity_115,flow_liquidity,generated_candidate,original,0.9475579796848502,0.17597065903749334,2.0,2.0,2.0,-0.18098032053438742,0.09366504166880173,-0.2623201403858296,6.773893219470928,True,True,True,23,I1_flow_liquidity,"Mul(Rank(quote_asset_volume),Rank(volume))",fd56cf08c61a35e5,12,quote_asset_volume;volume,True
i1_flow_liquidity_101,flow_liquidity,generated_candidate,original,1.1021857407644562,0.17984563082451044,2.0,2.0,1.9942503813154864,-0.2633436029100407,0.04637456551451563,-0.28987974309139475,6.769432972417532,True,True,True,24,I1_flow_liquidity,"Mul(ZScore(quote_asset_volume),Rank(ret_12))",1f2ea360e8018625,12,quote_asset_volume;ret_1;ret_12;volume,True
i1_flow_liquidity_135,flow_liquidity,generated_candidate,original,1.094860231311903,0.21886104207511414,2.0,1.899922834318509,1.8613455999079593,-0.28208867306610297,0.15114642549891252,-0.21024342261653003,6.733804037429765,True,True,True,25,I1_flow_liquidity,"Mul(Rank(number_of_trades),ZScore(quote_asset_volume))",b514631fd88531da,12,number_of_trades;quote_asset_volume;volume,True
i2_microstructure_lite_139,microstructure_lite,generated_candidate,original,0.3456629537824723,0.4351358092872614,2.0,2.0,2.0,-0.03926156555504473,0.18866669405567285,-0.2666983737783624,6.663505517791999,True,True,True,26,I2_microstructure_lite,"Mul(Rank(realized_vol_12),Rank(quote_volume_mean_12))",23c236e776a10244,12,quote_volume_mean_12;realized_vol_12;volume,True
i2_microstructure_lite_111,microstructure_lite,generated_candidate,original,0.0632206895610819,0.6198643815253687,2.0,2.0,2.0,-0.1092034328576245,0.2917530500976749,-0.25482198326714167,6.6108127050593595,True,True,True,27,I2_microstructure_lite,"Mul(Rank(realized_vol_6),Rank(quote_volume_mean_12))",8b8e19eff9406344,12,quote_volume_mean_12;realized_vol_6;volume,True
i1_flow_liquidity_103,flow_liquidity,generated_candidate,original,0.8250082778436862,0.17441908209566273,2.0,2.0,2.0,-0.2806105472523895,0.0808318058051897,-0.2335483086758308,6.566100309816318,True,True,True,28,I1_flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(number_of_trades))",a03cc5c3bcfebaa1,12,number_of_trades;quote_asset_volume;volume,True
i1_flow_liquidity_117,flow_liquidity,generated_candidate,original,0.5678063566481656,0.1614623637055854,2.0,2.0,2.0,-0.08449577730835521,0.09236139015419807,-0.2702221345083202,6.466912198691274,True,True,True,29,I1_flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(volume))",bb3003c0a9733550,12,quote_asset_volume;volume,True
i1_flow_liquidity_241,flow_liquidity,generated_candidate,original,0.5146155356451306,0.1768694955749983,2.0,2.0,2.0,-0.048440252212500895,0.08579787734699677,-0.2681007723188673,6.460741884035758,True,True,True,30,I1_flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(volume))",e98c70451619fb61,12,quote_volume_mean_12;volume,True
i0_basis_premium_229,basis_premium,generated_candidate,original,2.0,-0.3015485817716076,2.0,2.0,2.0,-0.642577546956444,-0.2906626083761068,-0.3214117615366231,6.443799501359218,True,True,True,31,I0_basis_premium,"Mul(Rank(ret_12),Rank(mark_minus_index))",d18342622ab8bd10,12,mark_minus_index;ret_1;ret_12,True
i1_flow_liquidity_110,flow_liquidity,generated_candidate,original,0.4975219749284451,0.08123166830901105,2.0,2.0,2.0,-0.13010022544814356,0.0445895354758651,-0.14938609839198919,6.343856854873188,True,True,True,32,I1_flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(quote_volume_mean_6))",f3e41b31dd5fe97e,6,quote_asset_volume;quote_volume_mean_6;volume,True
i1_flow_liquidity_196,flow_liquidity,generated_candidate,original,0.4975219749284451,0.08123166830901105,2.0,2.0,2.0,-0.13010022544814356,0.0445895354758651,-0.14938609839198919,6.343856854873188,True,True,True,33,I1_flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(quote_asset_volume))",75a1dbe91b6cee1e,6,quote_asset_volume;quote_volume_mean_6;volume,True
