blueprint_id,core59_shard,core61_route,core61_reason,core61_blocked,semantic_pair,motif,label_family,label_horizon_h,decision,premay_positive_split_count,control_ratio,cost10,robust_ok,lag_ok,expression
a7ff24r_63db62443d517548,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,3,1.184591761816569,0.0337200045921319,True,True,"Sub(CSRank(Delta(mark_index_basis_bps,8)),CSRank(premium_close_bps))"
a7ff24r_45429e8e4bac5837,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L0_raw_forward_return,24,HOLD_A7FFCORE59S02_PRE_MAY_UNSTABLE,2,1.1897146788971784,-0.0005994518488191,False,True,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,4)),Delta(premium_close_bps,2)),4)"
a7ff24r_45429e8e4bac5837,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L1_cross_sectional_relative_return,24,HOLD_A7FFCORE59S02_PRE_MAY_UNSTABLE,2,1.1897146788971784,-0.0005994518488191,False,True,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,4)),Delta(premium_close_bps,2)),4)"
a7ff24r_2427a1ccc1e625cc,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|volatility_like,mul,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.192800937856178,0.0926827567157529,True,False,"Mul(mark_index_basis_bps,Mean(realized_vol_168h,2))"
a7ff24r_01cf1067ca4f1d1b,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,gated_sign,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.1928078435578928,-0.001173811355364,True,True,"Mul(Mean(mark_index_basis_bps,2),Sign(premium_close_bps))"
a7ff24r_09e584f1f393b596,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,spread_rank,L1_cross_sectional_relative_return,1,HOLD_A7FFCORE59S02_CONTROL_DOMINATED,3,1.1939290033633612,-0.0018140830633735,True,False,"Sub(CSRank(Mean(mark_index_basis_bps,8)),CSRank(premium_close_bps))"
a7ff24r_07b3bf02368b6481,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|price_like,mul,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.1939452063987976,0.0218277647183241,True,True,"Mul(premium_close_bps,trade_return_1h)"
a7ff24r_0974ac7eff3d7f9f,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,price_like|volatility_like,sub,L1_cross_sectional_relative_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.1957871904215511,-0.0013546928676808,True,True,"Sub(realized_vol_168h,trade_return_1h)"
a7ff24r_54ec30e5ce4353ba,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,mul,L0_raw_forward_return,1,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.1962618892395016,-0.0011646482720183,True,True,"Mul(Mean(mark_index_basis_bps,2),premium_close_bps)"
a7ff24r_56366e389ce7a29a,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|volatility_like,gated_sign,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.1965646564467498,0.0528170848345525,True,False,"Mul(Delta(premium_close_bps,1),Sign(realized_vol_24h))"
a7ff24r_3538c7bde2c42f9a,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,price_like|volatility_like,spread_rank,L0_raw_forward_return,1,HOLD_A7FFCORE59S02_CONTROL_DOMINATED,3,1.1978604713008163,-0.0014940098609601,True,True,"Sub(CSRank(ZScore(Mean(realized_vol_168h,12))),CSRank(trade_return_1h))"
a7ff24r_3538c7bde2c42f9a,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,price_like|volatility_like,spread_rank,L1_cross_sectional_relative_return,1,HOLD_A7FFCORE59S02_CONTROL_DOMINATED,3,1.1978604713008163,-0.0014940098609601,True,True,"Sub(CSRank(ZScore(Mean(realized_vol_168h,12))),CSRank(trade_return_1h))"
a7ff24r_0801d9ad1561e754,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,sub,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.207752779044947,0.0530133191948749,True,True,"Sub(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)"
a7ff24r_58cd9af618657156,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|volatility_like,mul,L1_cross_sectional_relative_return,24,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.2083772642646473,6.260904469424389e-06,True,True,"Mul(Delta(mark_index_basis_bps,2),realized_vol_24h)"
a7ff24r_1b055cfc990003ef,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L1_cross_sectional_relative_return,24,HOLD_A7FFCORE59S02_PRE_MAY_UNSTABLE,2,1.2086715557058592,0.0004578419881947,False,True,"Mean(Mul(Delta(mark_index_basis_bps,1),Mean(premium_close_bps,8)),4)"
a7ff24r_7b56c2ce3f4ab61d,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|volatility_like,gated_sign,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.2091765552354232,0.0528170848345525,True,False,"Mul(Delta(premium_close_bps,1),Sign(realized_vol_168h))"
a7ff24r_3448937ec918be8c,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,price_like|volatility_like,mul,L1_cross_sectional_relative_return,4,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.21429120499191,-0.0016235982519056,True,True,"Mul(ZScore(Mean(realized_vol_168h,12)),trade_return_1h)"
a7ff24r_09e584f1f393b596,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,spread_rank,L3_liquidity_tier_relative_return,24,HOLD_A7FFCORE59S02_CONTROL_DOMINATED,3,1.2205753494782536,0.0003418935944043,True,True,"Sub(CSRank(Mean(mark_index_basis_bps,8)),CSRank(premium_close_bps))"
a7ff24r_0fd69592f0120f0f,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like,single,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,3,1.2239820508911778,0.0832848772800437,True,True,premium_close_bps
a7ff24r_2fe12ca5867efca4,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like,single,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.2239820508911778,0.0832848772800437,True,True,CSRank(premium_close_bps)
a7ff24r_40e1391d782a1db4,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like,single,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.2239820508911778,0.0832848772800437,True,True,"Clip(ZScore(premium_close_bps),-3,3)"
a7ff24r_010adba7b5e547b9,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L0_raw_forward_return,24,HOLD_A7FFCORE59S02_PRE_MAY_UNSTABLE,2,1.2308372949930593,-0.0010370071781086,False,True,"Mean(Mul(Delta(mark_index_basis_bps,2),ZScore(Mean(premium_close_bps,8))),4)"
a7ff24r_83c39e0278e793ac,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,mul,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.234083204925888,0.0593306068934321,True,False,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))"
a7ff24r_72a9f6f08ba53245,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|price_like,smooth_mul,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,3,1.2358477701522337,-0.0017516151162754,True,True,"Mean(Mul(premium_close_bps,trade_return_1h),4)"
a7ff24r_3448937ec918be8c,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,price_like|volatility_like,mul,L0_raw_forward_return,4,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.236205097601359,-0.0016235982519056,True,True,"Mul(ZScore(Mean(realized_vol_168h,12)),trade_return_1h)"
a7ff24r_1673f7c729edf796,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|price_like,mul,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S04_PRE_MAY_UNSTABLE,2,1.2364910462868488,0.1018504789318202,False,False,"Mul(ZScore(Mean(premium_close_bps,12)),trade_return_1h)"
a7ff24r_80cd6805cc36bbcc,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|price_like,gated_sign,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S05_PRE_MAY_UNSTABLE,2,1.2376581098561292,0.0178503603546634,False,True,"Mul(mark_index_basis_bps,Sign(Delta(trade_return_1h,8)))"
a7ff24r_49b4801d0c746716,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|price_like,mul,L0_raw_forward_return,4,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.238791194332405,-0.0016487084783108,True,True,"Mul(Mean(premium_close_bps,4),trade_return_1h)"
a7ff24r_2711d29f361ca806,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|price_like,spread_rank,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S02_PRE_MAY_UNSTABLE,2,1.2393193965845226,-0.0016068096230949,False,True,"Sub(CSRank(Delta(premium_close_bps,2)),CSRank(trade_return_1h))"
a7ff24r_04e0289ebca98579,s04,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|price_like,mul,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S04_CONTROL_DOMINATED,3,1.239396087203289,-0.0014482588892472,True,False,"Mul(premium_close_bps,ZScore(Mean(trade_return_1h,2)))"
a7ff24r_ec49ba0ff46743d0,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like,single,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S03_CONTROL_DOMINATED,3,1.2398018434210265,-0.0011777329065462,True,False,"Delta(mark_index_basis_bps,48)"
a7ff24r_49b4801d0c746716,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|price_like,mul,L1_cross_sectional_relative_return,4,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.2425253335625723,-0.0016487084783108,True,True,"Mul(Mean(premium_close_bps,4),trade_return_1h)"
a7ff24r_7acbf79280ae8f86,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|price_like,spread_rank,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S03_PRE_MAY_UNSTABLE,2,1.2443763397435734,-0.0018673472512005,False,True,"Sub(CSRank(Delta(premium_close_bps,8)),CSRank(trade_return_1h))"
a7ff24r_e595e4b754c546e5,s03,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|price_like,spread_rank,L5_vol_adjusted_return,1,HOLD_A7FFCORE59S03_PRE_MAY_UNSTABLE,2,1.2491215583226607,0.0101899320431269,False,True,"Sub(CSRank(Delta(premium_close_bps,1)),CSRank(trade_return_1h))"
a7ff24r_70844c64a1855f7e,s05,CORE62B_target_near_miss_repair_dryrun,near_miss_control_dominated,False,basis_premium_like|basis_premium_like,mul,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S05_CONTROL_DOMINATED,3,1.249527601206627,-0.0014823496696092,True,True,"Mul(Mean(mark_index_basis_bps,12),premium_close_bps)"
a7ff24r_45429e8e4bac5837,s02,CORE62B_target_near_miss_repair_dryrun,near_miss_pre_may_unstable,False,basis_premium_like|basis_premium_like,smooth_mul,L3_liquidity_tier_relative_return,1,HOLD_A7FFCORE59S02_PRE_MAY_UNSTABLE,2,1.2498069048705376,-0.0017552020867956,False,False,"Mean(Mul(ZScore(Mean(mark_index_basis_bps,4)),Delta(premium_close_bps,2)),4)"
