field_name,source_class,non_null_rate
symbol,key,1.0
timestamp,key,1.0
ret_1,base_context,0.9999521965677136
ret_24,base_context,0.9988527176251255
funding_rate_bps,base_context,0.9999521965677136
open_interest_change_24h,base_context,0.9984663065474768
mark_index_basis_change_24h,base_context,0.998804914192839
premium_index_change_24h,base_context,0.9811654476791434
top_long_short_position_ratio_zscore_168h,base_context,0.9989005210574119
agg_features_available,raw_aggtrades,1.0
agg_trade_count,raw_aggtrades,0.9815956785697213
agg_underlying_trade_count,raw_aggtrades,0.9815956785697213
agg_quantity,raw_aggtrades,0.9815956785697213
agg_notional,raw_aggtrades,0.9815956785697213
agg_buy_notional,raw_aggtrades,0.9815956785697213
agg_sell_notional,raw_aggtrades,0.9815956785697213
agg_signed_aggressor_quantity,raw_aggtrades,0.9815956785697213
agg_signed_aggressor_notional,raw_aggtrades,0.9815956785697213
agg_high_price,raw_aggtrades,0.9815956785697213
agg_low_price,raw_aggtrades,0.9815956785697213
agg_price_std,raw_aggtrades,0.9815956785697213
agg_max_trade_notional,raw_aggtrades,0.9815956785697213
agg_open_price,raw_aggtrades,0.9815956785697213
agg_close_price,raw_aggtrades,0.9815956785697213
agg_vwap,raw_aggtrades,0.9815956785697213
agg_buy_vwap,raw_aggtrades,0.9815956785697213
agg_sell_vwap,raw_aggtrades,0.9815956785697213
agg_avg_agg_trade_notional,raw_aggtrades,0.9815956785697213
agg_avg_underlying_trade_notional,raw_aggtrades,0.9815956785697213
agg_volume_imbalance,raw_aggtrades,0.9815956785697213
agg_buy_sell_notional_ratio,raw_aggtrades,0.9815956785697213
agg_price_range_bps,raw_aggtrades,0.9815956785697213
agg_close_to_open_bps,raw_aggtrades,0.9815956785697213
agg_large_trade_count_100k_plus,raw_aggtrades,0.9815956785697213
agg_large_notional_100k_plus,raw_aggtrades,0.9815956785697213
agg_large_trade_count_ratio_100k_plus,raw_aggtrades,0.9815956785697213
agg_large_notional_ratio_100k_plus,raw_aggtrades,0.9815956785697213
agg_vwap_close_bps,derived,0.9815956785697213
agg_buy_sell_vwap_spread_bps,derived,0.9815956785697213
agg_avg_underlying_trades_per_agg,derived,0.9815956785697213
agg_flow_imbalance_notional,derived,0.9815956785697213
agg_buy_notional_share,derived,0.9815956785697213
agg_sell_notional_share,derived,0.9815956785697213
agg_notional_sum_4h,past_rolling_derived,0.981452268272862
agg_quantity_sum_4h,past_rolling_derived,0.981452268272862
agg_signed_notional_sum_4h,past_rolling_derived,0.981452268272862
agg_flow_imbalance_notional_4h,past_rolling_derived,0.981452268272862
agg_large_notional_sum_4h,past_rolling_derived,0.981452268272862
agg_large_notional_share_4h,past_rolling_derived,0.981452268272862
agg_trade_count_sum_4h,past_rolling_derived,0.981452268272862
agg_avg_trade_notional_4h,past_rolling_derived,0.981452268272862
agg_price_range_bps_max_4h,past_rolling_derived,0.981452268272862
agg_close_to_open_bps_sum_4h,past_rolling_derived,0.981452268272862
agg_notional_sum_24h,past_rolling_derived,0.9824083369185908
agg_quantity_sum_24h,past_rolling_derived,0.9824083369185908
agg_signed_notional_sum_24h,past_rolling_derived,0.9824083369185908
agg_flow_imbalance_notional_24h,past_rolling_derived,0.9824083369185908
agg_large_notional_sum_24h,past_rolling_derived,0.9824083369185908
agg_large_notional_share_24h,past_rolling_derived,0.9824083369185908
agg_trade_count_sum_24h,past_rolling_derived,0.9824083369185908
agg_avg_trade_notional_24h,past_rolling_derived,0.9824083369185908
agg_price_range_bps_max_24h,past_rolling_derived,0.9824083369185908
agg_close_to_open_bps_sum_24h,past_rolling_derived,0.9824083369185908
agg_signed_flow_z_24h,past_rolling_derived,0.9812610545437163
agg_notional_shock_24h_mad,past_rolling_derived,0.9809264305177112
agg_notional_accel_4h_vs_24h,past_rolling_derived,0.981452268272862
agg_flow_accel_4h_vs_24h,past_rolling_derived,0.981452268272862
agg_universe_notional,derived,1.0
agg_universe_signed_abs_notional,derived,1.0
agg_universe_large_notional,derived,1.0
agg_cross_symbol_notional_share,derived,0.9815956785697213
agg_cross_symbol_signed_flow_share,derived,0.9815956785697213
agg_cross_symbol_large_notional_share,derived,0.9815956785697213
agg_btcusdt_flow_imbalance_4h,past_rolling_derived,0.9986615038959797
agg_flow_minus_btcusdt_4h,past_rolling_derived,0.981452268272862
agg_ethusdt_flow_imbalance_4h,past_rolling_derived,0.9986615038959797
agg_flow_minus_ethusdt_4h,past_rolling_derived,0.981452268272862
agg_volume_imbalance_cs_rank,cross_symbol_derived,0.9815956785697213
agg_signed_flow_z_24h_cs_rank,cross_symbol_derived,0.9812610545437163
agg_large_notional_share_24h_cs_rank,cross_symbol_derived,0.9824083369185908
agg_notional_accel_4h_vs_24h_cs_rank,cross_symbol_derived,0.981452268272862
agg_cross_symbol_notional_share_cs_rank,cross_symbol_derived,0.9815956785697213
agg_volume_imbalance_cs_zscore,cross_symbol_derived,0.9815956785697213
agg_signed_flow_z_24h_cs_zscore,cross_symbol_derived,0.9812610545437163
agg_large_notional_share_24h_cs_zscore,cross_symbol_derived,0.9824083369185908
agg_notional_accel_4h_vs_24h_cs_zscore,cross_symbol_derived,0.9814044648405755
agg_cross_symbol_notional_share_cs_zscore,cross_symbol_derived,0.9815956785697213
