control_id,base_candidate_id,control_mode,control_class,expression,production_family,horizon,availability_mask,uses_same_mask_as_candidate,feature_available_lag_bars,promotable,allowed_in_a7v5_replay,expected_behavior,decision
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_row_shuffle_e7902a5b,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_1k_10k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_time_shuffle_37041716,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_1k_10k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_wrong_lag_31b1b29f,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional_1k_10k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_sign_flip_093b2e84,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional_1k_10k),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_row_shuffle_fcf36706,a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_gt_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_time_shuffle_4df71936,a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_gt_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_wrong_lag_f9e95ef6,a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional_gt_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_sign_flip_1942276f,a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional_gt_1m),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_row_shuffle_69293dc1,a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,row_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_le_100),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_time_shuffle_d355fb65,a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,time_shuffle,replay_negative_control,CrossSymbolRank(agg_notional_le_100),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_wrong_lag_a9237033,a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,wrong_lag,replay_negative_control,CrossSymbolRank(agg_notional_le_100),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_sign_flip_78e74dd8,a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,sign_flip,replay_negative_control,CrossSymbolRank(agg_notional_le_100),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_row_shuffle_1371de94,a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,row_shuffle,replay_negative_control,CrossSymbolRank(agg_buy_agg_trade_count),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_time_shuffle_11328c20,a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,time_shuffle,replay_negative_control,CrossSymbolRank(agg_buy_agg_trade_count),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_wrong_lag_02dd575e,a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,wrong_lag,replay_negative_control,CrossSymbolRank(agg_buy_agg_trade_count),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_sign_flip_568fc170,a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,sign_flip,replay_negative_control,CrossSymbolRank(agg_buy_agg_trade_count),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_row_shuffle_451c8720,a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,row_shuffle,replay_negative_control,CrossSymbolRank(agg_buy_sell_notional_ratio),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_time_shuffle_6c7032e2,a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,time_shuffle,replay_negative_control,CrossSymbolRank(agg_buy_sell_notional_ratio),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_wrong_lag_7b2b2093,a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,wrong_lag,replay_negative_control,CrossSymbolRank(agg_buy_sell_notional_ratio),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_sign_flip_831a1c52,a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,sign_flip,replay_negative_control,CrossSymbolRank(agg_buy_sell_notional_ratio),cross_symbol_self_reproduction_core3,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_05bb4df8e337__ctrl_row_shuffle_22141347,a7v3_interaction_self_reproduction_12_05bb4df8e337,row_shuffle,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_05bb4df8e337__ctrl_time_shuffle_55dbd5bf,a7v3_interaction_self_reproduction_12_05bb4df8e337,time_shuffle,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_05bb4df8e337__ctrl_wrong_lag_458d549e,a7v3_interaction_self_reproduction_12_05bb4df8e337,wrong_lag,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_05bb4df8e337__ctrl_sign_flip_0f501bb8,a7v3_interaction_self_reproduction_12_05bb4df8e337,sign_flip,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_26feffa1405b__ctrl_row_shuffle_9b090b82,a7v3_interaction_self_reproduction_12_26feffa1405b,row_shuffle,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_26feffa1405b__ctrl_time_shuffle_ae5d3ef1,a7v3_interaction_self_reproduction_12_26feffa1405b,time_shuffle,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_26feffa1405b__ctrl_wrong_lag_0baf5585,a7v3_interaction_self_reproduction_12_26feffa1405b,wrong_lag,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_26feffa1405b__ctrl_sign_flip_8876db1a,a7v3_interaction_self_reproduction_12_26feffa1405b,sign_flip,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_159dcd65ce28__ctrl_row_shuffle_7a37d5c3,a7v3_interaction_self_reproduction_12_159dcd65ce28,row_shuffle,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_159dcd65ce28__ctrl_time_shuffle_d3686e73,a7v3_interaction_self_reproduction_12_159dcd65ce28,time_shuffle,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_159dcd65ce28__ctrl_wrong_lag_e260a564,a7v3_interaction_self_reproduction_12_159dcd65ce28,wrong_lag,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_159dcd65ce28__ctrl_sign_flip_7bb64ccb,a7v3_interaction_self_reproduction_12_159dcd65ce28,sign_flip,replay_negative_control,"Add(ZScore(agg_flow_imbalance_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_28aec55269db__ctrl_row_shuffle_cc26ad16,a7v3_interaction_self_reproduction_12_28aec55269db,row_shuffle,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_28aec55269db__ctrl_time_shuffle_38b78d70,a7v3_interaction_self_reproduction_12_28aec55269db,time_shuffle,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_28aec55269db__ctrl_wrong_lag_971bece0,a7v3_interaction_self_reproduction_12_28aec55269db,wrong_lag,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_28aec55269db__ctrl_sign_flip_41f4bc4e,a7v3_interaction_self_reproduction_12_28aec55269db,sign_flip,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_51b74dc9feec__ctrl_row_shuffle_94c7f9e3,a7v3_interaction_self_reproduction_12_51b74dc9feec,row_shuffle,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_51b74dc9feec__ctrl_time_shuffle_eb2dafc9,a7v3_interaction_self_reproduction_12_51b74dc9feec,time_shuffle,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_51b74dc9feec__ctrl_wrong_lag_3dbd5f44,a7v3_interaction_self_reproduction_12_51b74dc9feec,wrong_lag,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_51b74dc9feec__ctrl_sign_flip_c323ffa0,a7v3_interaction_self_reproduction_12_51b74dc9feec,sign_flip,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_24))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_574af0aca9eb__ctrl_row_shuffle_377e839b,a7v3_interaction_self_reproduction_12_574af0aca9eb,row_shuffle,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_574af0aca9eb__ctrl_time_shuffle_b200e267,a7v3_interaction_self_reproduction_12_574af0aca9eb,time_shuffle,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_574af0aca9eb__ctrl_wrong_lag_9b2cd537,a7v3_interaction_self_reproduction_12_574af0aca9eb,wrong_lag,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_574af0aca9eb__ctrl_sign_flip_64cbc37f,a7v3_interaction_self_reproduction_12_574af0aca9eb,sign_flip,replay_negative_control,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_row_shuffle_8b1f27bf,a7v3_interaction_self_reproduction_12_0979984cc839,row_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_time_shuffle_639f0433,a7v3_interaction_self_reproduction_12_0979984cc839,time_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_wrong_lag_b1d2c6d8,a7v3_interaction_self_reproduction_12_0979984cc839,wrong_lag,replay_negative_control,"Add(ZScore(agg_notional),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_sign_flip_39385c3b,a7v3_interaction_self_reproduction_12_0979984cc839,sign_flip,replay_negative_control,"Add(ZScore(agg_notional),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_row_shuffle_620f9af7,a7v3_interaction_self_reproduction_12_144cc168716a,row_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_time_shuffle_6b26a406,a7v3_interaction_self_reproduction_12_144cc168716a,time_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_wrong_lag_6dc3a3be,a7v3_interaction_self_reproduction_12_144cc168716a,wrong_lag,replay_negative_control,"Add(ZScore(agg_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_sign_flip_71680644,a7v3_interaction_self_reproduction_12_144cc168716a,sign_flip,replay_negative_control,"Add(ZScore(agg_notional),Rank(realized_vol_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_row_shuffle_0874ea18,a7v3_interaction_self_reproduction_12_20e05d6d98bf,row_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_time_shuffle_d806c1e2,a7v3_interaction_self_reproduction_12_20e05d6d98bf,time_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_wrong_lag_a5105cba,a7v3_interaction_self_reproduction_12_20e05d6d98bf,wrong_lag,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_sign_flip_8ae223ba,a7v3_interaction_self_reproduction_12_20e05d6d98bf,sign_flip,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_12))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_row_shuffle_c9df99d9,a7v3_interaction_self_reproduction_12_070b69edeb3b,row_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_time_shuffle_3de141fc,a7v3_interaction_self_reproduction_12_070b69edeb3b,time_shuffle,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_wrong_lag_11fd78f5,a7v3_interaction_self_reproduction_12_070b69edeb3b,wrong_lag,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_sign_flip_413d292c,a7v3_interaction_self_reproduction_12_070b69edeb3b,sign_flip,replay_negative_control,"Add(ZScore(agg_notional),Rank(ret_6))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_3c48acd5d15b__ctrl_row_shuffle_23e132b6,a7v3_interaction_self_reproduction_12_3c48acd5d15b,row_shuffle,replay_negative_control,"Add(ZScore(agg_price_range_bps),Rank(latest_known_funding_rate))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_3c48acd5d15b__ctrl_time_shuffle_14d9a85d,a7v3_interaction_self_reproduction_12_3c48acd5d15b,time_shuffle,replay_negative_control,"Add(ZScore(agg_price_range_bps),Rank(latest_known_funding_rate))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_3c48acd5d15b__ctrl_wrong_lag_bcc28936,a7v3_interaction_self_reproduction_12_3c48acd5d15b,wrong_lag,replay_negative_control,"Add(ZScore(agg_price_range_bps),Rank(latest_known_funding_rate))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_3c48acd5d15b__ctrl_sign_flip_2c876baa,a7v3_interaction_self_reproduction_12_3c48acd5d15b,sign_flip,replay_negative_control,"Add(ZScore(agg_price_range_bps),Rank(latest_known_funding_rate))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_38e9d54d47cb__ctrl_row_shuffle_a8a1319a,a7v3_interaction_self_reproduction_12_38e9d54d47cb,row_shuffle,replay_negative_control,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_38e9d54d47cb__ctrl_time_shuffle_d96434e1,a7v3_interaction_self_reproduction_12_38e9d54d47cb,time_shuffle,replay_negative_control,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_38e9d54d47cb__ctrl_wrong_lag_b5dc2772,a7v3_interaction_self_reproduction_12_38e9d54d47cb,wrong_lag,replay_negative_control,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_interaction_self_reproduction_12_38e9d54d47cb__ctrl_sign_flip_67d033e3,a7v3_interaction_self_reproduction_12_38e9d54d47cb,sign_flip,replay_negative_control,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",interaction_self_reproduction,12,agg_features_available,True,1,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
