candidate_id,generator,status,production_family,derived_feature_id,expression,horizon,source_fields,source_field_families,transform,window_hours,availability_mask,cross_symbol_scope,feature_available_lag_bars,feature_timestamp_rule,execution_rule,requires_residual_baselines,required_negative_controls,paired_ablation_plan,decision,reject_reasons
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,cross_symbol_self_reproduction_core3,CrossSymbolRank_core3__agg_notional_le_100,CrossSymbolRank(agg_notional_le_100),12,agg_notional_le_100,activity_liquidity,CrossSymbolRank,1,agg_features_available,"BTCUSDT,ETHUSDT,SOLUSDT",1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,cross_symbol_self_reproduction_core3,CrossSymbolRank_core3__agg_notional_100k_1m,CrossSymbolRank(agg_notional_100k_1m),12,agg_notional_100k_1m,activity_liquidity,CrossSymbolRank,1,agg_features_available,"BTCUSDT,ETHUSDT,SOLUSDT",1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,cross_symbol_self_reproduction_core3,CrossSymbolRank_core3__agg_buy_sell_notional_ratio,CrossSymbolRank(agg_buy_sell_notional_ratio),12,agg_buy_sell_notional_ratio,flow,CrossSymbolRank,1,agg_features_available,"BTCUSDT,ETHUSDT,SOLUSDT",1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,cross_symbol_self_reproduction_core3,CrossSymbolRank_core3__agg_buy_agg_trade_count,CrossSymbolRank(agg_buy_agg_trade_count),12,agg_buy_agg_trade_count,flow,CrossSymbolRank,1,agg_features_available,"BTCUSDT,ETHUSDT,SOLUSDT",1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_05bb4df8e337,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_flow_imbalance_notional__realized_vol_12,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_12))",12,agg_flow_imbalance_notional;realized_vol_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_070b69edeb3b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_notional__ret_6,"Add(ZScore(agg_notional),Rank(ret_6))",12,agg_notional;ret_6,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_0979984cc839,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_notional__mark_index_ratio,"Add(ZScore(agg_notional),Rank(mark_index_ratio))",12,agg_notional;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_144cc168716a,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_notional__realized_vol_12,"Add(ZScore(agg_notional),Rank(realized_vol_12))",12,agg_notional;realized_vol_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_159dcd65ce28,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_flow_imbalance_notional__ret_12,"Add(ZScore(agg_flow_imbalance_notional),Rank(ret_12))",12,agg_flow_imbalance_notional;ret_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_20e05d6d98bf,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_notional__ret_12,"Add(ZScore(agg_notional),Rank(ret_12))",12,agg_notional;ret_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_26feffa1405b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_flow_imbalance_notional__realized_vol_24,"Add(ZScore(agg_flow_imbalance_notional),Rank(realized_vol_24))",12,agg_flow_imbalance_notional;realized_vol_24,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_28aec55269db,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_large_notional_share_100k_plus__realized_vol_12,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_12))",12,agg_large_notional_share_100k_plus;realized_vol_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_38e9d54d47cb,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_signed_flow_z_24h__mark_index_ratio,"Add(ZScore(agg_signed_flow_z_24h),Rank(mark_index_ratio))",12,agg_signed_flow_z_24h;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_3c48acd5d15b,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_price_range_bps__latest_known_funding_rate,"Add(ZScore(agg_price_range_bps),Rank(latest_known_funding_rate))",12,agg_price_range_bps;latest_known_funding_rate,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_51b74dc9feec,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_large_notional_share_100k_plus__realized_vol_24,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(realized_vol_24))",12,agg_large_notional_share_100k_plus;realized_vol_24,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
a7v3_interaction_self_reproduction_12_574af0aca9eb,crypto_a7v3_agg_aware_candidate_dry_run,dry_run_not_replayed,interaction_self_reproduction,Add__agg_large_notional_share_100k_plus__ret_6,"Add(ZScore(agg_large_notional_share_100k_plus),Rank(ret_6))",12,agg_large_notional_share_100k_plus;ret_6,aggtrades;market_or_funding_control,Add,1,agg_features_available,same_symbol,1,agg hour bucket start t is observable after t+1h; rolling descendants require past-only completed input hours,next-bar or later; same-hour close execution forbidden,FundingCore;Core4,row_shuffle;time_shuffle;wrong_lag;sign_flip;no_agg_mask;zero_fill_core12_rank,base_agg_field;derived_transform;market_control_if_any;full_formula,A7V3_DRY_RUN_CANDIDATE,
