candidate_id,variant,known_may2026_stress,recent_oos_2026JanApr,test_2025H2,train_2024,validation_2025H1
a7al2k_0096829c83c908a8,one_bar_lag,0.0001917433786966,-0.0021981841719038,-0.0014341846009886,-4.849511824601737e-05,-0.0004897875416213
a7al2k_0096829c83c908a8,original,0.0001524539417823,-0.002246844898385,-0.0014315039380366,-3.8969710532047416e-05,-0.0005088611261122
a7al2k_0096829c83c908a8,same_family_random,-0.000359570448372,0.0001587522256765,-2.6936201825940747e-05,-2.790406433540516e-05,4.753109838376408e-05
a7al2k_0096829c83c908a8,symbol_shuffle,-0.0018894870089427,-0.0013455670802623,-0.0004282843016383,0.0002879220919718,-9.704761065764744e-05
a7al2k_0096829c83c908a8,time_shuffle,-7.008486486243048e-05,-2.7707942583406427e-06,-4.003791263011932e-05,0.0001942041791142,0.0002444358305759
a7al2k_0096829c83c908a8,wrong_lag_future_24h,0.0014308510513588,-0.0006908876829315,-0.0003218344610999,0.0013628530965182,7.614917975539765e-05
a7al2k_0096829c83c908a8,wrong_lag_stale_168h,-0.000249746572963,-0.0021839210304891,-0.0012922498176371,0.0001482531589224,-0.0005350011710579
a7al2k_01298a6b5902f416,one_bar_lag,-0.0017460895765252,-0.0015788506685906,-0.0017536863425689,0.0001218870022304,-0.0008268275221003
a7al2k_01298a6b5902f416,original,-0.0017121643358003,-0.0015932228720284,-0.0017432163050307,0.000105822379093,-0.0008302323846803
a7al2k_01298a6b5902f416,same_family_random,-0.0003467562645421,1.9083640631293324e-05,6.280073836328894e-05,-3.539320687438603e-05,-0.0001254814968296
a7al2k_01298a6b5902f416,symbol_shuffle,-0.0023143732281881,-0.0005408132793775,0.0004231284289741,-2.91193995545004e-05,0.0007740907160575
a7al2k_01298a6b5902f416,time_shuffle,0.0002822372796461,-0.000134157785745,5.133230936725506e-05,-2.8963175222269027e-05,-0.000165246613501
a7al2k_01298a6b5902f416,wrong_lag_future_24h,-0.0002284081172462,-0.000555406085452,-0.0008623352208242,0.0007971607052351,-0.0004589460322475
a7al2k_01298a6b5902f416,wrong_lag_stale_168h,-0.002391382742181,-0.0003911504612602,-0.0013587522263264,0.0002759944882142,-0.0005502782502223
a7al2k_01759e5da72c472c,one_bar_lag,-0.0033539957211175,-0.0019140511189446,-0.0030200953721792,-0.001616631477952,-0.0012229540438685
a7al2k_01759e5da72c472c,original,-0.0033867774896891,-0.0019558814382863,-0.0030394639666952,-0.0016088505496325,-0.0012383812885329
a7al2k_01759e5da72c472c,same_family_random,-0.0004299833257962,-0.0003313471703763,-4.624424901826352e-05,2.928198308464613e-05,-0.0003724041791951
a7al2k_01759e5da72c472c,symbol_shuffle,0.0004454116627109,-0.0005839642330667,-0.0004477978191292,0.001146583752049,-0.0002545831631853
a7al2k_01759e5da72c472c,time_shuffle,0.0004026921422759,0.0001450286026728,0.0002839805643207,-0.0001069064175461,-9.376350880653245e-05
a7al2k_01759e5da72c472c,wrong_lag_future_24h,-0.0020959032887186,0.0007007974012104,-0.0002168650698465,0.0006330621447002,-5.100510781946391e-05
a7al2k_01759e5da72c472c,wrong_lag_stale_168h,-0.0029652764298487,-0.0008470935619747,-0.000473405661144,-0.0011219545375628,-0.0011719326449002
a7al2k_01bdc8d049fffe52,one_bar_lag,0.00119056372347,-0.0026634168801677,-0.0022480193750109,-8.160602544041935e-05,-0.0010953614254282
a7al2k_01bdc8d049fffe52,original,0.0011895039135197,-0.0027401014520017,-0.0022476728573017,-9.85211022341929e-05,-0.0011203692525959
a7al2k_01bdc8d049fffe52,same_family_random,-0.0006228969963551,-2.620045320038166e-05,-1.43625018793533e-05,-0.0001608035802045,-6.49920369724804e-05
a7al2k_01bdc8d049fffe52,symbol_shuffle,-0.0015443036435099,-0.0003193843575412,-9.489857709846092e-05,7.657326665890812e-05,8.754636391249442e-05
a7al2k_01bdc8d049fffe52,time_shuffle,0.0001783895034733,0.0004709422415035,0.0001066285699301,0.0001423252273525,-0.0002612843738197
a7al2k_01bdc8d049fffe52,wrong_lag_future_24h,0.0033056729482291,0.0017587708117197,0.0007650965805149,0.0040759676442852,0.0010441286738002
a7al2k_01bdc8d049fffe52,wrong_lag_stale_168h,-0.0009286830802572,-0.0020271750954946,-0.0012627365207344,-0.0004760756520235,-0.0013777919199647
a7al2k_046e806368e99c76,one_bar_lag,-0.001632984421749,0.0018383973410211,0.0019168173683139,0.0019598947667496,0.0012680044642024
a7al2k_046e806368e99c76,original,-0.0016492308811672,0.0018654298451999,0.0019117069408947,0.0019457635111696,0.0012886564146032
a7al2k_046e806368e99c76,same_family_random,0.0005892795234632,3.7181169182054056e-05,-8.067982916995109e-05,-1.6941023031206376e-05,0.0001282827854161
a7al2k_046e806368e99c76,symbol_shuffle,0.0009844412505494,5.2036728240774495e-05,0.0001807051561403,0.0001985169112496,0.0005118942172103
a7al2k_046e806368e99c76,time_shuffle,-0.0006570442904741,0.0002317172024303,-4.174986766169107e-05,-0.0001492397305037,-7.147379699767785e-05
a7al2k_046e806368e99c76,wrong_lag_future_24h,-0.0021205835395692,0.000645013276148,0.0015166521454323,0.0006690779213459,0.0005904274397003
a7al2k_046e806368e99c76,wrong_lag_stale_168h,-0.0017637789573388,0.0008976828296519,0.0010492518244702,0.0014208914676201,0.0007544551808005
a7al2k_09e91fd6263c0156,one_bar_lag,-0.0016753781139507,0.0018228531307023,0.001798700785796,0.001696884559355,0.0011355951984999
a7al2k_09e91fd6263c0156,original,-0.0016711952258987,0.0018354546796888,0.0018017556984027,0.0017034738100438,0.0011396790192559
a7al2k_09e91fd6263c0156,same_family_random,-0.0005662890119936,0.0001347877739818,-0.0003138621511095,4.448423110224808e-06,-0.0001922899774977
a7al2k_09e91fd6263c0156,symbol_shuffle,0.0007702292043,0.0011312846058481,0.0005302186234874,-0.0009690693074203,-9.112634981485365e-05
a7al2k_09e91fd6263c0156,time_shuffle,0.0003105642483452,0.0003247190940129,7.964583364068303e-05,-0.0001168111622003,-0.0001481105469256
a7al2k_09e91fd6263c0156,wrong_lag_future_24h,-0.001739377654334,0.0014792204609101,0.0018438704805171,0.0015183698419428,0.0010341654860164
a7al2k_09e91fd6263c0156,wrong_lag_stale_168h,-0.0018733845496142,0.0009827309443807,0.0010129653906192,0.0017547794364301,0.0006765370004488
a7al2k_0a247ec03472983b,one_bar_lag,-0.001669427790855,0.0018649255827003,0.0015963041489406,0.0017245018372656,0.001223853229221
a7al2k_0a247ec03472983b,original,-0.0016677113318432,0.0018851734349219,0.0015918458677626,0.0017321311582825,0.0012293800054126
a7al2k_0a247ec03472983b,same_family_random,0.0003563743414438,9.483832759007952e-05,-0.0002643244141621,6.162966004968272e-05,4.114129515747268e-05
a7al2k_0a247ec03472983b,symbol_shuffle,-0.002818319510302,4.75279085905201e-05,0.0003793820073259,-0.0002324344372986,-0.000525676631157
a7al2k_0a247ec03472983b,time_shuffle,-0.000235595816807,0.0002036807149657,0.000119814538559,9.037025068304368e-06,9.271371898075376e-05
a7al2k_0a247ec03472983b,wrong_lag_future_24h,-0.0019015555049407,0.0011804463741019,0.0014021771331087,0.001156310225339,0.0008943183726896
a7al2k_0a247ec03472983b,wrong_lag_stale_168h,-0.0018840736840376,0.0009751370262325,0.0009252806761543,0.0016876655816097,0.0006626098614552
a7al2k_0cf817ef95787b3d,one_bar_lag,-0.0063368210004321,-0.0036729932914598,-0.0044516442951359,-0.0008392711761587,-0.0021029323881084
a7al2k_0cf817ef95787b3d,original,-0.0064868497461751,-0.0037906611248732,-0.0044964636417948,-0.0008341661627948,-0.002081802666004
a7al2k_0cf817ef95787b3d,same_family_random,-0.0001396446833956,-0.0002044203508579,0.0001222784079347,-0.0001575254681155,-3.428194798674994e-05
a7al2k_0cf817ef95787b3d,symbol_shuffle,-0.0002710235293524,-0.0005185153841222,0.0005385757252436,-0.0002353533158394,-0.0003248503531801
a7al2k_0cf817ef95787b3d,time_shuffle,-0.0001158647666519,-0.00026481009252,7.6612641181132e-06,-2.275806085206238e-05,-2.492582157220985e-05
a7al2k_0cf817ef95787b3d,wrong_lag_future_24h,-0.003606463826359,-0.0002842959992165,-0.0018855592097216,0.0015513835336294,0.0007102408465603
a7al2k_0cf817ef95787b3d,wrong_lag_stale_168h,-0.001419306868903,-0.0005529144870544,-0.0037634463591043,0.000672999711537,-0.0021673289434471
a7al2k_134ec76b5d7444f9,one_bar_lag,-0.0038269569117257,-0.0020995654509362,-0.0041837787073598,0.0019171815346423,-0.0021477137049132
a7al2k_134ec76b5d7444f9,original,-0.0038533565819208,-0.0021834175482841,-0.0041849137191326,0.0019384959840431,-0.0021405332764039
a7al2k_134ec76b5d7444f9,same_family_random,-0.0002632319445881,-8.616847715101862e-06,0.00016311523195,-6.737245422432461e-05,0.0003355052301237
a7al2k_134ec76b5d7444f9,symbol_shuffle,0.002142236010513,-5.91845705009956e-05,7.950020047694407e-05,-0.0004879009582791,0.0003688706631862
a7al2k_134ec76b5d7444f9,time_shuffle,0.0001610687334596,-0.0001088610662484,-8.396183546310924e-06,0.0002644949159,0.0001945743868442
a7al2k_134ec76b5d7444f9,wrong_lag_future_24h,-0.003427479606157,-0.0012693905880162,-0.0027489873372948,0.0016338863435269,-0.0011195790711792
a7al2k_134ec76b5d7444f9,wrong_lag_stale_168h,-0.0043196799114862,-0.0003073720041636,-0.0033025080616935,0.0013197503530419,-0.002287574633787
a7al2k_16eeb579c992bb45,one_bar_lag,-0.0011370738382981,-0.0011331411600912,-0.0030321583917634,-0.0021271170988905,-0.0004624641933258
a7al2k_16eeb579c992bb45,original,-0.0012783109420723,-0.0015742266667112,-0.0032599644091057,-0.0022493735233701,-0.0007068217650198
a7al2k_16eeb579c992bb45,same_family_random,0.0005297619327818,0.0001400398112255,-0.0002095972503494,-6.802291809370659e-05,6.678882304876476e-05
a7al2k_16eeb579c992bb45,symbol_shuffle,0.0007221678530581,-0.0003396984309375,-4.632204330626533e-05,-8.691851645966086e-05,-0.0008137173761442
a7al2k_16eeb579c992bb45,time_shuffle,0.0003743985896672,0.0001434221384302,-3.992583403190932e-05,-3.298310699740393e-06,-0.0001694655906831
a7al2k_16eeb579c992bb45,wrong_lag_future_24h,-0.0044123404991315,-0.0010418610219338,-0.0028746886711175,-0.0022293854394298,-0.0004625052688866
a7al2k_16eeb579c992bb45,wrong_lag_stale_168h,-0.0006549045186964,-0.0008965773738939,-0.0018813377954032,-0.0012678176123924,-0.0004302980449327
