candidate_id,family,object_type,signal_mode,component_raw_validation,component_raw_recent,component_residual_funding_validation,component_residual_funding_recent,component_residual_core4_recent,component_cost20_recent,component_execution_lag_recent,component_drawdown_penalty,rank_score,rank_uses_validation,rank_uses_recent_oos,rank_excludes_known_adversarial_stress,rank_order
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,2.0,0.9279025035074226,1.1675157298439135e-15,1.8001218722378176e-15,-0.29923740794510784,0.32644824779530524,0.0,-0.24547264646379818,2.7096406968938256,True,True,True,1
a7i1a_avg_trade_size_original,flow_liquidity,known_rejected,original,-0.45412983209209684,-0.15065404915275732,1.0254006812211227,1.5319133701366705,1.5131423897880352,-0.3662997066955839,-0.10254060558382148,-0.3114093933850287,2.6854228542365397,True,True,True,2
a7i1a_core4_benchmark,core4_benchmark,baseline,book_object,1.1978147290017802,0.7164782591560828,0.1049775356716919,0.35495302893870256,5.9580447064122235e-15,-0.08182054205551272,0.0,-0.24662165281335136,2.045781357899399,True,True,True,3
a7i1a_taker_imbalance_original,flow_liquidity,known_overlay,original,-2.0,-2.0,0.4687097421312402,0.22136168217419044,0.2233206300535728,-1.0,-1.0,-0.42970825518957306,-5.516316200830571,True,True,True,4
a7i1a_taker_imbalance_wrong_lag,flow_liquidity,placebo,wrong_lag_stale_24h,-2.0,-2.0,0.4041490740451235,0.24656101697419203,0.24853038210492956,-1.0,-1.0,-0.42650289209719994,-5.5272624189729544,True,True,True,5
a7i1a_taker_imbalance_row_shuffle,flow_liquidity,placebo,row_shuffle,-2.0,-2.0,0.11562369349746061,0.23142533764701773,0.22669378813192934,-1.0,-1.0,-0.43801647937148736,-5.86427366009508,True,True,True,6
a7i1a_random_noise_placebo,placebo_random,placebo,random_noise,-2.0,-2.0,-0.021111175008485326,-0.1303930555820282,-0.12558667702588075,-1.0,-1.0,-0.43184974597003367,-6.708940653586429,True,True,True,7
a7i1a_taker_imbalance_time_shuffle,flow_liquidity,placebo,time_shuffle,-2.0,-2.0,-0.37755310737963177,0.001632595027870723,0.009925286787733122,-1.0,-1.0,-0.4338402281686683,-6.799835453732697,True,True,True,8
a7i1a_taker_imbalance_sign_flip,flow_liquidity,placebo,sign_flip,-2.0,-2.0,-0.5345324680760248,-0.08398254566068389,-0.08592155856738827,-1.0,-1.0,-0.4316324346246426,-7.136069006928739,True,True,True,9
