candidate_id,family,object_type,signal_mode,expression,horizon,series,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_10bp,train_2024,8736,0.00011410594399675168,0.9995680694115447,0.003579212099054625,2.9838218266525076,3.7878864301595527,0.5217490842490843,0.9968295267556226,-1.439899067890831,1.5619269764195503,-0.7657991337629467,-0.030972844954426926,-0.010472586274603537,-0.005378346283689335,0.00013254282171384885,0.0053862544382008585,0.021700360645209617,0.46444115388669477
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_10bp,validation_2025H1,4296,0.00024043009655932466,2.106167645859684,0.0034223285711086674,6.575354634061474,7.746284318774644,0.5579608938547486,1.0328876948188588,-0.46387921161264956,1.738833721523033,-0.37505945279047137,-0.038121102329422056,-0.008856895194634022,-0.004900910087341912,0.00030988247208006095,0.0052465158805508685,0.029497642166787155,0.49315071849087083
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_10bp,recent_oos_2025H2_2026Apr,7248,0.00010592494332276514,0.9279025035074226,0.0026433369088904447,3.750574299457433,5.209325740528273,0.5121412803532008,0.7677439892034017,-0.9235493677076454,1.1009979365603724,-0.6068311330647214,-0.017298481156424527,-0.007886884390089763,-0.003723598538453378,4.786639698860093e-05,0.003989508603636153,0.03139337989917947,0.49518798971011657
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_10bp,fresh_forward_2026May,392,-0.00030891030746463374,-2.7060542933901917,0.0027253098280088867,-10.608856388629809,-20.083681777250312,0.35459183673469385,-0.12109284052613642,-0.1967374610949341,-0.11534671215702608,-0.17888775137920254,-0.008057718175704848,-0.0063313689032590895,-0.0037841126213642743,-0.0005083165100628523,0.003805771311741803,0.03255449907235622,0.5
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_20bp,train_2024,8736,9.24055833515421e-05,0.8094729101595088,0.0035804287674075803,2.415545532608898,3.0715193635516256,0.5184294871794872,0.8072551761590718,-1.4593227655698526,1.1194670684519061,-0.7703146224874003,-0.030972844954426926,-0.010524702431894756,-0.005392702268015553,0.00010939589628782292,0.005375745926609063,0.021700360645209617,0.46444115388669477
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_20bp,validation_2025H1,4296,0.00021093245439253753,1.8477683004786287,0.003423593515001025,5.766512849761359,6.815735678722522,0.5537709497206704,0.9061658240703412,-0.47759340824660923,1.412875880938174,-0.38407292777428836,-0.038121102329422056,-0.008856895194634022,-0.004998887691691328,0.00027915168565464845,0.005214421829246271,0.029497642166787155,0.49315071849087083
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_20bp,recent_oos_2025H2_2026Apr,7248,7.453156342358567e-05,0.6528964955906105,0.0026457999454647043,2.6365455652791705,3.6764916005299955,0.5044150110375276,0.5402047716941489,-0.961374817675328,0.6733798124132611,-0.6214343883712425,-0.017298481156424527,-0.007886884390089763,-0.003773993277145782,1.7281966179919903e-05,0.003958528196964846,0.03139337989917947,0.49518798971011657
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,raw_20bp,fresh_forward_2026May,392,-0.00034146480653699,-2.9912317052640325,0.0027244258298624105,-11.730675282847226,-22.232172270103053,0.3469387755102041,-0.13385420416250007,-0.19913529888515683,-0.12656722212442473,-0.18085731282249817,-0.008057718175704848,-0.00634636890325909,-0.0037841126213642743,-0.0005325308553061116,0.003805771311741803,0.03255449907235622,0.5
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,residual_vs_funding_10bp,train_2024,8736,1.915494536969177e-19,1.677973214384999e-15,1.5851820419829356e-18,11.30977140758118,15.47028256575065,0.5614697802197802,1.6733760274962731e-15,-1.8627948576016573e-16,0.0,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-2.6020852139652106e-18,1.8973538018496328e-19,2.6020852139652106e-18,0.021700360645209617,0.46444115388669477
a7i1a_fundingcore_baseline,funding_baseline,baseline,book_object,FundingCore_v1_book,6,residual_vs_funding_10bp,validation_2025H1,4296,1.3327805135204492e-19,1.1675157298439135e-15,1.4855433801577753e-18,8.397023121139528,11.855926674402816,0.5304934823091247,5.72562508608385e-16,-1.4265432436125387e-16,0.0,0.0,-6.938893903907228e-18,-3.469446951953614e-18,-2.6020852139652106e-18,1.0842021724855044e-19,2.6020852139652106e-18,0.029497642166787155,0.49315071849087083
