blueprint_id,expression,a7input_queue,semantic_pair,motif,skeleton_key,production_key,input_fields,input_tags,input_clusters,input_semantic_types,clue_row_count,label_family_count,label_families,horizons,decisions,selected_overlap,best_label_family,best_label_horizon_h,best_decision,best_control_ratio,best_cost5_recent_oriented,best_robust_median_tstat_floor,best_lag_ok,best_robust_ok,score
a7ff24r_5addd614de29d1e7,"Sub(CSRank(mark_index_basis_bps),CSRank(ZScore(Mean(premium_close_bps,12))))",ordinary_alpha,basis_premium_like|basis_premium_like,spread_rank,skel_a923757a8885923c,prod_6b1d0d620c71a963,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,4,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,4|8,A7FFCORE54ES02_NUMERIC_CLUE,True,L1_cross_sectional_relative_return,4,A7FFCORE54ES02_NUMERIC_CLUE,0.5445162776200714,8.861034120770817e-05,1.517813634601756,True,True,10.599325527123568
a7ff24r_03cd39a6d935072c,"Sub(Delta(realized_vol_168h,2),trade_return_1h)",ordinary_alpha,price_like|volatility_like,sub,skel_0994b3a36a4d53ba,prod_827c1e751582c231,realized_vol_168h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,4,A7FFCORE54ES03_NUMERIC_CLUE,True,L0_raw_forward_return,4,A7FFCORE54ES03_NUMERIC_CLUE,0.4296936529524364,8.634288430429461e-05,0.9081445004329018,True,True,10.527986759771869
a7ff24r_1bf5a62b347b3926,"Sub(CSRank(mark_low),CSRank(trade_close))",ordinary_alpha,basis_premium_like|price_like,spread_rank,skel_293cae94cfd91548,prod_3babad094a56d75e,trade_close,A7INPUT_APPROVED_REDUNDANT_CAP,ic_000,price_like,1,1,L1_cross_sectional_relative_return,1,A7FFCORE54ES06_NUMERIC_CLUE,True,L1_cross_sectional_relative_return,1,A7FFCORE54ES06_NUMERIC_CLUE,0.7752911483516829,-0.0004515617848606,0.5893866168224412,True,True,6.425861750128053
a7ff24r_57e00327a34e91e3,"Delta(mark_index_basis_bps,24)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_6b5cfa223e66ae24,mark_index_basis_bps,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013,basis_premium_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.8310629993440081,0.1614395120699062,7.332632447466704,True,True,35.49858610848395
a7ff24r_eab92902c63036e3,"Delta(mark_index_basis_bps,2)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_cc89c303d0cefe7f,mark_index_basis_bps,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013,basis_premium_like,10,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8|24,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,24,A7FFCORE54ES00_NUMERIC_CLUE,0.6632444788987588,0.2817626229820661,0.3359136489520894,True,True,35.215644807123205
a7ff24r_6a8e4e33dbe4b09c,"Delta(mark_index_basis_bps,168)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_bf743c47201eac8f,mark_index_basis_bps,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013,basis_premium_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.5184903373474417,0.1167740436499765,5.508573178384974,True,True,30.50964734829318
a7ff24r_46dbca9c53956336,"SafeDiv(mark_high,Abs(trade_close))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_d9d4f69744bac825,prod_6962f3324fc81d0a,trade_close,A7INPUT_APPROVED_REDUNDANT_CAP,ic_000,price_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES06_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES06_NUMERIC_CLUE,0.901066189080088,0.1235283386712727,4.897213315076663,True,True,26.136598606479716
a7ff24r_83417b3871e08795,"SafeDiv(mark_index_basis_bps,Abs(Delta(trade_return_1h,8)))",interaction_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_9824338390b1ea18,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.4538666862717778,0.0804314602109779,4.511989939719258,True,True,25.52845903781853
a7ff24r_8bf0eefef7542ccd,"Delta(mark_index_basis_bps,1)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_e48a6a3c8b617f48,mark_index_basis_bps,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013,basis_premium_like,7,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,4|8,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,8,A7FFCORE54ES00_NUMERIC_CLUE,0.7185687032657634,0.1846564477919629,0.5918073083971804,True,True,25.46357236333302
a7ff24r_610c51dfffdc8f01,"Mul(Delta(mark_index_basis_bps,4),realized_vol_168h)",ordinary_alpha,basis_premium_like|volatility_like,mul,skel_0994b3a36a4d53ba,prod_c76122b7ef747b2d,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,7,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,8,A7FFCORE54ES02_NUMERIC_CLUE,0.8360217908024623,0.1997548981370384,0.1976771052436955,True,True,25.010626116166605
a7ff24r_09dc2d7e51641cb0,"Sub(Delta(mark_index_basis_bps,8),premium_close_bps)",ordinary_alpha,basis_premium_like|basis_premium_like,sub,skel_0994b3a36a4d53ba,prod_eecde8a7795a15d3,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.5907071269400184,0.0850883894728411,4.246742911243791,True,True,24.095253500371506
a7ff24r_542b570f4bf41412,"Mul(Delta(mark_index_basis_bps,1),realized_vol_168h)",ordinary_alpha,basis_premium_like|volatility_like,mul,skel_0994b3a36a4d53ba,prod_f6e68c5950a2d88f,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,6,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4|8,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.4153037668256876,0.0724075367207908,3.694982986978395,True,True,23.477681977778992
a7ff24r_459673618ff9012b,"Sub(Delta(premium_close_bps,12),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,sub,skel_0994b3a36a4d53ba,prod_b1ec89a4d73284bc,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.597669123895934,0.0741111709622306,3.0230796643802864,True,True,20.480585186024292
a7ff24r_6ce726b8ca680a9f,"Mul(Delta(premium_close_bps,12),realized_vol_24h)",ordinary_alpha,basis_premium_like|volatility_like,mul,skel_0994b3a36a4d53ba,prod_91446afae28c0412,premium_close_bps|realized_vol_24h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_016,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.7238215113389409,0.0856861562920748,2.533383541689568,True,True,19.397167599197207
a7ff24r_0ba14c1c756fb529,"SafeDiv(Delta(mark_index_basis_bps,8),Abs(premium_close_bps))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_136259b72205469f,prod_a69e459f6162b766,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L5_vol_adjusted_return,1|4,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.6227485726855122,0.0614931879195135,3.130643495784694,True,True,19.183120056665615
a7ff24r_2c903d264aee7ca3,"SafeDiv(mark_index_basis_bps,Abs(realized_vol_168h))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_d9d4f69744bac825,prod_1503fe9d84bf5159,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,A7FFCORE54ES01_NUMERIC_CLUE,False,L3_liquidity_tier_relative_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.3621223540166392,8.234093497215761e-05,4.333213777748745,True,True,18.053438108828313
a7ff24r_168885405125bba0,"Mul(Delta(mark_index_basis_bps,2),Sign(premium_close_bps))",ordinary_alpha,basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,prod_d07844f9a60a42f7,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.4804739810920458,0.0462073073053828,2.372290449768486,True,True,17.560571819154795
a7ff24r_6ee58ad6bd22a0c8,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(realized_vol_168h,8))))",ordinary_alpha,basis_premium_like|volatility_like,safe_div_abs,skel_c80f62c274b367a9,prod_76d27af027b1891a,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L1_cross_sectional_relative_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.3712650187914024,-2.200571763314287e-05,4.0890005166376175,True,True,17.46535084536121
a7ff24r_55434e3c45f77aed,"SafeDiv(Delta(premium_close_bps,12),Abs(trade_return_1h))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_136259b72205469f,prod_8e87c703a37cadc2,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.5237712349402468,0.0486622584593331,2.3775071531399745,True,True,17.383527802810793
a7ff24r_991da4c8efd5befa,"SafeDiv(mark_index_basis_bps,Abs(Delta(premium_close_bps,4)))",interaction_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_61fc8fee6240162c,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,A7FFCORE54ES07_NUMERIC_CLUE,False,L1_cross_sectional_relative_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.3001095816605567,-0.0002321061786489,3.5513097466054275,True,True,17.10152367660529
a7ff24r_36473bbc00718694,"SafeDiv(mark_index_basis_bps,Abs(ZScore(Mean(premium_close_bps,8))))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_c80f62c274b367a9,prod_ee519c7785ec23fb,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,2,2,L1_cross_sectional_relative_return|L5_vol_adjusted_return,4|8,A7FFCORE54ES01_NUMERIC_CLUE,False,L5_vol_adjusted_return,8,A7FFCORE54ES01_NUMERIC_CLUE,0.9558976658691916,0.1203792920123036,0.751902896804674,True,True,16.982758336147793
a7ff24r_60b14efa22cf7892,"Delta(trade_return_1h,12)",ordinary_alpha,price_like,single,skel_1d39996e97d5ace0,prod_13d4cdb746fbb1de,trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_021,price_like,8,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4,A7FFCORE54ES03_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.6506684741588056,0.0704763999659115,1.682297240631874,True,True,16.905549736266842
a7ff24r_8176be4b94b1f677,"SafeDiv(Delta(mark_index_basis_bps,8),Abs(trade_return_1h))",interaction_alpha,basis_premium_like|price_like,safe_div_abs,skel_136259b72205469f,prod_b4ee45913c3c46ff,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,4,A7FFCORE54ES07_NUMERIC_CLUE,False,L5_vol_adjusted_return,4,A7FFCORE54ES07_NUMERIC_CLUE,0.5766270239845346,0.0944538372108242,0.1008018798301126,True,True,16.880717240897297
a7ff24r_869faa31d6dfbd84,"Mean(Mul(Delta(mark_index_basis_bps,2),realized_vol_24h),4)",interaction_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_1898ad696b8bd82f,mark_index_basis_bps|realized_vol_24h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_016,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.446964310354626,0.0399993186487267,1.906132613822904,True,True,16.34255398897222
a7ff24r_18d238dbb46f8356,"Mul(Delta(mark_index_basis_bps,4),Sign(premium_close_bps))",ordinary_alpha,basis_premium_like|basis_premium_like,gated_sign,skel_136259b72205469f,prod_6465c8500ea9bfbb,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.5919175373561526,0.0454387324317774,2.276543198800837,True,True,16.177784267217888
a7ff24r_712cf35327cfd98e,"Mul(Delta(premium_close_bps,2),Sign(realized_vol_24h))",ordinary_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_a75f5b975b078fcc,premium_close_bps|realized_vol_24h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_016,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.7959821675415732,0.0565483630018562,2.6488396004693664,True,True,15.99269382570862
a7ff24r_5fd29d53584be2bf,"Sub(CSRank(ZScore(Mean(mark_index_basis_bps,2))),CSRank(ZScore(Mean(premium_close_bps,4))))",ordinary_alpha,basis_premium_like|basis_premium_like,spread_rank,skel_f4061a64df347a31,prod_923c3aff5824fa57,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L1_cross_sectional_relative_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.3647039166565383,-0.000444754934141,3.2476000925538853,True,True,15.848161018542388
a7ff24r_809e5867ebe18c47,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,8))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_37db91ba8b5e0dfa,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,3,3,L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.764263642074166,0.0691169085815084,1.692916440056773,True,True,15.654887317522727
a7ff24r_7f35619193e2d6d9,"Sub(Delta(premium_close_bps,2),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,sub,skel_0994b3a36a4d53ba,prod_311c5e287ff25d33,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES03_NUMERIC_CLUE,0.8467265335604713,0.0561993967936837,2.6319900362652477,True,True,15.416654416294152
a7ff24r_6550f4a63c432aa1,"Mul(realized_vol_24h,Delta(trade_return_1h,12))",interaction_alpha,price_like|volatility_like,mul,skel_f8484b844efd270f,prod_305d6ee451a09cc4,realized_vol_24h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_016|ic_021,price_like|volatility_like,5,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1|4,A7FFCORE54ES08_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES08_NUMERIC_CLUE,0.7436700145680333,0.0628096484020418,1.7005229028673012,True,True,15.24531050025845
a7ff24r_245bcd7f2daa1c4b,"SafeDiv(mark_index_basis_bps,Abs(Delta(premium_close_bps,1)))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_fb5e11b2d7d85683,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,2,2,L0_raw_forward_return|L1_cross_sectional_relative_return,1,A7FFCORE54ES01_NUMERIC_CLUE,False,L1_cross_sectional_relative_return,1,A7FFCORE54ES01_NUMERIC_CLUE,0.4055022747348307,-0.0003812771927957,3.093372627430843,True,True,15.131722507513379
a7ff24r_4d5b01aa819013af,"SafeDiv(mark_index_basis_bps,Abs(Delta(premium_close_bps,8)))",ordinary_alpha,basis_premium_like|basis_premium_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_19fb403e8af8c2ae,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.7234564222127162,0.0403530098583477,2.628594894623607,True,True,15.057926552954822
a7ff24r_11b45eb2efc95436,"SafeDiv(premium_close_bps,Abs(Delta(trade_return_1h,4)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_c7564376a83b54d4,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.6901056424166067,0.0536300237514589,1.753444557109955,True,True,14.968835065199734
a7ff24r_842341fb2d786d51,"Mul(Delta(mark_index_basis_bps,4),Sign(realized_vol_168h))",interaction_alpha,basis_premium_like|volatility_like,gated_sign,skel_136259b72205469f,prod_af7c53af3294eef9,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,A7FFCORE54ES07_NUMERIC_CLUE,False,L3_liquidity_tier_relative_return,1,A7FFCORE54ES07_NUMERIC_CLUE,0.3095092686889295,-0.0002477949085515,2.4801690837214108,True,True,14.865245480553526
a7ff24r_11fa3c5fb7024604,"SafeDiv(premium_close_bps,Abs(ZScore(Mean(trade_return_1h,4))))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_c80f62c274b367a9,prod_77ff33d337c7267b,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.7160525817550424,0.051084661275559,1.9084297317584524,True,True,14.76479977352238
a7ff24r_6b9e4107d4ce11d4,"Delta(mark_index_basis_bps,4)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_2e65a589d9d12580,mark_index_basis_bps,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013,basis_premium_like,4,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1|4,A7FFCORE54ES00_NUMERIC_CLUE,False,L3_liquidity_tier_relative_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.3448497874147588,-0.0002477949085515,2.4801690837214108,True,True,14.511840293295233
a7ff24r_563cb7e7f836889d,"Mean(Mul(Delta(mark_index_basis_bps,4),realized_vol_168h),4)",ordinary_alpha,basis_premium_like|volatility_like,smooth_mul,skel_8184698cb7b24c02,prod_7170ca606444519c,mark_index_basis_bps|realized_vol_168h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_015,basis_premium_like|volatility_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.6843305185881966,0.0425574292022466,2.0436459795578483,True,True,14.499729693458391
a7ff24r_038ab74762617034,"Mul(mark_index_basis_bps,premium_close_bps)",ordinary_alpha,basis_premium_like|basis_premium_like,mul,skel_337820bc5afcf6cc,prod_9ccf4d911d864d56,mark_index_basis_bps|premium_close_bps,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_013,basis_premium_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.8408038211582173,0.0757339318952735,1.0793500084542644,True,True,14.324054994853705
a7ff24r_10ad944f30aeb343,"SafeDiv(premium_close_bps,Abs(Delta(trade_return_1h,2)))",ordinary_alpha,basis_premium_like|price_like,safe_div_abs,skel_a2f58ee62d9e7ad2,prod_c397eb09fa2f1a9d,premium_close_bps|trade_return_1h,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_005|ic_021,basis_premium_like|price_like,1,1,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.8231410087611623,0.0603088887903384,1.61799671966603,True,True,14.035472230754277
a7ff24r_106659470940e2eb,"Sub(Delta(mark_index_basis_bps,4),trade_return_1h)",ordinary_alpha,basis_premium_like|price_like,sub,skel_0994b3a36a4d53ba,prod_d690db9adbb51f19,mark_index_basis_bps|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013|ic_021,basis_premium_like|price_like,4,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1|4,A7FFCORE54ES00_NUMERIC_CLUE,False,L0_raw_forward_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.3608567326976846,-0.0003386679762129,2.129675843863692,True,True,13.650784360750539
a7ff24r_4f5fad181e850eac,"Mul(realized_vol_168h,Sign(ZScore(Mean(trade_return_1h,2))))",ordinary_alpha,price_like|volatility_like,gated_sign,skel_c80f62c274b367a9,prod_985537387377ccad,realized_vol_168h|trade_return_1h,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_015|ic_021,price_like|volatility_like,4,4,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return|L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,False,L5_vol_adjusted_return,1,A7FFCORE54ES02_NUMERIC_CLUE,0.7336188992218909,0.0392802392297213,1.9912553245371976,True,True,13.574345579827616
a7ff24r_acdf1de7772e8224,"Delta(mark_index_basis_bps,336)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_6e02108b85d35043,mark_index_basis_bps,A7INPUT_APPROVED_SIGNAL_PRIMARY,ic_013,basis_premium_like,3,3,L0_raw_forward_return|L1_cross_sectional_relative_return|L3_liquidity_tier_relative_return,1,A7FFCORE54ES00_NUMERIC_CLUE,False,L3_liquidity_tier_relative_return,1,A7FFCORE54ES00_NUMERIC_CLUE,0.7008947584633846,0.0002376026357157,3.7562273207830055,True,True,13.527267320503734
